% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.171503808e+03 +9.171503808e+03 +8.709413808e+03 +8.709413808e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
4 +2.963954699e+03 +2.963954699e+03 +2.501864699e+03 +2.501864699e+03 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
7 +1.254508720e+03 +1.254508720e+03 +7.924187205e+02 +7.924187205e+02 -4.3532e-01 -1.2163e+00 +7.9807e-01 +1.8312e+00 -3.8025e+00 +3.4472e+00 +2.0086e+00 +3.2947e+00 -5.6710e-01 -3.6902e+00 +1.2114e+00 -3.7788e+00 -3.6414e+00 -4.9797e+00 -1.8225e+00 +1.2909e+00 -4.9663e+00 -2.3102e+00 -1.8997e+00 +3.0210e+00
53 +9.516255639e+02 +9.516255639e+02 +4.895355639e+02 +4.895355639e+02 -2.5514e+00 -1.3193e+00 -2.3881e+00 +2.7185e-01 -1.7979e+00 +4.1986e+00 +2.5672e+00 +1.7226e+00 -1.5556e+00 -1.0519e+00 +1.8331e+00 -2.3245e+00 -4.0746e-01 -8.2040e-01 -8.4897e-02 +5.0000e+00 -7.2897e-01 +3.1660e-01 -7.6925e-03 +3.1324e+00
126 +5.884010119e+02 +5.884010119e+02 +1.263110119e+02 +1.263110119e+02 +0.0000e+00 +1.4666e+00 -5.0753e-01 -2.7196e+00 -3.7840e+00 -6.0591e-01 +2.5056e+00 +3.1138e+00 -3.5875e-02 -1.6904e+00 -9.8364e-01 -4.6598e+00 -1.0066e+00 -4.4204e+00 +0.0000e+00 -1.5345e+00 -2.1710e+00 +4.0257e-01 +7.7169e-02 +2.9853e+00
1108 +3.767701389e+02 +3.767701389e+02 -8.531986112e+01 -8.531986112e+01 -1.8013e+00 +5.0217e-01 +1.7372e+00 +0.0000e+00 -2.2486e+00 -1.5685e+00 +1.4033e+00 +2.8277e+00 +0.0000e+00 +3.7941e+00 +2.1671e-01 -1.6462e+00 -6.1779e-01 -2.9843e+00 +5.0874e-01 -4.1851e+00 -8.1062e-01 +2.9727e+00 +2.1537e+00 +1.7063e+00
2001 +2.462023637e+02 +2.462023637e+02 -2.158876363e+02 -2.158876363e+02 -7.5639e-01 +2.4989e+00 +1.4575e+00 +5.3517e-01 -1.6914e+00 -8.4178e-01 +1.6320e+00 +2.6556e+00 +1.8712e+00 +8.4374e-01 +4.3553e-01 -5.0000e+00 -1.2651e+00 -1.9660e+00 +2.2180e-01 -4.8324e+00 -1.1677e-01 +2.6788e+00 +2.2192e+00 +8.7762e-01
4485 +1.541625766e+02 +1.541625766e+02 -3.079274234e+02 -3.079274234e+02 +5.1534e-01 +2.2812e+00 +1.6693e+00 +7.3655e-01 -1.2975e-01 +8.0177e-01 +1.6726e+00 +2.5968e+00 +1.7116e+00 +8.7900e-01 +2.2625e+00 -4.2407e+00 -1.7599e+00 -2.6787e+00 +1.3141e+00 -4.8415e+00 +2.6164e-02 +2.1039e+00 +1.8646e+00 +1.1417e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.279537893e+03 +7.279537893e+03 +7.357197893e+03 +7.357197893e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
