% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.633270456e+01 +8.633270456e+01 -9.136672954e+02 -9.136672954e+02 +3.3312e+00 -6.7549e-01 -4.9599e+00 -1.8900e+00 +2.7984e+00 +4.0190e+00 -2.0647e+00 -1.9767e+00 +3.4026e+00 -8.5427e-01 +2.9756e+00 +5.1900e-01 +1.1800e+00 +2.4248e+00 +3.6484e+00 -4.7335e+00 +2.7979e+00 +3.3997e+00 -4.2297e-01 +3.5630e+00
3901 +6.210919583e+01 +6.210919583e+01 -9.378908042e+02 -9.378908042e+02 -3.0641e+00 +1.1654e+00 +1.9131e+00 -4.4983e+00 +3.5378e+00 +5.6094e+00 -4.3515e+00 +1.2191e-01 +1.9272e-01 +3.2750e-01 +5.8281e-01 -5.3110e+00 -4.9057e+00 +3.6724e+00 -1.6567e-02 -1.0322e+00 +4.0420e-01 -1.9445e+00 -3.0577e+00 +5.4110e+00
5315 +2.762254893e+01 +2.762254893e+01 -9.723774511e+02 -9.723774511e+02 -4.8042e+00 -1.4227e+00 +1.3960e+00 -5.0824e+00 +8.5605e-01 -3.9054e+00 +6.5238e-01 -5.5914e+00 +4.7212e-02 +1.6274e+00 +2.3093e+00 -1.6333e+00 +1.8353e+00 -2.3480e+00 -2.5428e+00 -1.0619e+00 +1.6579e+00 +9.6579e-01 -2.1037e-01 -1.7600e+00
7303 +2.397039529e+01 +2.397039529e+01 -9.760296047e+02 -9.760296047e+02 -4.8042e+00 -2.5887e+00 +3.0668e+00 -5.0824e+00 +2.0291e+00 -3.3837e+00 +6.5238e-01 -4.3222e+00 +4.7212e-02 +1.6274e+00 +4.2516e+00 -1.5399e+00 +1.8353e+00 -5.2779e-01 -2.5428e+00 -4.1170e+00 +3.4608e-01 -1.2923e+00 -2.1037e-01 -4.7154e-02
8323 +1.255817784e+01 +1.255817784e+01 -9.874418222e+02 -9.874418222e+02 -3.7288e+00 -8.3357e-01 +1.1441e+00 -5.3505e+00 +7.2071e-01 -2.1102e+00 -1.6966e+00 -4.9012e+00 +1.4562e+00 +3.2985e+00 +3.5684e+00 -2.4488e+00 +1.8556e+00 -1.4131e+00 -9.2231e-01 -3.5981e+00 +2.3522e+00 +3.3812e-01 +1.6922e+00 -2.8826e+00
9426 +7.165303258e+00 +7.165303258e+00 -9.928346967e+02 -9.928346967e+02 -4.0769e+00 -2.1273e+00 +1.4451e+00 -5.1045e+00 +1.1728e+00 -2.9100e+00 -2.8625e-01 -5.0150e+00 +8.3092e-01 +3.2579e+00 +3.7512e+00 -1.7802e+00 +1.2641e+00 -1.1504e+00 -6.0687e-01 -2.5270e+00 +1.7944e+00 -6.3054e-01 +3.3882e-01 -2.2821e+00
10903 +5.937333731e+00 +5.937333731e+00 -9.940626663e+02 -9.940626663e+02 -3.8162e+00 -2.6531e+00 +1.8309e+00 -5.7170e+00 +1.6788e+00 -3.6652e+00 -7.8755e-01 -4.9427e+00 +2.3963e+00 +2.1117e+00 +4.0377e+00 -1.8707e+00 +1.5274e+00 -1.8526e+00 -1.5329e+00 -2.8762e+00 +1.2435e+00 -4.7002e-01 +4.6671e-01 -1.9516e+00
12716 +3.835974361e+00 +3.835974361e+00 -9.961640256e+02 -9.961640256e+02 -3.9233e+00 -3.0769e+00 +1.4641e+00 -4.4939e+00 +1.2698e+00 -3.3457e+00 -9.0555e-01 -4.8488e+00 +2.8233e+00 +2.7933e+00 +4.2114e+00 -1.7627e+00 +1.0214e+00 -1.6518e+00 -1.7162e+00 -2.7179e+00 +1.8558e+00 -2.9138e-01 +6.1783e-01 -2.0959e+00
14610 +2.382568196e+00 +2.382568196e+00 -9.976174318e+02 -9.976174318e+02 -3.9211e+00 -2.4774e+00 +1.7963e+00 -4.4830e+00 +1.4670e+00 -3.7629e+00 -1.1243e+00 -4.6223e+00 +1.8557e+00 +1.9747e+00 +3.4142e+00 -1.5267e+00 +1.5620e+00 -1.4260e+00 -1.9938e+00 -3.4036e+00 +1.5855e+00 -3.3216e-01 +7.9128e-01 -1.9955e+00
76419 +1.277433326e+00 +1.277433326e+00 -9.987225667e+02 -9.987225667e+02 +1.6444e+00 -1.6532e+00 +1.0755e+00 +4.0752e+00 -4.8310e+00 +4.4740e-01 -2.3429e+00 +3.4058e+00 +4.2514e+00 -1.1333e+00 -3.1102e+00 +1.9499e+00 -2.9869e+00 -2.1105e+00 -9.0531e-01 +8.1038e-02 +2.6286e+00 +3.6074e+00 +4.4209e+00 +2.6843e+00
77228 +9.891437299e-01 +9.891437299e-01 -9.990108563e+02 -9.990108563e+02 +1.5841e+00 -1.9118e+00 +1.0921e+00 +3.7359e+00 -4.3607e+00 +3.7080e-01 -2.1255e+00 +3.8357e+00 +4.1421e+00 -1.0587e+00 -3.5289e+00 +1.9968e+00 -2.8223e+00 -2.0495e+00 -8.7287e-01 -9.9936e-02 +3.2561e+00 +4.0313e+00 +4.3133e+00 +2.6299e+00
891512 +4.379817087e-01 +4.379817087e-01 -9.995620183e+02 -9.995620183e+02 +5.0050e-01 +3.8646e-02 +1.8745e+00 +1.9763e+00 +1.7562e-01 -1.6086e+00 -3.8851e+00 -1.8659e-01 +2.8488e+00 +1.1617e+00 +2.4589e-01 +3.0369e+00 -2.5383e+00 -1.2417e+00 +3.1238e+00 +2.1299e+00 +2.0397e+00 -2.3863e+00 +2.6313e+00 +2.4718e-02
911801 +3.307997480e-01 +3.307997480e-01 -9.996692003e+02 -9.996692003e+02 +7.6818e-01 +3.5295e-02 +1.9912e+00 +1.9763e+00 -3.3181e-01 -1.6192e+00 -3.7889e+00 -2.9599e-01 +2.7721e+00 +1.1617e+00 +2.5527e-01 +3.0327e+00 -2.5383e+00 -1.0798e+00 +3.2466e+00 +2.1299e+00 +2.0397e+00 -2.4261e+00 +2.4337e+00 -1.1523e-01
929701 +1.941782303e-01 +1.941782303e-01 -9.998058218e+02 -9.998058218e+02 +7.6818e-01 +3.5295e-02 +1.8604e+00 +1.6527e+00 -5.7203e-01 -1.7972e+00 -3.6011e+00 -2.9599e-01 +2.8029e+00 +1.1921e+00 +4.6302e-01 +3.0327e+00 -2.7026e+00 -1.0798e+00 +3.2466e+00 +2.1955e+00 +1.7820e+00 -2.4261e+00 +2.4337e+00 -1.1523e-01
930802 +1.584378545e-01 +1.584378545e-01 -9.998415621e+02 -9.998415621e+02 +8.8176e-01 +4.9791e-02 +1.8965e+00 +1.7380e+00 -5.0555e-01 -1.7677e+00 -3.4254e+00 -2.9626e-01 +2.8827e+00 +6.4309e-01 +3.0951e-01 +3.1437e+00 -2.6407e+00 -1.0075e+00 +3.2550e+00 +2.1240e+00 +1.5840e+00 -2.4145e+00 +2.1925e+00 +1.9714e-02
981510 +7.718056011e-02 +7.718056011e-02 -9.999228194e+02 -9.999228194e+02 +8.8760e-01 +4.8208e-02 +1.9059e+00 +8.1887e-01 -7.6899e-01 -1.4007e+00 -3.3661e+00 +9.4018e-02 +3.2328e+00 +4.7246e-01 +3.2443e-01 +3.0412e+00 -3.3056e+00 -8.8888e-01 +3.1136e+00 +2.1416e+00 +1.9794e+00 -2.4450e+00 +2.3268e+00 -8.3845e-02
