% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.855569427e+03 +4.855569427e+03 +4.393479427e+03 +4.393479427e+03 -4.5517e+00 +2.9758e+00 +3.8214e+00 +4.8568e+00 -2.7489e+00 -4.2082e+00 -4.4217e+00 -4.7191e+00 +1.1835e+00 -2.1846e+00 +3.0619e+00 -2.0006e+00 -2.0904e+00 -3.5044e+00 +3.8042e+00 -3.5304e+00 -1.5214e+00 +1.8901e+00 +1.2702e+00 -4.0796e+00
4 +3.067551134e+03 +3.067551134e+03 +2.605461134e+03 +2.605461134e+03 +4.4707e+00 +3.9532e+00 -3.7438e+00 -8.4609e-01 -3.7182e+00 +2.7302e+00 +4.8404e+00 -3.1484e+00 -1.2113e+00 +5.8885e-01 +1.1183e+00 -2.2761e+00 -1.2933e+00 +4.2750e+00 -2.0562e+00 +4.9340e+00 -1.9253e+00 +1.0429e-01 +1.5336e-01 +2.1262e-01
8 +1.284123655e+03 +1.284123655e+03 +8.220336551e+02 +8.220336551e+02 -2.0151e+00 -1.4209e+00 +1.3596e+00 +4.6510e+00 -3.3804e+00 -3.1688e+00 +1.2361e-01 -2.6160e+00 +2.5897e-01 -5.5715e-01 -3.9582e+00 -1.1498e+00 -4.4003e+00 +2.4315e+00 -4.2278e+00 -3.3130e+00 -1.9524e+00 +4.6663e+00 -2.7298e+00 +1.1299e+00
96 +8.275175607e+02 +8.275175607e+02 +3.654275607e+02 +3.654275607e+02 -1.3436e-02 -6.4804e-01 +8.8209e-01 +2.7193e+00 -1.7730e+00 -4.1524e-02 +2.0575e+00 +5.0000e+00 -3.4902e+00 +7.6715e-01 -3.0690e-01 -2.4704e-01 -2.8254e+00 -1.2968e+00 -5.0000e+00 -9.8564e-01 -3.6109e-01 +2.7173e+00 -5.4823e-01 +3.3331e-01
151 +5.341143655e+02 +5.341143655e+02 +7.202436548e+01 +7.202436548e+01 -8.1817e-01 +1.1294e+00 +1.5759e+00 +2.6235e+00 -1.5615e+00 +3.4038e+00 +0.0000e+00 +5.0000e+00 -1.0758e-01 +2.2273e+00 +1.0672e-01 -1.7238e+00 -1.6415e+00 -4.5063e-01 +0.0000e+00 -4.1594e+00 -1.3686e+00 +1.9435e+00 +1.2412e+00 -1.5902e+00
3391 +3.865092158e+02 +3.865092158e+02 -7.558078419e+01 -7.558078419e+01 -1.7982e+00 -3.3218e+00 +1.2469e+00 -4.2599e-01 -1.3189e+00 +5.0000e+00 +3.4058e-01 +4.1662e+00 +1.9497e+00 +2.4166e+00 -1.5262e-01 -5.0000e+00 -8.3369e-01 -4.1797e+00 +1.3692e+00 -4.5974e+00 +3.4801e-02 +1.8613e+00 +1.7059e+00 +2.0492e+00
53404 +2.240392335e+02 +2.240392335e+02 -2.380507665e+02 -2.380507665e+02 -6.9371e-01 +5.0000e+00 -1.8856e-01 +1.8672e-01 +2.5176e+00 +1.7423e+00 +1.9745e+00 +2.7436e+00 +1.2626e+00 -8.3239e-01 +1.5282e+00 -3.2232e+00 -1.3144e-01 -1.7685e+00 +1.3595e+00 -3.8973e+00 +1.5418e-02 +3.9672e+00 +2.5386e+00 +1.8885e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.462560796e+03 +5.462560796e+03 +5.540220796e+03 +5.540220796e+03 +3.4555e+00 +1.4703e+00 -1.1365e-01 +4.8174e+00 -1.8983e+00 +8.7586e-01 +4.5738e+00 +3.3978e+00 -3.6600e-01 -2.2875e+00 +4.1638e+00 +2.8895e+00 -2.7099e+00 +1.1183e+00 +2.6552e+00 -3.4469e+00 -1.0774e+00 -2.8739e+00 +3.7771e+00 -2.5687e+00
2 +2.355598001e+03 +2.355598001e+03 +2.433258001e+03 +2.433258001e+03 +6.5820e-02 +2.4998e+00 +3.0724e+00 +8.6235e-01 +3.8136e+00 -5.8033e-01 -2.0544e+00 -4.7966e+00 +1.6872e+00 +3.2590e-01 +2.3821e+00 -3.8928e+00 -1.4876e+00 +1.9877e+00 -4.4390e+00 -3.9518e+00 -4.7105e+00 -1.3763e-01 +3.4322e-01 -3.7273e+00
