% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.276423527e+01 +5.276423527e+01 -4.978576473e+01 -4.978576473e+01 +3.1438e-01 +8.9676e-01 +2.0130e+00 -4.2268e+00 +2.2385e+00 +8.2931e-01 -2.9889e+00 -2.5403e+00 -4.5310e-01 -6.6478e-01 -3.8991e+00 -3.4968e-01 -8.9860e-01 -1.6104e+00 -2.7577e+00 -4.4182e+00 -3.8329e+00 +3.3678e+00 +3.6593e+00 -9.3320e-01
8 +3.532426623e+01 +3.532426623e+01 -6.722573377e+01 -6.722573377e+01 +3.5382e-01 -1.4464e+00 +4.7288e+00 +1.8444e+00 -1.7557e+00 +4.7121e+00 -1.6924e+00 +2.7705e+00 -7.1756e-01 +2.3543e+00 +1.7183e+00 -1.2510e-01 +4.9916e-01 -2.6866e-01 +2.5863e+00 -2.5311e+00 +1.6834e-01 -1.4986e+00 +3.1237e+00 -3.5514e+00
105 +2.503908323e+01 +2.503908323e+01 -7.751091677e+01 -7.751091677e+01 +2.2022e+00 +1.1303e+00 +1.7767e+00 -2.0940e+00 -6.1972e-01 -8.6798e-01 +3.3127e+00 -2.4836e+00 +9.2190e-01 -3.0101e-01 +2.2080e-01 +8.8491e-01 +1.7932e+00 +2.9831e+00 +1.0999e+00 -5.9118e-01 +3.2993e+00 -3.8257e+00 +2.7922e+00 +2.7248e+00
115 +1.462465792e+01 +1.462465792e+01 -8.792534208e+01 -8.792534208e+01 -3.6892e-01 -2.3785e-01 +4.4856e+00 -7.1837e-01 +1.6233e+00 -2.1764e+00 -1.2963e+00 +7.0923e-01 +1.0018e+00 -2.7041e+00 -3.4159e+00 +6.3669e-02 +2.5488e+00 -2.4495e+00 -5.9558e-01 -2.2829e+00 -4.8295e-01 -3.0442e+00 +7.1425e-01 +2.4730e+00
3845 +8.650245413e+00 +8.650245413e+00 -9.389975459e+01 -9.389975459e+01 -8.9665e-01 -1.1219e+00 +1.9655e+00 +1.6571e-01 -7.8618e-01 -6.2146e-01 +1.1450e+00 -1.7668e+00 -1.5954e+00 -3.0381e+00 -1.8167e+00 +4.6326e-02 +4.6137e-01 -7.5987e-01 +1.9216e+00 -2.3777e+00 -2.9891e+00 +5.6909e-01 +1.3479e+00 +2.2522e-01
33676 +5.924534826e+00 +5.924534826e+00 -9.662546517e+01 -9.662546517e+01 -1.6544e+00 +1.0786e+00 +5.4242e-01 +1.4024e+00 +5.4176e-01 -2.7934e+00 +4.6407e-01 -6.8000e-01 -2.1709e+00 -3.0534e+00 -1.4109e+00 +7.6027e-02 +4.5358e-01 +5.0376e-01 +2.3172e+00 -9.5733e-01 -6.1480e-01 +6.8112e-01 +4.4234e-01 +7.3750e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.816859165e+01 +4.816859165e+01 +1.198585917e+02 +1.198585917e+02 +3.0050e+00 +3.7432e+00 +1.0832e+00 -1.8872e+00 +2.3578e+00 -2.5097e+00 +2.0021e+00 -4.9592e+00 +2.3410e+00 +2.5497e+00 -7.8315e-01 +3.2313e+00 -3.6934e+00 +3.7177e+00 +1.7208e+00 -2.2419e+00 -1.0366e+00 +1.7052e+00 -2.2543e-01 -3.0274e+00
4 +3.187918095e+01 +3.187918095e+01 +1.035691809e+02 +1.035691809e+02 +2.1358e-01 +3.1197e+00 -1.6621e+00 +1.4657e+00 +4.2850e+00 +6.7432e-01 -7.3954e-01 -8.8662e-01 -5.8265e-01 -2.3121e+00 +4.5727e+00 +4.6742e+00 +3.8997e+00 +3.6804e+00 +4.9390e-02 +2.1477e+00 +2.2030e-01 +2.0326e+00 +4.3871e+00 +1.7664e+00
37 +2.504687785e+01 +2.504687785e+01 +9.673687785e+01 +9.673687785e+01 -2.0025e+00 +9.5371e-01 -1.9039e-01 -4.1568e+00 +9.2016e-01 +3.5726e+00 -2.4140e-01 +1.2604e-01 -8.4557e-01 +1.9943e+00 -5.5558e-01 -1.8368e+00 +2.1505e+00 +4.2891e+00 -1.1439e+00 +3.1651e+00 -5.8559e-01 -7.0266e-01 +3.6527e+00 -1.6604e+00
2001 +1.195139123e+01 +1.195139123e+01 +8.364139123e+01 +8.364139123e+01 +1.6906e+00 -1.2568e+00 +2.7542e+00 +2.0378e+00 -6.9171e-01 +2.4903e+00 +2.7070e+00 -3.5867e+00 +3.1608e-02 +2.1310e-01 +6.5046e-01 -1.2206e+00 -1.2914e+00 -1.2823e+00 +1.5487e+00 +1.5054e+00 -8.0091e-01 +1.9702e+00 -1.5926e+00 +1.6022e+00
2574 +7.856190207e+00 +7.856190207e+00 +7.954619021e+01 +7.954619021e+01 -7.9645e-01 -9.6594e-01 +4.3166e-01 +2.2847e+00 +7.8787e-02 -7.3976e-02 +5.6776e-01 +9.3725e-01 +1.9580e+00 -6.4062e-01 +7.2613e-01 -1.3137e+00 +1.6440e-01 -1.2753e+00 +4.1320e-01 -3.3338e+00 -9.8005e-01 +5.1419e-01 -1.4659e+00 +7.3027e-01
23608 +4.702155530e+00 +4.702155530e+00 +7.639215553e+01 +7.639215553e+01 -2.8039e-02 -1.8009e+00 +4.3445e-01 -9.5661e-01 +1.0698e+00 -8.2010e-01 +8.9452e-01 +1.8288e+00 +1.2536e+00 +3.0241e+00 -1.1056e+00 -2.8077e-01 +1.3860e-01 -3.4617e-01 +1.2443e+00 -1.8710e+00 -8.4467e-01 +1.7647e+00 +5.3995e-01 +2.7888e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.808465930e+01 +8.808465930e+01 +3.020946593e+02 +3.020946593e+02 -1.2505e+00 -2.3378e+00 -1.6143e+00 -3.3705e+00 +2.4998e+00 -3.5192e+00 -3.8920e+00 -1.1943e+00 -4.5625e+00 -9.3714e-01 -5.1535e-02 -1.2962e+00 -7.8079e-01 -4.8918e+00 -4.8460e+00 -3.8260e+00 +3.2868e-01 -4.2173e+00 +1.1446e+00 +4.1291e+00
2 +2.806373148e+01 +2.806373148e+01 +2.420737315e+02 +2.420737315e+02 +9.6914e-01 +2.8005e+00 +2.5784e+00 +6.2068e-01 -2.2730e-01 -2.2533e-01 -1.4032e-01 -3.1309e+00 -1.0452e+00 -3.4559e+00 +2.2175e+00 -1.5140e+00 +1.6143e+00 +4.3665e+00 -3.8142e+00 +2.7728e+00 -1.1228e+00 -1.3777e+00 -4.9026e+00 -1.0987e+00
11 +2.226922671e+01 +2.226922671e+01 +2.362792267e+02 +2.362792267e+02 +3.8364e+00 +4.8660e+00 -1.3259e+00 -3.3195e+00 -3.6659e+00 -1.6344e+00 -3.0234e+00 -4.6209e+00 +2.8659e+00 +2.5062e+00 -2.0404e+00 +2.0095e+00 +3.7922e-01 -6.8727e-01 -2.5017e-01 +1.2679e+00 +1.2875e+00 -1.1966e+00 -1.6313e-01 +1.9609e-01
145 +1.401392349e+01 +1.401392349e+01 +2.280239235e+02 +2.280239235e+02 +1.4284e+00 +8.0540e-01 -7.9873e-01 +3.0880e+00 +1.1197e-01 +2.4954e-01 +1.1930e+00 -1.2426e+00 -2.0731e-01 +1.2879e+00 -1.9362e+00 +1.2760e+00 +1.2883e+00 -3.0803e-02 -3.7785e+00 -1.0495e+00 -3.9138e+00 -9.7781e-03 +2.5120e+00 +2.1277e+00
4575 +9.495310128e+00 +9.495310128e+00 +2.235053101e+02 +2.235053101e+02 +1.9127e+00 -1.2814e+00 +6.9736e-01 +2.9470e+00 -1.5894e+00 -3.2387e-01 +9.7476e-01 -1.3444e-01 +3.3818e+00 +8.8924e-01 -1.5006e-01 +1.0722e+00 +1.1513e-01 +6.6945e-01 -1.6246e-01 +1.5272e+00 +1.5841e-01 +3.6651e+00 +0.0000e+00 +1.2287e-01
25195 +6.287822803e+00 +6.287822803e+00 +2.202978228e+02 +2.202978228e+02 -1.1128e+00 -1.9778e-01 +1.0319e+00 -5.8019e-02 -4.8827e-01 -1.0414e+00 -7.9924e-01 -1.7549e+00 -2.5917e-01 +2.2097e+00 +1.2830e+00 +1.2133e+00 +6.2083e-01 +1.1850e+00 -1.1159e+00 +2.1404e+00 +4.6453e-01 +1.2797e+00 -5.7964e-01 -5.4638e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.113367068e+01 +5.113367068e+01 -7.346329324e+00 -7.346329324e+00 -3.8482e+00 +1.1255e+00 +4.4145e+00 +3.5999e+00 -9.2784e-02 +1.8992e+00 +6.1712e-01 -3.3372e+00 -5.3017e-01 +2.7038e+00 +3.9151e+00 -1.4122e+00 +9.7521e-01 +1.6713e+00 +1.8788e+00 -4.3216e+00 +2.8362e+00 +2.6757e+00 -2.7450e+00 -6.0931e-01
3 +3.355589545e+01 +3.355589545e+01 -2.492410455e+01 -2.492410455e+01 +2.7270e+00 -1.1553e+00 -2.5835e+00 +2.1188e+00 -1.2743e+00 -2.8389e+00 +2.2123e+00 -4.0947e+00 -2.8463e+00 -1.9727e+00 +1.6364e-01 +2.2084e+00 -1.2854e+00 -6.5790e-01 -3.2312e+00 +1.0952e+00 -4.1769e+00 -4.0475e+00 -7.7743e-01 -4.6767e+00
9 +2.061140829e+01 +2.061140829e+01 -3.786859171e+01 -3.786859171e+01 +4.0317e+00 -1.3623e+00 -2.6607e+00 +5.0907e-01 +6.9783e-02 -3.1946e+00 +3.1922e+00 -2.9331e+00 -1.5078e+00 +1.0972e+00 +3.1311e+00 +1.3109e-01 +2.4738e+00 +1.7752e+00 +1.8195e-01 -1.4792e+00 +2.3816e+00 -1.5617e+00 -1.1791e+00 -8.5369e-01
53 +1.564617173e+01 +1.564617173e+01 -4.283382827e+01 -4.283382827e+01 +3.3022e+00 -9.2869e-01 -1.0517e-01 -2.4513e+00 +3.7480e+00 -2.5460e-02 -1.7344e+00 -2.2917e+00 -2.5056e+00 +2.6499e+00 -1.3222e+00 -1.2539e+00 +1.9581e+00 +2.4671e-01 -5.8549e-01 -7.9613e-01 -1.6849e+00 -2.4492e+00 +1.6504e+00 -1.5880e+00
4879 +9.185179709e+00 +9.185179709e+00 -4.929482029e+01 -4.929482029e+01 +1.2312e+00 +2.1856e+00 -1.5869e+00 -1.2139e+00 -5.8325e-01 -7.7094e-01 -1.7370e+00 +0.0000e+00 -1.4258e+00 +1.1808e+00 -1.5809e-01 -9.3863e-01 +8.7483e-01 -2.0273e-01 +4.6435e+00 +1.7195e+00 +2.1788e-02 -7.1659e-01 -2.5707e+00 +1.2802e+00
35907 +5.997006304e+00 +5.997006304e+00 -5.248299370e+01 -5.248299370e+01 +1.0354e+00 -1.4737e-01 -1.5398e+00 -7.9883e-01 -1.2467e+00 +7.0630e-02 +9.0672e-01 +1.4914e+00 -2.1377e+00 +1.7320e+00 -8.7161e-01 -7.3550e-01 +1.8368e+00 -1.2278e+00 -2.7631e-01 -2.4177e+00 +1.0256e+00 -5.5811e-01 -1.3471e+00 +1.2294e+00
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.012287724e+01 +9.012287724e+01 -5.229571228e+02 -5.229571228e+02 -2.4596e+00 -2.5453e+00 -4.7929e+00 -4.7759e+00 +3.8165e+00 -7.5580e-01 -4.5086e+00 +4.9489e+00 +4.5211e+00 +4.8644e+00 -2.3449e+00 +1.3085e+00 -4.7754e+00 +1.1514e+00 +4.3251e+00 -4.8077e+00 +7.9811e-01 -1.2096e+00 -3.1027e+00 -1.1688e+00
5 +3.871533127e+01 +3.871533127e+01 -5.743646687e+02 -5.743646687e+02 +1.1789e+00 +8.1997e-01 +3.0540e+00 +3.1432e+00 -2.2009e+00 -1.5545e+00 -3.1370e+00 +5.5895e-01 +1.3439e+00 +1.0778e+00 -1.3360e-02 +6.4396e-01 -3.1993e+00 +2.6406e+00 -2.2544e+00 -2.6849e+00 -3.7045e+00 -3.2081e+00 +1.4447e+00 -3.6424e+00
54 +2.226753712e+01 +2.226753712e+01 -5.908124629e+02 -5.908124629e+02 +1.5080e+00 +2.9927e+00 -2.9701e+00 -1.1745e+00 +1.8734e+00 +4.7210e+00 -1.0337e+00 -4.5175e+00 +2.9023e-01 -7.9573e-02 -3.7961e+00 -3.6747e+00 +8.2503e-02 +2.6536e-01 -1.2475e-01 -3.0245e+00 +1.9519e+00 +2.9900e+00 +1.8571e+00 -1.5854e+00
