% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.456258479e+03 +1.456258479e+03 +9.941684788e+02 +9.941684788e+02 -1.8896e+00 +4.6013e+00 -2.7561e+00 -4.9663e+00 -2.2717e-01 +5.2894e-01 +3.6208e+00 +2.0848e+00 +8.0835e-01 -3.5187e+00 +3.3452e+00 -1.2742e+00 +6.0655e-01 -2.5214e+00 -1.6972e+00 -3.8840e+00 +1.7396e+00 +1.1080e+00 +1.1862e+00 -2.8610e+00
39 +7.500847746e+02 +7.500847746e+02 +2.879947746e+02 +2.879947746e+02 -1.8604e+00 +9.2380e-02 -1.6249e+00 +5.8160e-01 -2.0667e+00 -6.5506e-01 +2.5391e+00 +3.5809e-01 -2.0331e-01 -5.0000e+00 -3.6358e+00 -4.3075e+00 +2.2849e+00 -3.8377e-01 +1.7155e+00 -1.8269e+00 +1.9653e+00 +2.1680e+00 -3.3799e+00 -4.8547e-03
41 +6.096986374e+02 +6.096986374e+02 +1.476086374e+02 +1.476086374e+02 -1.3533e+00 +1.0771e+00 -1.6897e+00 -2.6326e+00 -1.1275e+00 -7.7395e-01 +2.5911e+00 +2.7213e+00 +3.7045e-01 -5.0000e+00 -1.0374e+00 -2.7271e+00 +3.2850e+00 -1.9047e+00 +4.9412e-01 -3.0234e+00 +1.8389e+00 +2.3902e+00 -2.9188e+00 -1.1284e+00
113 +3.770890007e+02 +3.770890007e+02 -8.500099927e+01 -8.500099927e+01 +1.8263e+00 +2.1343e+00 +5.0000e+00 -6.7070e-01 +1.3869e-01 -3.1440e-01 -2.7091e-01 +4.3871e+00 +5.0000e+00 -5.0000e+00 -1.6721e+00 -3.4423e+00 -5.0013e-01 -1.3937e+00 -2.4954e-01 -4.1901e+00 +4.6483e-01 +2.1967e+00 -2.8597e+00 +2.2491e+00
1354 +2.499201294e+02 +2.499201294e+02 -2.121698706e+02 -2.121698706e+02 +1.6657e+00 +2.1693e+00 +3.1381e+00 +1.4703e+00 +3.9478e+00 +1.5016e+00 +4.0797e+00 +4.5473e+00 +4.9435e+00 -5.0000e+00 -2.1803e+00 -2.2878e+00 +8.4453e-01 -1.8724e+00 -9.3730e-01 -3.8799e+00 +5.0182e-01 +3.4430e+00 -2.8098e+00 +1.8470e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.039104667e+03 +1.039104667e+03 +1.116764667e+03 +1.116764667e+03 +4.3750e+00 +3.0863e+00 +1.0892e+00 -2.9544e+00 -2.4789e-01 +1.5835e+00 -7.9759e-01 -1.7255e+00 -3.0954e+00 +2.9792e+00 +8.6079e-02 -3.5999e+00 -2.2776e+00 -4.1641e+00 -9.3721e-01 +2.0359e+00 -2.1635e+00 -1.9969e-02 +3.5907e-01 -2.8358e+00
6 +9.643589183e+02 +9.643589183e+02 +1.042018918e+03 +1.042018918e+03 -1.8153e+00 -2.5872e+00 -2.8868e+00 -3.3724e+00 +9.4081e-01 -3.4903e+00 -1.3679e+00 -2.0446e+00 -2.4256e+00 -4.9303e+00 -3.8549e+00 -4.3677e-01 +2.2847e+00 -1.6326e+00 -3.0199e+00 -2.7983e-01 -3.9602e+00 +1.2167e+00 +4.3858e+00 -4.7127e+00
19 +5.888569405e+02 +5.888569405e+02 +6.665169405e+02 +6.665169405e+02 +4.6392e+00 +2.8156e+00 +3.5887e+00 -4.1160e+00 +6.9416e-02 -1.5860e+00 -8.7615e-01 -1.3091e+00 +2.6511e+00 -5.0000e+00 +6.9289e-01 -2.9722e+00 +3.6169e+00 -2.7544e+00 -3.2764e+00 -1.0544e+00 -2.1678e+00 -5.0000e+00 +2.6628e+00 -3.1408e+00
62 +3.813842593e+02 +3.813842593e+02 +4.590442593e+02 +4.590442593e+02 +1.3714e+00 +2.9237e+00 +9.9109e-01 -3.6787e+00 -4.3638e+00 -3.2907e+00 +1.4543e+00 -4.2714e-01 +2.4190e+00 -3.8018e+00 +2.5801e+00 -3.9006e-01 +4.9924e-01 -2.8310e+00 -3.0799e+00 -5.9602e-01 +3.9682e-01 -1.9473e+00 +6.3738e-01 -1.9728e+00
539 +2.464124669e+02 +2.464124669e+02 +3.240724669e+02 +3.240724669e+02 +2.1780e+00 -1.6134e+00 +1.5488e+00 -3.8329e+00 -7.1372e-01 -1.9098e+00 +9.1043e-01 -5.1432e-01 -1.0547e+00 -3.1908e+00 +3.9870e+00 +7.4248e-01 -1.3544e+00 -3.2582e+00 -3.1611e+00 +9.1316e-01 -6.2334e-01 -2.0168e+00 +2.0425e+00 -3.7401e+00
1181 +1.555022087e+02 +1.555022087e+02 +2.331622087e+02 +2.331622087e+02 +2.2558e+00 -7.6321e-01 +4.8981e-01 -3.6223e-01 -8.6319e-01 -1.9266e+00 +1.4278e+00 -4.6091e-01 +2.8486e-03 -3.2179e+00 +4.0321e+00 +1.8612e-01 -1.4549e+00 -3.3116e+00 -3.1363e+00 +1.3340e+00 -2.9895e-01 -2.0454e+00 +2.0823e+00 -3.4408e+00
1452 +9.990895280e+01 +9.990895280e+01 +1.775689528e+02 +1.775689528e+02 +2.2686e+00 -7.5444e-01 +6.0952e-01 +3.3060e+00 -8.9201e-01 -1.9745e+00 +1.3383e+00 -5.1451e-01 -3.7842e-01 -3.2070e+00 +4.0341e+00 +1.6141e-01 -1.5228e+00 -3.2455e+00 -3.2064e+00 +1.3531e+00 -2.8143e-01 -2.0421e+00 +2.0649e+00 -2.8576e+00
2412 +6.030461289e+01 +6.030461289e+01 +1.379646129e+02 +1.379646129e+02 +2.2611e+00 -7.9525e-01 +5.8052e-01 +3.3493e+00 -7.7533e-01 -1.9000e+00 +1.3542e+00 -5.5447e-01 -4.6514e-01 -3.3269e+00 +3.9787e+00 +1.5044e-01 -1.5793e+00 -2.0595e+00 -3.2083e+00 +1.3591e+00 -2.9915e-01 -1.9853e+00 +2.0505e+00 -2.8364e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.582333019e+03 +1.582333019e+03 +1.698013019e+03 +1.698013019e+03 -3.3880e+00 +4.5677e+00 +1.7660e+00 -4.3333e+00 +1.2678e+00 -9.4446e-02 -3.3705e+00 +4.4115e+00 -5.1425e-01 -8.7890e-01 +1.8459e+00 -4.7796e+00 -4.6458e+00 -2.0237e+00 +1.1591e+00 -1.0014e+00 -6.9731e-01 +4.2507e+00 -1.1614e+00 +3.6422e+00
41 +9.986515953e+02 +9.986515953e+02 +1.114331595e+03 +1.114331595e+03 +7.5323e-01 +5.0000e+00 +2.7176e-01 -1.7014e+00 +1.0809e+00 +2.4077e+00 -4.0603e+00 +4.7893e-01 +1.8702e+00 -2.2971e+00 +8.9790e-01 -3.6068e+00 -1.8061e+00 -9.5057e-01 +6.6674e-01 -2.4872e+00 +1.1818e+00 +2.9164e+00 +3.2258e+00 +2.1079e+00
99 +5.979188140e+02 +5.979188140e+02 +7.135988140e+02 +7.135988140e+02 +5.0000e+00 +5.0000e+00 +6.8792e-01 -5.7322e-01 +9.3525e-01 -2.3407e+00 -4.7728e+00 +5.2844e-01 -2.9487e+00 -4.4058e+00 +3.9481e+00 -5.0000e+00 -1.6163e+00 +2.1774e-01 +9.1894e-02 +6.8213e-01 +1.4057e+00 +1.6183e+00 +4.9313e+00 -1.7571e+00
143 +3.825791643e+02 +3.825791643e+02 +4.982591643e+02 +4.982591643e+02 +2.9889e+00 +4.6137e+00 +1.1229e+00 +1.7585e+00 +1.3503e+00 -1.9796e+00 -4.4118e+00 +3.8930e+00 -3.0445e+00 -2.4814e+00 +4.6254e-01 -4.3595e+00 -3.5298e+00 +1.5685e+00 -5.1990e-01 +1.0029e+00 +0.0000e+00 +3.4880e+00 +4.9341e+00 +1.7055e-01
489 +2.434302110e+02 +2.434302110e+02 +3.591102110e+02 +3.591102110e+02 +3.0388e+00 +5.3274e-01 +2.0451e-01 +2.9722e+00 -4.9645e+00 -3.3948e+00 -4.3510e+00 +3.1143e+00 -3.0265e+00 -1.3884e+00 +1.9532e+00 -2.8235e+00 -4.7077e+00 +2.8567e-01 -4.3476e+00 -7.9984e-01 +4.6519e-01 +3.7646e+00 +4.9410e+00 -7.6403e-01
1213 +1.563356447e+02 +1.563356447e+02 +2.720156447e+02 +2.720156447e+02 +3.0056e+00 -8.8570e-01 -2.4432e+00 +3.1381e+00 -5.0000e+00 -3.8727e+00 -4.3546e+00 +4.2603e+00 -3.0910e+00 -1.3616e+00 +2.2278e+00 -2.7223e+00 -4.7255e+00 +1.8948e-01 -4.1760e+00 -7.7774e-01 -4.6757e-01 +3.7863e+00 +4.6024e+00 +5.3275e-02
2579 +9.430833522e+01 +9.430833522e+01 +2.099883352e+02 +2.099883352e+02 +2.9939e+00 -1.0213e+00 -6.0882e-01 +3.0318e+00 -5.0000e+00 -3.9827e+00 -4.2749e+00 +3.0869e+00 -3.2569e+00 -1.3601e+00 +2.2122e+00 -2.7799e+00 -4.7058e+00 +2.1824e-01 -4.1817e+00 -7.4338e-01 -4.2620e-01 +3.8110e+00 +3.8620e+00 -9.0997e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.164490409e+03 +3.164490409e+03 +3.160780409e+03 +3.160780409e+03 +1.7629e+00 +4.1496e+00 -7.8529e-02 +7.5942e-01 +4.3147e+00 -2.9247e+00 -2.8118e+00 -2.1456e+00 -1.8301e+00 +4.8860e+00 -6.3671e-01 -4.3430e+00 -1.5145e+00 -1.0222e+00 -1.9274e+00 +3.9435e+00 -1.3008e+00 +1.0371e+00 -2.3590e+00 -2.7631e+00
4 +1.154907089e+03 +1.154907089e+03 +1.151197089e+03 +1.151197089e+03 -2.2757e+00 +4.2525e+00 +1.0372e+00 -1.5091e+00 +1.4889e+00 -3.1415e+00 +2.0404e+00 +4.2817e+00 -4.0580e+00 -3.0447e+00 +7.2954e-01 -4.9539e+00 -1.9128e+00 +6.5867e-01 -6.4340e-01 -1.7957e+00 -7.3328e-01 -4.0287e-01 +1.0622e+00 -1.5152e+00
14 +8.963788959e+02 +8.963788959e+02 +8.926688959e+02 +8.926688959e+02 +8.7785e-01 +4.8754e+00 -7.8524e-01 +2.6180e+00 +1.3362e+00 +1.8585e+00 -2.9596e+00 -1.3187e-01 +9.4199e-01 -5.0000e+00 +3.7122e-01 -5.0000e+00 +3.0872e+00 -4.3413e+00 -1.9840e+00 -8.9340e-01 +1.5959e+00 +4.0873e+00 +3.0645e+00 -5.0000e+00
35 +5.726289240e+02 +5.726289240e+02 +5.689189240e+02 +5.689189240e+02 +2.3391e+00 -1.2465e+00 +6.5732e-01 +1.8065e+00 -2.1210e+00 +4.8598e+00 -1.0399e+00 -4.6349e+00 -6.2811e-01 +0.0000e+00 -2.6008e+00 +3.4016e+00 +4.3401e+00 -5.0000e+00 +7.8974e-01 -1.5763e+00 +2.4531e+00 +3.3093e+00 +4.1039e+00 -4.7726e+00
88 +3.879729742e+02 +3.879729742e+02 +3.842629742e+02 +3.842629742e+02 +3.4437e+00 -3.4621e+00 +3.3447e+00 +5.6006e-01 -1.8228e+00 +2.8184e+00 -2.6559e+00 -8.6680e-01 -1.1280e+00 -8.3898e-01 -1.1900e+00 +3.7134e+00 +3.1048e+00 -3.0553e+00 +9.9815e-01 -4.2180e+00 +1.0400e+00 +3.3678e-01 +3.8991e+00 -4.9641e+00
282 +2.421417242e+02 +2.421417242e+02 +2.384317242e+02 +2.384317242e+02 +1.3622e+00 -3.4236e+00 +2.1883e-01 +4.1431e+00 -9.1321e-01 +4.6277e+00 -2.8773e-01 -1.9189e+00 -2.7015e+00 -1.4935e+00 +3.7359e+00 +3.0307e+00 +3.0044e+00 -8.8550e-01 -3.6968e-01 -4.1441e+00 +2.9024e+00 +1.5408e+00 +3.9191e+00 -4.9941e+00
1318 +1.431482046e+02 +1.431482046e+02 +1.394382046e+02 +1.394382046e+02 +8.6943e-01 -2.2036e+00 +3.7800e-02 +2.3502e+00 -7.4164e-01 +4.9745e+00 +2.1290e-01 -2.6088e+00 -3.4007e+00 +6.5769e-01 +3.8629e+00 +3.1576e+00 +3.5795e+00 -1.7897e+00 -3.6431e-01 -4.1109e+00 +2.3212e+00 +1.5378e+00 +3.9399e+00 -4.9957e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.364028061e+03 +1.364028061e+03 +1.496208061e+03 +1.496208061e+03 -1.1245e-01 +3.6542e+00 -4.2983e+00 +6.5512e-01 -2.6769e+00 +2.6906e+00 -3.4506e+00 -9.5574e-01 +2.2098e+00 +2.9466e+00 +1.7432e+00 +4.8938e+00 +3.2877e-01 -9.2816e-01 -1.8888e+00 -4.8712e+00 +2.9124e+00 +4.2323e+00 +2.6649e+00 -1.8889e+00
20 +7.981660190e+02 +7.981660190e+02 +9.303460190e+02 +9.303460190e+02 -2.1434e+00 +4.9547e-01 +4.7645e+00 -5.0000e+00 +3.2715e+00 +3.3616e-01 +1.1641e+00 +1.6955e+00 +3.4974e+00 +4.3247e+00 -5.0000e+00 +9.9006e-01 -5.7303e-01 +7.7508e-01 -1.0289e-02 +2.7554e+00 -9.6738e-01 +3.9018e+00 -3.2375e-01 -4.6345e-02
104 +5.803219071e+02 +5.803219071e+02 +7.125019071e+02 +7.125019071e+02 -2.8830e-01 -4.9341e+00 +4.6257e+00 -4.9469e+00 -1.7569e+00 +3.6512e-01 +2.2420e+00 +1.0013e+00 +3.4293e+00 +5.0000e+00 -4.7651e+00 +1.2112e+00 +0.0000e+00 +2.5809e+00 -4.0784e+00 +2.7649e+00 +1.4547e+00 +3.8253e+00 -1.6350e+00 +1.8267e+00
248 +3.689657443e+02 +3.689657443e+02 +5.011457443e+02 +5.011457443e+02 -1.4264e+00 -4.8558e+00 +4.5758e+00 -4.9575e+00 -2.0582e+00 -7.9847e-01 +3.4229e-02 +5.3643e-01 +1.6601e+00 +1.8544e+00 -1.3156e+00 +7.4845e-01 -2.2808e+00 +4.1794e+00 -2.2209e+00 +3.1660e+00 +1.6528e+00 +4.3003e+00 -1.0587e+00 +4.9033e-01
