% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.287394856e+05 +2.287394856e+05 +2.288886356e+05 +2.288886356e+05 -4.0167e+00 +4.4533e-01 -2.7749e+00 -6.8641e-02 -4.2474e+00 -7.3212e-01 +1.3075e+00 +3.8532e+00 +2.1579e+00 -1.2250e+00 +1.3340e+00 -3.4467e+00 +7.8379e-01 +2.8006e+00 +1.0735e+00 -2.7504e+00 +2.2763e+00 +3.3969e+00 -3.1823e-01 +4.2351e+00
86 +1.548623228e+05 +1.548623228e+05 +1.550114728e+05 +1.550114728e+05 -2.5603e+00 +1.5078e+00 -5.0000e+00 -5.5944e-01 -5.5415e-02 -9.4903e-01 -4.8120e+00 +2.6795e-01 -2.4690e+00 -1.4712e+00 -6.9951e-01 -4.1073e+00 -2.5288e-01 +3.0679e+00 -6.2152e-01 +1.4977e-01 -1.0995e+00 -1.8415e-01 +1.9509e-01 +5.6072e-01
151 +8.409196897e+04 +8.409196897e+04 +8.424111897e+04 +8.424111897e+04 -3.4495e+00 +8.5403e-01 -4.0811e+00 -1.3643e+00 -2.3888e+00 -4.9573e-01 -4.4927e+00 +9.8808e-01 -1.6727e+00 -1.9221e+00 -6.3665e-01 -3.9182e+00 +1.0096e-01 +2.1019e+00 -7.0161e-01 -4.7067e-01 -1.1877e-02 +1.3554e-02 -1.4383e+00 -3.8340e+00
182 +4.732222381e+04 +4.732222381e+04 +4.747137381e+04 +4.747137381e+04 -3.1919e+00 +1.1163e+00 -3.0641e+00 -2.7641e-01 -1.0365e+00 +2.9621e-01 -5.0000e+00 +3.3090e-01 +2.3223e-01 -1.4311e+00 -1.7141e+00 +9.6756e-01 -2.7967e-01 -9.1115e-01 -1.0286e+00 +2.4292e-01 +9.5284e-02 +1.2049e+00 +9.4870e-01 -1.5600e+00
247 +2.052812148e+04 +2.052812148e+04 +2.067727148e+04 +2.067727148e+04 -3.4696e+00 +8.7902e-01 -6.9232e-03 -2.7119e-01 -1.0271e+00 -6.1891e-01 -4.2366e+00 -1.8026e+00 -1.9913e+00 +5.5195e-01 -3.7339e+00 +0.0000e+00 +8.7529e-01 +9.8027e-01 -3.2489e-01 -6.7574e-01 -2.0197e-01 +8.8420e-01 -6.7167e-02 -2.7054e+00
306 +1.551486910e+04 +1.551486910e+04 +1.566401910e+04 +1.566401910e+04 -2.6817e+00 +7.6970e-01 -6.1211e-01 +1.7382e-03 -2.1440e+00 -6.9859e-01 -2.5471e+00 -1.4111e+00 -1.8167e+00 -6.8893e-01 -2.6413e+00 -3.0665e-01 +1.2901e+00 +1.1419e+00 -1.0397e+00 +1.2169e+00 -5.0015e-01 +9.4627e-01 -2.9713e-01 -1.7066e+00
419 +6.352818393e+03 +6.352818393e+03 +6.501968393e+03 +6.501968393e+03 -3.0675e+00 -1.2183e-01 +2.6466e-01 +1.2844e+00 -2.5937e+00 -1.2494e-01 -1.7531e+00 -3.2742e+00 -9.7258e-01 -1.8542e-01 -3.1015e+00 +6.3560e-01 -3.6758e-02 -8.2394e-02 -8.5909e-01 +4.5876e-01 +6.6462e-01 +1.4419e+00 -1.0392e+00 -3.9624e+00
567 +4.963826364e+03 +4.963826364e+03 +5.112976364e+03 +5.112976364e+03 -2.8452e+00 -3.7087e-03 -6.2803e-01 +1.6918e+00 -3.0379e+00 -4.5102e-01 -1.1823e+00 -3.4514e+00 -1.6112e+00 -4.4916e-01 -2.9171e+00 +3.9558e-01 +1.8196e-01 -2.2141e-01 -1.0235e+00 +5.6610e-01 +2.9732e-01 +7.7575e-01 -1.0796e+00 -3.5879e+00
683 +3.350456628e+03 +3.350456628e+03 +3.499606628e+03 +3.499606628e+03 -2.4853e+00 +1.9887e-02 -2.5039e-01 +1.6097e+00 -2.8113e+00 -6.8144e-01 -1.2239e+00 -2.9272e+00 -1.1527e+00 -4.9835e-01 -2.7288e+00 +8.7578e-01 +8.2493e-01 -4.9393e-01 -1.0014e+00 +4.4477e-01 +5.4482e-01 +1.5091e+00 -1.2329e+00 -4.3063e+00
823 +1.739551389e+03 +1.739551389e+03 +1.888701389e+03 +1.888701389e+03 -2.2422e+00 +7.7965e-02 -1.2291e+00 +1.1461e+00 -2.7255e+00 -1.2856e+00 -9.0785e-01 -1.7849e+00 -1.3209e+00 -6.3057e-01 -2.0534e+00 +6.0133e-01 +1.5857e+00 -1.6600e+00 -1.1202e+00 -2.7770e-01 +1.2485e-01 +1.3373e+00 -1.6436e+00 -4.5170e+00
943 +8.282406292e+02 +8.282406292e+02 +9.773906292e+02 +9.773906292e+02 -2.4568e+00 -5.5897e-01 -1.1652e+00 +1.2355e+00 -2.8623e+00 -1.5039e+00 -1.0344e+00 -2.0963e+00 -1.5363e+00 -6.5244e-01 -1.9010e+00 +8.4602e-01 +2.2304e+00 -1.6268e+00 -9.8850e-01 -7.2534e-01 +3.0249e-01 +9.2310e-01 -1.9391e+00 -4.2832e+00
1156 +6.001699245e+02 +6.001699245e+02 +7.493199245e+02 +7.493199245e+02 -2.1735e+00 -5.2323e-01 -5.2968e-01 +1.3262e-01 -2.3331e+00 -1.0973e+00 -1.3065e+00 -2.4022e+00 -6.5763e-01 -3.4255e-01 -2.5882e+00 +2.7944e-01 +2.2521e+00 -2.0562e+00 -1.2374e+00 -5.7616e-01 +3.9685e-01 +7.6316e-01 -2.0026e+00 -3.7943e+00
1378 +3.459481685e+02 +3.459481685e+02 +4.950981685e+02 +4.950981685e+02 -2.2098e+00 -5.2258e-01 -6.4854e-01 +2.7698e-01 -2.9259e+00 -1.5934e+00 -1.2993e+00 -2.4052e+00 -7.8369e-01 -3.7900e-01 -2.5520e+00 +2.8326e-01 +1.9577e+00 -1.4770e+00 -8.7231e-01 -6.9543e-01 +2.2435e-01 +8.6546e-01 -2.0887e+00 -3.5216e+00
1515 +2.459415581e+02 +2.459415581e+02 +3.950915581e+02 +3.950915581e+02 -2.1850e+00 -7.3295e-01 -6.6956e-01 +6.1576e-01 -3.3127e+00 -2.2652e+00 -1.1301e+00 -1.8995e+00 -7.5116e-01 -4.8632e-01 -2.5315e+00 +2.7330e-01 +2.4205e+00 -1.0228e+00 -8.2266e-01 -6.6196e-01 -4.2775e-02 +6.2446e-01 -2.1393e+00 -3.6108e+00
