% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.515114590e+07 +1.515114590e+07 +1.515093602e+07 +1.515093602e+07 -1.4067e+00 +1.7549e+00 +2.0247e+00 -1.8441e+00 -2.8124e-01 +8.4470e-01 +1.5002e+00 +8.0431e-01 +3.1240e+00 +3.9297e+00 +2.5433e+00 -6.4972e-01 -4.1497e-01 -3.0415e+00 +2.3718e+00 -1.6288e+00 +4.0598e-01 +1.1358e+00 +1.4227e+00 -4.3098e-01
19 +6.217286994e+06 +6.217286994e+06 +6.217077114e+06 +6.217077114e+06 -2.8066e+00 -3.0636e+00 +4.3989e+00 -4.0474e+00 -1.2354e+00 +3.4084e+00 -4.1489e-02 -2.0186e+00 +4.7942e+00 +4.3799e+00 +1.3409e+00 -1.6292e+00 -9.9159e-01 -4.7029e+00 +5.7227e-01 -3.6089e-01 -5.8356e-01 +1.2014e+00 -4.3463e-01 +6.7993e-01
38 +2.685023625e+06 +2.685023625e+06 +2.684813745e+06 +2.684813745e+06 -2.4566e+00 +1.2280e+00 +6.6938e+00 -4.8151e+00 +7.3330e-01 +3.0850e+00 +4.3363e+00 -2.0368e+00 +5.1491e+00 +3.2456e+00 +2.3933e+00 +2.4194e+00 +5.3299e-01 -7.1046e+00 +1.1999e+00 -1.1213e+00 +4.1681e-01 +2.0614e+00 -2.2360e+00 +2.1634e+00
68 +1.289871845e+06 +1.289871845e+06 +1.289661965e+06 +1.289661965e+06 -4.3992e-01 +1.1865e+00 +4.7595e+00 -2.1699e+00 +1.7450e+00 +2.6633e+00 +5.1876e+00 -1.9538e+00 +3.1622e+00 +7.5712e+00 +1.4425e+00 +2.2247e+00 -3.1656e-01 -4.0373e+00 -9.2836e-01 -4.4308e+00 -2.4356e+00 +4.9936e+00 -1.8355e+00 +1.8633e+00
121 +9.116978377e+05 +9.116978377e+05 +9.114879577e+05 +9.114879577e+05 +1.4754e+00 -4.8884e+00 +4.5861e+00 -4.3729e+00 +4.5109e+00 +3.2420e+00 +3.6213e+00 -5.2263e+00 +1.6250e+00 +2.2810e+00 +2.9192e+00 +7.6574e-02 -1.0073e-01 -5.1359e+00 -3.8188e-01 -2.8806e+00 -1.7931e+00 +3.8963e+00 -3.0225e+00 +1.7983e+00
228 +3.196477109e+05 +3.196477109e+05 +3.194378309e+05 +3.194378309e+05 +1.2776e+00 -5.8313e+00 +1.5996e+00 -2.1645e+00 -2.0851e+00 +4.8509e+00 +3.3343e+00 -2.9992e+00 +8.1798e+00 +2.8406e+00 +5.3722e+00 +2.0397e+00 +7.4617e-01 -3.8965e+00 -2.7793e-01 -4.0105e+00 -2.6980e+00 +2.7287e+00 -2.4304e+00 +2.0948e+00
742 +2.398713120e+05 +2.398713120e+05 +2.396614320e+05 +2.396614320e+05 -4.4151e+00 -1.4181e+00 +3.8385e-01 -5.6261e+00 +2.9495e+00 +2.5324e+00 +2.6468e+00 -3.9725e+00 +1.4734e+01 +2.0285e+00 +1.5359e+00 -4.3963e+00 +4.5903e+00 -2.5113e+00 -1.2550e+00 -3.5618e+00 -3.3961e+00 +2.8532e+00 -2.4533e+00 +1.9018e+00
1249 +1.508807928e+05 +1.508807928e+05 +1.506709128e+05 +1.506709128e+05 -4.2246e+00 -1.0913e-01 -6.6329e-01 -5.4478e+00 +2.7532e+00 +9.9727e-01 +4.0385e+00 -4.6384e+00 +1.0378e+01 +2.6806e+00 +2.6035e+00 -4.3582e+00 +3.8805e+00 -1.9759e+00 -1.6096e+00 -3.8606e+00 -3.0253e+00 +3.1326e+00 -2.3918e+00 +1.9032e+00
1466 +8.301795345e+04 +8.301795345e+04 +8.280807345e+04 +8.280807345e+04 -4.4166e+00 +8.7390e-01 -1.4284e+00 -5.7555e+00 +2.3105e+00 +2.7207e-01 +4.1474e+00 -4.9277e+00 +8.5726e+00 +2.6274e+00 +2.8661e+00 -2.2159e+00 +3.9948e+00 -1.5097e+00 -1.4954e+00 -3.7051e+00 -3.1489e+00 +3.0968e+00 -2.3794e+00 +1.8830e+00
1604 +5.857160304e+04 +5.857160304e+04 +5.836172304e+04 +5.836172304e+04 -5.1170e+00 +4.8747e-01 -1.5765e-01 -5.9179e+00 +3.1690e+00 +3.5614e-01 +5.0924e+00 -5.1552e+00 +8.0137e+00 +2.5505e+00 +3.1325e+00 -6.2563e-01 +3.6598e+00 -1.0994e+00 -1.3497e+00 -3.9279e+00 -3.0479e+00 +3.0631e+00 -2.3300e+00 +1.9270e+00
1913 +3.929066859e+04 +3.929066859e+04 +3.908078859e+04 +3.908078859e+04 -5.0888e+00 +3.2599e-01 -1.6317e+00 -5.9090e+00 +3.1601e+00 -2.7213e-01 +5.5652e+00 -5.5250e+00 +5.9148e+00 +2.4067e+00 +2.6042e+00 +4.3726e-01 +4.0284e+00 -2.0401e+00 -1.6566e+00 -3.8597e+00 -3.0888e+00 +3.0900e+00 -2.3187e+00 +1.9188e+00
2095 +2.284073246e+04 +2.284073246e+04 +2.263085246e+04 +2.263085246e+04 -5.5113e+00 +7.8898e-01 -1.4341e+00 -6.1685e+00 +3.1533e+00 -1.4033e+00 +6.3517e+00 -5.3713e+00 +4.1335e+00 +2.8380e+00 +2.4640e+00 +1.5843e+00 +3.6943e+00 -1.3995e+00 -1.7143e+00 -3.8839e+00 -3.1104e+00 +3.0502e+00 -2.3713e+00 +1.9571e+00
2581 +1.534412813e+04 +1.534412813e+04 +1.513424813e+04 +1.513424813e+04 -6.4295e+00 +1.0306e+00 -1.7389e+00 -6.0381e+00 +3.1216e+00 -1.7666e+00 +6.7681e+00 -5.2526e+00 +2.3503e+00 +2.9195e+00 +2.2791e+00 +1.7897e+00 +4.0931e+00 -1.3624e+00 -1.6036e+00 -3.8435e+00 -3.1239e+00 +3.0292e+00 -2.3827e+00 +1.9231e+00
3252 +9.398863165e+03 +9.398863165e+03 +9.188983165e+03 +9.188983165e+03 -6.7592e+00 +1.4436e+00 -1.4895e+00 -6.3313e+00 +3.2794e+00 -1.5366e+00 +6.5092e+00 -4.9866e+00 +1.0503e+00 +2.7018e+00 +1.7601e+00 +1.5682e+00 +3.9204e+00 -1.4375e+00 -1.5304e+00 -3.7770e+00 -3.0553e+00 +3.0628e+00 -2.3868e+00 +1.9145e+00
3556 +6.296055966e+03 +6.296055966e+03 +6.086175966e+03 +6.086175966e+03 -7.5384e+00 +2.1710e+00 -1.7068e+00 -6.2880e+00 +3.3003e+00 -1.6342e+00 +6.1065e+00 -4.2573e+00 -9.2741e-01 +2.2383e+00 +1.1581e+00 +1.7786e+00 +3.9780e+00 -1.3803e+00 -1.5416e+00 -3.7660e+00 -3.0215e+00 +3.0495e+00 -2.3604e+00 +1.9192e+00
4464 +3.949250983e+03 +3.949250983e+03 +3.739370983e+03 +3.739370983e+03 -7.5528e+00 +2.8120e+00 -2.3419e+00 -6.2171e+00 +3.2468e+00 -2.0675e+00 +5.4989e+00 -2.8245e+00 -1.2993e+00 +2.1435e+00 +6.8990e-01 +1.4914e+00 +4.0167e+00 -1.4644e+00 -1.5443e+00 -3.7605e+00 -3.0632e+00 +3.0706e+00 -2.3777e+00 +1.9144e+00
5057 +2.408876654e+03 +2.408876654e+03 +2.198996654e+03 +2.198996654e+03 -6.8021e+00 +2.9087e+00 -3.4144e+00 -5.5738e+00 +2.6009e+00 -2.4956e+00 +4.4815e+00 -4.2872e-01 -1.0074e+00 +2.5247e+00 +8.1687e-01 +1.5111e+00 +4.0055e+00 -1.4303e+00 -1.5003e+00 -3.7712e+00 -3.0484e+00 +3.0552e+00 -2.3777e+00 +1.9322e+00
6049 +1.560487163e+03 +1.560487163e+03 +1.350607163e+03 +1.350607163e+03 -6.5181e+00 +2.7420e+00 -3.4914e+00 -4.5848e+00 +2.4717e+00 -1.2878e+00 +3.8918e+00 -1.9740e-01 -1.1618e+00 +2.4023e+00 +9.0537e-01 +1.5679e+00 +3.9683e+00 -1.4634e+00 -1.5316e+00 -3.7690e+00 -3.0514e+00 +3.0787e+00 -2.3835e+00 +1.9225e+00
6394 +8.113805900e+02 +8.113805900e+02 +6.015005900e+02 +6.015005900e+02 -5.8049e+00 +2.2306e+00 -3.6652e+00 -3.5105e+00 +2.1214e+00 +5.8950e-01 +3.2875e+00 +2.1156e-02 -1.0246e+00 +2.5234e+00 +9.1082e-01 +1.5612e+00 +3.9626e+00 -1.4406e+00 -1.5209e+00 -3.7844e+00 -3.0575e+00 +3.0661e+00 -2.3815e+00 +1.9228e+00
6620 +6.075976394e+02 +6.075976394e+02 +3.977176394e+02 +3.977176394e+02 -5.5978e+00 +1.7752e+00 -3.7297e+00 -2.8443e+00 +2.0489e+00 +2.1076e+00 +2.9161e+00 -2.6893e-01 -1.1692e+00 +2.4922e+00 +9.1589e-01 +1.6087e+00 +3.9914e+00 -1.4269e+00 -1.5218e+00 -3.7685e+00 -3.0831e+00 +3.0627e+00 -2.3797e+00 +1.9187e+00
8007 +3.979918589e+02 +3.979918589e+02 +1.881118589e+02 +1.881118589e+02 -5.2774e+00 +1.8486e+00 -3.4433e+00 -1.6600e+00 +1.6974e+00 +3.1005e+00 +2.4743e+00 -7.2051e-02 -9.6940e-01 +2.5519e+00 +8.8144e-01 +1.5737e+00 +3.9794e+00 -1.4255e+00 -1.5296e+00 -3.7708e+00 -3.0631e+00 +3.0641e+00 -2.3810e+00 +1.9222e+00
8487 +2.497242733e+02 +2.497242733e+02 +3.984427330e+01 +3.984427330e+01 -5.1228e+00 +2.4831e+00 -2.0419e+00 +4.3350e-01 +8.0753e-01 +3.1136e+00 +2.2790e+00 +3.7408e-02 -1.0781e+00 +2.4864e+00 +8.8591e-01 +1.5289e+00 +3.9841e+00 -1.4317e+00 -1.5405e+00 -3.7737e+00 -3.0583e+00 +3.0660e+00 -2.3790e+00 +1.9196e+00
