% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.616572342e+01 +7.616572342e+01 +2.381572342e+01 +2.381572342e+01 -1.0640e+00 -2.2397e+00 +3.8103e+00 +2.4678e+00 -4.5257e+00 +3.8379e+00 -1.7796e+00 -3.3596e+00 -3.3183e+00 -4.5985e+00 +4.4912e+00 +4.5433e+00 +2.0621e+00 -2.1471e+00 +3.2552e+00 -4.2940e+00 -1.0218e+00 +1.7746e+00 +3.4607e+00 +3.1634e+00
6 +5.839688647e+01 +5.839688647e+01 +6.046886469e+00 +6.046886469e+00 +3.3833e+00 -1.4367e-01 -3.7462e+00 +4.7976e+00 +8.1644e-01 +1.9543e+00 -1.9195e+00 +5.2250e-01 +2.2650e+00 -2.4415e+00 -6.0974e-01 +2.3285e+00 +2.9728e+00 -4.5510e-01 +1.8280e+00 +8.4600e-01 -1.9531e+00 +3.1406e+00 +1.0742e+00 -3.7424e+00
70 +2.671049318e+01 +2.671049318e+01 -2.563950682e+01 -2.563950682e+01 +3.4378e+00 +2.2314e+00 -1.1583e+00 +1.6074e+00 -2.7124e-01 +1.0908e+00 -1.9230e+00 -2.1659e+00 +1.5202e+00 -5.0000e+00 -6.1510e-01 -1.6710e+00 +5.0000e+00 -6.7526e-01 -2.3327e-01 +1.5304e+00 -2.2095e+00 +2.7000e+00 -3.8486e-01 -5.0000e+00
169 +2.206673703e+01 +2.206673703e+01 -3.028326297e+01 -3.028326297e+01 +0.0000e+00 -2.5341e+00 +2.3650e+00 +0.0000e+00 +0.0000e+00 +9.8481e-01 -1.6407e+00 -3.8691e-01 +4.3943e+00 +0.0000e+00 +6.6805e-02 +0.0000e+00 +3.3279e+00 -4.8765e+00 +1.0988e+00 +1.0081e+00 +0.0000e+00 +5.0000e+00 +1.0131e+00 -1.8772e+00
709 +1.516561293e+01 +1.516561293e+01 -3.718438707e+01 -3.718438707e+01 +2.2430e-01 -8.4555e-01 +2.8772e+00 +4.1168e-01 -4.1575e+00 +2.1503e+00 -1.3938e+00 -2.4563e+00 +1.9354e+00 -2.3026e+00 +1.7715e+00 -1.3332e+00 +3.5597e+00 -2.6038e+00 -2.4697e+00 +1.1392e+00 -4.1244e-01 +4.8975e+00 +1.5640e+00 -5.0000e+00
28712 +8.131485435e+00 +8.131485435e+00 -4.421851456e+01 -4.421851456e+01 -3.2268e+00 -1.2226e+00 +3.0062e+00 -3.0661e+00 -4.3240e-01 +5.0000e+00 -3.8400e+00 +1.1180e+00 +3.7260e+00 -2.9691e+00 +5.0000e+00 -3.5165e+00 +1.9483e+00 -1.4616e+00 -4.2027e+00 +2.3501e+00 -6.4685e-01 +1.6634e+00 +2.2785e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.306165934e+02 +2.306165934e+02 +5.107659338e+01 +5.107659338e+01 -6.9505e-01 +1.9753e+00 +2.6968e+00 +2.8906e+00 -2.6009e+00 -1.5837e+00 -1.5477e+00 +4.8530e+00 +2.9606e+00 -3.5090e+00 -6.3348e-01 -2.6732e+00 -1.3594e+00 +1.4357e+00 -1.7361e+00 +4.3079e-01 -5.3584e-01 -4.4666e+00 +3.5018e+00 -3.9623e+00
8 +7.184243652e+01 +7.184243652e+01 -1.076975635e+02 -1.076975635e+02 -3.9988e+00 -2.6637e+00 +1.7776e+00 +1.5065e-01 +4.2923e+00 -9.6183e-01 -2.3126e+00 -1.0674e+00 -1.0333e+00 +6.3829e-01 +1.7388e+00 +4.6494e+00 -1.6028e+00 -6.5643e-01 +2.0837e+00 -7.9365e-01 +1.5507e+00 +1.4163e+00 +1.6320e+00 -7.9685e-01
29 +4.880087875e+01 +4.880087875e+01 -1.307391213e+02 -1.307391213e+02 -3.2366e+00 +2.6289e+00 +1.5153e+00 +2.0709e+00 +4.8830e+00 -4.2938e+00 +3.5764e+00 +3.9416e-01 +7.1122e-01 +4.5159e+00 -1.6170e+00 -3.8633e+00 -2.3060e+00 -1.8638e+00 -9.9394e-01 -2.9030e+00 -9.2557e-01 +3.5849e+00 +1.3296e+00 -2.9690e+00
