% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.630370933e+02 +1.630370933e+02 +2.425170933e+02 +2.425170933e+02 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +1.489551484e+02 +1.489551484e+02 +2.284351484e+02 +2.284351484e+02 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
79 +8.064861680e+01 +8.064861680e+01 +1.601286168e+02 +1.601286168e+02 +1.2887e+00 -3.0543e+00 -1.5543e+00 -1.6630e+00 -2.4252e+00 +9.7659e-01 +1.2844e+00 +2.4733e+00 -9.2497e-02 -1.7661e+00 -1.9441e+00 +3.7333e+00 -1.9321e+00 +1.5404e+00 +4.5134e+00 +5.0000e+00 +2.9661e-01 -4.3822e-01 +9.6213e-03 +4.3815e+00
179 +6.136891030e+01 +6.136891030e+01 +1.408489103e+02 +1.408489103e+02 +1.7337e+00 +0.0000e+00 -1.8531e+00 +2.1328e+00 -3.2536e+00 +6.9768e-01 +1.2720e-01 +2.5066e+00 +1.3061e+00 -3.4050e-01 -1.6849e+00 +3.5503e+00 +0.0000e+00 +1.6116e+00 +4.1809e+00 +4.6821e+00 -8.0673e-01 -9.0126e-01 -4.9265e-01 +2.7826e+00
378 +3.701912066e+01 +3.701912066e+01 +1.164991207e+02 +1.164991207e+02 -3.3535e-01 -3.1567e+00 +2.0538e-01 +6.0260e-01 -2.0449e+00 +3.2506e-01 -7.4106e-01 +1.3222e-01 +1.0669e+00 -3.3461e+00 -3.6859e+00 -6.6706e-01 -2.4390e-01 +2.6446e-01 +4.2983e+00 +2.7290e+00 +5.5200e-02 -2.2162e+00 +1.9316e+00 -1.6623e+00
702 +2.186216377e+01 +2.186216377e+01 +1.013421638e+02 +1.013421638e+02 +4.7158e-01 -1.8725e+00 +1.1875e+00 +2.2034e+00 -2.7424e+00 +2.7406e-01 -1.4654e+00 -2.3690e-01 +5.2065e-02 -1.5227e+00 -3.4570e+00 +3.4358e+00 -7.0980e-01 -1.8795e-01 +2.0889e+00 +2.8377e+00 +9.0816e-01 -2.7569e+00 +2.4184e+00 +1.0145e+00
810 +1.395367567e+01 +1.395367567e+01 +9.343367567e+01 +9.343367567e+01 +7.2342e-01 -1.8739e+00 -5.1870e-01 +2.5470e+00 -2.3565e+00 -1.3959e-01 -3.8729e-01 -5.3687e-01 -4.7058e-02 -3.2750e+00 -4.4101e+00 +4.0941e+00 -1.7822e-01 -5.7385e-01 +3.2761e+00 +3.0307e+00 +1.1349e-01 -3.1802e+00 +2.2510e+00 -6.2837e-02
1291 +9.369478474e+00 +9.369478474e+00 +8.884947847e+01 +8.884947847e+01 +2.8261e-01 -1.7016e+00 -3.4512e-01 +2.7386e+00 -2.4010e+00 +1.4043e+00 -4.0865e-01 +3.6095e-01 -5.1601e-01 -3.4301e+00 -3.9320e+00 +3.8788e+00 +5.0002e-01 +1.6068e-01 +4.2270e+00 +2.7050e+00 +4.3571e-01 -3.3109e+00 +1.4970e+00 +1.2505e+00
1509 +5.595977656e+00 +5.595977656e+00 +8.507597766e+01 +8.507597766e+01 -2.4609e-01 -1.9863e+00 -6.7652e-01 +2.6539e+00 -2.3244e+00 -1.3081e-01 -7.7524e-01 +6.3365e-01 -5.6960e-01 -2.8210e+00 -3.6826e+00 +1.9648e+00 +1.1293e+00 -3.7244e-01 +3.1450e+00 +2.9473e+00 +5.7582e-01 -3.5596e+00 +2.9215e+00 +6.6837e-01
1992 +3.414971296e+00 +3.414971296e+00 +8.289497130e+01 +8.289497130e+01 -1.5152e-01 -1.9880e+00 -6.3495e-01 +1.8709e+00 -2.2122e+00 +8.4057e-01 -2.7722e-01 +6.1047e-01 -1.6714e+00 -2.5727e+00 -3.9035e+00 +2.0955e+00 +8.7243e-01 +2.7688e-02 +3.5162e+00 +3.0790e+00 +7.9477e-01 -3.7512e+00 +1.6043e+00 +1.0311e+00
