% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.648815743e+02 +4.648815743e+02 +4.556715743e+02 +4.556715743e+02 +1.4356e+00 +4.3273e-01 -2.0852e+00 +1.1740e-01 +6.2559e-01 -1.4696e+00 +2.5285e+00 -3.1022e+00 -4.2891e-01 +3.1665e+00 -3.2913e+00 +3.0133e-01 +4.5835e-01 +3.3436e+00 -2.9378e+00 +2.5449e+00 -2.9573e+00 -1.0423e+00 +3.5687e+00 -1.6802e+00
18 +3.837895080e+02 +3.837895080e+02 +3.745795080e+02 +3.745795080e+02 +1.6789e+00 +1.6068e+00 -1.9973e+00 +1.4419e+00 +7.5466e-01 -3.4661e+00 +1.4210e+00 -4.6167e+00 -5.9418e-01 +3.7385e+00 -1.8606e+00 -1.4706e+00 +1.2836e+00 +4.7809e-01 -3.9424e+00 -5.4477e-01 -2.7341e+00 +7.9947e-01 +7.3322e-01 +1.5311e+00
79 +2.499698912e+02 +2.499698912e+02 +2.407598912e+02 +2.407598912e+02 +5.3970e+00 -3.9944e-01 -5.6311e-01 +3.1575e+00 +2.3843e+00 +8.1916e-01 +9.0019e-01 -8.1498e+00 +2.4560e+00 +1.2233e+00 -1.2614e+00 -6.6055e+00 +2.6576e+00 +9.8144e+00 -9.9757e+00 -1.0389e+00 -7.8417e-01 +2.9473e+00 -3.7952e+00 +1.3923e+00
117 +1.451428867e+02 +1.451428867e+02 +1.359328867e+02 +1.359328867e+02 +5.9358e+00 +4.5161e+00 -1.2909e-02 +1.2431e+01 +3.1461e+00 +1.3803e+00 +5.1548e+00 -6.7485e+00 +5.0880e+00 +2.8112e-02 -1.5874e+00 -1.0982e+01 +5.0828e+00 +1.3001e+01 -1.1988e+01 -1.5520e+00 -1.2198e+00 +7.6591e+00 -1.3561e+01 +8.1761e+00
125 +6.718855460e+01 +6.718855460e+01 +5.797855460e+01 +5.797855460e+01 +8.5578e+00 +2.9545e+00 +4.0795e+00 +8.1010e+00 -2.1911e+00 +4.2950e+00 +6.4541e+00 -8.9730e+00 +5.0547e+00 -6.2160e+00 -6.4781e+00 -9.3456e+00 +5.3082e+00 +1.5106e+01 -7.9587e+00 -2.5141e+00 +3.5750e+00 +7.6096e+00 -5.6216e+00 +6.4668e+00
151 +5.197282448e+01 +5.197282448e+01 +4.276282448e+01 +4.276282448e+01 +3.1392e+00 +4.3907e+00 -1.3629e+00 +1.4800e+01 +1.8762e+00 +1.6669e+00 +1.0002e+01 -4.4449e+00 +1.0850e+01 -8.0375e+00 -1.1417e+01 -1.0406e+01 +9.3693e+00 +7.0165e+00 -8.9948e+00 -5.5248e+00 +4.7151e+00 +8.0538e+00 -1.1249e+01 +1.0015e+01
187 +3.687684315e+01 +3.687684315e+01 +2.766684315e+01 +2.766684315e+01 +9.2256e-01 +9.5685e+00 -1.0304e+00 +5.6867e+00 +1.6163e-01 +6.4288e+00 +1.2903e+01 -2.1198e+00 +5.7957e+00 -9.4440e+00 -6.8195e+00 -8.5286e+00 +6.4306e+00 +7.6993e+00 -1.4338e+01 -4.9831e+00 +1.6187e+01 +1.8523e+01 -1.4961e+01 +1.1659e+01
208 +1.955430631e+01 +1.955430631e+01 +1.034430631e+01 +1.034430631e+01 +3.2855e+00 +9.2972e+00 +7.6860e+00 +7.5974e+00 -5.2989e+00 +5.5683e+00 +1.3997e+01 +2.3036e-01 +7.2936e+00 -2.1759e+01 -3.0061e+00 -2.0512e+01 +1.0663e+01 +1.0758e+01 -1.6207e+01 -6.8843e+00 +1.4012e+01 +2.0678e+01 -6.2272e+00 +8.6974e+00
236 +1.192255469e+01 +1.192255469e+01 +2.712554693e+00 +2.712554693e+00 +2.5020e+00 +1.6088e+01 +7.5492e+00 -6.3594e-01 -6.9674e+00 +7.1786e+00 +1.1920e+01 +4.4359e+00 +1.2314e+01 -1.1933e+01 -1.0391e+01 -1.2900e+01 +8.4488e+00 +8.0945e+00 -9.6245e+00 -8.9591e+00 +2.0513e+01 +1.0658e+01 -1.3727e+01 +8.2537e+00
271 +7.743508281e+00 +7.743508281e+00 -1.466491719e+00 -1.466491719e+00 +3.8198e+00 +1.7234e+00 +6.3031e+00 +1.7233e+01 -7.8157e+00 +3.4372e+00 +1.2401e+01 +5.9967e+00 +9.8431e+00 -1.1471e+01 -1.7858e+01 -1.2379e+01 +1.6336e+01 +2.0633e+01 -9.3965e+00 -6.7613e+00 +2.6870e+01 +1.2082e+01 -1.7609e+01 +1.2651e+01
