% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.446259758e+06 +8.446259758e+06 +8.446204818e+06 +8.446204818e+06 +4.1802e+00 +1.1672e+00 +2.5256e+00 +6.3699e-01 -8.7386e-01 +3.8002e+00 -9.0195e-01 -3.0576e+00 +1.4580e-01 -3.7232e-01 -6.1114e-01 -4.1818e-01 +4.5336e+00 +2.1719e+00 -2.9395e+00 +3.0325e+00 +2.7483e+00 +4.6930e+00 +2.5191e+00 +1.6833e-01
8 +5.787204823e+06 +5.787204823e+06 +5.787149883e+06 +5.787149883e+06 -8.9031e-01 -2.4650e+00 +3.5246e+00 -2.5844e+00 +7.1561e-01 +4.2820e+00 -3.7457e+00 -4.8426e+00 -3.1630e+00 -2.3165e+00 +3.1565e+00 -4.5186e+00 +6.4769e-01 +1.4375e-01 -2.1091e+00 +9.4358e-01 -4.9915e+00 -3.2955e+00 -4.5895e+00 -9.5160e-01
87 +3.948244820e+06 +3.948244820e+06 +3.948189880e+06 +3.948189880e+06 +1.4203e+00 +2.3805e+00 -2.5638e+00 +8.4967e-01 +7.1497e-01 +4.6664e+00 +7.2279e-01 -1.0937e+00 +1.3908e+00 -3.8223e+00 -3.5324e-01 -2.4115e+00 +3.7447e+00 -4.6155e+00 -4.4606e+00 +1.0048e+00 -2.4476e+00 -2.0238e-01 -3.4915e+00 -5.7281e-01
237 +1.632821193e+06 +1.632821193e+06 +1.632766253e+06 +1.632766253e+06 -2.1914e+00 -2.9329e+00 +4.4145e-01 +1.0870e+00 -1.4876e+00 +1.2944e+00 +4.7033e-01 -5.8626e-01 +2.6987e+00 +4.7833e+00 -2.9541e+00 -7.7938e-02 +1.0250e+00 +2.7968e+00 -2.2377e+00 +1.5497e-01 +3.5045e-01 +3.6647e+00 +3.1204e+00 +1.2820e+00
1338 +9.175442199e+05 +9.175442199e+05 +9.174892799e+05 +9.174892799e+05 -2.0213e+00 -4.9845e+00 -2.8126e+00 +3.7047e+00 +2.1856e+00 +3.1712e+00 -1.4779e+00 +3.9782e-01 -4.5615e+00 -1.0097e+00 +4.7919e+00 +4.5723e+00 +3.0053e+00 -4.1830e+00 +4.5527e+00 -2.9970e+00 -2.1884e-01 -1.9983e+00 +9.9328e-01 +2.9945e+00
3469 +6.007385990e+05 +6.007385990e+05 +6.006836590e+05 +6.006836590e+05 -2.9584e+00 -2.4731e+00 -3.0340e+00 +5.0000e+00 +1.3256e+00 +1.1957e+00 -3.9744e+00 +7.9159e-02 -2.6646e+00 -4.3418e-01 +5.0000e+00 +2.7808e+00 -3.7545e-01 -2.1617e+00 -2.4707e+00 -1.3015e+00 +1.1614e+00 -2.4542e+00 +3.8437e-01 -2.7396e+00
5701 +3.566656301e+05 +3.566656301e+05 +3.566106901e+05 +3.566106901e+05 -3.0666e+00 -5.0000e+00 -3.3668e+00 +3.7140e+00 +1.1639e+00 +2.1585e+00 -3.2366e+00 -6.1560e-01 -4.2611e+00 -7.5552e-01 +5.0000e+00 +2.1628e+00 -1.7246e+00 -7.0199e-01 +9.4304e-01 -1.5712e+00 +0.0000e+00 -2.0761e+00 -2.5029e-01 -6.5871e-01
9959 +2.343103850e+05 +2.343103850e+05 +2.342554450e+05 +2.342554450e+05 -3.4329e+00 -5.0000e+00 -2.4783e+00 +3.9074e+00 +2.5480e+00 +2.2108e+00 -4.7812e+00 -5.1614e-01 -3.2752e+00 +5.8921e-01 +5.0000e+00 +2.9368e-01 +7.9240e-02 -2.4824e+00 +1.9322e+00 -1.8341e+00 -1.5693e-01 -3.4014e+00 +1.0423e+00 +1.1794e+00
14852 +1.244052358e+05 +1.244052358e+05 +1.243502958e+05 +1.243502958e+05 -5.0000e+00 -3.7582e+00 -5.0000e+00 +4.8846e+00 +2.2477e+00 +1.0954e+00 -4.9694e+00 -1.4927e+00 -4.1650e+00 -2.6433e+00 +5.0000e+00 +1.5008e+00 +1.3519e+00 -2.5542e+00 +2.4747e+00 -5.0000e+00 -9.1982e-01 -5.0000e+00 +2.1075e+00 -1.9801e+00
26268 +8.590300143e+04 +8.590300143e+04 +8.584806143e+04 +8.584806143e+04 -4.5667e+00 -3.5446e+00 -3.7732e+00 +4.4738e+00 +2.8199e+00 +1.4025e+00 -4.3900e+00 -2.1470e+00 -4.6254e+00 -2.0452e+00 +5.0000e+00 +9.6932e-01 +1.1390e+00 -9.2532e-01 +3.6273e+00 -3.1295e+00 +2.3974e-02 -3.2466e+00 +3.2961e+00 -8.8956e-01
