% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.673939295e+01 +3.673939295e+01 +1.979939295e+01 +1.979939295e+01 +3.2499e-01 -5.3146e-01 -2.6596e+00 -7.2635e-01 -8.4115e-01 -2.0349e+00 +1.9293e+00 -3.7686e+00 -3.8106e+00 -2.0606e+00 +3.7377e+00 -2.0419e+00 -2.1363e+00 -3.6321e+00 +2.7920e+00 -1.2890e+00 +4.8334e+00 -6.4788e-01 +2.7873e+00 +1.5309e+00
456 +2.128043364e+01 +2.128043364e+01 +4.340433635e+00 +4.340433635e+00 +5.0000e+00 +3.9595e+00 -4.0037e+00 +9.5859e-01 +2.8838e-01 -5.0000e+00 +1.3751e-01 -4.0505e+00 -4.2600e+00 -1.6432e+00 +5.0000e+00 +2.9837e+00 -2.4685e+00 -1.8781e+00 -8.8596e-02 +5.0000e+00 +4.5889e+00 -5.5644e-01 +2.0418e+00 +5.0000e+00
2331 +1.504811634e+01 +1.504811634e+01 -1.891883657e+00 -1.891883657e+00 +4.1616e+00 +3.4143e+00 +1.0129e-01 +6.1035e-01 +1.7079e+00 -2.7274e+00 +1.5817e+00 -4.7749e+00 -2.3922e+00 -3.1106e+00 +3.3805e+00 +2.9287e+00 -3.3732e+00 -7.1638e-01 +2.7682e+00 +3.9578e+00 +4.8374e+00 -5.2366e-01 -5.5277e-01 +4.9588e+00
3918 +9.708075268e+00 +9.708075268e+00 -7.231924732e+00 -7.231924732e+00 +4.1557e+00 +3.0132e+00 -1.0021e+00 +1.9434e+00 +1.3383e+00 -4.0764e+00 +1.7462e+00 -4.7186e+00 -2.0820e+00 -3.0681e+00 +3.0953e+00 +1.9828e+00 -3.5706e+00 -1.4259e+00 +2.3715e+00 +3.0732e+00 +4.7040e+00 -4.2056e-01 -1.8481e-02 +4.9482e+00
10453 +6.206268213e+00 +6.206268213e+00 -1.073373179e+01 -1.073373179e+01 +4.4037e+00 +3.3799e+00 -7.2896e-01 +1.7655e+00 +1.4423e+00 -3.9878e+00 +1.5247e+00 -4.6942e+00 -1.9883e+00 -3.0074e+00 +3.1678e+00 +2.2931e+00 -3.4255e+00 -1.1674e+00 +2.2431e+00 +3.2847e+00 +4.7064e+00 -5.7726e-01 +4.2649e-02 +4.9413e+00
25313 +3.913750863e+00 +3.913750863e+00 -1.302624914e+01 -1.302624914e+01 +4.3604e+00 +3.3385e+00 -8.0490e-01 +1.8431e+00 +1.3204e+00 -3.8597e+00 +1.4505e+00 -4.6995e+00 -1.9454e+00 -3.0237e+00 +3.1488e+00 +2.2733e+00 -3.4436e+00 -1.2141e+00 +2.2644e+00 +3.2755e+00 +4.8578e+00 -6.1644e-01 +3.9820e-02 +4.9813e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.649966075e+02 +1.649966075e+02 +1.838066075e+02 +1.838066075e+02 +3.8048e+00 -3.2556e+00 +1.3880e+00 -6.1733e-01 -3.2687e+00 +2.2994e+00 -1.1632e-01 -2.1475e+00 -2.3328e+00 +2.3219e+00 -1.2281e+00 -4.6461e-01 +4.9342e+00 -1.6022e+00 +1.6096e+00 -6.7701e-01 +3.5988e+00 -4.7427e+00 +2.7149e+00 +4.0016e+00
2 +1.576703337e+02 +1.576703337e+02 +1.764803337e+02 +1.764803337e+02 -9.0108e-01 +4.0717e+00 +2.2506e+00 -3.5411e+00 +1.0897e+00 -9.3001e-01 +2.5043e+00 -1.7260e+00 -3.5325e+00 -3.6218e+00 +3.7694e+00 +2.5633e+00 +1.8568e+00 +1.0221e-01 +1.7993e+00 -2.2418e+00 +1.5968e+00 +2.5210e-01 +3.9917e+00 -8.8184e-01
4 +7.397278879e+01 +7.397278879e+01 +9.278278879e+01 +9.278278879e+01 -3.7176e+00 +3.1775e+00 +1.3233e+00 +5.7119e-01 +3.3453e+00 +3.0362e+00 +4.0500e+00 +2.8122e+00 +2.9163e+00 -1.5344e+00 -3.8705e+00 +2.1649e+00 +4.7339e+00 +2.9813e-01 +3.2361e+00 -4.8336e+00 -9.3954e-01 -4.4253e+00 -3.8648e+00 -2.0496e+00
