% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.131405421e+02 +8.131405421e+02 +1.813140542e+03 +1.813140542e+03 -4.6369e-01 +1.5756e+00 -3.0325e+00 +2.8121e+00 -6.6159e-01 -5.9625e-01 -4.5335e-01 +4.2782e-01 +2.9215e-01 -3.7886e+00 -2.9323e+00 -8.1364e-01 -9.2373e-01 -2.9925e+00 -3.8421e+00 -4.7149e-01 +3.7206e+00 -3.0487e+00 +2.5489e+00 -7.4177e-01
13 +5.072402171e+02 +5.072402171e+02 +1.507240217e+03 +1.507240217e+03 -2.5000e+00 +1.2115e+00 +9.5097e-03 +2.7352e+00 +1.7933e+00 -1.9887e+00 -4.3830e-01 -1.1380e+00 +1.4660e+00 -4.2911e+00 -1.9720e+00 +5.2267e-01 -1.0804e+00 -1.2141e+00 +7.7650e-01 +5.7779e-01 +3.6970e+00 -1.2224e+00 +2.6608e+00 -2.9559e+00
68 +3.687970474e+02 +3.687970474e+02 +1.368797047e+03 +1.368797047e+03 -5.3157e-01 +6.5828e-01 +3.8122e+00 +2.7754e+00 +1.4327e+00 -2.0989e+00 -1.4483e+00 +5.1545e-01 -1.2795e+00 +7.4224e-02 +9.0136e-01 -7.0308e-01 -1.2629e+00 -3.6896e+00 +2.5117e+00 +1.2670e+00 +6.3806e+00 -1.1938e+00 +1.1767e+00 -4.1736e+00
302 +2.248056389e+02 +2.248056389e+02 +1.224805639e+03 +1.224805639e+03 -1.6726e+00 +1.7382e+00 +2.6246e+00 +2.6317e+00 +3.9250e+00 -4.1230e+00 -1.8618e+00 +9.4750e-01 -2.8760e+00 -1.5343e+00 -1.7929e+00 -1.2473e+00 -9.4370e-01 -3.0333e+00 +3.6918e+00 +2.7022e+00 +1.5246e+00 +2.3273e+00 +5.6149e-01 -6.3837e-01
726 +1.534493467e+02 +1.534493467e+02 +1.153449347e+03 +1.153449347e+03 -2.7161e+00 +3.4595e+00 +3.8413e+00 +2.6383e+00 +4.3761e+00 -4.9663e+00 -1.0008e+00 -1.0232e+00 -3.3264e+00 +9.5966e-01 -1.4873e+00 -2.3426e+00 +9.0466e-01 -4.8833e+00 +3.7744e+00 +3.7380e+00 +3.0427e+00 -7.9065e-01 -6.7402e-01 -1.0298e+00
2359 +9.880825699e+01 +9.880825699e+01 +1.098808257e+03 +1.098808257e+03 -3.4249e+00 +4.0130e+00 +2.3193e+00 +2.2548e+00 +3.1073e+00 -2.9649e+00 -9.3511e-01 +7.5696e-01 -3.9050e+00 -4.8468e-02 -1.2669e+00 -2.4942e+00 +5.9674e-02 -5.4603e+00 +2.7741e+00 +3.8401e+00 +3.4685e+00 -5.3436e-01 -6.3725e-01 -3.4653e-01
2639 +6.292352750e+01 +6.292352750e+01 +1.062923527e+03 +1.062923527e+03 -3.3543e+00 +4.0141e+00 +2.2724e+00 +2.1875e+00 +3.1061e+00 -2.9726e+00 -8.8674e-01 +7.8660e-01 -3.8920e+00 +4.0844e-02 -1.3559e+00 -2.6264e+00 +7.6552e-02 -5.4092e+00 +2.7713e+00 +3.7538e+00 +3.3296e+00 -6.0603e-01 -5.6050e-01 -3.6708e-01
18334 +3.782783474e+01 +3.782783474e+01 +1.037827835e+03 +1.037827835e+03 -3.1605e+00 +4.2930e+00 +4.4517e+00 +2.8880e+00 +2.6376e+00 -2.0073e+00 -1.2414e+00 -2.3244e-01 -2.6812e+00 -5.8510e-01 -1.9905e+00 -1.7861e+00 -9.3647e-01 -2.6767e+00 +1.3819e+00 +2.2354e+00 +3.9892e+00 -4.2081e-01 -1.0307e+00 -1.0699e+00
93403 +2.354056967e+01 +2.354056967e+01 +1.023540570e+03 +1.023540570e+03 -2.9770e+00 +3.4444e+00 +3.1048e+00 +2.5479e+00 +2.5660e+00 -2.5055e+00 -1.5897e+00 -2.4277e-01 -3.1309e+00 -9.7156e-01 -2.4072e+00 -1.6108e+00 -1.4465e+00 -2.6536e+00 +3.0358e+00 +2.7444e+00 +3.0986e+00 -1.6063e-01 -4.3928e-01 -1.5171e+00
297886 +1.584115047e+01 +1.584115047e+01 +1.015841150e+03 +1.015841150e+03 -2.1929e+00 +2.8381e+00 +3.5614e+00 +2.8685e+00 +4.0989e+00 -2.2878e+00 -1.9545e+00 -2.9660e-01 -2.4735e+00 -9.4609e-01 -2.1652e+00 -1.3600e+00 -1.6375e+00 -3.8790e+00 +3.5057e+00 +3.8346e+00 +2.5164e+00 -1.0385e-01 -1.1350e+00 -6.4401e-01
