% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.197825278e+07 +3.197825278e+07 +3.197832905e+07 +3.197832905e+07 -3.3335e+00 -2.4652e-01 +4.9705e+00 +2.6264e+00 +1.9614e+00 -2.7647e+00 -3.6086e+00 +2.3591e+00 -1.8471e+00 -2.4040e+00 +2.7653e+00 -2.9495e+00 +1.2069e-01 -1.2168e+00 -4.8090e+00 +3.2481e+00 -2.2094e+00 +1.6211e+00 +4.4769e+00 -4.2969e+00
2 +1.862664835e+07 +1.862664835e+07 +1.862672462e+07 +1.862672462e+07 +4.9249e+00 -1.6217e+00 -1.7874e+00 -3.7730e+00 -1.7905e+00 +2.3608e+00 +4.8092e+00 +2.1469e+00 +4.7394e+00 +3.8355e+00 -1.1693e+00 +1.3325e+00 -3.0747e-01 +1.7064e+00 -2.0589e+00 -3.1771e+00 -3.6067e+00 -4.9418e+00 -2.6663e+00 +4.7438e+00
3 +3.651623999e+06 +3.651623999e+06 +3.651700269e+06 +3.651700269e+06 +1.5406e+00 +2.9963e+00 -3.8814e+00 +2.5836e+00 -2.8716e+00 -3.5643e+00 -3.3104e+00 +3.4596e+00 -1.8449e+00 +1.3086e+00 +1.0989e+00 +7.9485e-01 -9.8919e-01 -1.6084e+00 +3.5985e+00 -1.3352e-01 +6.8493e-01 +4.5023e+00 -3.3312e+00 +2.0065e+00
5 +6.158233711e+04 +6.158233711e+04 +6.165860711e+04 +6.165860711e+04 +2.9145e+00 -3.1980e+00 -4.6622e+00 +2.2589e+00 -1.5303e+00 +4.8945e+00 +4.7994e+00 +2.3759e+00 -1.6035e+00 +2.7198e+00 -1.1735e+00 -4.8269e+00 +3.6336e+00 -3.0283e+00 +2.4979e-01 -4.0407e+00 -5.9036e-01 -2.9520e+00 -4.1655e+00 -6.5627e-01
34 +3.824497235e+03 +3.824497235e+03 +3.900767235e+03 +3.900767235e+03 +4.3417e+00 +2.6253e+00 -3.2615e+00 -3.1473e+00 -3.2747e+00 +3.1078e+00 +4.2233e+00 +3.3963e+00 -3.9018e+00 +1.8062e+00 -2.7350e+00 +1.9774e+00 +1.6677e+00 -4.0147e+00 +2.4226e+00 -2.6474e+00 +6.4144e-01 +3.9041e+00 +1.2914e+00 -1.7300e+00
284 +1.458212545e+03 +1.458212545e+03 +1.534482545e+03 +1.534482545e+03 +4.7378e+00 +1.9507e+00 -2.9354e+00 -4.4258e+00 -4.5849e+00 +3.1839e+00 +4.0716e+00 +3.0974e+00 -2.4077e+00 +1.6331e+00 -1.9432e+00 +9.5352e-01 +3.0528e+00 -2.9592e+00 +3.6337e+00 -3.4922e+00 +0.0000e+00 +4.3132e+00 -8.1668e-01 -4.1527e+00
464 +4.318305146e+02 +4.318305146e+02 +5.081005146e+02 +5.081005146e+02 +3.4091e+00 +1.6316e+00 +4.2512e-01 -4.5829e+00 -2.1994e+00 +3.1422e+00 +4.6839e+00 +4.1809e+00 -2.1529e+00 -8.1330e-01 -3.6615e-01 +2.2358e+00 +2.6220e+00 -1.0137e+00 +2.2241e+00 -4.5707e+00 +4.2230e+00 +2.8395e+00 -2.7956e+00 -3.8417e+00
616 +3.640874796e+02 +3.640874796e+02 +4.403574796e+02 +4.403574796e+02 +3.4714e+00 -1.9590e-01 +6.6046e-01 -4.4612e+00 -1.0271e+00 +2.9907e+00 +4.4488e+00 +3.2006e+00 -2.9262e+00 -3.3306e+00 -5.0000e+00 +2.8220e+00 +1.5855e+00 -1.0152e+00 +1.8788e+00 -3.1249e+00 +4.4622e+00 +2.2203e+00 -3.8210e-01 -3.5416e+00
4478 +2.467879792e+02 +2.467879792e+02 +3.230579792e+02 +3.230579792e+02 +4.1688e+00 -1.9569e+00 +7.7380e-01 -4.7949e+00 -2.5564e+00 +2.0436e+00 +4.8757e+00 +3.3484e+00 -2.8643e+00 +1.8930e+00 -4.0970e+00 +1.7667e+00 +9.2656e-01 -5.5591e-01 +2.0530e+00 -2.8269e+00 +2.9115e+00 +1.1587e+00 +8.7466e-01 -3.2680e+00
21505 +1.571035715e+02 +1.571035715e+02 +2.333735715e+02 +2.333735715e+02 +1.3644e+00 -2.1822e+00 +3.4721e-01 -4.9162e+00 -1.4390e+00 -2.0595e+00 +4.6147e+00 +3.2502e+00 -2.8296e+00 +2.8497e+00 -1.6533e+00 +1.8237e+00 +2.9216e-01 -5.4264e-01 +2.2202e+00 -1.8820e+00 +1.3161e+00 -8.0886e-01 +9.3102e-01 -2.1847e+00
