% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.007154835e+01 +9.007154835e+01 +1.614215483e+02 +1.614215483e+02 -4.1089e+00 +4.0163e+00 -4.2825e+00 -1.2419e+00 +4.5918e+00 -3.7666e+00 -5.6093e-01 -2.5663e+00 -2.7177e+00 +1.4306e+00 +2.2069e+00 +1.9647e+00 -5.3469e-01 +4.4078e+00 +2.5799e+00 -8.9667e-01 -1.3101e-02 -1.7357e+00 +4.0564e+00 +1.7171e+00
5 +5.803711523e+01 +5.803711523e+01 +1.293871152e+02 +1.293871152e+02 -2.6216e+00 -1.4669e+00 -4.3468e+00 -3.4486e+00 -7.9608e-01 -4.7656e+00 -3.5372e+00 +4.2708e+00 +4.1771e-01 +1.2865e+00 +1.6601e+00 +4.2009e+00 +1.1271e+00 -1.7165e+00 +3.2305e+00 -4.7830e+00 +4.0524e+00 -3.1961e+00 -3.6302e+00 -1.1091e+00
82 +3.610059822e+01 +3.610059822e+01 +1.074505982e+02 +1.074505982e+02 -2.4882e+00 +5.0000e+00 -5.0000e+00 +4.2513e+00 -3.9891e+00 -1.5240e+00 +1.2818e+00 -2.4196e+00 -2.4481e+00 +4.6985e+00 +6.7915e-01 +2.4917e+00 +5.0000e+00 -8.9248e-01 -5.0000e+00 +4.9354e+00 +3.4955e+00 -3.6554e+00 +7.4295e-02 -5.0000e+00
1715 +2.415999388e+01 +2.415999388e+01 +9.550999388e+01 +9.550999388e+01 +4.0116e+00 +2.9551e+00 +5.1612e-01 -1.6892e+00 +2.3275e-01 -2.0194e+00 +2.2069e+00 -6.4020e-01 -3.4878e+00 -3.2876e-01 +1.7417e+00 -1.9712e-01 +1.2899e+00 -5.0000e+00 -1.8585e+00 +4.4030e+00 -4.9978e+00 -5.2713e-01 +2.0457e+00 -5.0000e+00
11030 +1.579814869e+01 +1.579814869e+01 +8.714814869e+01 +8.714814869e+01 +4.2622e+00 +2.8762e+00 -1.7320e-01 -1.7707e+00 +4.0175e-01 -2.1850e+00 +2.5617e+00 -5.1386e-01 -4.1314e+00 -9.8714e-02 +1.6336e+00 -1.5214e-01 +1.0243e+00 -4.9553e+00 -1.8873e+00 +4.3662e+00 -4.9856e+00 -5.1664e-01 +2.1124e+00 -5.0000e+00
16570 +9.980598145e+00 +9.980598145e+00 +8.133059815e+01 +8.133059815e+01 +4.2209e+00 +2.8935e+00 -6.8541e-02 -1.7507e+00 +4.4979e-01 -2.2411e+00 +2.4919e+00 -5.2350e-01 -3.5944e+00 +2.8473e-01 +1.6364e+00 -1.4692e-01 +1.0798e+00 -4.9285e+00 -1.8753e+00 +4.3746e+00 -4.9869e+00 -3.2520e-01 +2.0487e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.509705808e+02 +1.509705808e+02 -2.042494192e+02 -2.042494192e+02 -3.5079e+00 +3.4250e+00 +2.8587e+00 +4.0919e+00 -4.6358e+00 +6.8943e-01 +2.8195e+00 +2.6045e+00 +4.5245e-01 -4.7415e+00 -2.7115e+00 +1.5321e+00 +2.6017e+00 +3.2912e+00 -4.4907e+00 +6.0385e-01 +7.1917e-01 +3.2515e+00 +3.0053e+00 +1.9633e-01
2 +7.856795636e+01 +7.856795636e+01 -2.766520436e+02 -2.766520436e+02 -1.7348e+00 +1.8822e+00 -4.3478e+00 +2.0658e+00 -1.4586e+00 +2.1764e+00 -8.4826e-01 -4.2766e+00 +5.4666e-01 -1.4390e+00 -2.3315e-01 -3.8046e+00 +1.8445e+00 +3.1723e+00 -3.0721e+00 +3.9767e+00 -1.5229e+00 +1.0302e+00 -3.8944e-01 +4.5341e+00
8 +4.221677786e+01 +4.221677786e+01 -3.130032221e+02 -3.130032221e+02 -3.2563e-01 +4.0383e+00 -1.9527e+00 +2.4737e+00 +2.1647e+00 -2.0242e-02 +4.5409e+00 +2.7767e+00 +2.7686e+00 +4.2558e+00 +2.7715e+00 -2.2129e+00 -2.7416e+00 -2.3684e+00 -9.3227e-01 +5.9990e-01 +4.8713e+00 +4.6156e+00 -6.9436e-01 -3.2532e+00
169 +2.600168635e+01 +2.600168635e+01 -3.292183136e+02 -3.292183136e+02 +1.1116e+00 +1.3404e-01 -4.5710e-01 -3.5434e+00 +0.0000e+00 -4.3424e-01 +5.0000e+00 -1.5772e+00 +4.8236e+00 +1.1655e+00 +1.6795e+00 -2.1482e+00 -1.0871e+00 -2.2684e+00 -1.0836e+00 +1.8674e+00 +2.9937e+00 +4.0288e+00 +2.0009e+00 +8.9942e-01
2183 +2.308306903e+01 +2.308306903e+01 -3.321369310e+02 -3.321369310e+02 +1.5948e+00 +4.1153e-01 -5.4084e-01 -2.9205e+00 -3.6254e-01 -1.5967e+00 +1.0867e+00 -1.8563e+00 +4.8191e+00 +6.9328e-01 +5.0000e+00 -2.3304e+00 +3.6087e+00 -1.4668e+00 +3.8379e-01 +1.3691e+00 +2.8024e+00 -5.7236e-01 +1.1103e+00 +5.0000e+00
4083 +1.366124586e+01 +1.366124586e+01 -3.415587541e+02 -3.415587541e+02 +1.2150e+00 +6.6254e-02 -6.9432e-01 -3.5515e+00 -6.7652e-01 -1.4637e+00 +1.1309e+00 -1.6965e+00 +4.7434e+00 +7.1348e-01 +5.0000e+00 -2.3072e+00 +3.3987e+00 -2.0432e+00 +9.9441e-01 +1.3742e+00 +2.4088e+00 -1.0795e+00 +9.6073e-01 +4.9629e+00
5587 +9.571560292e+00 +9.571560292e+00 -3.456484397e+02 -3.456484397e+02 +1.3631e+00 +5.6158e-02 -6.3825e-01 -3.6255e+00 -4.0162e-01 -1.5790e+00 +1.0736e+00 -1.6775e+00 +4.7232e+00 +7.4803e-01 +5.0000e+00 -2.2878e+00 +3.2592e+00 -2.0438e+00 +7.8123e-01 +1.3126e+00 +2.5279e+00 -1.0948e+00 +1.1579e+00 +4.9622e+00
9532 +6.238408219e+00 +6.238408219e+00 -3.489815918e+02 -3.489815918e+02 +1.3692e+00 +6.1236e-02 -6.4752e-01 -3.7634e+00 -4.2659e-01 -1.5668e+00 +1.0954e+00 -1.6898e+00 +4.7235e+00 +7.2867e-01 +5.0000e+00 -2.3467e+00 +3.2326e+00 -2.0637e+00 +7.6581e-01 +1.3296e+00 +2.6072e+00 -1.0371e+00 +1.1785e+00 +4.9361e+00
