% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.202522784e+03 +5.202522784e+03 +5.295462784e+03 +5.295462784e+03 +4.0800e-01 +2.2504e+00 +2.7394e+00 +3.7858e+00 -4.2811e+00 -4.8186e+00 -1.7024e+00 +2.3511e+00 -3.5314e+00 +3.6204e+00 -5.3631e-01 -3.2862e-01 -7.8411e-01 +3.5884e+00 -6.9797e-01 -1.0276e+00 -8.7857e-01 -9.5933e-02 -4.5799e+00 +1.8945e+00
2 +1.819057817e+03 +1.819057817e+03 +1.911997817e+03 +1.911997817e+03 +5.3344e-01 -7.5047e-01 -3.2158e+00 -1.9086e+00 +8.1891e-01 +1.8758e+00 +2.6962e+00 -3.7060e+00 +3.7157e+00 -3.5186e+00 -1.3384e+00 +6.8629e-01 +3.7234e+00 -3.0526e+00 +4.2911e+00 -4.8029e+00 -1.5895e+00 +4.5690e+00 -3.1819e+00 +3.0681e+00
4 +1.231405273e+03 +1.231405273e+03 +1.324345273e+03 +1.324345273e+03 -1.4186e+00 -3.6706e+00 +3.7944e+00 +1.4608e+00 +4.3226e-01 +3.4470e+00 +4.3122e-01 -2.3464e-01 -3.6516e-01 +3.7185e+00 -3.6011e+00 +2.6704e+00 +3.7117e+00 +4.7523e+00 +1.8920e+00 -3.7799e+00 +3.2319e+00 -2.8365e+00 +2.7026e+00 -1.0563e+00
36 +9.512859429e+02 +9.512859429e+02 +1.044225943e+03 +1.044225943e+03 -4.1684e+00 -3.9884e+00 +4.1182e-01 +3.4442e+00 +4.8027e+00 +1.6546e+00 +4.5557e+00 -4.2042e+00 +1.5539e+00 +3.2739e+00 -2.8608e+00 -1.5437e+00 +3.2686e+00 +2.6697e-01 +3.6089e+00 +2.6698e+00 +3.9999e-01 +2.1731e+00 +1.5188e+00 +9.5551e-01
47 +1.819698384e+02 +1.819698384e+02 +2.749098384e+02 +2.749098384e+02 -4.7988e-01 -9.3481e-01 -1.3805e+00 +1.7883e+00 +1.0743e+00 +3.3742e+00 +8.7959e-01 -1.2088e+00 +2.8409e+00 +2.6493e+00 -1.1319e+00 -2.1132e+00 +1.1241e-01 -1.1402e-01 +4.8245e+00 -4.3020e-01 +3.2344e+00 -3.4762e+00 +5.6584e-01 -1.5179e+00
392 +1.569176118e+02 +1.569176118e+02 +2.498576118e+02 +2.498576118e+02 -1.1668e+00 -1.3914e-01 -2.1918e+00 +2.4091e+00 +1.3581e+00 +3.9733e+00 +3.2722e+00 -1.8905e+00 +3.0502e+00 +2.6411e+00 -1.1925e+00 -3.3880e+00 -7.9363e-01 -1.0225e+00 +4.9554e+00 -6.9439e-01 +2.9008e+00 -3.7567e+00 +6.7421e-02 -1.5178e+00
453 +9.289921369e+01 +9.289921369e+01 +1.858392137e+02 +1.858392137e+02 -1.4645e+00 -1.7905e-01 +1.5257e-01 +2.2697e+00 +9.2475e-01 +3.3358e+00 +1.8153e+00 -2.0559e+00 +4.6325e+00 +3.2215e+00 -5.5668e-01 -3.6638e+00 +2.2751e-01 +7.7858e-01 +3.6525e+00 -3.1410e-01 +3.5142e+00 -2.9093e+00 +1.5390e+00 -2.1141e+00
783 +6.149721801e+01 +6.149721801e+01 +1.544372180e+02 +1.544372180e+02 -1.4583e+00 +3.8960e-01 -9.2191e-02 +1.8461e+00 +1.0567e+00 +2.8251e+00 +1.3586e+00 -1.6429e+00 +4.9852e+00 +2.9437e+00 -9.3809e-01 -3.2807e+00 -4.5610e-01 +5.1259e-01 +2.9736e+00 -3.4610e-01 +3.5262e+00 -2.8085e+00 +1.1345e+00 +8.3706e-01
1151 +3.778979363e+01 +3.778979363e+01 +1.307297936e+02 +1.307297936e+02 -9.9665e-01 +1.7504e-01 -1.3080e+00 +1.8037e+00 +2.0118e+00 +4.0266e+00 +1.7213e+00 -1.0870e+00 +4.9146e+00 +3.2966e+00 -1.0423e+00 -2.8841e+00 -3.0976e-01 +1.2598e+00 +2.9973e+00 -1.1236e+00 +3.6710e+00 -3.0770e+00 +1.4492e+00 +9.0169e-01
1995 +2.365004648e+01 +2.365004648e+01 +1.165900465e+02 +1.165900465e+02 -8.3932e-01 +3.2792e-01 -9.1573e-01 +1.9344e+00 +1.9102e+00 +4.2813e+00 +1.9320e+00 -5.4724e-01 +4.8331e+00 +2.4660e+00 -1.0527e+00 -3.2549e+00 -4.9579e-02 +1.0754e+00 +2.7597e+00 -1.9814e-01 +3.5136e+00 -3.1321e+00 +1.3150e+00 +7.5366e-01
