% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.587348916e+01 +7.587348916e+01 +1.472234892e+02 +1.472234892e+02 -4.5977e+00 +2.6690e+00 +3.6893e+00 +4.5181e+00 -1.1528e+00
5 +4.956219310e+01 +4.956219310e+01 +1.209121931e+02 +1.209121931e+02 -2.3735e+00 -4.8110e+00 -4.8753e+00 +4.4850e+00 +2.7954e+00
8 +3.957085383e+01 +3.957085383e+01 +1.109208538e+02 +1.109208538e+02 -4.3661e+00 -4.6603e+00 -1.9285e+00 -7.2747e-01 +4.6153e+00
67 +1.868330529e+01 +1.868330529e+01 +9.003330529e+01 +9.003330529e+01 -5.0000e+00 +1.5399e+00 +2.5779e-02 -3.0925e-01 +4.4300e+00
255 +1.092077927e+01 +1.092077927e+01 +8.227077927e+01 +8.227077927e+01 -2.9013e+00 -2.2460e+00 -8.7688e-01 +2.8147e-01 +6.6513e-01
362 +6.489463091e+00 +6.489463091e+00 +7.783946309e+01 +7.783946309e+01 -3.2886e-01 -4.8713e-01 -7.4849e-02 +1.0254e+00 +2.4501e+00
777 +4.369623427e+00 +4.369623427e+00 +7.571962343e+01 +7.571962343e+01 -8.6757e-01 -4.2910e-02 -2.1412e-01 +1.1333e+00 +3.0314e+00
1273 +3.135448658e+00 +3.135448658e+00 +7.448544866e+01 +7.448544866e+01 -6.8413e-01 -4.5756e-02 -1.9195e-01 +1.0772e+00 +2.9509e+00
1527 +1.817995017e+00 +1.817995017e+00 +7.316799502e+01 +7.316799502e+01 -7.5017e-01 +2.9509e-02 -1.2579e-01 +1.0958e+00 +3.0904e+00
1691 +1.229191589e+00 +1.229191589e+00 +7.257919159e+01 +7.257919159e+01 -7.1105e-01 -2.2975e-02 -3.1587e-01 +1.2957e+00 +3.1447e+00
2073 +9.067112169e-01 +9.067112169e-01 +7.225671122e+01 +7.225671122e+01 -8.4497e-01 +8.3361e-03 -1.4039e-01 +1.2843e+00 +3.2166e+00
2693 +4.325657290e-01 +4.325657290e-01 +7.178256573e+01 +7.178256573e+01 -7.3728e-01 -2.2680e-01 -2.4340e-01 +1.4965e+00 +3.4486e+00
3089 +3.326126589e-01 +3.326126589e-01 +7.168261266e+01 +7.168261266e+01 -7.3132e-01 -8.6959e-02 -2.7710e-01 +1.4316e+00 +3.3349e+00
4183 +2.270741098e-01 +2.270741098e-01 +7.157707411e+01 +7.157707411e+01 -7.5036e-01 -9.3395e-02 -2.4639e-01 +1.4479e+00 +3.3449e+00
26376 +1.583915438e-01 +1.583915438e-01 +7.150839154e+01 +7.150839154e+01 -8.5423e-01 -1.4132e-01 -1.2676e-01 +1.4392e+00 +3.4776e+00
30068 +9.970018066e-02 +9.970018066e-02 +7.144970018e+01 +7.144970018e+01 -8.5885e-01 -1.4042e-01 -1.2725e-01 +1.4394e+00 +3.4736e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.284672727e+01 +3.284672727e+01 -3.223732727e+02 -3.223732727e+02 -1.0652e+00 -8.5900e-02 +3.4447e+00 +1.9907e+00 -3.4092e+00
110 +2.133726019e+01 +2.133726019e+01 -3.338827398e+02 -3.338827398e+02 +1.9307e+00 -5.5048e-01 +4.7326e-01 +1.7936e+00 +2.2488e+00
178 +1.473091040e+01 +1.473091040e+01 -3.404890896e+02 -3.404890896e+02 +7.2890e-01 -9.0902e-01 -4.8230e-01 +2.4319e+00 +3.5522e+00
465 +7.231261528e+00 +7.231261528e+00 -3.479887385e+02 -3.479887385e+02 +2.4997e+00 -3.5515e-01 -2.0010e-01 +1.0646e+00 +5.0000e+00
768 +4.874013203e+00 +4.874013203e+00 -3.503459868e+02 -3.503459868e+02 +2.8690e+00 -6.5462e-01 -4.1883e-01 +1.1487e+00 +4.6988e+00
1503 +3.915563918e+00 +3.915563918e+00 -3.513044361e+02 -3.513044361e+02 +2.5748e+00 +4.2348e-02 -4.7447e-01 +1.3437e+00 +4.8301e+00
1717 +2.501934491e+00 +2.501934491e+00 -3.527180655e+02 -3.527180655e+02 +2.6744e+00 -1.8956e-01 -3.0480e-01 +1.0929e+00 +5.0000e+00
2236 +8.767947382e-01 +8.767947382e-01 -3.543432053e+02 -3.543432053e+02 +2.6529e+00 -1.0877e-01 -4.3334e-01 +1.3836e+00 +4.7914e+00
2353 +5.135555426e-01 +5.135555426e-01 -3.547064445e+02 -3.547064445e+02 +2.6337e+00 -2.1963e-01 -4.9708e-01 +1.4547e+00 +4.6875e+00
3203 +3.622442419e-01 +3.622442419e-01 -3.548577558e+02 -3.548577558e+02 +2.6162e+00 -2.4295e-01 -4.9701e-01 +1.5010e+00 +4.6703e+00
3703 +2.392673703e-01 +2.392673703e-01 -3.549807326e+02 -3.549807326e+02 +2.6262e+00 -2.4061e-01 -4.9707e-01 +1.4861e+00 +4.6886e+00
5015 +1.427954484e-01 +1.427954484e-01 -3.550772046e+02 -3.550772046e+02 +2.6269e+00 -2.4230e-01 -5.0550e-01 +1.4893e+00 +4.6922e+00
23705 +7.513872254e-02 +7.513872254e-02 -3.551448613e+02 -3.551448613e+02 +2.6768e+00 -3.8813e-01 -6.1803e-01 +1.4959e+00 +4.6683e+00
24105 +5.703998899e-02 +5.703998899e-02 -3.551629600e+02 -3.551629600e+02 +2.6769e+00 -3.9186e-01 -6.2087e-01 +1.4959e+00 +4.6663e+00
28359 +3.937137939e-02 +3.937137939e-02 -3.551806286e+02 -3.551806286e+02 +2.6774e+00 -3.9438e-01 -6.2038e-01 +1.4955e+00 +4.6673e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.220176072e+01 +7.220176072e+01 +1.713717607e+02 +1.713717607e+02 -3.6404e+00 -4.2685e+00 +1.9852e+00 +4.8623e-01 +1.6343e+00
8 +2.235747439e+01 +2.235747439e+01 +1.215274744e+02 +1.215274744e+02 -1.4359e+00 +4.1565e+00 +2.5899e+00 -4.0139e+00 +1.5403e+00
19 +1.503824211e+01 +1.503824211e+01 +1.142082421e+02 +1.142082421e+02 -5.0488e-01 +3.7266e+00 +2.4983e+00 +1.0301e+00 -4.2044e+00
291 +8.264138411e+00 +8.264138411e+00 +1.074341384e+02 +1.074341384e+02 -1.8221e+00 +4.3153e+00 +3.0528e+00 -9.2694e-01 +3.8511e-01
1443 +5.187019239e+00 +5.187019239e+00 +1.043570192e+02 +1.043570192e+02 -1.8375e+00 +4.2209e+00 +3.0326e+00 -1.1420e+00 +3.8075e-01
1993 +3.782451143e+00 +3.782451143e+00 +1.029524511e+02 +1.029524511e+02 -1.8491e+00 +4.2501e+00 +3.0402e+00 -1.2019e+00 +3.6360e-01
2151 +1.807447707e+00 +1.807447707e+00 +1.009774477e+02 +1.009774477e+02 -1.8679e+00 +4.5510e+00 +3.3026e+00 -1.7313e+00 +2.3670e-01
2304 +1.099473289e+00 +1.099473289e+00 +1.002694733e+02 +1.002694733e+02 -1.8205e+00 +4.4422e+00 +3.3248e+00 -1.7651e+00 +3.7993e-02
2792 +8.661133778e-01 +8.661133778e-01 +1.000361134e+02 +1.000361134e+02 -1.8320e+00 +4.4434e+00 +3.5906e+00 -1.7567e+00 +9.2247e-02
3422 +5.572682866e-01 +5.572682866e-01 +9.972726829e+01 +9.972726829e+01 -1.8615e+00 +4.4797e+00 +3.5781e+00 -1.7421e+00 +7.0365e-02
3634 +3.554598153e-01 +3.554598153e-01 +9.952545982e+01 +9.952545982e+01 -1.8747e+00 +4.4844e+00 +3.5725e+00 -1.7561e+00 +6.3526e-02
5272 +2.122899233e-01 +2.122899233e-01 +9.938228992e+01 +9.938228992e+01 -1.8859e+00 +4.4970e+00 +3.5807e+00 -1.7497e+00 +6.2237e-02
9066 +1.554057265e-01 +1.554057265e-01 +9.932540573e+01 +9.932540573e+01 -1.8862e+00 +4.4992e+00 +3.5897e+00 -1.7596e+00 +5.6354e-02
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.550883337e+01 +3.550883337e+01 -4.824011666e+02 -4.824011666e+02 +3.7914e+00 -1.0722e+00 -2.7833e+00 +3.4729e+00 -3.6894e+00
12 +2.025161572e+01 +2.025161572e+01 -4.976583843e+02 -4.976583843e+02 +4.3884e+00 -3.9178e+00 +3.2969e+00 +3.9860e-01 +1.4809e+00
204 +1.406944136e+01 +1.406944136e+01 -5.038405586e+02 -5.038405586e+02 -6.0298e-01 -7.0233e-01 +6.5408e-01 +8.0060e-01 -5.6403e-01
351 +9.778987136e+00 +9.778987136e+00 -5.081310129e+02 -5.081310129e+02 +4.0410e+00 +1.6636e+00 -3.3165e+00 +8.7418e-01 -2.3196e+00
1349 +4.894931931e+00 +4.894931931e+00 -5.130150681e+02 -5.130150681e+02 +1.2854e+00 +3.5812e+00 -3.0462e+00 +6.8863e-01 -3.1784e+00
5656 +3.920502224e+00 +3.920502224e+00 -5.139894978e+02 -5.139894978e+02 +9.8909e-01 +3.0348e+00 -2.8604e+00 +6.7718e-01 -2.7246e+00
5984 +2.013174914e+00 +2.013174914e+00 -5.158968251e+02 -5.158968251e+02 +1.3013e+00 +3.6315e+00 -2.8634e+00 +1.5774e-01 -2.7480e+00
6250 +1.444592031e+00 +1.444592031e+00 -5.164654080e+02 -5.164654080e+02 +1.3197e+00 +3.6148e+00 -2.8944e+00 +1.5415e-01 -2.7407e+00
6450 +7.634980126e-01 +7.634980126e-01 -5.171465020e+02 -5.171465020e+02 +1.3188e+00 +3.5446e+00 -2.8620e+00 +1.6058e-01 -2.7387e+00
6600 +5.797547319e-01 +5.797547319e-01 -5.173302453e+02 -5.173302453e+02 +1.3304e+00 +3.5400e+00 -2.8439e+00 +1.6373e-01 -2.7388e+00
7050 +3.765072350e-01 +3.765072350e-01 -5.175334928e+02 -5.175334928e+02 +1.3313e+00 +3.5414e+00 -2.8337e+00 +1.6429e-01 -2.7396e+00
7541 +1.852372657e-01 +1.852372657e-01 -5.177247627e+02 -5.177247627e+02 +1.2653e+00 +3.4785e+00 -2.6235e+00 -7.2031e-02 -2.8393e+00
7984 +8.829675015e-02 +8.829675015e-02 -5.178217032e+02 -5.178217032e+02 +1.2715e+00 +3.4827e+00 -2.6666e+00 +6.1661e-03 -2.8484e+00
8387 +4.475697721e-02 +4.475697721e-02 -5.178652430e+02 -5.178652430e+02 +1.2624e+00 +3.4379e+00 -2.6844e+00 +3.6967e-02 -2.8389e+00
8487 +2.541798555e-02 +2.541798555e-02 -5.178845820e+02 -5.178845820e+02 +1.2592e+00 +3.4342e+00 -2.6837e+00 +5.0529e-02 -2.8360e+00
8537 +2.470455941e-02 +2.470455941e-02 -5.178852954e+02 -5.178852954e+02 +1.2583e+00 +3.4367e+00 -2.6835e+00 +5.0529e-02 -2.8356e+00
9498 +1.492426959e-02 +1.492426959e-02 -5.178950757e+02 -5.178950757e+02 +1.2558e+00 +3.4553e+00 -2.6745e+00 +2.4740e-02 -2.8404e+00
10415 +9.733578348e-03 +9.733578348e-03 -5.179002664e+02 -5.179002664e+02 +1.2535e+00 +3.4565e+00 -2.6827e+00 +2.9704e-02 -2.8406e+00
10852 +5.883367802e-03 +5.883367802e-03 -5.179041166e+02 -5.179041166e+02 +1.2493e+00 +3.4576e+00 -2.6847e+00 +2.4700e-02 -2.8415e+00
12637 +3.471229630e-03 +3.471229630e-03 -5.179065288e+02 -5.179065288e+02 +1.2520e+00 +3.4556e+00 -2.6851e+00 +2.8228e-02 -2.8395e+00
16298 +2.490035787e-03 +2.490035787e-03 -5.179075100e+02 -5.179075100e+02 +1.2522e+00 +3.4557e+00 -2.6852e+00 +2.8180e-02 -2.8393e+00
