% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.743452904e+01 +8.743452904e+01 +1.587845290e+02 +1.587845290e+02 +1.7947e+00 +1.0915e+00 +4.3591e-01 -4.5569e+00 +3.8599e+00 -1.1176e+00 +1.8729e+00 -2.5328e+00 -4.6628e+00 -9.2095e-01 +3.4046e+00 +4.0233e+00 +2.2253e+00 -3.6914e+00 +1.7517e+00 -3.1426e+00 -3.6770e+00 +4.2524e+00 +2.9904e+00 +1.2349e+00
4 +4.812692173e+01 +4.812692173e+01 +1.194769217e+02 +1.194769217e+02 -4.1744e+00 +1.1948e+00 +7.9543e-01 +2.2668e+00 +7.3853e-01 -2.7691e+00 +4.7428e+00 +4.5475e+00 -7.7198e-01 +1.5346e+00 -1.6595e+00 -2.2309e+00 -2.4040e+00 +2.9130e+00 -3.3558e+00 +4.7160e-01 +4.0647e+00 -1.5866e+00 -1.5217e-01 -3.2565e+00
213 +3.628486366e+01 +3.628486366e+01 +1.076348637e+02 +1.076348637e+02 +2.3027e+00 +3.7682e+00 +5.0000e+00 +2.5285e+00 -5.7981e-02 -2.3771e+00 +1.9700e-02 +5.0000e+00 +2.9880e+00 -4.7467e+00 -2.5729e+00 +5.0000e+00 +5.0000e+00 -4.2840e+00 +4.8520e+00 +5.0000e+00 -2.9337e+00 -2.6262e+00 -2.7078e+00 +3.8444e+00
3778 +2.434980976e+01 +2.434980976e+01 +9.569980976e+01 +9.569980976e+01 -2.9524e+00 -1.8048e+00 +4.6882e+00 +2.0652e+00 +2.9312e+00 -2.0416e+00 -2.4215e+00 +2.7790e+00 +1.8741e+00 -8.1189e-01 -5.2022e-01 +2.8539e+00 +2.6761e+00 -2.7974e+00 +4.7643e+00 +2.3455e+00 +3.6231e+00 -2.1767e+00 +1.6142e+00 +2.3203e+00
5450 +1.563824553e+01 +1.563824553e+01 +8.698824553e+01 +8.698824553e+01 -3.5081e+00 -1.3787e+00 +4.6880e+00 +1.9885e+00 +2.9312e+00 -1.8175e+00 -2.6147e+00 +1.6900e+00 +1.2578e+00 -8.8534e-01 -5.2092e-01 +2.8830e+00 +2.9089e+00 -2.7759e+00 +4.8649e+00 +2.3719e+00 +3.4223e+00 -2.1419e+00 +1.7125e+00 +2.3290e+00
10428 +9.909867523e+00 +9.909867523e+00 +8.125986752e+01 +8.125986752e+01 -3.5100e+00 -1.3320e+00 +4.6994e+00 +1.9858e+00 +2.8977e+00 -1.8195e+00 -2.5484e+00 +1.9285e+00 +1.2308e+00 -5.3968e-01 -5.4416e-01 +2.8888e+00 +2.9732e+00 -2.7865e+00 +4.8548e+00 +2.4042e+00 +3.4788e+00 -2.0786e+00 +1.7146e+00 +2.2458e+00
25515 +6.298861223e+00 +6.298861223e+00 +7.764886122e+01 +7.764886122e+01 -3.7071e+00 -1.4761e+00 +4.6294e+00 +1.9504e+00 +2.8925e+00 -1.7857e+00 -2.4826e+00 +1.3428e+00 +1.3241e+00 -1.1759e+00 +2.5480e-01 +2.9667e+00 +3.0119e+00 -2.7841e+00 +4.8447e+00 +2.3570e+00 +3.1909e+00 -2.3031e+00 +1.6986e+00 +2.2376e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.726989489e+01 +8.726989489e+01 -2.679501051e+02 -2.679501051e+02 +7.0998e-01 +1.8677e+00 -1.8313e+00 +2.6269e+00 -1.7648e+00 -1.4594e+00 -9.9043e-02 -2.7707e+00 -4.3274e+00 -5.6437e-01 -1.9348e+00 -3.3026e+00 -2.6961e+00 +2.0745e+00 +3.2068e+00 -1.7582e-01 -4.3599e-02 -2.2484e+00 -1.5487e+00 +6.1618e-01
15 +5.145008908e+01 +5.145008908e+01 -3.037699109e+02 -3.037699109e+02 +8.9177e-01 +2.8962e+00 -3.2695e-01 -3.5463e+00 +8.7810e-01 +2.6298e+00 -2.5130e+00 -3.0900e+00 -3.2797e-01 -2.9987e+00 +3.7597e+00 +4.8227e+00 -3.4886e+00 -8.9892e-01 -2.1682e+00 -3.8196e-01 -2.3768e+00 -2.4136e-01 -4.3446e+00 +3.1477e+00
286 +3.703337787e+01 +3.703337787e+01 -3.181866221e+02 -3.181866221e+02 -5.0000e+00 +4.9452e+00 -4.6826e+00 +7.9431e-01 -1.9837e+00 +8.8309e-01 -1.2445e-01 +1.4076e+00 +4.3765e+00 -4.5444e+00 -8.6787e-01 +1.6901e+00 +1.2338e+00 +7.5582e-01 +7.2425e-01 -1.4141e+00 -3.4710e+00 -6.9949e-01 +2.2315e+00 +4.2205e+00
696 +2.233449276e+01 +2.233449276e+01 -3.328855072e+02 -3.328855072e+02 -1.2296e+00 +1.2806e+00 -3.2384e+00 +1.2490e+00 -2.3208e+00 +7.8105e-01 -4.2356e+00 +4.6811e+00 +3.3908e+00 -1.3085e+00 -4.0808e+00 -2.6682e+00 -2.8468e+00 +1.1152e+00 +1.7867e+00 -1.6089e+00 -3.9022e+00 -4.8007e+00 +2.1784e+00 +3.0953e+00
2007 +1.562696080e+01 +1.562696080e+01 -3.395930392e+02 -3.395930392e+02 -1.2738e+00 +1.3333e+00 -3.3632e+00 +1.2095e+00 -2.4423e+00 +7.0994e-01 -3.8805e+00 +4.6818e+00 +3.4094e+00 -1.2684e+00 -3.8398e+00 -2.6041e+00 -2.8358e+00 +1.0805e+00 +1.4724e+00 -1.3509e+00 -3.8183e+00 -4.8836e+00 +2.1732e+00 +3.0655e+00
7446 +9.613197061e+00 +9.613197061e+00 -3.456068029e+02 -3.456068029e+02 -1.2132e+00 +1.1978e+00 -3.3603e+00 +1.2442e+00 -2.4621e+00 +7.3959e-01 -3.8322e+00 +4.7209e+00 +3.4137e+00 -1.2545e+00 -3.8919e+00 -2.6244e+00 -2.7516e+00 +9.7284e-01 +1.6058e+00 -1.5098e+00 -4.2665e+00 -4.8857e+00 +2.2590e+00 +3.0645e+00
12952 +5.983192221e+00 +5.983192221e+00 -3.492368078e+02 -3.492368078e+02 -1.4966e+00 -1.5145e-01 -3.3332e+00 +1.1824e+00 -2.6771e+00 +7.0621e-01 -3.8393e+00 +4.9232e+00 +3.3728e+00 -1.2044e+00 -3.8905e+00 -2.3052e+00 -2.6485e+00 +1.0572e+00 +1.8419e+00 -1.7242e+00 -4.2861e+00 -4.9497e+00 +2.3519e+00 +2.8096e+00
127283 +3.979030973e+00 +3.979030973e+00 -3.512409690e+02 -3.512409690e+02 -1.4986e+00 -1.6584e-01 -3.3333e+00 +1.1455e+00 -2.6885e+00 +7.0691e-01 -3.8393e+00 +4.9260e+00 +3.3723e+00 -1.2028e+00 -3.8906e+00 -2.3478e+00 -2.6394e+00 +1.0651e+00 +1.8477e+00 -1.6934e+00 -4.2885e+00 -4.9630e+00 +2.3473e+00 +2.8096e+00
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.077861259e+01 +6.077861259e+01 +1.599486126e+02 +1.599486126e+02 -9.2455e-01 +7.3611e-03 -6.0880e-01 -4.1012e+00 +4.0755e+00 -1.2834e+00 +4.0711e+00 +4.2456e+00 -3.6034e+00 -2.4190e+00 +2.4373e+00 +9.1666e-02 -4.5244e+00 -1.1922e+00 -1.6891e+00 -6.7241e-01 +3.0029e-01 +4.7643e+00 +3.8091e+00 +4.6755e+00
81 +3.949952072e+01 +3.949952072e+01 +1.386695207e+02 +1.386695207e+02 +2.3021e+00 +1.9602e-01 -9.4217e-01 +1.7061e+00 +2.9487e+00 -2.9525e-01 -7.4404e-01 +4.6569e-02 +1.2667e+00 +4.5958e+00 +7.9915e-01 +2.8696e+00 -2.7421e+00 +3.1261e+00 +2.1918e+00 -5.0000e+00 +3.1154e+00 +5.6378e-01 -4.5727e-02 -5.4747e-02
1149 +2.333225438e+01 +2.333225438e+01 +1.225022544e+02 +1.225022544e+02 +1.0405e+00 +1.6353e+00 -1.3885e+00 -3.1771e-01 -6.0941e-01 -1.1751e+00 -6.3795e-02 -5.9766e-02 +6.4173e-02 +2.7953e+00 -1.0024e+00 +3.4103e+00 -1.1228e+00 +1.8566e+00 +2.1464e+00 -1.4208e+00 +3.8050e+00 +3.3331e-01 +2.0188e-01 +4.0636e+00
2416 +1.536606468e+01 +1.536606468e+01 +1.145360647e+02 +1.145360647e+02 +1.1423e+00 +1.1184e+00 -2.1013e+00 -4.1511e-01 -1.2389e+00 -1.1094e+00 -8.8316e-02 -1.2126e-01 +3.0527e-01 +2.7892e+00 -1.3233e+00 +3.4894e+00 -1.0584e+00 +1.3570e+00 +1.9807e+00 -1.2899e+00 +3.4778e+00 +3.5113e-01 +3.0322e-01 +4.0529e+00
4090 +8.923754195e+00 +8.923754195e+00 +1.080937542e+02 +1.080937542e+02 +1.2982e+00 +1.3011e+00 -1.7468e+00 -3.1995e-01 -1.0638e+00 -1.1402e+00 +5.8612e-03 +3.9148e-02 +2.8261e-01 +2.7666e+00 -1.3781e+00 +3.4950e+00 -9.8343e-01 +1.2940e+00 +1.9195e+00 -1.2953e+00 +3.3113e+00 +3.1181e-01 +3.4467e-01 +3.7528e+00
7137 +6.198270303e+00 +6.198270303e+00 +1.053682703e+02 +1.053682703e+02 +1.2837e+00 +1.2861e+00 -1.7410e+00 -3.2671e-01 -1.0622e+00 -1.1651e+00 -7.2915e-02 +5.2687e-02 +2.8503e-01 +2.6812e+00 -1.3079e+00 +3.6026e+00 -1.0492e+00 +1.2905e+00 +1.9262e+00 -1.3086e+00 +3.1874e+00 +3.1560e-01 +3.3586e-01 +3.8063e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
