% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231300030e+02 +1.231300030e+02 +2.026100030e+02 +2.026100030e+02 +3.2406e+00 -3.9701e+00 +8.5552e-01 +2.4839e+00 -4.3089e+00 +3.2971e+00 -2.3173e+00 +4.1559e+00 -4.2064e+00 -6.7761e-01 +1.0050e+00 +1.2338e+00 -2.4616e+00 -1.2376e+00 +4.4821e+00 +4.2766e+00 +2.8902e-01 -3.6258e+00 +1.9677e-01 -2.3361e+00
65 +9.789787576e+01 +9.789787576e+01 +1.773778758e+02 +1.773778758e+02 +1.2155e+00 -5.0000e+00 -3.8317e-02 -2.2248e-01 -2.7910e+00 +2.0202e+00 +9.7119e-01 +5.0000e+00 -2.1650e+00 -1.4876e+00 -1.6895e+00 +5.1187e-01 -2.1574e+00 -2.8160e+00 +1.7670e+00 +3.7803e+00 -1.2701e+00 -5.0000e+00 +2.3769e+00 -2.5411e+00
162 +5.135680490e+01 +5.135680490e+01 +1.308368049e+02 +1.308368049e+02 +3.8445e-01 +4.6837e-01 -1.0129e+00 +3.0008e+00 -1.2262e+00 +1.4514e+00 -1.4104e+00 +0.0000e+00 -1.0249e+00 -2.4099e+00 +0.0000e+00 -2.9307e-01 +3.6394e-01 -1.9294e+00 +2.8599e+00 +0.0000e+00 +8.5086e-01 -5.0000e+00 +1.8989e+00 -1.1611e+00
395 +2.942653967e+01 +2.942653967e+01 +1.089065397e+02 +1.089065397e+02 -1.5419e+00 -2.9482e+00 -1.0226e+00 +2.7696e+00 -3.0198e+00 +6.1657e-01 -1.8834e+00 +5.6584e-01 -6.6666e-01 -3.1202e+00 -3.9311e+00 +6.7646e-01 -9.4914e-01 -3.0565e-01 +3.7717e+00 +1.9011e+00 +1.8928e+00 -5.0000e+00 +1.6504e+00 -8.8510e-01
534 +1.639316986e+01 +1.639316986e+01 +9.587316986e+01 +9.587316986e+01 +4.6223e-01 -1.1932e+00 -6.9208e-01 +2.1825e+00 -1.2270e+00 -3.7307e-01 -1.0174e+00 -1.2245e-01 +2.1298e-01 -4.1166e+00 -3.0586e+00 +1.9193e+00 -7.7009e-01 -1.4416e-01 +4.5842e+00 +3.9265e+00 +5.5808e-01 -3.1790e+00 +1.3740e+00 +1.0951e+00
657 +1.513923349e+01 +1.513923349e+01 +9.461923349e+01 +9.461923349e+01 +2.0525e+00 -1.2720e+00 -7.3189e-01 +1.5012e+00 -1.6344e+00 -3.1414e-01 -2.8829e-01 +9.0055e-02 -9.1539e-01 -4.2383e+00 -3.7747e+00 +1.8424e+00 -2.3380e-01 -2.2958e-01 +4.4496e+00 +4.0472e+00 -3.2074e-03 -2.1364e+00 +1.3869e+00 +9.5000e-01
1169 +9.087517394e+00 +9.087517394e+00 +8.856751739e+01 +8.856751739e+01 +3.1317e-01 -6.6041e-01 -5.6030e-01 +1.9571e+00 -1.4773e+00 +1.7005e-01 -3.7632e-01 +4.7676e-01 -2.9506e+00 -3.6294e+00 -3.5401e+00 +1.7057e+00 -6.9360e-02 -8.7814e-01 +3.7066e+00 +2.1448e+00 +3.3133e-01 -5.0000e+00 +1.3969e+00 +1.4041e+00
1566 +6.254426679e+00 +6.254426679e+00 +8.573442668e+01 +8.573442668e+01 -5.1504e-01 -6.6834e-01 -5.5367e-01 +2.1547e+00 -2.4143e+00 +5.2876e-01 -3.2058e-01 +5.2182e-01 -1.9369e+00 -3.5379e+00 -4.1060e+00 +5.8423e-01 +3.3248e-01 -6.1503e-01 +4.0938e+00 +3.3062e+00 +4.7155e-01 -4.8857e+00 +1.9856e+00 +1.3045e+00
1939 +3.328665281e+00 +3.328665281e+00 +8.280866528e+01 +8.280866528e+01 -1.0055e-01 -6.6144e-01 -5.6551e-01 +2.1516e+00 -2.4037e+00 +1.2024e+00 -1.4065e-01 +3.7149e-01 -1.0556e+00 -2.7684e+00 -3.7939e+00 +2.0106e+00 +1.0501e+00 -3.1607e-01 +4.7603e+00 +3.3202e+00 +3.4383e-01 -3.7481e+00 +2.4828e+00 +1.4508e+00
2689 +2.355509404e+00 +2.355509404e+00 +8.183550940e+01 +8.183550940e+01 +1.0329e-01 -9.5684e-01 -5.7390e-01 +1.8646e+00 -3.1508e+00 +1.1349e+00 -5.6328e-01 -6.7959e-02 -1.1778e+00 -2.7900e+00 -3.5571e+00 +1.9808e+00 +1.2803e+00 -3.8714e-01 +4.2731e+00 +2.9250e+00 -5.8153e-01 -3.8258e+00 +2.6040e+00 +9.5708e-01
3319 +1.217270801e+00 +1.217270801e+00 +8.069727080e+01 +8.069727080e+01 +1.3856e-03 -8.0863e-01 -9.8201e-01 +2.0728e+00 -3.0351e+00 +5.9026e-01 +1.9767e-02 +6.0541e-01 -1.1901e+00 -3.0670e+00 -3.9865e+00 +2.2004e+00 +9.2399e-01 -3.2056e-01 +3.5570e+00 +2.9529e+00 -4.1819e-01 -4.0463e+00 +2.6713e+00 +1.3013e+00
3795 +9.867877783e-01 +9.867877783e-01 +8.046678778e+01 +8.046678778e+01 -2.1926e-02 -8.5794e-01 -9.1456e-01 +2.0455e+00 -2.6517e+00 +3.6104e-01 +4.5681e-03 +2.9487e-01 -1.2374e+00 -3.0694e+00 -3.6947e+00 +1.7467e+00 +8.1735e-01 -3.0322e-01 +3.4540e+00 +2.9658e+00 -5.2345e-01 -4.0324e+00 +2.1972e+00 +1.0361e+00
4926 +6.296377782e-01 +6.296377782e-01 +8.010963778e+01 +8.010963778e+01 +3.6483e-01 -1.1828e+00 -9.6321e-01 +1.5684e+00 -2.7680e+00 +4.1902e-01 -1.5701e-01 +2.4229e-01 -1.3853e+00 -3.0119e+00 -4.0615e+00 +1.8726e+00 +7.9073e-01 -2.8166e-01 +3.6956e+00 +3.0387e+00 -4.3136e-01 -3.9523e+00 +2.5057e+00 +1.2257e+00
5177 +3.153865666e-01 +3.153865666e-01 +7.979538657e+01 +7.979538657e+01 +1.7985e-01 -1.1267e+00 -9.3603e-01 +1.9183e+00 -2.7248e+00 +3.9600e-01 -1.4771e-01 -3.3483e-03 -1.4818e+00 -3.0840e+00 -3.8896e+00 +1.8742e+00 +9.3168e-01 -2.7263e-01 +3.6499e+00 +2.8783e+00 -4.5347e-01 -4.0525e+00 +2.4491e+00 +1.4409e+00
5707 +2.376393660e-01 +2.376393660e-01 +7.971763937e+01 +7.971763937e+01 +1.4501e-01 -1.0684e+00 -9.5261e-01 +2.0175e+00 -2.6104e+00 +3.4671e-01 -5.4982e-02 -6.3952e-02 -1.6795e+00 -2.9585e+00 -3.8695e+00 +1.8421e+00 +1.0912e+00 -1.2574e-01 +3.6692e+00 +2.7548e+00 -2.1435e-01 -4.0796e+00 +2.2690e+00 +1.3696e+00
6227 +1.505352958e-01 +1.505352958e-01 +7.963053530e+01 +7.963053530e+01 +1.4393e-01 -1.1312e+00 -9.3777e-01 +1.9728e+00 -2.6017e+00 +4.0207e-01 -4.7570e-02 +4.4003e-02 -1.6400e+00 -3.1046e+00 -3.7818e+00 +1.9820e+00 +1.0446e+00 -1.3690e-01 +3.5831e+00 +2.9138e+00 -2.2168e-01 -4.1042e+00 +2.2640e+00 +1.4235e+00
6631 +9.853699342e-02 +9.853699342e-02 +7.957853699e+01 +7.957853699e+01 +1.2588e-01 -1.2037e+00 -8.1832e-01 +1.9144e+00 -2.6376e+00 +4.0719e-01 -4.9762e-02 +6.9717e-02 -1.6187e+00 -3.0916e+00 -3.9255e+00 +2.0334e+00 +1.1705e+00 -1.8218e-01 +3.6770e+00 +2.9946e+00 -1.8795e-01 -4.0709e+00 +2.2949e+00 +1.3775e+00
7083 +6.090413295e-02 +6.090413295e-02 +7.954090413e+01 +7.954090413e+01 +1.2195e-01 -1.2163e+00 -7.8611e-01 +1.8900e+00 -2.7896e+00 +4.0485e-01 -6.2665e-02 +1.6615e-01 -1.6052e+00 -3.0767e+00 -3.8638e+00 +2.0087e+00 +1.0575e+00 -1.7307e-01 +3.6408e+00 +2.9671e+00 -1.6317e-01 -3.9097e+00 +2.3988e+00 +1.3439e+00
7851 +3.919977365e-02 +3.919977365e-02 +7.951919977e+01 +7.951919977e+01 +1.1051e-01 -1.1813e+00 -7.6044e-01 +1.9430e+00 -2.7355e+00 +4.4728e-01 -6.3129e-02 +1.0680e-01 -1.5972e+00 -3.0297e+00 -3.8740e+00 +1.9984e+00 +1.0770e+00 -1.1699e-01 +3.6315e+00 +2.9648e+00 -1.5067e-01 -3.9770e+00 +2.3443e+00 +1.3628e+00
8483 +2.316024837e-02 +2.316024837e-02 +7.950316025e+01 +7.950316025e+01 +2.3725e-01 -1.1773e+00 -7.3242e-01 +1.9363e+00 -2.6837e+00 +4.7112e-01 -4.8366e-02 +1.4276e-01 -1.6009e+00 -2.9869e+00 -3.8576e+00 +1.9976e+00 +1.0641e+00 -1.2554e-01 +3.6376e+00 +2.9711e+00 -1.6296e-01 -3.9631e+00 +2.3257e+00 +1.3733e+00
8862 +1.572901146e-02 +1.572901146e-02 +7.949572901e+01 +7.949572901e+01 +2.3110e-01 -1.1853e+00 -7.7279e-01 +1.9556e+00 -2.6798e+00 +4.5599e-01 -1.0752e-01 +9.6365e-02 -1.6056e+00 -2.9981e+00 -3.8629e+00 +1.9929e+00 +1.0748e+00 -1.3303e-01 +3.6365e+00 +2.9508e+00 -1.5125e-01 -3.9453e+00 +2.3372e+00 +1.3565e+00
9629 +8.431476802e-03 +8.431476802e-03 +7.948843148e+01 +7.948843148e+01 +2.2383e-01 -1.1624e+00 -7.0493e-01 +1.9518e+00 -2.6911e+00 +4.5029e-01 -1.4359e-01 +1.2541e-01 -1.6350e+00 -3.0358e+00 -3.8214e+00 +1.9987e+00 +1.0784e+00 -1.3440e-01 +3.6401e+00 +2.9312e+00 -1.5132e-01 -3.9279e+00 +2.3458e+00 +1.3682e+00
10429 +5.255547462e-03 +5.255547462e-03 +7.948525555e+01 +7.948525555e+01 +2.3359e-01 -1.1592e+00 -7.2344e-01 +1.9395e+00 -2.7034e+00 +4.4729e-01 -1.1229e-01 +1.0253e-01 -1.6323e+00 -3.0479e+00 -3.8459e+00 +2.0279e+00 +1.0853e+00 -1.2380e-01 +3.6442e+00 +2.9369e+00 -1.4984e-01 -3.9407e+00 +2.3383e+00 +1.3563e+00
11230 +3.923095621e-03 +3.923095621e-03 +7.948392310e+01 +7.948392310e+01 +2.4070e-01 -1.1701e+00 -7.3550e-01 +1.9162e+00 -2.6729e+00 +4.4478e-01 -1.1944e-01 +9.6229e-02 -1.6382e+00 -3.0462e+00 -3.8478e+00 +2.0269e+00 +1.0631e+00 -9.6567e-02 +3.6617e+00 +2.9399e+00 -1.1854e-01 -3.9389e+00 +2.3394e+00 +1.3611e+00
