% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.638936599e+06 +1.638936599e+06 +1.638972499e+06 +1.638972499e+06 +3.4597e+00 -2.7543e+00 -6.5091e-01 -2.3595e+00 -3.1934e+00 +2.1037e+00 -1.4821e+00 +3.3518e-01 -2.8905e+00 -2.1227e+00 -2.5852e+00 +3.5485e+00 -3.6492e-01 -1.2182e+00 -2.4748e+00 +3.6547e+00 -1.0360e+00 +3.3382e+00 +1.9743e+00 -2.7922e+00
3 +1.307412171e+06 +1.307412171e+06 +1.307448071e+06 +1.307448071e+06 +4.0485e+00 -5.4267e+00 +7.7774e-01 +8.8757e-01 -4.5769e+00 +3.8197e+00 +1.0259e+00 -2.8523e+00 -5.7724e+00 -9.8043e-01 -3.3850e+00 +4.9285e+00 +1.2663e+00 +2.0563e-01 +1.0572e-01 +4.9919e+00 +1.3456e+00 +9.3324e-01 +1.9347e+00 -3.1057e+00
26 +9.940927748e+05 +9.940927748e+05 +9.941286748e+05 +9.941286748e+05 +2.9305e+00 -2.2485e+00 +8.1626e-01 +5.8757e-02 -4.8460e+00 -4.0826e+00 -5.5962e+00 -4.0966e+00 -4.4601e+00 +1.1301e+00 -2.2288e+00 +1.6359e+00 +6.3839e-01 -1.7124e-01 +1.2594e+00 +2.8911e+00 -1.6481e+00 +1.0161e+00 +3.3032e+00 -4.7626e+00
39 +5.411714514e+05 +5.411714514e+05 +5.412073514e+05 +5.412073514e+05 +7.6892e-01 +3.2989e-01 +1.2421e+00 +1.2452e+00 -2.6160e-01 +3.2878e+00 -3.4852e+00 -4.0213e-01 -5.6879e+00 -3.2517e+00 -1.0334e+00 +1.9274e+00 +1.6851e+00 -5.3655e-01 +5.3308e+00 +5.0815e-01 +1.5687e-01 +7.3313e-01 +9.4661e-01 -4.1233e+00
51 +3.349959633e+05 +3.349959633e+05 +3.350318633e+05 +3.350318633e+05 +1.6446e+00 -1.5308e+00 -2.4814e-01 +2.1288e+00 -4.2062e+00 -1.2947e+00 -1.6540e+00 -2.7311e+00 -4.3985e+00 +6.9531e-01 -4.8771e+00 +2.6313e+00 +3.0956e+00 -1.4322e+00 +2.7783e+00 -1.8540e+00 -1.7122e+00 +3.7591e+00 -2.7092e+00 -3.6695e+00
80 +1.630803828e+05 +1.630803828e+05 +1.631162828e+05 +1.631162828e+05 +2.0534e+00 +6.9731e-01 +5.0097e+00 +3.4423e+00 -5.1621e+00 -2.6087e-01 -5.4467e+00 -5.2978e+00 -6.6450e+00 -5.5268e+00 -2.4712e+00 +2.3862e+00 +2.7570e+00 +4.0263e-01 +1.5690e+00 -7.5986e-01 -2.1798e+00 +2.8934e+00 +2.1806e-01 -3.7169e+00
103 +1.577315276e+05 +1.577315276e+05 +1.577674276e+05 +1.577674276e+05 +2.8779e+00 +6.6615e-01 +5.2538e+00 +2.6926e+00 -5.9685e+00 -4.0135e+00 +3.6626e-01 -7.4544e+00 -5.0691e+00 -2.9992e+00 -1.4331e+00 -3.0180e+00 +1.5944e+00 -8.1688e-01 -7.1379e-01 -4.3345e+00 -2.5823e+00 +3.7474e+00 -2.5906e+00 +5.1089e-01
161 +7.087176680e+04 +7.087176680e+04 +7.090766680e+04 +7.090766680e+04 +1.1405e+00 -2.1529e-01 +7.1721e+00 +4.7945e+00 -2.2790e+00 -8.1862e-01 -3.0430e+00 -7.6260e+00 -7.2380e-01 -7.2083e+00 -6.7152e+00 +1.7863e+00 -6.0514e-01 -3.1275e-01 -1.7063e+00 -5.5649e+00 +9.4513e-01 +5.3465e+00 +5.2482e-01 -3.4769e+00
189 +3.053656712e+04 +3.053656712e+04 +3.057246712e+04 +3.057246712e+04 -1.7722e+00 +4.1408e+00 +9.5060e+00 +5.4341e+00 -3.1065e+00 -7.1744e+00 +3.8169e-01 -7.3351e+00 +5.1073e-01 -5.5175e+00 -5.3828e+00 +1.6800e+00 +5.7695e-01 -6.2777e-01 -1.0661e+00 -7.0754e+00 -1.3397e+00 +6.1439e+00 +7.3773e-01 -6.7137e+00
221 +2.111189683e+04 +2.111189683e+04 +2.114779683e+04 +2.114779683e+04 +3.2540e+00 +1.7147e+00 +8.8566e+00 +6.4512e+00 -6.5265e+00 -8.4149e+00 +2.0037e+00 -4.5441e+00 -2.2556e+00 -9.6141e+00 -6.2476e+00 +1.3219e+00 +5.1535e+00 -2.6781e+00 -5.0910e-01 -6.8071e+00 -2.2016e+00 +8.8246e+00 -2.3358e+00 -3.5518e+00
