% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.618507103e+05 +3.618507103e+05 +3.613042103e+05 +3.613042103e+05 -2.9234e+00 +3.2555e+00 +1.3320e+00 -1.4056e+00 +1.8151e+00 -4.0202e-01 -1.5914e+00 -1.4574e+00 -4.1445e+00 -4.1915e+00 -2.6051e+00 +3.2440e+00 +3.3511e+00 -3.7876e+00 -6.5649e-01 -2.3900e+00 -1.1897e+00 +1.9271e+00 +4.4914e+00 -3.8498e+00
3 +1.075262002e+05 +1.075262002e+05 +1.069797002e+05 +1.069797002e+05 +3.2359e+00 +3.1743e+00 +3.1352e+00 +3.4626e+00 +1.2619e+00 +3.0384e+00 +3.0118e+00 -1.9315e+00 +2.5795e+00 +2.4766e+00 -4.2184e+00 +2.4110e-01 +3.0464e+00 +2.7255e+00 -3.0290e+00 -4.0732e+00 +6.8601e-01 -1.4370e+00 -2.8874e+00 -6.6618e-01
4 +8.764920703e+04 +8.764920703e+04 +8.710270703e+04 +8.710270703e+04 +2.2571e+00 -1.0251e+00 -2.2774e-01 +8.8913e-01 -1.4017e+00 +8.5299e-01 +3.5428e-01 +6.3414e-01 -4.7780e+00 +5.0981e-01 +2.3328e+00 +1.0676e-01 -2.4811e+00 -2.2791e+00 +8.1619e-02 +4.3147e+00 +4.4133e+00 +1.2097e+00 -2.6164e+00 +2.5560e+00
24 +6.283050324e+04 +6.283050324e+04 +6.228400324e+04 +6.228400324e+04 +4.8133e+00 +1.5428e+00 +6.4891e-01 -6.0457e-01 +8.6583e-02 -2.0956e+00 +6.4012e-01 -1.5818e+00 -3.5075e+00 -2.3036e+00 +4.0894e+00 +1.1447e+00 -3.4065e+00 -1.6038e+00 +1.3498e+00 +4.6441e-01 -4.2371e-01 -3.0085e+00 +2.3404e+00 +1.1058e+00
79 +3.639999520e+04 +3.639999520e+04 +3.585349520e+04 +3.585349520e+04 -2.2083e+00 +4.0227e-01 +1.6618e-01 +8.0471e-02 -1.1376e+00 -3.7628e+00 +2.5635e+00 +2.7304e+00 -5.0000e+00 -5.0000e+00 +2.5496e+00 +3.2282e-01 -6.5165e-01 -1.6063e-01 +2.8071e+00 -1.1415e+00 +1.1309e+00 +5.0378e-01 -2.3640e-01 +8.1065e-01
147 +1.902968341e+04 +1.902968341e+04 +1.848318341e+04 +1.848318341e+04 -4.8016e+00 -3.3734e+00 +3.4065e-01 -8.2903e-01 -1.2923e+00 -2.0016e+00 +1.6067e+00 +1.3598e+00 +2.5995e-01 +2.0581e+00 +2.0133e+00 +1.1580e+00 -2.3252e+00 -1.2445e+00 -1.2314e+00 -3.1513e+00 +8.5629e-01 -1.5419e+00 -2.8827e+00 +5.0221e-01
193 +1.567011081e+04 +1.567011081e+04 +1.512361081e+04 +1.512361081e+04 -1.5851e+00 -9.7957e-01 +1.3801e+00 -2.6560e+00 +2.4993e+00 -4.5166e+00 +0.0000e+00 -5.0161e-01 +0.0000e+00 +1.3450e+00 +3.1038e+00 +9.1137e-01 +4.2911e-01 -2.5266e+00 -1.0757e-01 +0.0000e+00 +3.5511e+00 -1.6465e+00 -3.8793e+00 +8.4454e-01
397 +9.497535106e+03 +9.497535106e+03 +8.951035106e+03 +8.951035106e+03 -3.4701e+00 +0.0000e+00 -2.6132e+00 -3.0936e+00 +0.0000e+00 -4.5675e+00 +1.8311e+00 +2.6115e+00 -1.3582e+00 +3.2875e+00 +2.2820e+00 +9.0034e-01 +7.9077e-01 -2.6999e+00 +7.7326e-02 -3.0033e+00 -1.2718e+00 -2.8498e+00 -1.6452e+00 +2.0956e+00
947 +5.243521812e+03 +5.243521812e+03 +4.697021812e+03 +4.697021812e+03 -3.7696e+00 -1.4284e+00 -1.1655e+00 -2.1686e+00 -1.9839e+00 -3.1616e+00 +2.2243e+00 +3.7153e+00 +6.4706e-01 +4.4772e-01 +1.8781e+00 +5.9643e-01 +3.1675e+00 -2.8687e+00 -3.1063e-01 -2.9867e+00 +1.7266e+00 -2.7035e+00 +0.0000e+00 +7.3439e-01
1777 +3.339361586e+03 +3.339361586e+03 +2.792861586e+03 +2.792861586e+03 -2.7762e+00 +3.8269e-01 +2.5925e+00 -2.6402e+00 +7.9112e-01 +7.1272e-01 +1.4548e+00 +3.4272e+00 +8.2480e-01 +2.5084e+00 -7.5907e-01 +2.5302e+00 +5.4071e-01 +0.0000e+00 +6.4017e-02 -1.8337e+00 +2.7415e+00 -2.7309e-01 -3.0777e+00 +2.1452e+00
34608 +1.026922939e+03 +1.026922939e+03 +4.804229393e+02 +4.804229393e+02 -1.1670e+00 -1.2331e+00 +2.9285e+00 +1.7360e+00 +3.4652e+00 -1.3405e+00 +2.8669e-02 +1.9806e+00 +1.1988e+00 +9.2457e-01 +1.6785e+00 +0.0000e+00 +7.0082e-01 -1.5525e+00 +1.4992e+00 -1.4550e+00 +0.0000e+00 -1.1118e+00 -2.1081e+00 +2.1080e+00
84811 +2.408447000e+02 +2.408447000e+02 -3.056553000e+02 -3.056553000e+02 +3.1060e-01 -9.7385e-01 +6.2426e-01 -7.0550e-01 +2.5962e+00 +2.9314e-01 -1.9133e-01 +2.9817e+00 -2.5809e-01 +1.1219e+00 +0.0000e+00 +1.6227e+00 -3.4927e-01 -2.3990e+00 +0.0000e+00 -2.7025e+00 +1.7350e+00 -9.6782e-01 -8.2014e-01 +2.5267e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.226095018e+05 +2.226095018e+05 +2.236095018e+05 +2.236095018e+05 +2.8563e+00 -4.7247e+00 +3.2547e+00 +4.8582e+00 -4.4447e+00 +9.8112e-01 +4.4840e+00 +1.6965e+00 -1.9862e-01 -1.5217e+00 +3.6409e+00 +4.0078e+00 -2.3330e+00 +2.0041e+00 +1.6271e+00 +4.9538e+00 -4.0912e+00 -2.8835e+00 +8.8413e-01 +1.4651e-01
6 +9.966842242e+04 +9.966842242e+04 +1.006684224e+05 +1.006684224e+05 +4.1435e+00 +7.9879e-01 +3.2051e+00 -4.5706e+00 +2.7298e+00 -2.2333e+00 +4.7947e+00 -1.6492e+00 +2.1309e+00 -2.1046e+00 -1.0323e+00 +3.5645e+00 -4.2630e+00 +1.6325e+00 -1.8156e+00 +3.8522e-01 -4.9690e+00 +2.9740e+00 -3.2750e+00 -6.6072e-01
18 +5.039589874e+04 +5.039589874e+04 +5.139589874e+04 +5.139589874e+04 -4.6659e+00 +3.9755e+00 +4.9628e+00 -3.9353e+00 +4.0005e+00 +5.8330e-02 +2.9003e+00 +4.3090e+00 -1.3312e+00 +1.5713e+00 -1.2003e+00 -1.1286e+00 -1.8171e-01 +7.4386e-01 -2.3292e+00 +2.3877e+00 -1.3340e+00 -1.9168e+00 +1.3866e+00 +1.1936e+00
