% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.404652156e+03 +1.404652156e+03 +2.404652156e+03 +2.404652156e+03 -9.8439e-01 -2.9739e+00 +4.0194e+00 -8.0076e-01 -3.4774e+00 -3.7594e+00 -5.0102e-01 +6.8432e-01 -7.5533e-01 +4.2709e+00 +2.9217e+00 +3.2147e+00 +3.5823e+00 +3.0381e+00 -4.2505e-01 +4.7735e+00 +1.1345e+00 -4.4920e-01 -1.7312e+00 +1.3233e+00
4 +7.368575268e+02 +7.368575268e+02 +1.736857527e+03 +1.736857527e+03 -1.5168e+00 -1.9096e+00 +3.0753e+00 -1.9839e-01 +3.1595e-03 +1.9027e+00 +5.1750e-01 -1.2991e+00 -2.2890e+00 -5.2679e-01 -3.4561e+00 -2.3500e+00 -4.7158e-01 +6.4746e-01 +4.4696e+00 +3.6621e+00 +1.3716e+00 -2.9072e+00 +3.4180e+00 -1.7382e+00
100 +5.054009679e+02 +5.054009679e+02 +1.505400968e+03 +1.505400968e+03 -2.2534e+00 +3.6418e+00 +4.0307e+00 -4.9175e-02 +1.6827e+00 -9.5806e-01 -3.9876e+00 -6.6191e-01 -2.4423e+00 -2.7040e+00 -1.3829e+00 +2.8900e+00 -6.4476e-01 +2.8797e-02 +1.1675e-01 +1.3207e+00 +1.5945e+00 -1.9640e-01 +3.3228e+00 -7.3999e-01
240 +3.726404485e+02 +3.726404485e+02 +1.372640449e+03 +1.372640449e+03 +8.6436e-01 +2.6332e+00 +4.1399e+00 +3.4762e+00 +3.4271e+00 -3.0666e+00 +0.0000e+00 +0.0000e+00 -2.8785e+00 -3.6163e-01 -8.5419e-01 +1.2028e+00 -2.1681e+00 +1.1373e+00 +2.3241e+00 +4.7293e+00 +2.2446e+00 +2.0357e+00 +4.8305e-01 -2.5114e+00
49385 +2.444275602e+02 +2.444275602e+02 +1.244427560e+03 +1.244427560e+03 -2.6681e+00 +5.0000e+00 +5.0000e+00 +2.5185e+00 +5.0000e+00 -3.5933e+00 -2.2706e+00 -1.0554e+00 -5.0000e+00 -2.5987e-01 -2.6032e+00 -2.3130e+00 +8.0917e-02 -2.9580e+00 +5.0000e+00 +4.8477e+00 +3.6373e+00 -7.6154e-01 -1.6380e+00 -1.3469e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.795077388e+03 +1.795077388e+03 +1.865107388e+03 +1.865107388e+03 -4.8479e+00 +2.4307e+00 +7.8912e-01 -4.5971e+00 -2.9969e-01 -2.0256e+00 +3.4235e+00 -3.7277e+00 -2.7162e+00 -2.5889e+00 +1.9140e+00 -3.8886e+00 -2.9511e+00 +3.1385e+00 +4.2548e+00 -4.5877e+00 +4.8895e+00 +3.4512e+00 +1.8322e-01 -1.4254e+00
7 +1.579440133e+03 +1.579440133e+03 +1.649470133e+03 +1.649470133e+03 -1.3725e+00 +4.6644e+00 -3.1241e+00 -1.3392e+00 -2.0405e+00 +4.5359e+00 +1.6111e-01 +3.1981e+00 +2.2648e+00 -1.7105e+00 +3.2357e+00 -4.9233e+00 +1.6375e+00 +1.4044e-01 +2.1976e+00 -4.6212e+00 -2.8570e+00 -1.1337e+00 +3.4738e+00 +1.7057e+00
57 +8.166367159e+02 +8.166367159e+02 +8.866667159e+02 +8.866667159e+02 -5.0000e+00 -3.3561e-01 +1.8759e+00 -5.0000e+00 +1.0224e-01 -4.6407e-01 -6.6737e-01 -1.8019e+00 +4.9522e-01 -3.7118e+00 -1.7643e+00 +7.6748e-02 +5.0000e+00 -4.8097e+00 -1.4924e+00 +3.7879e-01 +5.7746e-01 +3.8663e+00 -1.5262e+00 +5.0000e+00
79 +5.910135190e+02 +5.910135190e+02 +6.610435190e+02 +6.610435190e+02 -2.0805e+00 -2.6340e+00 -4.6901e-02 -2.2966e+00 -3.1414e+00 -2.0979e+00 -8.5005e-01 -4.2294e+00 +1.0344e+00 -1.5115e+00 -7.4340e-01 +8.5717e-01 +2.0305e+00 -2.6987e+00 +1.1887e-01 -4.1151e-01 -2.0079e+00 +5.0000e+00 -2.7122e+00 +8.6612e-01
280 +3.968513305e+02 +3.968513305e+02 +4.668813305e+02 +4.668813305e+02 -7.8874e-01 -1.9289e+00 +0.0000e+00 -2.2744e+00 -1.0400e+00 -5.0000e+00 -1.0400e+00 -5.6995e-01 -1.2481e+00 +8.5250e-01 -3.5097e+00 -3.8635e-02 +5.0000e+00 -1.0400e+00 +0.0000e+00 -2.6673e+00 +0.0000e+00 +1.0400e+00 -7.0293e-01 +8.1936e-01
3961 +2.328570171e+02 +2.328570171e+02 +3.028870171e+02 +3.028870171e+02 -1.5060e+00 -3.8524e+00 -5.0000e+00 +1.0505e-01 +2.6318e+00 -3.5485e+00 +1.1675e+00 +2.7774e+00 +0.0000e+00 -1.4047e+00 +0.0000e+00 -7.7813e-01 +4.2525e+00 -5.0000e+00 -1.6001e+00 -2.5471e-01 +9.1476e-01 +4.2020e+00 -1.3484e+00 +6.7022e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.662803347e+03 +2.662803347e+03 +2.614583347e+03 +2.614583347e+03 +3.2044e+00 +1.8058e+00 +1.2444e+00 -3.2169e+00 -4.1397e+00 -1.1806e+00 -3.6384e+00 +1.7669e-01 +4.4430e+00 -3.3808e+00 -4.9427e+00 +2.6466e+00 +1.8242e+00 +1.6884e+00 +3.4399e-01 -1.4542e+00 +3.3728e-01 -9.3559e-01 -3.3712e+00 -7.9454e-01
2 +2.368411771e+03 +2.368411771e+03 +2.320191771e+03 +2.320191771e+03 -4.6518e+00 +5.5145e-01 +2.1600e+00 +4.1047e+00 -2.5466e+00 +4.3304e+00 -4.2277e+00 -3.8232e+00 +2.0172e+00 -2.6977e+00 -1.6336e+00 -1.5241e+00 +3.2156e-01 -1.9055e+00 +1.3866e+00 -9.2904e-01 +7.5453e-01 +3.8133e+00 -4.8370e+00 +4.7856e+00
4 +1.220129956e+03 +1.220129956e+03 +1.171909956e+03 +1.171909956e+03 -3.0720e+00 +3.2660e+00 +9.1242e-01 +1.2700e+00 -2.3751e+00 -1.1433e+00 -2.3811e-02 +2.6093e+00 -3.6462e+00 -1.3068e+00 +2.5077e+00 -2.9256e-01 +3.3596e+00 +2.4815e+00 -1.5837e+00 -4.5801e+00 +8.9558e-01 -1.6212e+00 +2.5170e+00 +1.6099e+00
6 +9.604830068e+02 +9.604830068e+02 +9.122630068e+02 +9.122630068e+02 +1.4855e+00 -1.2382e+00 -9.6511e-01 +3.6031e+00 -1.9018e+00 +3.3144e+00 -2.4681e+00 -2.5277e+00 -2.4971e+00 +3.9250e+00 -2.3878e-01 -6.6942e-01 +3.7995e+00 +4.4968e-01 -4.9658e+00 +3.4733e+00 -4.3524e+00 +2.1669e+00 +2.8657e+00 -2.7740e+00
52 +6.107282858e+02 +6.107282858e+02 +5.625082858e+02 +5.625082858e+02 -9.3650e-01 -2.1565e+00 +2.6302e-01 +5.0000e+00 -1.1720e-01 -6.6956e-01 -1.9806e+00 +1.1768e+00 -2.9828e+00 +2.3023e+00 -3.5261e+00 -3.5166e+00 +1.8582e+00 +2.5477e+00 -3.6134e+00 -7.4048e-01 -1.5975e+00 +5.0000e+00 +1.6297e-01 +2.4548e+00
514 +3.836040864e+02 +3.836040864e+02 +3.353840864e+02 +3.353840864e+02 -1.5203e+00 -3.6578e+00 -5.0000e+00 +1.1793e+00 -5.0000e+00 +3.2251e+00 -2.4030e+00 +1.0281e+00 -3.7623e+00 +1.7188e+00 -1.5872e+00 -1.7452e+00 -2.0544e-02 +3.2047e+00 +1.9668e-01 +1.3165e+00 -5.0000e+00 -7.8076e-01 +2.7007e-01 +2.6902e+00
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.902784232e+03 +1.902784232e+03 +1.928254232e+03 +1.928254232e+03 -2.6606e+00 +2.1960e+00 +8.5677e-01 -3.7665e-01 -4.4185e+00 -3.5510e+00 +1.4744e+00 +2.6193e+00 +2.9661e+00 +6.3887e-01 +1.5458e+00 -2.6474e+00 -1.6618e+00 +3.0054e+00 -4.3484e+00 +2.0340e+00 -3.1704e+00 -3.6317e+00 +4.0992e+00 -1.9918e+00
2 +1.406014679e+03 +1.406014679e+03 +1.431484679e+03 +1.431484679e+03 -4.8494e+00 -1.2170e+00 +2.9898e-01 +2.5982e+00 +3.8608e+00 +4.0770e+00 -3.0234e+00 -3.9009e+00 +5.3602e-01 -1.8206e+00 -1.1647e-01 -5.8025e-01 +6.8429e-01 +2.8401e+00 +7.5577e-01 -2.9249e+00 +3.8375e+00 -2.7496e+00 -2.3122e+00 -3.6153e+00
23 +7.766577121e+02 +7.766577121e+02 +8.021277121e+02 +8.021277121e+02 -3.7453e-01 -2.0122e+00 +2.0504e+00 -1.5692e+00 -2.9991e+00 +2.3056e+00 -4.0307e+00 -7.7423e-01 +9.8319e-02 +5.1694e-01 -1.5841e+00 -1.9176e+00 +2.9487e-01 +4.6921e+00 -1.1047e+00 -4.4449e+00 +3.5770e+00 -4.1986e+00 +1.7645e+00 -3.5828e+00
88 +6.286819473e+02 +6.286819473e+02 +6.541519473e+02 +6.541519473e+02 -3.2714e+00 -8.5184e-01 +2.3898e+00 -4.5534e+00 -3.5687e+00 +1.6990e+00 -8.6193e-01 +2.2237e+00 -2.0211e-01 +1.0591e-01 +1.0757e+00 -4.7033e+00 +1.5920e+00 +4.9537e+00 +1.7831e+00 -5.0000e+00 +2.3051e+00 -1.5293e+00 -5.4163e-02 -3.8824e+00
123 +3.775039647e+02 +3.775039647e+02 +4.029739647e+02 +4.029739647e+02 -3.2919e+00 -2.5820e+00 -4.5449e-01 -2.0049e+00 -2.7248e+00 +0.0000e+00 +1.2089e+00 +2.3625e+00 +1.6564e+00 -2.1750e+00 -1.1393e-01 +0.0000e+00 +9.0631e-01 +5.0000e+00 +1.3713e+00 -4.6913e+00 +3.8543e-01 +1.3527e+00 +1.4635e-01 -5.0000e+00
12715 +2.431625044e+02 +2.431625044e+02 +2.686325044e+02 +2.686325044e+02 -4.8691e+00 -3.3228e+00 -8.7496e-01 -2.4759e+00 -1.7692e+00 +2.1131e+00 -8.7584e-01 -1.0407e+00 +1.7157e+00 +1.6507e+00 -5.0000e+00 -2.1164e+00 -5.2188e-01 -3.1236e+00 +5.0000e+00 -5.0000e+00 +2.6804e+00 +5.0000e+00 +1.5069e+00 -4.9937e+00
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.061316602e+03 +2.061316602e+03 +1.960506602e+03 +1.960506602e+03 -3.0858e+00 -2.7030e+00 -3.8768e+00 +3.8295e+00 -2.0439e+00 -3.8601e+00 +3.8747e+00 -1.3189e-01 +1.0119e+00 -2.3845e+00 +2.7377e+00 -1.0797e+00 +2.3078e+00 +2.8387e+00 +1.7810e+00 +4.2103e+00 +9.1842e-01 -2.3338e-01 +1.2487e+00 +2.5378e+00
9 +1.131961875e+03 +1.131961875e+03 +1.031151875e+03 +1.031151875e+03 +3.1957e+00 +2.6022e+00 +1.5414e-01 -3.9199e+00 +1.4873e+00 -4.1708e+00 +3.4982e+00 -3.7939e+00 -4.2023e+00 +3.5654e-01 -2.9705e-01 -4.0989e+00 +3.4154e+00 +3.9719e+00 -1.9953e+00 -2.1984e+00 +7.3306e-01 -3.5224e+00 -2.6229e+00 +4.1254e+00
22 +9.350098009e+02 +9.350098009e+02 +8.341998009e+02 +8.341998009e+02 -1.8688e+00 -1.5296e+00 +1.3042e+00 -3.0333e+00 -8.2313e-01 -3.6225e+00 +8.9508e-01 -4.5791e-01 -6.3329e-01 +1.8213e+00 -3.6401e+00 -3.4895e+00 -3.3831e+00 +4.5767e+00 +4.4078e+00 +2.2505e+00 -1.7398e+00 -3.6106e+00 +4.3425e+00 +3.8921e+00
27 +6.010731552e+02 +6.010731552e+02 +5.002631552e+02 +5.002631552e+02 -2.2847e+00 -3.2821e+00 -1.9817e-01 +7.7629e-01 +1.1580e+00 -2.8536e+00 +4.5283e-01 +3.9983e-01 -1.2697e+00 -9.0135e-01 +3.8842e-01 -2.6954e+00 -3.6767e+00 +4.9671e-01 +3.3338e+00 +1.4782e+00 +2.3141e+00 -3.3213e+00 +1.6799e+00 -1.0579e+00
658 +3.474689704e+02 +3.474689704e+02 +2.466589704e+02 +2.466589704e+02 +9.6256e-01 +1.2646e+00 +2.0154e+00 +3.9520e-01 +1.2017e+00 -7.5598e-01 +0.0000e+00 -3.0666e+00 -4.9171e+00 +0.0000e+00 +1.1681e+00 -1.7984e+00 +5.6728e-01 +8.2216e-02 +3.3782e+00 +2.4387e+00 +6.2199e-01 +0.0000e+00 +2.9474e-01 +5.7267e-01
25629 +2.282658371e+02 +2.282658371e+02 +1.274558371e+02 +1.274558371e+02 +2.1468e+00 +3.7333e-01 -8.1979e-01 +3.2542e+00 +2.5542e+00 +2.4406e+00 -1.1931e+00 +4.7256e+00 -5.0000e+00 -7.3854e-01 +3.3681e+00 -4.2312e+00 -2.5709e+00 -2.3428e+00 +0.0000e+00 +5.0000e+00 +2.3641e+00 -7.0074e-01 +3.8036e+00 +3.4020e+00
% function evaluation | noise-free fitness - Fopt (8.333000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.736269027e+03 +4.736269027e+03 +4.819599027e+03 +4.819599027e+03 -2.1390e+00 -3.5037e+00 +1.3330e+00 +3.7801e+00 -3.6156e+00 -3.1580e+00 +3.4061e+00 +3.9621e+00 -1.0840e+00 -2.1924e+00 +6.9061e-01 +4.6427e+00 -4.9857e+00 +1.3621e+00 +4.5702e+00 -4.6511e+00 +2.6815e+00 -3.4047e+00 +3.0510e-01 +1.3977e+00
2 +1.626429202e+03 +1.626429202e+03 +1.709759202e+03 +1.709759202e+03 +3.1659e+00 -1.0538e+00 +4.7300e-01 -9.4506e-01 +4.8314e+00 -4.8969e+00 -1.1020e+00 +1.7594e+00 +1.3365e+00 -4.6973e+00 +4.1964e+00 -2.0333e+00 -1.5274e+00 +3.8463e-01 +2.2513e+00 +1.8308e+00 +1.0868e+00 +3.5492e+00 -3.9888e+00 +1.3047e-01
8 +1.531892586e+03 +1.531892586e+03 +1.615222586e+03 +1.615222586e+03 -6.1336e-01 +3.0739e-03 -1.6621e+00 -1.4761e+00 +2.9441e+00 +2.3735e-01 +1.7495e+00 +2.9706e+00 +3.4624e+00 -4.9957e+00 +2.6528e+00 -1.1080e+00 -4.5861e+00 +3.4855e+00 +5.8951e-01 +1.3221e+00 -4.1572e+00 +1.4673e-01 +4.9428e+00 +1.2930e+00
43 +8.491726290e+02 +8.491726290e+02 +9.325026290e+02 +9.325026290e+02 +4.1340e+00 +3.8740e+00 +6.8550e-01 +3.5919e+00 +2.6052e+00 +4.7135e-01 -1.8492e+00 -2.6400e+00 -4.2441e+00 +2.8373e+00 +2.1937e-01 -2.2660e+00 +2.7478e+00 +2.0898e+00 +3.7407e+00 -4.4575e+00 -1.1497e-01 +1.8353e+00 -2.6765e-01 +2.4434e+00
82 +5.094650340e+02 +5.094650340e+02 +5.927950340e+02 +5.927950340e+02 +1.9569e-01 -1.9254e+00 +5.4748e-02 +4.5399e+00 +2.6598e+00 +3.4632e+00 -9.3070e-01 -6.0160e-01 -3.6842e-01 +3.2396e-01 +1.5259e+00 -3.0983e+00 -1.3589e+00 -1.6045e+00 +5.0000e+00 +8.5979e-01 +1.3048e+00 +1.3526e+00 +1.9410e+00 +2.9074e+00
379 +3.882430694e+02 +3.882430694e+02 +4.715730694e+02 +4.715730694e+02 +1.0176e+00 -2.2876e+00 +2.1194e+00 +3.9716e+00 +2.3346e+00 +1.7509e+00 +1.4773e-01 -1.8628e-01 +1.6228e-02 +1.3808e+00 +1.4767e+00 -2.1625e+00 -1.0048e+00 -2.6346e+00 +5.0000e+00 +1.1932e+00 -1.8868e+00 +4.0341e+00 +2.1488e+00 +3.8695e+00
56784 +2.394203806e+02 +2.394203806e+02 +3.227503806e+02 +3.227503806e+02 +1.0604e+00 -4.2979e+00 +5.0000e+00 +2.9920e+00 +1.0536e+00 +1.9481e-01 -5.4366e-01 -1.5133e+00 -1.0434e+00 +3.2485e+00 +1.0056e+00 -5.4034e-01 +1.4951e+00 -5.0000e+00 +5.0000e+00 -5.0000e+00 -5.0000e+00 +2.2043e+00 +4.8470e+00 +1.1874e+00
% function evaluation | noise-free fitness - Fopt (2.085600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.552040146e+03 +1.552040146e+03 +1.760600146e+03 +1.760600146e+03 +1.7853e+00 +2.3315e+00 +3.0051e+00 -2.7891e+00 +3.1265e-01 -4.0869e+00 +8.9453e-01 -2.3378e+00 +4.9489e+00 -1.9960e+00 +1.2133e+00 -3.5190e+00 -4.3920e+00 +2.9638e+00 -3.5524e+00 -3.2198e+00 +1.9497e+00 +4.0778e-01 +1.3635e-01 -3.2229e+00
3 +8.134323493e+02 +8.134323493e+02 +1.021992349e+03 +1.021992349e+03 +3.6641e+00 +4.6692e+00 -2.5048e+00 -4.1828e-01 +2.7390e+00 -2.2078e+00 -1.7527e+00 +4.2066e+00 +3.3631e+00 +1.3841e+00 -3.9928e+00 -2.3209e-01 -4.1742e+00 -2.9978e-01 +4.0640e-01 +2.7271e+00 -2.1449e+00 -8.6192e-01 +1.2804e+00 -3.3418e+00
88 +5.883726658e+02 +5.883726658e+02 +7.969326658e+02 +7.969326658e+02 +5.0000e+00 +4.7909e+00 -1.4160e+00 -4.1701e-01 +3.1103e+00 -4.0133e-01 +2.6528e+00 +4.7136e-01 -5.0000e+00 +7.5059e-01 -5.0000e+00 +1.1781e+00 -2.2065e+00 -1.2350e+00 +2.1206e+00 -6.3568e-02 -2.0774e+00 -3.0060e+00 -5.0187e-01 -2.1255e+00
347 +3.069795262e+02 +3.069795262e+02 +5.155395262e+02 +5.155395262e+02 -1.5062e+00 +2.5677e+00 +7.9208e-02 -8.3184e-01 -2.2599e+00 -9.3739e-01 +2.8304e+00 +3.6647e+00 -1.3324e+00 -2.8644e+00 -2.3543e+00 -2.1572e+00 -4.3324e+00 -3.2269e+00 +2.4619e+00 -1.1249e+00 -3.9346e+00 -1.9763e+00 +3.4281e+00 +7.9395e-02
102169 +2.459075951e+02 +2.459075951e+02 +4.544675951e+02 +4.544675951e+02 -2.5947e-01 +5.0000e+00 +5.0426e-01 -5.8000e-01 -4.4172e+00 -2.7794e+00 +2.0560e+00 +5.0000e+00 -3.7792e+00 -4.1717e+00 -2.6918e+00 -1.3484e+00 -5.0000e+00 -1.9964e+00 +3.2230e-01 -4.3425e+00 -1.8662e+00 -7.7023e-01 +3.0579e+00 -1.5323e+00
% function evaluation | noise-free fitness - Fopt (-1.345800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.733778861e+03 +1.733778861e+03 +1.599198861e+03 +1.599198861e+03 -2.3829e+00 +1.4362e+00 +2.0748e+00 +2.4011e+00 -3.1359e+00 +1.3407e+00 +4.3267e+00 +4.1653e+00 +4.1144e+00 +2.0478e+00 -4.6193e+00 +3.7976e+00 -2.0171e+00 -3.9908e+00 +2.5592e+00 +4.7179e-01 +1.6850e-01 +9.8754e-01 -3.6010e+00 +4.5641e+00
2 +1.227923106e+03 +1.227923106e+03 +1.093343106e+03 +1.093343106e+03 -4.4294e+00 +2.3941e+00 -2.3279e-02 -3.0209e+00 -3.3200e+00 +7.6809e-01 -5.2746e-01 -4.0705e+00 +3.8612e+00 +3.9742e+00 -4.7757e+00 +3.8644e+00 -4.3543e-01 -1.0923e+00 +3.0464e+00 -3.5247e+00 +3.8404e+00 +4.0838e+00 -3.2702e+00 -4.7228e+00
13 +9.036074948e+02 +9.036074948e+02 +7.690274948e+02 +7.690274948e+02 -2.5343e+00 -2.3234e+00 +4.8589e+00 +1.2060e+00 -2.9288e+00 -3.9071e+00 +2.4429e+00 -2.3435e+00 -3.1221e+00 -2.4922e+00 +3.0125e+00 +6.8540e-01 -1.9320e+00 -2.3107e-02 +4.0245e+00 +1.8690e-01 -9.6025e-01 +4.6256e+00 +3.2355e+00 -3.7627e+00
