% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.424177202e+01 +8.424177202e+01 +1.250217720e+02 +1.250217720e+02 -3.8127e-02 +1.7212e+00 -2.8436e+00 -3.1870e+00 -2.2826e+00 +3.7301e+00 -1.8125e+00 +2.2179e+00 -3.4375e+00 +2.6467e+00 -5.4165e-01 +2.6844e+00 -3.7078e+00 +3.2974e+00 +3.1359e+00 -2.4747e-01 +2.4859e+00 -7.0162e-01 +3.2818e-01 -2.3510e+00
189 +6.193006083e+01 +6.193006083e+01 +1.027100608e+02 +1.027100608e+02 -3.3129e+00 -4.2506e+00 +2.5256e+00 -1.7679e+00 +9.9135e-01 +3.4095e+00 -1.8888e-02 -7.0947e-01 -6.3331e-01 -3.7494e-01 -1.2691e+00 +2.3050e+00 -6.2569e-01 -1.4320e+00 +1.1586e+00 +2.8525e+00 +5.6487e+00 -4.4479e+00 -1.3354e+00 +2.9626e-01
339 +3.780973833e+01 +3.780973833e+01 +7.858973833e+01 +7.858973833e+01 -2.3362e+00 -5.7148e+00 +2.1782e+00 -2.7563e+00 +1.8419e+00 +4.0846e+00 -1.5216e+00 -1.5631e+00 -1.1276e+00 +5.0561e-01 +4.9898e-01 +2.6108e+00 -2.3550e+00 -1.8128e+00 +1.7221e+00 +2.4904e+00 +1.6337e+00 -4.1815e+00 -2.3735e-01 +2.4375e+00
611 +2.501614978e+01 +2.501614978e+01 +6.579614978e+01 +6.579614978e+01 -3.1399e+00 -4.7498e+00 +2.1323e+00 -2.9446e+00 +3.1119e+00 +3.7245e+00 -1.5604e+00 -1.7167e+00 -1.0789e+00 +1.8141e+00 -9.4241e-01 +2.5723e+00 -9.9863e-01 -2.1233e+00 +8.9861e-01 +2.5216e+00 +3.2706e+00 -2.9743e+00 -1.4637e+00 +1.3850e+00
10573 +1.057678404e+01 +1.057678404e+01 +5.135678404e+01 +5.135678404e+01 -3.1311e+00 -3.6745e+00 +1.5173e+00 +2.4876e+00 +3.0600e+00 -4.3924e+00 +1.7264e+00 -2.0043e+00 -4.5944e-01 +3.2646e+00 +4.8069e+00 +2.7888e+00 -2.3460e-02 +3.9442e+00 +9.8930e-01 +1.2814e+00 +2.6939e+00 +2.4117e+00 +2.9379e+00 -3.9324e+00
10631 +9.152222771e+00 +9.152222771e+00 +4.993222277e+01 +4.993222277e+01 -2.6022e+00 -3.4819e+00 +2.4136e-01 +3.3359e+00 +1.6083e+00 -3.9068e+00 +1.9892e+00 -2.8388e+00 +9.7710e-01 +4.2228e+00 +4.1775e+00 +2.9448e+00 +1.2684e+00 +3.0401e+00 +7.5969e-01 +1.3960e+00 +3.6789e+00 +3.0227e+00 +3.2808e+00 -2.6014e+00
10763 +6.003056459e+00 +6.003056459e+00 +4.678305646e+01 +4.678305646e+01 -3.6277e+00 -3.2818e+00 +3.1382e-01 +2.3976e+00 +1.5948e+00 -4.7179e+00 +1.1927e+00 -2.1605e+00 -7.5770e-01 +3.9280e+00 +4.2211e+00 +1.8469e+00 +1.4509e+00 +3.2153e+00 +2.4445e-01 +5.9177e-01 +2.7501e+00 +2.3901e+00 +2.6639e+00 -2.3395e+00
10794 +3.266062005e+00 +3.266062005e+00 +4.404606200e+01 +4.404606200e+01 -3.2317e+00 -3.1554e+00 +2.4250e-01 +3.3614e+00 +1.6033e+00 -4.6771e+00 +1.2902e+00 -2.0671e+00 -6.7819e-01 +4.0664e+00 +4.1832e+00 +2.6633e+00 +7.5251e-01 +2.4680e+00 -8.5197e-02 +6.8505e-01 +2.2391e+00 +2.6070e+00 +3.6409e+00 -3.2733e+00
10922 +2.510514647e+00 +2.510514647e+00 +4.329051465e+01 +4.329051465e+01 -3.5875e+00 -3.5086e+00 +4.9504e-01 +2.7380e+00 +1.4349e+00 -4.5450e+00 +1.4963e+00 -1.6168e+00 -4.7370e-01 +4.4762e+00 +4.4335e+00 +2.6007e+00 +6.7865e-01 +3.1674e+00 -1.2448e-01 +6.4229e-01 +2.3970e+00 +2.8371e+00 +3.0187e+00 -3.0331e+00
20095 +6.030901698e-01 +6.030901698e-01 +4.138309017e+01 +4.138309017e+01 -2.1640e+00 -1.2704e+00 +4.2338e+00 -3.0100e+00 -4.4267e+00 +5.0158e-01 -3.4042e+00 -2.8424e+00 +3.6562e+00 -2.1697e+00 -9.0223e-02 -2.3380e+00 +1.8792e+00 +1.4405e+00 +5.1958e-01 -1.3493e+00 +1.7496e+00 +8.2089e-01 +1.0696e+00 +1.2572e+00
20265 +3.962106955e-01 +3.962106955e-01 +4.117621070e+01 +4.117621070e+01 -1.9704e+00 -2.4332e+00 +3.6793e+00 -2.6950e+00 -3.9662e+00 +3.2402e-01 -3.8368e+00 -2.1538e+00 +2.9247e+00 -1.9901e+00 +4.8720e-01 -2.5303e+00 +1.7173e+00 +1.8729e+00 +6.8022e-01 -6.6140e-01 +2.4655e+00 +7.0524e-01 +9.7728e-01 +1.3000e+00
20296 +1.759353749e-01 +1.759353749e-01 +4.095593537e+01 +4.095593537e+01 -2.3799e+00 -2.0717e+00 +3.3285e+00 -2.4756e+00 -3.9599e+00 +3.5463e-01 -3.9539e+00 -2.5381e+00 +3.0180e+00 -2.3160e+00 +5.9335e-01 -2.4612e+00 +1.7900e+00 +2.0593e+00 +2.1350e-01 -9.5407e-01 +2.0575e+00 +6.8061e-01 +6.3183e-01 +1.4779e+00
20376 +1.483925203e-01 +1.483925203e-01 +4.092839252e+01 +4.092839252e+01 -2.1134e+00 -2.1880e+00 +3.4350e+00 -2.5455e+00 -3.6407e+00 +7.4640e-02 -3.1830e+00 -2.1380e+00 +2.8892e+00 -2.1220e+00 +7.6314e-01 -2.4270e+00 +1.1072e+00 +2.2470e+00 +1.6928e-01 -7.8330e-01 +2.3818e+00 +6.1404e-01 +1.1179e+00 +1.6301e+00
20415 +7.145892817e-02 +7.145892817e-02 +4.085145893e+01 +4.085145893e+01 -2.1469e+00 -2.1568e+00 +3.5947e+00 -2.4899e+00 -3.7345e+00 +4.1717e-01 -3.5129e+00 -2.2221e+00 +2.9449e+00 -2.1233e+00 +7.4198e-01 -2.3325e+00 +1.3133e+00 +2.1521e+00 +2.4975e-01 -7.4017e-01 +2.2787e+00 +6.1643e-01 +9.7862e-01 +1.4451e+00
20449 +5.589564013e-02 +5.589564013e-02 +4.083589564e+01 +4.083589564e+01 -2.2228e+00 -2.1325e+00 +3.8086e+00 -2.5730e+00 -3.6838e+00 +2.4295e-01 -3.1073e+00 -2.2478e+00 +2.8471e+00 -2.3744e+00 +1.0220e+00 -2.2647e+00 +1.1733e+00 +2.0873e+00 +1.0279e-01 -1.2947e+00 +2.4183e+00 +7.7023e-01 +1.0701e+00 +1.0767e+00
20469 +3.249136203e-02 +3.249136203e-02 +4.081249136e+01 +4.081249136e+01 -2.3319e+00 -1.9570e+00 +3.9031e+00 -2.2604e+00 -3.6895e+00 +3.3319e-01 -3.3329e+00 -2.1640e+00 +2.9022e+00 -2.5167e+00 +8.7373e-01 -2.4403e+00 +1.3847e+00 +2.1355e+00 +5.1232e-02 -1.0952e+00 +2.1401e+00 +7.7533e-01 +1.4282e+00 +1.1433e+00
