% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.620640583e+02 +6.620640583e+02 +6.451240583e+02 +6.451240583e+02 -1.8676e+00 +4.2203e+00 -1.6070e+00 +3.3978e+00 +2.6812e+00 -3.5783e+00 -4.8566e+00 +1.1729e+00 +1.5833e+00 -4.2456e+00 +1.8149e+00 -1.8241e+00 +4.3609e+00 -2.3315e+00 -4.3619e+00 -7.6775e-01 -2.6234e+00 -2.2096e+00 -2.3085e+00 -4.2022e-01
2 +1.999435018e+02 +1.999435018e+02 +1.830035018e+02 +1.830035018e+02 +1.9110e+00 -3.4918e+00 +1.4334e+00 +4.5284e+00 +5.4345e-01 +2.3470e-01 -4.9544e+00 -4.3706e+00 -1.4792e+00 -4.0575e+00 +1.0741e+00 +1.9739e+00 +1.9734e+00 -2.9650e+00 +2.2569e+00 +3.6053e+00 +3.1733e+00 -4.7770e+00 +2.0153e+00 -2.2331e+00
9 +8.499744712e+01 +8.499744712e+01 +6.805744712e+01 +6.805744712e+01 +4.9893e+00 +1.4888e+00 -4.0244e+00 -1.6367e+00 +1.2402e+00 +7.4424e-01 +6.7935e-01 -4.5742e+00 +2.0888e+00 +1.0307e+00 -4.3933e-01 -3.0587e+00 -1.8287e-01 -2.3409e-01 +4.0056e+00 +3.7981e-01 -7.9410e-01 +5.1131e-01 -2.0190e+00 +4.8211e+00
453 +5.610513602e+01 +5.610513602e+01 +3.916513602e+01 +3.916513602e+01 -1.8676e+00 +4.2203e+00 +3.8353e-01 +3.3978e+00 +4.6688e+00 -3.5783e+00 +4.0840e+00 +2.0816e+00 +1.4193e+00 -4.2456e+00 +1.8149e+00 -1.8241e+00 +3.4539e+00 -2.3315e+00 +2.2505e+00 -7.6775e-01 +1.9590e+00 +3.5455e+00 +3.6034e+00 -4.2022e-01
1302 +3.806085049e+01 +3.806085049e+01 +2.112085049e+01 +2.112085049e+01 +1.7403e+00 +4.2864e+00 +3.8353e-01 +3.3978e+00 +2.2119e+00 -3.5783e+00 +4.0840e+00 +2.0816e+00 +1.4193e+00 -4.2456e+00 +2.6474e+00 +2.2762e+00 -1.3122e+00 -2.3315e+00 +2.2505e+00 -7.6775e-01 +4.0327e-01 -2.7119e-01 +3.6034e+00 -4.2022e-01
3351 +2.393901298e+01 +2.393901298e+01 +6.999012982e+00 +6.999012982e+00 +4.9565e+00 +3.6859e+00 -2.0892e+00 +4.8663e-01 +3.1783e+00 +3.2435e-01 +3.8845e+00 -2.4563e+00 -1.9996e+00 -1.7778e+00 +1.0554e+00 +2.4540e+00 -2.7174e+00 -7.9173e-02 +1.2046e+00 +4.7956e+00 +4.6209e+00 -1.8883e-01 +1.2984e-01 +1.9759e+00
5446 +1.486442280e+01 +1.486442280e+01 -2.075577203e+00 -2.075577203e+00 +3.0215e+00 +5.1096e-01 -5.1208e-01 +1.8591e+00 +9.7316e-01 -8.2662e-01 +5.3621e+00 -2.9231e+00 -1.2323e-01 +9.9250e-02 +4.3925e+00 -2.8316e-01 -3.5746e+00 -2.8138e+00 +3.1946e+00 +4.0246e+00 +4.1175e+00 +7.4689e-01 -3.3579e-01 +2.2689e+00
8212 +9.608413861e+00 +9.608413861e+00 -7.331586139e+00 -7.331586139e+00 +3.5977e+00 +1.2032e+00 -1.2923e+00 +1.9833e+00 +8.5667e-01 -1.7878e+00 +4.8805e+00 -1.5702e+00 -3.2162e+00 -3.1137e+00 +3.7046e+00 -2.4536e+00 -3.4415e+00 -1.4743e+00 +3.4283e+00 +3.5640e+00 +4.6709e+00 -7.2964e-01 -2.4549e-01 +3.6126e+00
13549 +5.877999743e+00 +5.877999743e+00 -1.106200026e+01 -1.106200026e+01 +3.3187e+00 +2.7396e+00 -1.4650e+00 +9.6804e-01 +1.2290e+00 -1.5885e+00 +3.2743e+00 -2.8283e+00 -8.6015e-01 -1.4037e+00 +3.5159e+00 +5.5918e-01 -3.1091e+00 -1.9043e+00 +2.1356e+00 +3.1298e+00 +4.4276e+00 +2.7951e-01 -5.3174e-01 +1.2048e+00
21416 +3.946442463e+00 +3.946442463e+00 -1.299355754e+01 -1.299355754e+01 +3.9083e+00 +2.6038e+00 -1.6038e+00 +1.5088e+00 +1.2980e+00 -2.0403e+00 +3.6812e+00 -2.6755e+00 -7.2102e-01 -2.0571e+00 +4.0761e+00 +1.9905e-01 -2.2701e+00 -1.6406e+00 +2.5582e+00 +2.8110e+00 +4.4659e+00 -1.8229e-01 +9.5665e-02 +1.8403e+00
