% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.124967638e+03 +1.124967638e+03 +6.628776375e+02 +6.628776375e+02 -1.7789e-01 -6.1585e-01 +2.8845e+00 -1.9285e+00 -1.3706e+00 -3.6974e+00 +1.5505e+00 -1.9451e+00 +1.5486e+00 +6.0131e-01 +2.7214e-02 +2.1261e+00 -3.3048e+00 -2.4840e+00 -6.5297e-01 -3.4312e-01 +2.6340e+00 +2.9962e+00 -2.5982e+00 -4.6757e-01
7 +7.958468621e+02 +7.958468621e+02 +3.337568621e+02 +3.337568621e+02 -2.5534e+00 -5.0205e+00 +4.8571e+00 -2.9658e+00 -7.1586e-01 -3.2293e+00 +1.5934e+00 -3.9530e+00 -3.4574e-01 -1.4755e-01 -2.3446e+00 +1.4282e-02 -3.5987e-01 -2.3726e+00 -3.0876e+00 -4.2558e-01 +3.7731e-01 +2.9764e-01 -3.1204e+00 +1.4394e+00
22 +5.980002907e+02 +5.980002907e+02 +1.359102907e+02 +1.359102907e+02 -4.1459e+00 -2.6597e+00 +4.6763e+00 -4.7415e+00 -1.9811e+00 -9.1886e-01 +2.0300e+00 -3.6859e+00 +1.8136e+00 +1.7373e+00 -3.8277e+00 -6.1538e-01 -1.1346e+00 -7.4564e-01 +1.0698e+00 -2.1094e+00 +9.4039e-01 +9.7999e-01 -2.1061e+00 +1.2296e+00
153 +3.827250174e+02 +3.827250174e+02 -7.936498256e+01 -7.936498256e+01 -4.6111e-01 -4.2866e-01 +4.5172e+00 -4.1010e+00 -2.3738e+00 -9.8402e-01 +1.6258e+00 +4.6082e-02 +4.9291e+00 -2.5031e+00 -2.1737e+00 -2.8015e+00 -9.4453e-01 -3.4853e+00 -5.1404e-02 -5.3106e+00 +3.2462e-01 +3.1134e+00 -2.5130e+00 +2.4098e+00
306 +2.330428664e+02 +2.330428664e+02 -2.290471336e+02 -2.290471336e+02 +1.5297e+00 +2.9984e+00 +3.0838e+00 -3.6672e+00 -1.6635e+00 -1.1325e+00 +2.0808e+00 +2.5786e+00 +6.0408e-01 -1.3512e+00 -3.3229e+00 -4.0027e+00 -1.1123e+00 -3.5211e+00 -1.4713e+00 -4.3535e+00 -6.8214e-01 +2.5638e+00 -2.4972e+00 +1.8748e+00
1153 +1.542244084e+02 +1.542244084e+02 -3.078655916e+02 -3.078655916e+02 -2.1246e+00 +2.8722e+00 +1.3448e+00 -1.7214e-02 +1.3738e+00 +7.4623e-01 +3.9795e+00 +1.2573e+00 +1.8745e+00 -4.2790e-01 -2.9264e+00 -3.2623e+00 +1.1518e+00 -3.4997e+00 -1.2950e+00 -3.8201e+00 -6.7108e-01 +3.0568e+00 -2.0753e+00 +1.9485e+00
1820 +9.526103370e+01 +9.526103370e+01 -3.668289663e+02 -3.668289663e+02 -1.5931e+00 +2.4805e+00 +1.4089e+00 -7.8382e-01 +1.4249e+00 +9.0976e-01 +4.0062e+00 +2.0137e+00 +2.4976e+00 +1.5637e-01 -3.3998e+00 -4.3406e+00 +2.8858e-01 -2.9807e+00 -9.7744e-01 -4.2551e+00 -1.1551e+00 +3.3384e+00 -2.0859e+00 +1.4920e+00
2042 +5.905775264e+01 +5.905775264e+01 -4.030322474e+02 -4.030322474e+02 -1.3514e+00 +2.2107e+00 +1.3354e+00 -8.4263e-01 +1.4523e+00 +7.7180e-01 +3.8993e+00 +1.8542e+00 +2.3608e+00 +7.5670e-02 -3.2416e+00 -4.2706e+00 +2.0767e-01 -2.9579e+00 -8.7664e-01 -4.3152e+00 -1.1599e+00 +3.3649e+00 -2.1232e+00 +1.5033e+00
2252 +3.860795348e+01 +3.860795348e+01 -4.234820465e+02 -4.234820465e+02 -1.3586e+00 +2.3257e+00 +1.3257e+00 -7.7908e-01 +1.4792e+00 +8.3381e-01 +3.8777e+00 +1.8854e+00 +2.4030e+00 +6.0246e-02 -3.3056e+00 -4.3335e+00 +3.6513e-01 -2.9547e+00 -9.0650e-01 -4.2943e+00 -1.1788e+00 +3.3198e+00 -2.0402e+00 +1.5140e+00
95246 +2.505681833e+01 +2.505681833e+01 -4.370331817e+02 -4.370331817e+02 -3.4226e-01 +1.3407e+00 +1.3012e+00 -1.4594e-01 +1.4611e+00 +1.3764e+00 +3.2856e+00 +3.2219e+00 +1.1385e+00 +5.1291e-02 -3.3218e+00 -3.7916e+00 -6.2169e-01 -3.3998e+00 -1.3819e+00 -3.9259e+00 +9.5914e-02 +2.6030e+00 -2.1149e+00 +2.4439e+00
