% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.977017434e+01 +9.977017434e+01 +1.711201743e+02 +1.711201743e+02 -8.8959e-01 -2.3973e+00 -6.0668e-01 -3.1103e+00 +2.9086e+00
4 +5.777666494e+01 +5.777666494e+01 +1.291266649e+02 +1.291266649e+02 -1.2630e+00 -9.4572e-01 -1.7833e+00 +1.2561e+00 +2.6358e+00
5 +2.468600261e+01 +2.468600261e+01 +9.603600261e+01 +9.603600261e+01 -6.6172e-01 -2.6376e-01 -4.8811e-01 -3.3016e+00 +1.2439e+00
185 +1.480167241e+01 +1.480167241e+01 +8.615167241e+01 +8.615167241e+01 -5.9287e-01 -4.7234e-01 -6.1622e-01 -3.1985e+00 +1.2414e+00
288 +8.914141386e+00 +8.914141386e+00 +8.026414139e+01 +8.026414139e+01 -8.8231e-01 -1.4129e-01 -4.6602e-01 -3.9416e+00 +1.1317e+00
340 +5.567647579e+00 +5.567647579e+00 +7.691764758e+01 +7.691764758e+01 -1.3044e+00 -1.3647e-01 -9.5232e-02 -4.2771e+00 +1.1630e+00
608 +3.866757641e+00 +3.866757641e+00 +7.521675764e+01 +7.521675764e+01 -1.3732e+00 -1.5381e-01 -3.1243e-02 -4.2949e+00 +1.1878e+00
3201 +2.385801935e+00 +2.385801935e+00 +7.373580194e+01 +7.373580194e+01 -2.5385e-01 -2.3386e+00 +6.5002e-01 -3.5302e-01 -8.3596e-01
3512 +1.571751805e+00 +1.571751805e+00 +7.292175180e+01 +7.292175180e+01 -2.5818e-01 -2.3487e+00 +6.4063e-01 -2.9159e-01 -8.3862e-01
12219 +8.834924029e-01 +8.834924029e-01 +7.223349240e+01 +7.223349240e+01 -1.9486e+00 -3.0856e+00 +5.1026e+00 -1.1803e+00 +4.0181e+00
12605 +6.305131875e-01 +6.305131875e-01 +7.198051319e+01 +7.198051319e+01 -1.9144e+00 -3.0929e+00 +5.1003e+00 -1.1601e+00 +4.0081e+00
18248 +3.901089266e-01 +3.901089266e-01 +7.174010893e+01 +7.174010893e+01 -3.8588e-02 +1.6229e+00 +3.5978e+00 -3.6031e+00 +5.0754e+00
20553 +1.389058615e-01 +1.389058615e-01 +7.148890586e+01 +7.148890586e+01 +4.6191e+00 +5.0823e+00 -1.7486e+00 -4.0885e+00 +4.9809e+00
20689 +9.846527662e-02 +9.846527662e-02 +7.144846528e+01 +7.144846528e+01 +4.5792e+00 +5.0658e+00 -1.7181e+00 -4.0990e+00 +4.9897e+00
