% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.852115582e+05 +1.852115582e+05 +1.846650582e+05 +1.846650582e+05 -1.7020e+00 -4.9916e+00 +8.4860e-01 -2.2319e+00 +3.9764e+00 -3.2510e-01 +3.6976e+00 +1.6521e+00 -3.2190e+00 -4.7823e+00 -3.4661e+00 -2.1956e+00 +2.4917e+00 -1.2430e+00 -1.0976e+00 -4.8921e+00 +4.1759e+00 -1.3617e-01 -2.1356e+00 -3.6521e+00
3 +1.154792508e+05 +1.154792508e+05 +1.149327508e+05 +1.149327508e+05 -6.5408e-01 +3.0849e+00 -4.0123e+00 -3.1357e+00 -4.6658e+00 +7.2245e-02 +3.2165e+00 +4.2747e+00 -3.6083e+00 -2.8600e-01 +2.8714e+00 +3.1788e+00 +1.7571e-01 -3.9555e-01 -4.1666e+00 +4.1493e-01 +3.1956e+00 -3.2465e+00 -1.7404e+00 -2.0190e+00
4 +7.214783480e+04 +7.214783480e+04 +7.160133480e+04 +7.160133480e+04 -2.0843e+00 +2.9510e+00 +2.4412e+00 -9.3078e-01 -9.2644e-01 +1.0591e+00 +1.4004e+00 -4.7811e-01 -2.8235e+00 -4.0303e-01 -2.0507e+00 +1.0235e+00 -4.2565e+00 -1.8723e+00 -1.7790e+00 -1.2916e+00 +3.0314e+00 +8.3800e-01 -2.5591e+00 +4.2083e+00
27 +5.481503828e+04 +5.481503828e+04 +5.426853828e+04 +5.426853828e+04 -4.5500e+00 +3.0582e+00 +2.3723e-01 -2.1909e-01 +1.9683e+00 -6.8571e-01 +4.7110e-01 -6.5391e-01 +9.6812e-01 +3.7003e+00 -3.5224e+00 +4.1523e+00 +4.4123e+00 +3.0226e+00 +2.1428e+00 +3.6885e-01 +4.2398e+00 +3.2589e-01 -4.6080e+00 +4.4851e-01
58 +3.156739146e+04 +3.156739146e+04 +3.102089146e+04 +3.102089146e+04 -2.3210e+00 -2.5815e+00 -5.8170e-01 +1.6062e+00 -1.6742e-01 +1.8521e-01 -6.9251e-01 +4.2883e-01 +7.1159e-01 +3.0743e+00 -8.0597e-01 +6.5161e-01 +5.0000e+00 +1.7011e+00 -1.5345e-01 +1.9303e-01 +3.3012e-01 +2.7633e-01 -2.3670e+00 -8.8732e-01
104 +2.492601782e+04 +2.492601782e+04 +2.437951782e+04 +2.437951782e+04 -2.1231e+00 -3.2440e-02 +2.4412e+00 -1.8384e+00 +1.4292e+00 +1.1603e+00 -1.9823e+00 +7.0666e-01 +2.1932e+00 +3.8936e+00 +0.0000e+00 +0.0000e+00 +1.1684e+00 +9.5184e-01 -1.0484e+00 -2.9335e-01 -9.5534e-01 -2.4677e+00 -1.5056e+00 +8.9032e-01
164 +1.505716513e+04 +1.505716513e+04 +1.451066513e+04 +1.451066513e+04 -9.2005e-01 -7.9011e-01 +3.6635e+00 +0.0000e+00 -3.5784e+00 +1.7161e-01 +1.0792e+00 -7.1683e-01 +2.2397e+00 +1.6229e+00 +0.0000e+00 -7.6504e-01 +3.7088e+00 +0.0000e+00 +1.9253e+00 -1.2346e+00 +2.8167e+00 -2.3420e+00 +0.0000e+00 +3.2145e+00
555 +8.186149981e+03 +8.186149981e+03 +7.639649981e+03 +7.639649981e+03 -1.6574e+00 +2.3540e-01 +0.0000e+00 -1.1943e+00 -2.9736e-01 -7.7066e-01 +0.0000e+00 +0.0000e+00 -7.9613e-01 -7.9657e-01 +1.1516e+00 -1.1852e+00 +3.5948e+00 -3.1377e+00 +2.1291e+00 +2.8699e-01 +3.6440e+00 -9.6065e-01 -2.3246e+00 +1.4833e+00
643 +5.862325555e+03 +5.862325555e+03 +5.315825555e+03 +5.315825555e+03 -1.6262e-01 -3.5244e-02 +2.7285e-01 -7.0466e-01 -6.2595e-01 -1.5315e+00 +2.2694e+00 +5.5615e-01 -1.0509e+00 +6.7139e-01 +2.7218e+00 -1.1787e+00 +2.8663e+00 -1.9538e+00 +3.3781e+00 +1.1505e-02 +2.9768e+00 +3.0704e-01 -2.1504e+00 +1.3791e+00
1182 +2.263270192e+03 +2.263270192e+03 +1.716770192e+03 +1.716770192e+03 -2.7456e-01 +3.0078e-01 +2.6001e+00 +1.7292e+00 +5.8434e-01 -8.4910e-01 +1.2203e+00 +4.4932e+00 -8.5235e-01 +1.5640e+00 +0.0000e+00 +0.0000e+00 +1.3490e+00 +1.1634e-01 +1.9998e+00 -5.5986e-01 +1.6019e+00 -1.0831e+00 -5.6144e-01 +2.4526e+00
3915 +1.460883539e+03 +1.460883539e+03 +9.143835387e+02 +9.143835387e+02 +2.1566e+00 -9.6019e-01 +5.6449e-01 -2.8003e+00 -1.5834e-01 +1.5803e+00 +2.6130e-01 +3.3450e+00 +6.8180e-01 +1.9881e+00 +2.5613e+00 +6.7033e-01 +2.0157e+00 -1.3596e+00 +3.1550e-01 -2.2603e+00 +2.3457e+00 -1.8669e-02 -3.0037e+00 +1.2186e+00
7799 +8.886019645e+02 +8.886019645e+02 +3.421019645e+02 +3.421019645e+02 +2.0214e+00 -7.4078e-01 -1.6423e+00 +1.9129e-01 -4.7218e-01 -2.4910e+00 +8.5040e-01 +2.8211e+00 -2.3858e+00 +2.4539e+00 +0.0000e+00 +3.8495e-01 +1.1960e+00 -2.8183e+00 -4.5980e-02 -2.5851e+00 +6.3552e-01 -5.9175e-01 -1.9679e+00 +2.5645e+00
16499 +4.103177163e+02 +4.103177163e+02 -1.361822837e+02 -1.361822837e+02 +2.1807e+00 -7.6391e-01 -1.1609e+00 -1.4706e+00 +5.4335e-02 -1.8144e+00 +1.2067e-01 +2.6304e+00 -1.4071e+00 +9.2151e-01 -6.2415e-02 +7.4917e-01 +1.9244e+00 -2.7802e+00 +2.9141e-01 -2.5746e+00 +6.3627e-01 -7.5959e-01 -1.3427e+00 +2.1171e+00
16699 +3.114629042e+02 +3.114629042e+02 -2.350370958e+02 -2.350370958e+02 +2.3169e+00 -7.9515e-01 -9.8293e-01 -2.9068e+00 -1.9650e-01 -2.7372e+00 -1.6241e+00 +2.5657e+00 +7.7734e-01 +1.0128e+00 -7.0427e-03 +5.5354e-01 +1.9600e+00 -2.7110e+00 +5.0055e-01 -2.5468e+00 +6.3721e-01 -7.8713e-01 -2.1288e+00 +2.2431e+00
