% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.788868106e+05 +9.788868106e+05 +9.789227106e+05 +9.789227106e+05 -2.6325e-01 +8.6083e-01 -3.3558e+00 +4.2874e+00 -1.6596e+00 -3.5115e+00 -1.2165e+00 +3.1733e+00 -4.6977e+00 -7.6192e-01 -4.3791e+00 +1.2851e-01 +1.3719e+00 -6.0304e-01 +4.9165e+00 -4.6337e+00 -3.8502e+00 +2.4249e-03 +2.4714e+00 +2.4854e-01
21 +6.243952881e+05 +6.243952881e+05 +6.244311881e+05 +6.244311881e+05 -2.1522e+00 +3.3157e+00 +3.4605e+00 +0.0000e+00 -1.5569e+00 +6.8899e-01 -3.8387e+00 +0.0000e+00 -4.5557e+00 -5.0000e+00 -4.2039e+00 -1.5633e+00 +6.1341e-01 -3.8711e+00 +2.0538e+00 -3.4624e+00 -7.1972e-01 -9.5375e-01 +1.3687e+00 -8.3073e-01
51 +3.493289033e+05 +3.493289033e+05 +3.493648033e+05 +3.493648033e+05 -2.2779e+00 +3.1926e+00 +3.9695e+00 +1.5728e+00 -1.8303e+00 +1.0331e+00 -3.0651e+00 +3.2186e-01 -4.5073e+00 -5.0000e+00 -4.1156e+00 +3.6539e+00 +1.0331e+00 -3.1709e+00 +1.5600e+00 -4.2536e+00 -4.4911e-01 +2.6496e+00 +4.7923e-01 -1.4466e-01
66 +2.369310137e+05 +2.369310137e+05 +2.369669137e+05 +2.369669137e+05 -2.9699e+00 +3.3267e+00 +5.0000e+00 +3.8879e+00 -2.3953e+00 +5.8573e-01 -3.9995e+00 +9.9695e-01 -4.6623e+00 -4.8430e+00 -3.6451e+00 +2.2764e+00 -2.2645e-01 -5.3080e-01 +4.1827e+00 -5.0000e+00 -1.7944e+00 +3.0254e+00 +5.2852e-03 -5.0000e+00
108 +1.274273250e+05 +1.274273250e+05 +1.274632250e+05 +1.274632250e+05 -2.7086e+00 +3.2357e+00 +4.8761e+00 +5.0000e+00 -5.0000e+00 -4.3796e-02 -3.3909e+00 +8.1008e-02 -4.8280e+00 -4.8042e+00 -3.1837e+00 +1.4055e+00 +1.1867e-01 -2.6070e-01 +4.4721e+00 -5.0000e+00 +1.9241e-01 +3.3888e+00 +3.9611e-01 -4.9977e+00
123 +6.606725659e+04 +6.606725659e+04 +6.610315659e+04 +6.610315659e+04 -1.3622e+00 +3.6638e+00 +2.9633e+00 +4.6922e+00 -4.4243e+00 -2.2537e+00 -3.3258e+00 -3.1008e-01 -4.8857e+00 -5.0000e+00 -3.5123e+00 +1.5624e+00 +3.6732e-01 -1.3806e+00 +4.8547e+00 -4.9774e+00 +1.5163e+00 +4.1735e+00 +8.1454e-01 -4.6558e+00
143 +6.249609364e+04 +6.249609364e+04 +6.253199364e+04 +6.253199364e+04 -9.0222e-01 +3.4708e+00 +3.5099e+00 +4.6125e+00 -3.9076e+00 -2.7341e+00 -2.5532e+00 -1.5004e+00 -4.8798e+00 -4.8986e+00 -3.8255e+00 +2.1062e+00 +4.8492e-01 -2.9066e+00 +4.7469e+00 -4.9747e+00 +5.2025e-01 +3.9557e+00 +7.2252e-01 -4.4492e+00
159 +3.388955730e+04 +3.388955730e+04 +3.392545730e+04 +3.392545730e+04 -1.1388e+00 +3.4381e+00 +3.9643e+00 +4.4973e+00 -3.6857e+00 -3.6723e+00 -2.3284e+00 -2.0151e+00 -4.8077e+00 -4.8563e+00 -3.9579e+00 +1.2272e+00 +4.2363e-01 -2.7048e+00 +4.7147e+00 -4.9809e+00 +4.0415e-01 +4.0685e+00 +6.3701e-01 -4.1838e+00
178 +2.425746410e+04 +2.425746410e+04 +2.429336410e+04 +2.429336410e+04 -8.6204e-01 +2.8537e+00 +4.3202e+00 +4.7862e+00 -3.4804e+00 -4.8320e+00 -2.3147e+00 -3.7687e+00 -4.9802e+00 -5.0000e+00 -3.0659e+00 +1.5748e+00 +2.4841e-01 -3.5999e+00 +4.5283e+00 -5.0000e+00 -1.2270e+00 +5.0000e+00 -6.3759e-01 -3.6811e+00
208 +1.518946758e+04 +1.518946758e+04 +1.522536758e+04 +1.522536758e+04 -8.3982e-01 +2.8966e+00 +4.3215e+00 +4.5417e+00 -3.5941e+00 -4.2814e+00 -1.9286e+00 -2.3687e+00 -4.6066e+00 -4.9024e+00 -3.2726e+00 -4.1965e-01 +1.8054e-01 -4.3948e+00 +4.8815e+00 -4.9981e+00 -5.0060e-02 +4.4278e+00 +4.4805e-01 -3.7470e+00
265 +9.167967801e+03 +9.167967801e+03 +9.203867801e+03 +9.203867801e+03 -6.0645e-01 +1.5205e+00 +4.3079e+00 +4.5045e+00 -3.5197e+00 -4.4100e+00 -3.1978e+00 -5.0000e+00 -4.7733e+00 -4.9007e+00 -4.3036e+00 -2.1919e+00 +5.9010e-02 -5.0000e+00 +4.8687e+00 -5.0000e+00 +4.3951e-01 +4.6581e+00 -2.1315e-01 -3.3928e+00
315 +4.869234556e+03 +4.869234556e+03 +4.905134556e+03 +4.905134556e+03 -6.6369e-01 +1.6176e+00 +4.3079e+00 +4.4947e+00 -3.5080e+00 -4.5301e+00 -3.1321e+00 -5.0000e+00 -4.7025e+00 -4.9183e+00 -4.4084e+00 -1.0910e+00 +6.2994e-02 -5.0000e+00 +4.8949e+00 -5.0000e+00 +2.6782e-01 +4.5808e+00 -3.9120e-02 -4.3537e+00
325 +2.068252670e+03 +2.068252670e+03 +2.104152670e+03 +2.104152670e+03 -4.3799e-01 +1.5818e+00 +4.3319e+00 +4.4638e+00 -3.5069e+00 -4.7088e+00 -3.8802e+00 -5.0000e+00 -4.7281e+00 -4.9138e+00 -3.9398e+00 -1.2894e+00 +6.2584e-02 -5.0000e+00 +4.8872e+00 -5.0000e+00 +6.0450e-01 +4.5898e+00 -1.5466e-01 -4.1426e+00
350 +1.186772968e+03 +1.186772968e+03 +1.222672968e+03 +1.222672968e+03 -1.3638e-01 +1.6127e+00 +4.3863e+00 +4.3405e+00 -3.2719e+00 -4.7900e+00 -3.9093e+00 -4.9930e+00 -4.6727e+00 -4.8040e+00 -3.3878e+00 -1.1944e+00 +5.7351e-01 -5.0000e+00 +4.7809e+00 -5.0000e+00 +4.3999e-01 +4.5776e+00 -4.1737e-01 -4.1748e+00
395 +9.927008223e+02 +9.927008223e+02 +1.028600822e+03 +1.028600822e+03 -2.4681e-01 +1.6165e+00 +4.3470e+00 +4.4593e+00 -3.5603e+00 -4.7104e+00 -3.7191e+00 -4.9926e+00 -4.6560e+00 -4.8870e+00 -3.5417e+00 -1.2504e+00 +1.9058e-01 -5.0000e+00 +4.8574e+00 -5.0000e+00 +4.9859e-01 +4.5763e+00 -5.3251e-01 -4.2287e+00
722 +5.453750119e+02 +5.453750119e+02 +5.812750119e+02 +5.812750119e+02 -1.8903e-01 +1.6044e+00 +4.4002e+00 +4.3729e+00 -3.3785e+00 -4.7422e+00 -3.7645e+00 -4.9927e+00 -4.5217e+00 -4.8393e+00 -3.3804e+00 -1.1845e+00 +2.8512e-01 -5.0000e+00 +4.7986e+00 -5.0000e+00 +5.9249e-01 +4.5717e+00 -5.5867e-01 -4.2044e+00
806 +2.376904851e+02 +2.376904851e+02 +2.735904851e+02 +2.735904851e+02 -2.8521e-01 +1.5170e+00 +4.3697e+00 +4.9827e+00 -3.3643e+00 -4.7411e+00 -3.6187e+00 -4.9938e+00 -4.3186e+00 -4.7442e+00 -3.3125e+00 -1.1740e+00 +1.9462e-01 -5.0000e+00 +4.7861e+00 -5.0000e+00 +5.6162e-01 +4.5777e+00 -8.5438e-01 -4.1277e+00
963 +1.213279117e+02 +1.213279117e+02 +1.572279117e+02 +1.572279117e+02 -2.1903e-01 +1.6989e+00 +4.3605e+00 +4.9812e+00 -3.4146e+00 -4.8485e+00 -3.5519e+00 -4.9921e+00 -4.2273e+00 -4.7361e+00 -3.2425e+00 -1.1410e+00 +3.3917e-01 -5.0000e+00 +4.7916e+00 -5.0000e+00 +5.5703e-01 +4.5953e+00 -9.7663e-01 -4.1626e+00
4047 +9.958940357e+01 +9.958940357e+01 +1.354894036e+02 +1.354894036e+02 +1.3649e-02 +1.4120e+00 +4.0799e+00 +4.7916e+00 -2.3403e+00 -4.1198e+00 -4.0380e+00 -4.9036e+00 -3.9860e+00 -4.7117e+00 -2.5785e+00 -1.3516e+00 -6.0102e-02 -5.0000e+00 +3.9165e+00 -5.0000e+00 +1.0692e+00 +4.5544e+00 -8.3554e-01 -3.9169e+00
18460 +6.309221394e+01 +6.309221394e+01 +9.899221394e+01 +9.899221394e+01 +1.6549e+00 +1.8273e+00 +3.7088e+00 +4.7565e+00 -2.3076e+00 -4.9679e+00 -4.3946e+00 -3.7648e+00 -3.3270e+00 -4.2802e+00 -2.7620e+00 -1.5671e+00 -3.9717e-01 -5.0000e+00 +2.3575e+00 -5.0000e+00 +1.2510e+00 +4.7927e+00 -4.7176e-01 -3.6761e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.144227342e+05 +4.144227342e+05 +4.144541042e+05 +4.144541042e+05 +3.8071e+00 +3.8657e+00 -6.8839e-01 +4.5180e+00 -2.3134e+00 -2.3783e+00 -4.0741e+00 -3.3216e+00 -2.7064e+00 +4.2852e-01 -2.9423e+00 +2.0621e+00 -3.7942e+00 +1.3183e+00 -2.6978e+00 -3.9690e-01 +3.6525e+00 -1.9152e+00 -2.5213e+00 -1.6930e+00
5 +3.135985774e+05 +3.135985774e+05 +3.136299474e+05 +3.136299474e+05 +3.5675e+00 +4.5829e+00 -3.4482e+00 +3.3848e+00 -8.6151e-01 +1.0949e-01 -1.3186e+00 -2.1320e+00 -3.1755e+00 -1.2234e+00 -3.0860e-01 -1.7193e+00 -2.1311e+00 -3.3241e+00 -4.5882e-01 -4.3676e-01 -3.6467e-01 -4.0919e+00 +2.3503e+00 -4.7572e+00
38 +2.274273641e+05 +2.274273641e+05 +2.274587341e+05 +2.274587341e+05 +3.3494e+00 +1.5298e+00 -5.0000e+00 +3.4260e+00 -3.5663e-01 +0.0000e+00 -3.0803e+00 -3.7107e+00 -6.9419e-01 -3.3684e-01 -1.2315e+00 -1.0544e+00 -1.6779e+00 -8.1450e-01 -1.7456e-01 -7.8717e-02 +8.9091e-01 -3.4058e+00 +2.3725e+00 -1.8800e+00
105 +1.130922689e+05 +1.130922689e+05 +1.131236389e+05 +1.131236389e+05 +4.7621e+00 +3.5769e+00 -2.3118e+00 +5.0000e+00 +0.0000e+00 -4.3051e+00 -1.4134e+00 +1.2858e+00 -4.2375e+00 -2.0886e+00 -2.5308e+00 -3.2507e-01 -3.5584e+00 -3.2667e+00 +1.0202e+00 +5.0000e+00 +2.1253e+00 -2.1313e+00 +1.7837e+00 +3.5018e-01
108 +8.352996504e+04 +8.352996504e+04 +8.356133504e+04 +8.356133504e+04 +4.9159e+00 +5.0000e+00 -3.4335e+00 +4.4976e+00 +3.3756e-01 -5.0000e+00 -3.1458e+00 +2.2215e+00 -3.5662e+00 -1.9945e+00 -2.6497e+00 -3.0351e-01 -2.2685e+00 -2.8996e+00 +2.3009e+00 +2.6371e+00 +2.2393e+00 -3.7092e+00 +1.2740e+00 -2.5461e+00
133 +6.280450780e+04 +6.280450780e+04 +6.283587780e+04 +6.283587780e+04 +4.8992e+00 +5.0000e+00 -4.6986e+00 +3.8874e+00 -8.8024e-01 -4.9348e+00 -4.8613e+00 +2.7583e+00 -4.3718e+00 -2.3454e+00 -4.5260e+00 -1.1617e+00 -1.6062e+00 -2.9739e+00 +3.7120e+00 -3.2431e+00 +1.5154e+00 -4.7235e+00 +1.3859e+00 -2.2704e+00
147 +3.426151402e+04 +3.426151402e+04 +3.429288402e+04 +3.429288402e+04 +4.9021e+00 +5.0000e+00 -5.0000e+00 +3.6734e+00 -2.2470e+00 -4.9681e+00 -3.5964e+00 +2.4605e+00 -2.3537e+00 -3.1667e+00 -5.0000e+00 -2.4597e+00 -1.2497e+00 -2.1594e+00 -8.8423e-01 -2.1955e-01 -7.4884e-02 -4.7138e+00 +7.4881e-01 -1.3996e+00
157 +1.802846529e+04 +1.802846529e+04 +1.805983529e+04 +1.805983529e+04 +4.9348e+00 +5.0000e+00 -5.0000e+00 +2.6227e+00 -3.3840e+00 -4.9428e+00 -3.4564e+00 +1.3968e+00 -2.1743e+00 -4.1623e+00 -5.0000e+00 -4.0577e+00 +5.8582e-01 -2.0643e+00 -1.9028e+00 -8.9577e-01 -2.4461e+00 -5.0000e+00 +8.6578e-01 -7.2735e-01
214 +1.488948237e+04 +1.488948237e+04 +1.492085237e+04 +1.492085237e+04 +4.8811e+00 +4.9828e+00 -5.0000e+00 +2.8213e+00 -3.4165e+00 -4.9636e+00 -2.1917e+00 +1.1599e+00 -2.1961e+00 -4.3266e+00 -5.0000e+00 -3.6428e+00 +2.3917e+00 -2.6398e+00 -1.9102e+00 +5.2824e-01 -1.1938e+00 -5.0000e+00 +5.8506e-01 -3.7552e-01
221 +7.297706325e+03 +7.297706325e+03 +7.329076325e+03 +7.329076325e+03 +4.8233e+00 +4.8591e+00 -5.0000e+00 +5.0000e+00 -2.6813e+00 -4.9489e+00 -2.0215e+00 +9.0155e-01 -1.5636e+00 -4.4517e+00 -5.0000e+00 -1.2461e+00 +2.5062e+00 -3.5774e+00 -6.3424e-01 +3.3370e-01 -3.9181e-01 -4.9653e+00 +7.4547e-01 -1.6058e-01
239 +4.080508167e+02 +4.080508167e+02 +4.394208167e+02 +4.394208167e+02 +4.7712e+00 +4.8122e+00 -5.0000e+00 +4.1347e+00 -4.9820e+00 -4.9664e+00 -3.8165e+00 +2.5880e+00 -1.6470e+00 -4.5261e+00 -5.0000e+00 -2.7389e+00 +4.1290e+00 -3.2782e+00 -6.2530e-01 +1.6708e+00 -1.7164e+00 -4.9534e+00 +6.5395e-01 +1.1096e+00
293 +3.887259281e+02 +3.887259281e+02 +4.200959281e+02 +4.200959281e+02 +4.7798e+00 +4.8266e+00 -5.0000e+00 +4.2327e+00 -4.8010e+00 -4.9589e+00 -3.8323e+00 +2.5953e+00 -1.6357e+00 -4.5425e+00 -5.0000e+00 -3.2323e+00 +3.6783e+00 -3.1682e+00 -2.8945e-01 +1.6821e+00 -1.9395e+00 -4.9404e+00 +6.1091e-01 +1.1465e+00
539 +2.490388813e+02 +2.490388813e+02 +2.804088813e+02 +2.804088813e+02 +4.7993e+00 +4.6535e+00 -4.9614e+00 +2.9605e+00 -4.6422e+00 -4.9267e+00 -3.2788e+00 +3.0918e+00 -1.8989e+00 -4.4940e+00 -5.0000e+00 -1.8552e+00 +1.5583e+00 +2.4955e-01 +2.2009e-01 +1.6353e+00 -1.8697e+00 -4.9928e+00 +1.3194e+00 +1.9972e+00
2763 +1.577256459e+02 +1.577256459e+02 +1.890956459e+02 +1.890956459e+02 +3.0800e+00 +3.3472e+00 -4.9998e+00 +2.0098e+00 -4.6896e+00 -3.9347e+00 -4.2113e+00 +1.1888e+00 -6.4333e-01 -3.0660e+00 -5.0000e+00 +5.9761e-01 +1.9228e+00 +9.1101e-01 -1.0296e+00 +2.2106e+00 -1.6790e+00 -4.9414e+00 +1.8919e+00 +1.7943e+00
5188 +9.984977565e+01 +9.984977565e+01 +1.312197757e+02 +1.312197757e+02 +1.6036e+00 +3.1919e+00 -4.9891e+00 +2.4732e+00 -2.6012e+00 -2.5791e+00 -4.0788e+00 +1.2165e+00 +1.7548e-01 -1.6602e+00 -5.0000e+00 +1.1584e+00 +4.6448e-01 +1.3838e+00 -4.1970e-01 +1.6077e+00 -1.7316e+00 -4.8465e+00 +9.7043e-01 +3.8693e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.072827687e+06 +1.072827687e+06 +1.071827687e+06 +1.071827687e+06 +4.7794e-01 -4.9259e+00 +2.2117e+00 +4.9694e+00 +6.9616e-01 +1.9460e+00 +1.5392e+00 -4.1699e+00 -3.3366e+00 -1.0214e-01 +4.5258e+00 +2.9229e+00 -4.9265e+00 -5.6082e-01 +1.2236e+00 +3.6251e+00 +4.3098e+00 -1.4607e+00 -1.3956e+00 -3.5332e-01
5 +9.286632597e+05 +9.286632597e+05 +9.276632597e+05 +9.276632597e+05 +4.7134e+00 +4.8160e+00 +4.7076e-01 +1.1383e+00 +3.5993e+00 +4.9686e+00 +3.4509e+00 -2.2135e+00 +3.2891e+00 +4.2287e+00 +4.4432e-02 +2.2927e+00 -2.7518e+00 +3.5489e+00 -4.3851e+00 -9.3669e-01 -4.5513e+00 -1.9791e+00 +4.2333e+00 +1.1866e+00
7 +5.815852837e+05 +5.815852837e+05 +5.805852837e+05 +5.805852837e+05 -9.8229e-01 -3.4838e+00 -3.4768e+00 -2.8313e-01 +4.2986e+00 -6.3093e-01 +4.1378e+00 -5.9850e-01 +3.8716e+00 -3.4517e+00 +1.5766e+00 +1.5722e+00 +4.7980e+00 +1.7292e+00 -3.2341e+00 -4.7026e+00 -1.1387e+00 +1.8242e+00 -1.3437e+00 +1.6530e+00
