% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.984641707e+06 +3.984641707e+06 +3.984431827e+06 +3.984431827e+06 -1.0965e+00 +3.7253e+00 -3.5732e+00 -7.9351e-01 -3.5478e+00 +4.8470e+00 +3.0636e+00 +4.6410e+00 +9.6609e-01 +1.7174e+00 +1.4503e+00 -2.1074e+00 +2.3491e+00 +4.9121e+00 +2.3539e+00 -1.9265e+00 -2.7593e+00 -3.5932e-01 -2.7598e+00 +1.7169e+00
12 +1.638380923e+06 +1.638380923e+06 +1.638171043e+06 +1.638171043e+06 -3.0547e+00 -2.0641e+00 -3.2089e+00 +4.2864e+00 +4.2082e+00 -3.9839e+00 -3.6203e+00 +1.9422e+00 -1.8308e+00 -6.8164e-01 +4.6344e+00 +1.9129e+00 +1.1678e+00 -3.8554e+00 +1.9952e+00 -1.5959e+00 -2.9084e+00 +3.0915e+00 -1.8386e+00 +2.8373e+00
1239 +8.775546709e+05 +8.775546709e+05 +8.773447909e+05 +8.773447909e+05 -4.3512e+00 -4.0742e+00 +2.1825e+00 +2.1965e+00 +2.1072e-01 +2.4506e-01 -1.5425e+00 +3.4460e+00 +3.6873e+00 -3.1308e-01 -1.6041e+00 -3.9976e+00 +3.9622e+00 -3.7419e+00 +1.6485e+00 -3.2469e+00 -4.5595e+00 +3.5606e+00 -2.6961e+00 +1.7710e+00
1796 +4.649233834e+05 +4.649233834e+05 +4.647135034e+05 +4.647135034e+05 -3.2469e+00 +2.6823e+00 -2.0712e+00 +4.0799e+00 +4.9331e+00 -4.6172e+00 +4.8119e+00 +6.0388e-01 +1.9104e+00 +2.5851e+00 -2.7902e+00 +1.1028e+00 +1.6814e+00 +1.8988e+00 -1.1292e+00 -2.8108e+00 -3.7303e+00 +3.5513e+00 -2.9021e+00 +1.8707e+00
4138 +3.408442851e+05 +3.408442851e+05 +3.406344051e+05 +3.406344051e+05 -4.4468e+00 +4.4989e-01 -4.8258e+00 +4.3191e+00 +5.0000e+00 -4.7316e+00 +5.0000e+00 -8.5938e-01 +7.1414e-01 +1.0382e+00 -1.4972e+00 +1.3566e+00 +5.0000e+00 +1.0644e+00 -2.4319e+00 -3.6315e+00 -3.8543e+00 +3.8921e+00 -2.4829e+00 +2.0369e+00
8043 +2.461968340e+05 +2.461968340e+05 +2.459869540e+05 +2.459869540e+05 -3.1944e+00 -2.2537e+00 -4.1494e+00 +2.5617e+00 +4.9809e+00 +6.8146e-02 -1.9552e-01 -3.2041e+00 +1.4600e+00 +3.0525e-01 -2.0027e+00 +3.4319e+00 +3.1211e+00 -8.7447e-01 +3.1802e-01 -4.5054e+00 -3.9524e+00 +2.8021e+00 -2.4848e+00 +1.9270e+00
11186 +1.507460283e+05 +1.507460283e+05 +1.505361483e+05 +1.505361483e+05 -4.0928e+00 -4.4973e+00 -3.6469e+00 +1.3110e+00 +4.1732e+00 -3.8528e+00 +0.0000e+00 -3.2494e+00 -7.6545e-01 -1.5377e+00 -4.6071e-01 +0.0000e+00 +3.2421e+00 -2.3102e+00 -1.4118e+00 -5.0000e+00 -3.3326e+00 +3.0685e+00 -2.2862e+00 +1.8784e+00
11759 +8.297789290e+04 +8.297789290e+04 +8.276801290e+04 +8.276801290e+04 -3.2296e+00 -3.8040e+00 -4.9203e+00 -7.4328e-01 +4.9356e+00 -2.6116e+00 +9.3448e-01 -4.0609e+00 +1.1387e+00 -1.0405e+00 +2.0392e+00 +3.2055e+00 +4.9727e+00 -1.2801e+00 -1.6705e+00 -4.5871e+00 -2.9353e+00 +3.2644e+00 -2.4920e+00 +1.9661e+00
22415 +6.016269162e+04 +6.016269162e+04 +5.995281162e+04 +5.995281162e+04 -3.3605e+00 -4.9503e+00 -4.7048e+00 -1.0109e+00 +4.9033e+00 -3.4853e+00 +9.8252e-01 -4.0705e+00 +4.6290e-01 +0.0000e+00 +2.3227e+00 +1.5160e+00 +4.5647e+00 -1.7959e+00 -1.6876e+00 -4.6172e+00 -3.0618e+00 +2.9184e+00 -2.4278e+00 +1.8905e+00
28949 +3.009470559e+04 +3.009470559e+04 +2.988482559e+04 +2.988482559e+04 -3.4123e+00 -2.3488e+00 -5.0000e+00 -4.5405e+00 +4.2774e+00 -2.3674e+00 +4.5398e+00 -3.8669e+00 +4.1814e-01 +6.1934e-01 -4.8476e-01 +2.4209e+00 +4.4503e+00 -1.0994e+00 -1.2492e+00 -4.0724e+00 -2.9461e+00 +2.9443e+00 -2.3124e+00 +1.9244e+00
32749 +1.740269187e+04 +1.740269187e+04 +1.719281187e+04 +1.719281187e+04 -3.3389e+00 -2.2150e+00 -5.0000e+00 -4.7323e+00 +4.2569e+00 -4.4596e+00 +2.5324e+00 -4.1114e+00 +1.7463e-01 +7.5879e-01 +6.4930e-01 +2.3601e+00 +4.1044e+00 -1.1140e+00 -1.4779e+00 -3.8151e+00 -2.9974e+00 +3.1107e+00 -2.4243e+00 +1.9788e+00
