% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.541622065e+07 +2.541622065e+07 +2.541601077e+07 +2.541601077e+07 -9.7323e-01 -5.3171e-01 +3.1346e+00 +1.1812e+00 -2.7501e+00 +1.7968e+00 +2.6867e+00 +3.2369e+00 -3.1773e+00 -3.1264e+00 -1.0929e+00 -2.0841e+00 +2.0080e-01 +4.4986e+00 -4.7624e+00 +7.4932e-01 +1.5588e+00 +4.6056e+00 -2.1311e+00 -2.6345e+00
5 +1.754126556e+07 +1.754126556e+07 +1.754105568e+07 +1.754105568e+07 +4.4308e+00 +3.2744e+00 +4.7578e+00 +1.0281e+00 -4.1527e+00 -3.4683e+00 +2.5090e+00 -3.5947e+00 +2.0023e+00 -1.2404e-02 -1.9261e+00 -4.8944e+00 +4.6304e+00 +7.7700e-01 -4.2979e+00 +4.3568e+00 -4.0833e+00 -3.2694e+00 -2.4159e+00 +4.0821e+00
6 +7.558504447e+06 +7.558504447e+06 +7.558294567e+06 +7.558294567e+06 -6.0521e-01 -2.1612e+00 +7.5941e-01 -2.5962e-01 +1.7257e+00 +3.3187e+00 -2.2965e+00 -1.6244e+00 -4.5795e+00 -2.2875e-01 +1.8713e+00 -4.9045e+00 -2.8755e+00 +4.7475e+00 -4.7163e-01 -4.3481e+00 -1.6585e+00 -1.6648e+00 -3.4648e+00 +1.0471e+00
9 +4.743211332e+06 +4.743211332e+06 +4.743001452e+06 +4.743001452e+06 -7.3089e-01 +4.0755e+00 -4.7033e+00 -3.0992e+00 -7.9158e-01 +4.9138e+00 -2.6739e+00 +1.6755e+00 +2.1153e+00 +3.4601e-01 +1.1496e+00 +3.7333e+00 -2.6522e-01 -1.7908e+00 +1.9007e+00 +2.7061e+00 -2.9875e+00 +2.4393e+00 -1.0506e+00 +9.7721e-01
55 +3.571939168e+06 +3.571939168e+06 +3.571729288e+06 +3.571729288e+06 -2.3023e+00 -7.1164e-01 -7.1459e-01 -3.7930e+00 -3.0182e+00 -3.9123e+00 -2.8730e+00 +1.7448e+00 +4.8160e+00 +4.7919e+00 +4.4620e+00 +7.6510e-01 -3.0891e+00 +8.3114e-01 -4.5500e+00 -3.1536e+00 -1.1393e+00 +1.2290e+00 -6.7352e-01 +2.6540e+00
56 +1.343722408e+06 +1.343722408e+06 +1.343512528e+06 +1.343512528e+06 -3.4614e+00 +2.5836e+00 +5.5131e-01 +3.2794e+00 -2.8452e+00 -2.1956e+00 +2.5188e+00 -5.0274e-03 -3.4947e+00 -2.6470e+00 -3.0335e+00 -2.4648e+00 +1.1663e+00 +3.7173e+00 +5.2076e-01 -3.9007e+00 -2.8320e+00 +4.2251e+00 -2.6922e+00 +2.4616e+00
223 +8.741897674e+05 +8.741897674e+05 +8.739798874e+05 +8.739798874e+05 -4.3617e+00 -7.0000e-01 +4.2761e+00 -1.8460e+00 +3.7204e+00 -5.0000e+00 +4.5764e-01 +1.1993e+00 -3.0930e+00 -4.2924e+00 -2.4015e+00 +2.7127e+00 -3.8291e-01 +1.7255e+00 -1.6053e+00 -3.8154e+00 -1.2264e+00 +3.8052e+00 -2.7253e+00 +2.1774e+00
500 +5.362045619e+05 +5.362045619e+05 +5.359946819e+05 +5.359946819e+05 -4.4264e+00 +3.5761e+00 +7.2197e-01 +4.8429e+00 -2.9641e+00 -4.6430e+00 +5.0000e+00 -5.0000e+00 +2.4597e+00 -2.1889e+00 -2.1583e+00 -3.9636e+00 +2.4874e+00 +1.2992e+00 +6.1601e-01 -3.4730e+00 -2.8814e+00 +3.7313e+00 -2.0933e+00 +1.9884e+00
621 +3.265956353e+05 +3.265956353e+05 +3.263857553e+05 +3.263857553e+05 +0.0000e+00 +3.8484e+00 +9.4575e-01 +5.0000e+00 -2.7449e+00 -4.7953e+00 +1.1790e+00 +2.5777e+00 +0.0000e+00 -2.0216e+00 -3.2513e+00 -2.5550e+00 +3.3878e+00 +1.9902e+00 -7.8987e-01 -4.3075e+00 -3.0393e+00 +2.9837e+00 -2.4896e+00 +2.1552e+00
1068 +2.384728174e+05 +2.384728174e+05 +2.382629374e+05 +2.382629374e+05 -1.8991e+00 +2.9309e+00 +1.1891e+00 +3.4131e+00 -5.7066e-01 -4.2082e+00 +3.2923e+00 +3.7491e-01 +4.2485e+00 -8.8450e-01 -3.5348e+00 -3.7442e-01 +2.0281e+00 -4.4500e-01 -1.3580e+00 -3.8301e+00 -3.6411e+00 +2.4593e+00 -2.1903e+00 +2.0513e+00
2248 +1.323179424e+05 +1.323179424e+05 +1.321080624e+05 +1.321080624e+05 +2.2673e+00 +2.6239e+00 +9.3393e-01 +2.9908e+00 +9.7467e-01 -4.2206e+00 +4.3273e+00 -2.8879e-01 +7.2292e-01 +1.1508e-01 -3.6676e+00 -4.3424e-01 +1.4375e+00 -1.4623e+00 -2.1143e+00 -4.3553e+00 -3.2387e+00 +2.8253e+00 -2.4824e+00 +1.9285e+00
2977 +8.176011720e+04 +8.176011720e+04 +8.155023720e+04 +8.155023720e+04 -2.7932e+00 +3.0418e+00 -3.4566e+00 +3.5736e+00 +3.9947e+00 -5.0000e+00 +3.7318e+00 -1.1333e+00 -2.3317e+00 +5.5721e-01 -2.4754e+00 -9.4606e-01 +4.3106e+00 -2.2691e+00 -1.8408e+00 -3.6055e+00 -3.4586e+00 +2.9488e+00 -2.2712e+00 +1.9469e+00
4204 +3.558625687e+04 +3.558625687e+04 +3.537637687e+04 +3.537637687e+04 -1.6843e+00 +3.3066e+00 -4.1425e+00 +3.1271e+00 +1.4772e+00 -4.9988e+00 +1.7224e+00 -1.9721e+00 -1.4034e+00 +4.8331e-02 -3.8729e-01 +2.9332e-01 +3.6726e+00 -5.9749e-01 -1.7593e+00 -3.8684e+00 -3.0646e+00 +3.2657e+00 -2.4147e+00 +1.9115e+00
5655 +1.860796550e+04 +1.860796550e+04 +1.839808550e+04 +1.839808550e+04 -2.3422e+00 +3.3068e+00 -1.6442e+00 +3.3650e+00 +1.0275e+00 -4.9044e+00 +2.5773e+00 -2.6514e+00 -8.1043e-01 +1.6268e-01 +1.0940e+00 +3.8078e-01 +3.9844e+00 -8.3202e-01 -1.5834e+00 -3.7371e+00 -3.0073e+00 +3.0062e+00 -2.3760e+00 +1.9008e+00
7359 +1.196833762e+04 +1.196833762e+04 +1.175845762e+04 +1.175845762e+04 -2.3397e+00 +3.5265e+00 -2.3241e+00 +3.4556e+00 +5.4106e-01 -4.9813e+00 +1.1983e+00 -3.1846e+00 -2.2919e+00 +3.3021e-01 +1.1046e+00 +9.2864e-01 +3.8386e+00 -1.3284e+00 -1.3472e+00 -3.8683e+00 -3.0935e+00 +3.0440e+00 -2.3757e+00 +1.8875e+00
7585 +8.091210223e+03 +8.091210223e+03 +7.881330223e+03 +7.881330223e+03 -1.8079e+00 +3.5024e+00 -1.4911e+00 +3.3187e+00 +1.0235e+00 -4.9810e+00 +1.5135e+00 -1.4852e+00 -3.9171e-01 +1.9520e+00 +8.8420e-01 +1.1533e+00 +3.9223e+00 -1.4445e+00 -1.8564e+00 -3.8597e+00 -3.1430e+00 +3.0342e+00 -2.3513e+00 +1.9255e+00
9540 +5.389791396e+03 +5.389791396e+03 +5.179911396e+03 +5.179911396e+03 -1.5485e+00 +3.5558e+00 +7.7299e-03 +3.2308e+00 +4.1122e-01 -4.8074e+00 +1.5020e+00 -6.3728e-01 -1.1890e+00 +2.7963e+00 +5.2669e-01 +1.6248e+00 +3.7955e+00 -1.2334e+00 -1.7660e+00 -3.7090e+00 -3.0164e+00 +3.0500e+00 -2.3580e+00 +1.9068e+00
10673 +3.947228905e+03 +3.947228905e+03 +3.737348905e+03 +3.737348905e+03 -8.2846e-01 +3.8984e+00 -1.3135e-01 +2.9610e+00 +2.5957e-01 -4.8273e+00 +7.4386e-01 -7.6310e-01 -1.0094e+00 +2.0313e+00 +1.0760e+00 +1.6475e+00 +4.0988e+00 -1.2725e+00 -1.5985e+00 -3.6921e+00 -3.0396e+00 +3.0638e+00 -2.3587e+00 +1.9032e+00
16750 +2.201769113e+03 +2.201769113e+03 +1.991889113e+03 +1.991889113e+03 -1.2684e+00 +3.8390e+00 +3.1906e+00 +2.4014e+00 +1.8379e+00 -4.5686e+00 +2.5846e+00 -1.1890e-02 -9.4650e-01 +2.6281e+00 +8.6467e-01 +1.5320e+00 +4.1215e+00 -1.3762e+00 -1.5412e+00 -3.7788e+00 -3.0463e+00 +3.0863e+00 -2.3906e+00 +1.9223e+00
