% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.943139894e+02 +1.943139894e+02 +2.969239894e+02 +2.969239894e+02 +3.5531e+00 -2.9772e+00 +4.2314e-01 -1.6491e+00 -3.8019e+00
8 +1.153504686e+02 +1.153504686e+02 +2.179604686e+02 +2.179604686e+02 +2.7534e+00 -1.5972e+00 +2.0544e+00 -2.2526e-01 -1.2214e+00
18 +6.456231737e+01 +6.456231737e+01 +1.671723174e+02 +1.671723174e+02 +2.1939e+00 +4.1266e-01 -6.7415e-01 -2.3814e+00 -1.8962e+00
26 +4.759430041e+01 +4.759430041e+01 +1.502043004e+02 +1.502043004e+02 +1.4995e+00 -1.3405e-01 -5.5942e-01 -2.5546e+00 -2.5235e+00
58 +3.117984605e+01 +3.117984605e+01 +1.337898460e+02 +1.337898460e+02 +1.1078e-01 +6.6005e-02 -7.7182e-01 -3.3160e-01 -6.1966e-01
63 +1.596997648e+01 +1.596997648e+01 +1.185799765e+02 +1.185799765e+02 +1.4006e+00 +6.0780e-01 -1.8811e+00 -1.2387e+00 -7.8403e-01
252 +8.314339239e+00 +8.314339239e+00 +1.109243392e+02 +1.109243392e+02 +8.9624e-01 +8.3369e-01 -6.0188e-01 -1.4243e+00 -1.1270e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.115216192e+02 +1.115216192e+02 +2.048216192e+02 +2.048216192e+02 +1.4287e+00 +2.1734e-01 -2.0010e+00 +2.8126e+00 -2.3872e+00
10 +6.199274843e+01 +6.199274843e+01 +1.552927484e+02 +1.552927484e+02 +1.1568e+00 +5.6922e-02 +1.3964e+00 +8.7333e-01 -5.9105e-01
93 +3.686904596e+01 +3.686904596e+01 +1.301690460e+02 +1.301690460e+02 -1.1883e+00 +8.9032e-01 -2.0176e+00 +2.7687e+00 +1.3838e+00
174 +1.705211958e+01 +1.705211958e+01 +1.103521196e+02 +1.103521196e+02 -1.5889e+00 +5.6077e-01 -2.2310e+00 +2.3934e+00 +1.3681e+00
191 +1.465713906e+01 +1.465713906e+01 +1.079571391e+02 +1.079571391e+02 -1.5169e+00 +9.9022e-01 -1.9044e+00 +2.7598e+00 +6.7705e-01
1417 +9.399859838e+00 +9.399859838e+00 +1.026998598e+02 +1.026998598e+02 -1.5324e+00 +1.4198e+00 -2.0269e+00 +2.8530e+00 +1.5571e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.593601954e+01 +9.593601954e+01 +1.095760195e+02 +1.095760195e+02 +3.2302e+00 +6.4568e-03 +3.7544e+00 -3.4324e+00 +8.2893e-01
18 +4.723393381e+01 +4.723393381e+01 +6.087393381e+01 +6.087393381e+01 +2.8899e+00 +1.8806e+00 +1.2289e+00 -5.6588e-01 +2.2487e+00
43 +3.789409053e+01 +3.789409053e+01 +5.153409053e+01 +5.153409053e+01 +4.4902e-01 +2.6721e+00 +1.6697e+00 -2.1220e+00 +2.4056e+00
403 +2.135400931e+01 +2.135400931e+01 +3.499400931e+01 +3.499400931e+01 +4.7649e-01 +1.2074e+00 +1.1530e+00 -6.8279e-01 +1.9545e+00
934 +1.060898207e+01 +1.060898207e+01 +2.424898207e+01 +2.424898207e+01 +4.5427e-01 +6.4075e-01 +1.1728e+00 -5.7218e-01 +1.3185e+00
1136 +6.965224812e+00 +6.965224812e+00 +2.060522481e+01 +2.060522481e+01 +1.4768e+00 +7.5375e-01 +1.4984e+00 -5.9129e-01 +1.0543e+00
1320 +4.804281486e+00 +4.804281486e+00 +1.844428149e+01 +1.844428149e+01 +1.3382e+00 +1.1243e+00 +1.0827e+00 -9.4067e-01 +1.4028e+00
1556 +3.585005886e+00 +3.585005886e+00 +1.722500589e+01 +1.722500589e+01 +1.8626e+00 +1.2207e+00 +1.2737e+00 -1.0427e+00 +1.5859e+00
1814 +2.500672359e+00 +2.500672359e+00 +1.614067236e+01 +1.614067236e+01 +1.8659e+00 +1.2300e+00 +1.2765e+00 -1.0456e+00 +1.6057e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.246631504e+02 +1.246631504e+02 +3.194631504e+02 +3.194631504e+02 +1.9226e-02 +2.3571e+00 -1.8074e+00 +1.3242e+00 +3.8982e+00
2 +5.727034346e+01 +5.727034346e+01 +2.520703435e+02 +2.520703435e+02 -8.4590e-01 -9.7407e-01 -1.5567e+00 +1.8996e+00 +1.6053e+00
98 +3.563687591e+01 +3.563687591e+01 +2.304368759e+02 +2.304368759e+02 +6.6123e-02 -2.0628e+00 -1.5834e+00 +3.0069e-01 +1.0064e+00
212 +2.116859610e+01 +2.116859610e+01 +2.159685961e+02 +2.159685961e+02 -1.2924e+00 -1.7295e+00 -4.1127e-01 +1.6765e+00 +1.8991e+00
506 +1.500493939e+01 +1.500493939e+01 +2.098049394e+02 +2.098049394e+02 -1.8563e+00 -1.2957e+00 -9.5633e-01 +1.3839e+00 +1.9474e+00
796 +8.618230071e+00 +8.618230071e+00 +2.034182301e+02 +2.034182301e+02 -1.4553e+00 -2.1046e+00 -1.5055e+00 +1.4308e+00 +1.8939e+00
1234 +6.190435056e+00 +6.190435056e+00 +2.009904351e+02 +2.009904351e+02 -1.1359e+00 -1.6716e+00 -1.7622e+00 +1.6054e+00 +2.0714e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.662370588e+02 +1.662370588e+02 +3.264705877e+01 +3.264705877e+01 -2.2914e+00 +1.3469e+00 +3.5443e+00 +3.8593e+00 +2.8159e+00
5 +1.485370888e+02 +1.485370888e+02 +1.494708878e+01 +1.494708878e+01 -2.0635e+00 +3.4805e+00 +3.6629e+00 +3.6681e+00 +1.1512e+00
18 +7.971421397e+01 +7.971421397e+01 -5.387578603e+01 -5.387578603e+01 +1.3036e+00 +1.9010e+00 +1.8139e+00 +3.3936e+00 +1.2117e+00
60 +6.017075519e+01 +6.017075519e+01 -7.341924481e+01 -7.341924481e+01 -1.0576e+00 +1.4921e+00 -2.3779e+00 -4.5228e+00 +8.0428e-01
116 +3.356980422e+01 +3.356980422e+01 -1.000201958e+02 -1.000201958e+02 -1.4663e+00 +1.6916e+00 -2.3049e+00 -3.6926e+00 -5.0378e-01
341 +2.511330627e+01 +2.511330627e+01 -1.084766937e+02 -1.084766937e+02 -1.1185e+00 +9.2500e-01 -1.4681e+00 -3.1931e+00 -7.9455e-01
2932 +1.098546877e+01 +1.098546877e+01 -1.226045312e+02 -1.226045312e+02 -2.6090e+00 +2.5547e+00 -2.0284e+00 -2.1809e+00 -2.2350e+00
2978 +9.973271316e+00 +9.973271316e+00 -1.236167287e+02 -1.236167287e+02 -2.6010e+00 +2.5554e+00 -2.0275e+00 -2.1909e+00 -2.2436e+00
% function evaluation | noise-free fitness - Fopt (-4.089000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.950730432e+01 +7.950730432e+01 +3.861730432e+01 +3.861730432e+01 -9.1503e-01 -1.6215e-01 +3.2656e+00 -1.6807e+00 -2.5429e+00
32 +5.958854804e+01 +5.958854804e+01 +1.869854804e+01 +1.869854804e+01 +1.2033e-01 +3.3518e-01 +1.5413e+00 +2.4902e+00 -2.1991e+00
81 +3.388944170e+01 +3.388944170e+01 -7.000558297e+00 -7.000558297e+00 -2.4425e-01 -1.3639e+00 +1.7988e+00 -1.0674e+00 +1.4097e+00
188 +2.418803228e+01 +2.418803228e+01 -1.670196772e+01 -1.670196772e+01 -3.5797e+00 -4.6160e-01 +2.8359e+00 -2.9509e+00 +1.5246e+00
3021 +1.410022496e+01 +1.410022496e+01 -2.678977504e+01 -2.678977504e+01 -3.3328e+00 -1.0501e+00 +1.2228e+00 -2.3568e+00 +1.5363e+00
4964 +9.991308610e+00 +9.991308610e+00 -3.089869139e+01 -3.089869139e+01 -2.6300e+00 -9.8489e-01 +1.1561e+00 -1.2658e+00 +8.5797e-01
% function evaluation | noise-free fitness - Fopt (-2.512400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.211806769e+02 +1.211806769e+02 -1.300593231e+02 -1.300593231e+02 +4.4356e-01 +2.9042e+00 -4.8420e-01 +2.5747e+00 +2.8106e+00
2 +9.573859471e+01 +9.573859471e+01 -1.555014053e+02 -1.555014053e+02 -4.2157e-01 -4.2698e-01 -2.3353e-01 +3.1501e+00 +5.1769e-01
27 +5.675192960e+01 +5.675192960e+01 -1.944880704e+02 -1.944880704e+02 -6.3737e-01 +3.0393e-01 -3.6620e-01 -2.3669e+00 -7.2712e-02
41 +2.790899099e+01 +2.790899099e+01 -2.233310090e+02 -2.233310090e+02 -1.2316e+00 +9.7302e-01 -2.1209e+00 -4.2698e+00 -2.9342e+00
198 +2.113029905e+01 +2.113029905e+01 -2.301097010e+02 -2.301097010e+02 -1.7863e+00 +2.2809e+00 -1.2415e+00 -1.7420e+00 -4.7714e-01
345 +1.019699610e+01 +1.019699610e+01 -2.410430039e+02 -2.410430039e+02 -1.8134e+00 +2.2408e+00 -1.9161e+00 -1.9134e+00 -3.6683e-01
1474 +9.930840265e+00 +9.930840265e+00 -2.413091597e+02 -2.413091597e+02 -1.1024e+00 +2.8571e+00 -2.2532e+00 -1.3534e+00 -1.7763e+00
% function evaluation | noise-free fitness - Fopt (-3.288000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.280787764e+02 +1.280787764e+02 +9.519877638e+01 +9.519877638e+01 -1.5111e+00 -1.3617e+00 +7.0419e-01 +1.7670e+00 -2.2385e+00
3 +8.142220799e+01 +8.142220799e+01 +4.854220799e+01 +4.854220799e+01 +8.7074e-01 +1.0167e+00 +6.2892e-01 +2.4216e+00 -1.8892e+00
9 +6.236791146e+01 +6.236791146e+01 +2.948791146e+01 +2.948791146e+01 -1.7389e-01 +1.0200e+00 -1.7007e+00 +1.7274e+00 -2.5519e+00
146 +3.803745579e+01 +3.803745579e+01 +5.157455789e+00 +5.157455789e+00 -1.9344e-01 -2.2624e-01 -1.5088e+00 +2.0265e+00 -1.2264e+00
231 +1.755313331e+01 +1.755313331e+01 -1.532686669e+01 -1.532686669e+01 +1.3317e+00 -6.0805e-01 -6.1193e-01 +2.4400e+00 -1.3830e+00
395 +1.523470269e+01 +1.523470269e+01 -1.764529731e+01 -1.764529731e+01 +8.3098e-01 -1.8330e+00 -1.1728e+00 +9.9940e-01 -8.4424e-01
4408 +9.655597296e+00 +9.655597296e+00 -2.322440270e+01 -2.322440270e+01 +1.2380e+00 -8.8169e-01 -1.4766e+00 +1.2398e+00 -1.9762e+00
% function evaluation | noise-free fitness - Fopt (-8.570000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.180935371e+02 +1.180935371e+02 +1.095235371e+02 +1.095235371e+02 -2.2087e+00 +1.5885e+00 -3.9937e+00 -2.1198e+00 -3.5606e+00
14 +9.976792056e+01 +9.976792056e+01 +9.119792056e+01 +9.119792056e+01 -4.3607e+00 +5.7095e-01 -1.7331e+00 +1.4934e+00 -1.7323e+00
