% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.176513460e+06 +1.176513460e+06 +1.176549360e+06 +1.176549360e+06 -2.7720e+00 +4.2505e+00 +2.3307e+00 -3.9284e-01 -4.2752e+00 -2.9568e+00 +1.4597e+00 +1.7337e+00 +2.5076e+00 +1.6178e+00 -3.4649e+00 +1.0855e+00 +3.5050e+00 +2.4579e+00 -3.6115e+00 -4.0864e+00 +1.3414e+00 -4.9236e-01 +1.5201e+00 +1.9129e+00
25 +9.095219302e+05 +9.095219302e+05 +9.095578302e+05 +9.095578302e+05 -2.2023e+00 +3.2274e+00 +4.0410e+00 -1.6894e+00 +2.5268e+00 -4.6298e+00 +2.1026e+00 +3.3151e+00 -2.8135e+00 -3.3925e+00 +1.5469e+00 +2.3439e+00 -1.8097e+00 +7.4837e-01 +3.5608e+00 -1.0840e+00 +1.6397e+00 +1.9707e+00 +4.0826e+00 -4.9352e+00
26 +5.796122006e+05 +5.796122006e+05 +5.796481006e+05 +5.796481006e+05 +1.7830e-01 +2.5448e+00 +3.8217e-01 +8.9003e-01 -4.6263e+00 -8.7222e-01 +1.5354e-01 -4.1452e+00 -2.7774e+00 -4.4397e+00 -7.3775e-01 -4.3841e+00 -2.2340e+00 -3.8984e+00 +1.2337e+00 +2.5576e+00 +2.3686e+00 +2.4895e-01 +7.0853e-01 +1.4398e+00
201 +3.183251986e+05 +3.183251986e+05 +3.183610986e+05 +3.183610986e+05 -2.0488e+00 +4.0742e+00 +1.8880e+00 -2.3732e+00 -3.2841e+00 +1.4883e+00 +3.9079e+00 -3.8226e+00 +4.1006e+00 -6.9114e+00 -2.2241e+00 -2.2959e+00 +1.0915e+00 -2.0881e+00 +3.0956e+00 +1.9395e+00 +6.6658e-01 +8.3680e+00 -3.3182e+00 +9.5127e-01
220 +1.245544036e+05 +1.245544036e+05 +1.245903036e+05 +1.245903036e+05 +1.5815e+00 +3.1615e+00 +4.6570e+00 -3.1492e+00 -5.2980e+00 -2.0762e+00 +4.9012e+00 -8.7283e+00 +4.8622e+00 -4.4329e+00 -1.5854e+00 -3.8787e+00 +4.3716e-01 -1.0099e+00 -2.0233e+00 -3.8529e+00 -3.7733e+00 +9.7719e+00 -4.9533e+00 -9.3652e-01
379 +7.572385312e+04 +7.572385312e+04 +7.575975312e+04 +7.575975312e+04 +3.3701e+00 +5.2330e+00 +6.6008e+00 +1.6863e+00 -1.8794e+00 -3.4547e+00 +3.5773e-01 -6.9545e+00 +3.7750e+00 -4.3393e+00 +2.0967e+00 -1.7628e+00 -4.9256e+00 +7.3816e-01 +1.3047e+00 -2.1217e+00 -5.6726e-01 +8.4619e+00 -3.5374e+00 -1.7672e+00
641 +5.054514651e+04 +5.054514651e+04 +5.058104651e+04 +5.058104651e+04 +2.2944e+00 +3.5250e+00 +5.7494e+00 +1.5404e-01 -2.3557e+00 -6.8051e+00 +7.2873e-01 -7.5326e+00 +9.5328e+00 -1.3449e+01 -1.0657e+00 -1.6320e+00 -5.4449e+00 -1.6549e+00 +1.8010e+00 -5.3873e+00 +9.3889e-01 +1.4117e+01 -2.4183e+00 -2.5810e+00
733 +3.637003690e+04 +3.637003690e+04 +3.640593690e+04 +3.640593690e+04 +6.6076e+00 +6.4452e+00 +7.2821e+00 -1.7391e+00 -8.2568e-01 -8.3773e+00 +2.5030e+00 -7.1137e+00 +5.4990e+00 -5.0582e+00 -2.2929e+00 -4.9096e+00 -4.5680e+00 -2.8503e+00 +4.1205e-01 -4.4445e+00 +1.0185e+00 +1.8518e+01 -1.5430e+00 -9.0752e+00
808 +1.337833321e+04 +1.337833321e+04 +1.341423321e+04 +1.341423321e+04 +3.0949e+00 +3.5719e+00 +7.0878e+00 +2.5217e+00 -2.0259e+00 -8.5531e+00 -8.8707e-02 -4.2248e+00 +2.1178e+00 -2.2272e+00 -4.9691e+00 -2.3220e+00 -6.1730e+00 -5.0724e+00 -4.0947e-01 -6.8386e+00 +5.5622e-01 +1.0721e+01 -3.7397e+00 -1.0210e+01
837 +8.395199488e+03 +8.395199488e+03 +8.431099488e+03 +8.431099488e+03 +5.5159e+00 +5.3057e+00 +4.8337e+00 +6.7858e+00 -3.7335e+00 -7.1319e+00 -6.7959e-02 -7.0373e+00 +1.4134e+00 -1.5533e+00 -2.3444e+00 -2.8318e+00 -2.8217e+00 -2.4469e+00 +1.3256e-01 -4.3703e+00 +1.6630e-01 +1.4903e+01 -5.4888e+00 -1.0112e+01
