% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.719287315e+09 +2.719287315e+09 +2.719286694e+09 +2.719286694e+09 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +5.229144173e+08 +5.229144173e+08 +5.229137962e+08 +5.229137962e+08 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
16 +3.770496960e+08 +3.770496960e+08 +3.770490749e+08 +3.770490749e+08 -9.4294e-01 +1.6023e+00 +6.7829e-01 -4.4242e+00 +1.4583e+00 +4.8782e-01 +4.1594e+00 -1.2442e+00 +4.8616e+00 -1.8070e+00 +1.0494e+00 -2.8701e+00 +4.7808e+00 +4.4182e+00 +4.0495e+00 -4.3032e-01 -3.8793e+00 +3.8015e+00 -4.0710e+00 +1.6093e+00
61 +2.228461208e+08 +2.228461208e+08 +2.228454997e+08 +2.228454997e+08 +2.4620e+00 +2.9931e+00 -4.2438e+00 -3.9146e+00 -6.5763e-01 -2.8444e+00 +4.1106e+00 +4.8795e+00 +5.0000e+00 -5.0000e+00 +2.8840e-02 +2.7836e+00 -2.2520e+00 +1.0345e+00 +3.6863e+00 -5.0000e+00 +4.3965e+00 +4.1989e+00 -4.2445e+00 +9.3982e-01
69 +1.227085819e+08 +1.227085819e+08 +1.227079608e+08 +1.227079608e+08 -1.7649e+00 +7.6216e-01 +2.7724e+00 -1.7466e+00 -1.2962e+00 -3.1768e-01 -7.1813e-03 +5.0000e+00 +4.5106e+00 -2.7281e+00 -1.3893e+00 +7.6197e-01 +2.4070e+00 +2.7339e+00 +4.7659e+00 -5.0000e+00 +3.9745e+00 +3.1520e+00 +1.0627e+00 -1.5048e+00
194 +9.189961963e+07 +9.189961963e+07 +9.189899852e+07 +9.189899852e+07 -1.6663e+00 -1.0266e-01 +5.2741e-02 -1.0962e+00 -2.1273e+00 -1.6352e+00 +1.8384e+00 +2.8712e+00 +1.7535e+00 +1.3152e+00 -3.2292e+00 +1.4762e+00 +2.0208e+00 +3.0981e+00 +3.3517e+00 +0.0000e+00 +6.6996e-01 +1.8864e+00 +3.1953e+00 +8.3294e-01
292 +6.239254807e+07 +6.239254807e+07 +6.239192696e+07 +6.239192696e+07 -3.6901e-01 +4.2466e+00 +2.6978e+00 -5.0000e+00 -3.4833e-01 -1.3381e-01 +1.0890e+00 +8.8690e-01 +2.5053e+00 +0.0000e+00 -2.1134e+00 -5.4184e-01 +0.0000e+00 +2.2008e+00 +2.2586e+00 -1.5885e+00 +2.1776e+00 +1.9660e-01 +1.2187e+00 -4.0347e-01
520 +2.189985236e+07 +2.189985236e+07 +2.189923125e+07 +2.189923125e+07 -5.4100e-01 +3.5010e+00 +2.0020e-01 -5.0000e+00 -2.7242e-01 -2.2430e+00 +2.4169e+00 +8.4314e-01 +3.0703e+00 +8.8771e-01 -6.3839e-01 +1.8218e+00 +2.3780e+00 +2.0586e+00 +1.7265e+00 -3.0565e+00 -5.9651e-01 +2.1562e+00 +1.9568e+00 -4.2747e-02
766 +1.540803729e+07 +1.540803729e+07 +1.540741618e+07 +1.540741618e+07 -1.4279e+00 +3.9750e+00 +5.8597e-01 -4.3668e+00 +1.2954e-01 -1.8617e+00 +1.6981e-01 +4.0766e-01 +2.8803e+00 +8.3680e-01 -8.8650e-01 +2.6793e+00 +2.2620e+00 +9.8648e-01 +2.3551e+00 -2.7899e+00 +1.9540e+00 +2.8450e+00 +6.0624e-01 -2.7314e-01
1208 +8.286373650e+06 +8.286373650e+06 +8.285752540e+06 +8.285752540e+06 -2.2377e+00 +4.3730e+00 +7.7603e-01 -4.4899e+00 +7.4455e-01 -2.2942e+00 +9.7492e-01 +7.9847e-01 +2.4018e+00 -6.0952e-02 +1.1648e+00 +2.3637e+00 +3.4315e+00 +8.4553e-01 +2.7067e+00 -2.8246e+00 +2.0915e+00 +1.4593e+00 -1.0754e+00 -5.4262e-02
1815 +4.961964894e+06 +4.961964894e+06 +4.961343784e+06 +4.961343784e+06 -1.3088e+00 +4.1318e+00 -5.5790e-01 -4.4301e+00 +2.7841e-01 -2.3740e+00 +5.7789e-01 +4.6773e-01 +2.0213e+00 +5.3086e-01 +1.3724e+00 +2.3858e+00 +3.5943e+00 +7.4887e-01 +3.7364e+00 -2.7220e+00 +1.8085e+00 +1.1972e+00 -9.2668e-01 +3.8808e-01
2115 +3.588388310e+06 +3.588388310e+06 +3.587767200e+06 +3.587767200e+06 -1.3567e+00 +4.0871e+00 -7.4331e-02 -4.6136e+00 +2.4040e-01 -2.3185e+00 +2.9250e-01 +3.9624e-01 +1.2489e+00 +3.7851e-01 +7.7531e-01 +2.7455e+00 +3.8694e+00 +7.2166e-01 +3.7649e+00 -2.6596e+00 +2.1013e+00 +1.0824e+00 -9.8301e-01 -7.4565e-02
2622 +2.453294468e+06 +2.453294468e+06 +2.452673358e+06 +2.452673358e+06 -1.4002e+00 +3.7670e+00 -3.6362e-01 -4.7446e+00 +4.0704e-01 -2.1528e+00 +3.9338e-01 -2.6282e-02 +1.5564e+00 +1.2009e-01 +8.4715e-01 +2.6572e+00 +3.8809e+00 +1.0018e+00 +4.0798e+00 -2.0428e+00 +1.8936e+00 +9.4554e-01 -1.8516e+00 -4.0154e-02
2853 +1.573833057e+06 +1.573833057e+06 +1.573211947e+06 +1.573211947e+06 -1.8078e+00 +3.6914e+00 -4.0633e-01 -4.6583e+00 +2.8349e-01 -2.2790e+00 +3.4348e-01 +1.7213e-02 +1.5291e+00 +1.3294e-01 +1.0098e+00 +2.6640e+00 +3.8511e+00 +6.9833e-01 +3.6404e+00 -2.0578e+00 +1.7809e+00 +9.4298e-01 -1.5797e+00 +5.0752e-02
3322 +9.993916702e+05 +9.993916702e+05 +9.987705602e+05 +9.987705602e+05 -1.7475e+00 +3.8336e+00 -4.3786e-01 -4.6429e+00 +2.2233e-01 -2.2305e+00 +5.0395e-01 -3.3056e-01 +1.3073e+00 +1.3452e-01 +9.3235e-01 +2.6594e+00 +3.7343e+00 +8.4999e-01 +3.6255e+00 -2.0976e+00 +2.0426e+00 +1.2193e+00 -1.2308e+00 -1.9968e-02
4040 +4.579676345e+05 +4.579676345e+05 +4.573465245e+05 +4.573465245e+05 -1.8712e+00 +3.5872e+00 -4.7247e-01 -4.7940e+00 +3.2147e-01 -2.5189e+00 +3.7542e-01 -6.8601e-01 +1.2956e+00 -1.0511e-01 +8.8462e-01 +2.4832e+00 +3.8066e+00 +9.9771e-01 +3.3139e+00 -2.1512e+00 +2.1200e+00 +1.6107e+00 -1.0647e+00 +1.0788e-01
4178 +3.235761437e+05 +3.235761437e+05 +3.229550337e+05 +3.229550337e+05 -1.7965e+00 +3.5326e+00 -4.6273e-01 -4.8104e+00 +2.8586e-01 -2.5693e+00 +3.8084e-01 -6.8279e-01 +1.2957e+00 -1.3293e-01 +8.8238e-01 +2.4965e+00 +3.8113e+00 +1.0047e+00 +3.3364e+00 -2.1454e+00 +1.7308e+00 +1.4820e+00 -1.0721e+00 +3.0025e-02
4806 +2.356856385e+05 +2.356856385e+05 +2.350645285e+05 +2.350645285e+05 -1.6501e+00 +3.6127e+00 -3.6885e-01 -4.8217e+00 +3.5067e-01 -2.2935e+00 +2.9797e-01 -9.0929e-01 +1.3663e+00 -2.3182e-01 +1.1469e+00 +2.4048e+00 +3.7980e+00 +9.2305e-01 +3.2975e+00 -2.0911e+00 +1.7941e+00 +1.3841e+00 -1.0030e+00 +1.5074e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
