% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.492917051e+05 +8.492917051e+05 +8.493679751e+05 +8.493679751e+05 +6.7435e-01 -1.5548e+00 -4.7842e+00 +4.9610e+00 -4.7703e+00 +1.7733e+00 -4.4333e+00 +3.6633e-01 -3.1366e+00 +1.9883e+00 -3.6875e+00 -3.0187e+00 -2.1850e+00 +3.5900e+00 -1.9097e+00 +3.3853e+00 -4.9812e+00 -3.1307e+00 -3.1129e+00 +9.9504e-01
2 +1.383371566e+05 +1.383371566e+05 +1.384134266e+05 +1.384134266e+05 -3.4144e+00 -4.2466e+00 +6.6185e-01 +4.9818e+00 -4.6609e+00 -2.0966e+00 -3.6986e+00 -4.0657e+00 +4.4879e+00 -4.0633e+00 -6.7150e-01 +4.5785e+00 -2.0132e+00 -4.8255e+00 +1.6270e-03 +1.7028e+00 -1.9365e+00 -4.8482e+00 +2.9845e+00 +2.3024e+00
26 +3.510326557e+04 +3.510326557e+04 +3.517953557e+04 +3.517953557e+04 +2.1450e+00 +3.6119e+00 +4.6601e+00 -3.2427e+00 +4.3990e+00 -3.3813e-01 +1.9424e+00 -4.5487e+00 -1.0556e+00 -2.7207e-01 -5.3438e-01 +2.4085e+00 +3.0598e+00 +1.5384e+00 -1.5310e+00 +4.1641e+00 +3.7539e+00 -2.3554e+00 +2.7454e+00 +3.4592e+00
36 +1.998940893e+04 +1.998940893e+04 +2.006567893e+04 +2.006567893e+04 -1.1707e-01 +1.5628e+00 -1.5809e+00 -4.0082e+00 +3.3818e+00 -3.1695e+00 -2.4281e+00 +4.5774e+00 +1.3903e+00 -3.1957e+00 +4.1901e+00 +2.6180e+00 -3.5140e+00 -1.6890e+00 -3.5206e+00 -1.2444e+00 -3.9802e+00 -5.8731e-02 -3.3027e+00 -3.2602e+00
43 +4.462629112e+03 +4.462629112e+03 +4.538899112e+03 +4.538899112e+03 -3.3399e-01 -4.6072e+00 +4.8972e+00 -4.7729e+00 +4.1259e+00 +1.5321e+00 -2.4105e+00 -4.8421e-01 +4.9816e+00 -3.7130e+00 +4.1920e+00 +1.7189e+00 -4.5347e+00 +1.3858e+00 +1.4984e+00 -4.9536e+00 +3.9175e+00 -3.5492e+00 -4.3595e+00 -1.9686e+00
73 +3.924885465e+03 +3.924885465e+03 +4.001155465e+03 +4.001155465e+03 +3.4467e+00 +1.4101e+00 -7.2442e-01 -8.0729e-01 +3.5737e+00 +4.8204e+00 +3.6388e+00 -2.9443e+00 -4.3284e+00 -1.5512e+00 +4.6672e+00 -4.8807e-01 -9.6468e-01 -3.3392e-01 -4.2548e+00 +8.8075e-01 -1.9301e+00 +3.6527e+00 +2.1776e+00 -1.9231e-01
123 +1.575450828e+03 +1.575450828e+03 +1.651720828e+03 +1.651720828e+03 -5.1316e-01 +4.8789e-01 -4.7842e+00 -5.2357e+00 -4.7703e+00 +8.1572e+00 +2.8207e+00 +3.6633e-01 -6.9985e+00 -7.7083e-01 -3.6875e+00 -3.0187e+00 -2.1850e+00 +3.5900e+00 -6.0471e+00 +3.3853e+00 -4.9812e+00 +2.0832e+00 -3.5912e-01 -6.3990e+00
177 +6.491700762e+02 +6.491700762e+02 +7.254400762e+02 +7.254400762e+02 +9.5106e-01 +4.9956e+00 -1.3726e-01 -3.3019e+00 -6.0675e-01 +9.6363e+00 +1.7160e+00 -4.8380e+00 +1.0084e+00 +4.0063e-01 +5.4590e+00 -4.3892e+00 -2.0698e+00 +3.4400e+00 -4.1282e+00 +8.7969e-01 -3.5480e+00 +7.2656e-01 +3.0298e+00 -2.6792e-01
226 +5.201057749e+02 +5.201057749e+02 +5.963757749e+02 +5.963757749e+02 +3.8436e+00 +7.4420e+00 +6.7362e-01 -2.5333e+00 +3.9392e+00 +4.0827e+00 +1.5353e+00 -2.0154e+00 +4.1371e+00 +1.4078e+00 +3.2546e+00 -5.5800e-01 -4.1568e+00 +2.2077e+00 -1.7419e+00 +3.5919e+00 -9.4085e-02 -4.5372e+00 +1.6405e+00 +4.2206e+00
784 +3.741597490e+02 +3.741597490e+02 +4.504297490e+02 +4.504297490e+02 +3.8433e+00 +2.4381e+00 -2.2409e+00 +3.3168e-01 +2.7002e+00 +1.0928e-01 +5.9933e+00 +2.1528e+00 +2.1634e+00 +4.5304e+00 +3.8489e+00 +6.9415e-02 -4.4450e+00 -1.4683e+00 +1.9063e+00 +4.6884e+00 +4.6723e+00 -3.5001e+00 +8.6664e-01 +3.1831e+00
4960 +2.249609202e+02 +2.249609202e+02 +3.012309202e+02 +3.012309202e+02 -2.3673e+00 -6.9492e+00 -8.1500e-01 -3.8951e-01 +2.4446e+00 -1.0225e+00 +3.5114e+00 +4.8803e+00 -4.2785e+00 +3.0516e+00 -2.1437e+00 -3.0025e+00 -2.9113e+00 +3.2227e+00 +3.8081e+00 +2.1759e+00 +1.1076e+00 -1.5748e+00 +4.3725e+00 +6.0954e+00
101635 +1.582732412e+02 +1.582732412e+02 +2.345432412e+02 +2.345432412e+02 -1.2267e+00 -7.4912e+00 +1.6875e+00 -2.5252e+00 +9.9539e-01 -4.6047e+00 +2.3544e+00 +4.0924e+00 -2.1657e+00 +1.9796e-01 -9.6724e-01 -3.3117e+00 -3.6585e+00 +4.8182e+00 -2.7846e+00 -2.4214e+00 +1.7023e+00 +1.3959e-01 +2.0721e+00 +5.4491e+00
183227 +7.798717483e+01 +7.798717483e+01 +1.542571748e+02 +1.542571748e+02 +3.5351e+00 -3.4020e+00 -4.6650e+00 +4.3571e+00 -2.2431e+00 -1.6488e+00 -3.4489e-01 +1.3122e+00 -7.0249e-01 +4.4155e+00 +3.5998e+00 -1.6585e+00 -5.1634e+00 -1.4514e-01 +4.0208e-01 -1.0033e+00 +9.4916e-01 -2.5725e+00 +1.2977e+00 -2.6539e+00
459552 +5.895601716e+01 +5.895601716e+01 +1.352260172e+02 +1.352260172e+02 -5.6835e-01 -5.6005e+00 -2.1727e-01 +4.2146e+00 -1.1954e+00 -5.2242e+00 -8.6471e-01 +1.0604e+00 -8.3454e-01 +9.7298e-01 +2.3694e+00 -1.0796e+00 +2.5582e-02 +2.7725e+00 -2.5655e+00 +9.0847e-01 -1.0950e+00 -3.7641e+00 +1.2695e+00 -3.6441e+00
535902 +3.566217924e+01 +3.566217924e+01 +1.119321792e+02 +1.119321792e+02 -5.6835e-01 -5.6005e+00 -1.1197e-01 +3.6031e-01 -2.0014e+00 -5.2242e+00 -8.6471e-01 +1.0604e+00 -8.3454e-01 +1.3110e+00 +1.8706e+00 -1.0796e+00 -2.3146e+00 +2.7725e+00 -2.9928e+00 -5.1417e-01 -1.2075e+00 -3.7641e+00 +1.2695e+00 -3.6441e+00
714837 +2.093147023e+01 +2.093147023e+01 +9.720147023e+01 +9.720147023e+01 -7.6040e-01 -4.2486e+00 -1.2672e+00 +9.5269e-01 -1.2527e+00 -2.6069e+00 +7.5906e-01 +1.6162e+00 +4.1972e-01 +3.7146e+00 +1.1842e+00 -1.2013e+00 -3.2300e+00 +2.8015e+00 -1.2794e-02 -1.1006e+00 +3.2692e-01 -4.7156e+00 -6.0439e-01 -2.2991e+00
843811 +1.573292504e+01 +1.573292504e+01 +9.200292504e+01 +9.200292504e+01 -2.5580e-01 -3.2574e+00 -2.8829e-01 +2.7866e-01 -2.4737e+00 -1.6551e+00 -3.3391e-01 -5.1611e-01 -7.8982e-01 +4.2324e+00 +1.4709e+00 -1.3715e+00 -2.6038e+00 +3.8934e+00 -2.5152e+00 -9.0710e-01 +1.8371e+00 -1.9127e+00 -2.0983e-01 -2.5244e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.275706392e+06 +7.275706392e+06 +7.275683842e+06 +7.275683842e+06 -3.6042e+00 +2.9349e+00 -4.5960e+00 -3.3208e-01 -4.2625e+00 -4.7152e-01 +2.9149e+00 -3.7435e+00 -4.9632e+00 +3.9667e+00 +2.4076e+00 -4.5596e+00 -3.7393e+00 -2.9181e+00 -3.9893e+00 -1.2691e+00 +3.7456e-01 -1.0039e+00 -3.0167e+00 -2.0475e+00
3 +1.060269123e+05 +1.060269123e+05 +1.060043623e+05 +1.060043623e+05 -1.5737e+00 -2.5158e+00 -7.3004e-02 +1.8749e+00 -4.4086e+00 +4.6936e+00 -1.3744e+00 +1.3188e-01 +8.1860e-01 +3.7826e+00 +2.8248e+00 -1.0610e+00 +3.9291e+00 +3.7365e+00 -4.6268e+00 -4.8553e+00 +2.7985e+00 -4.3265e+00 -3.1458e+00 -3.4983e+00
25 +3.848483457e+03 +3.848483457e+03 +3.825933457e+03 +3.825933457e+03 -1.6975e+00 +4.1495e+00 -1.5582e+00 -2.1620e+00 -1.4095e+00 +3.2034e+00 +2.3531e+00 -1.5935e+00 +7.7230e-01 -4.8332e+00 +2.8022e+00 +2.4604e+00 -4.7809e+00 -5.2667e-01 -4.5085e+00 +4.7573e-01 +2.6631e+00 +4.5874e+00 +3.0313e+00 +1.7986e+00
82 +1.183133720e+03 +1.183133720e+03 +1.160583720e+03 +1.160583720e+03 +4.6126e+00 -1.0516e+00 +2.4639e+00 +1.3799e+00 +3.7800e+00 +5.4341e-01 -3.8851e-01 -2.1436e+00 +4.3059e+00 +2.9902e+00 -4.9048e+00 -4.7863e+00 +2.8505e+00 -3.9919e+00 +2.3283e+00 +6.3801e-01 -2.1862e-01 +2.2601e+00 -2.9429e+00 +1.0472e+00
326 +5.336028834e+02 +5.336028834e+02 +5.110528834e+02 +5.110528834e+02 +5.3355e+00 -1.2251e+00 +7.7146e+00 -1.0556e+00 +4.1608e+00 -9.3497e-02 +1.1306e+00 -2.4244e+00 +2.5552e+00 +4.1180e+00 -8.3123e+00 -5.0031e+00 +1.5479e+00 +1.7363e+00 -5.4269e-01 +3.2322e+00 -7.0937e-02 +3.3034e+00 -1.1536e+00 -1.6818e+00
2476 +3.856482857e+02 +3.856482857e+02 +3.630982857e+02 +3.630982857e+02 +5.3741e+00 -7.3711e-01 -1.2849e+00 -1.4943e-01 -2.8990e+00 +1.2684e+00 -2.3258e+00 -1.9957e-01 +2.8684e+00 -2.6825e+00 -7.8652e+00 -1.4066e+00 +2.9411e+00 +2.9369e+00 -4.3846e+00 +9.0065e-01 -2.6746e+00 +3.8566e+00 -5.1527e-03 -3.0537e+00
106003 +2.027732460e+02 +2.027732460e+02 +1.802232460e+02 +1.802232460e+02 +6.7544e-01 +4.6634e+00 -2.1434e-01 -3.1694e+00 +2.7456e+00 +4.2113e-01 +4.7776e+00 -7.0112e+00 +6.4778e+00 +3.7847e+00 +5.4847e+00 +2.9822e+00 +3.8706e+00 -2.8695e+00 -3.1075e+00 +9.7551e-01 +5.2979e+00 +4.8292e-01 -6.4286e-01 +2.9601e+00
190121 +1.582224276e+02 +1.582224276e+02 +1.356724276e+02 +1.356724276e+02 +3.1417e+00 +4.1035e+00 -3.2353e+00 -7.9717e-01 -2.9035e-01 -1.6875e+00 -9.9442e-02 -2.8402e+00 +9.3405e+00 -3.2529e-02 -2.2454e+00 +4.2153e+00 +7.0672e+00 +1.9747e+00 -3.3019e+00 +4.5758e+00 +3.0545e+00 -4.5714e+00 -9.7247e-02 +7.5767e-01
