% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.617611055e+02 +4.617611055e+02 +4.525511055e+02 +4.525511055e+02 -2.9153e+00 +1.3029e+00 -2.2210e-01 +3.8901e+00 +4.7742e+00 -2.0068e+00 +1.2601e+00 -3.4503e+00 -4.2295e+00 +5.1161e-01 +8.4424e-01 +2.0543e+00 -1.5763e+00 -4.2667e+00 -4.9099e+00 +4.0118e+00 -4.8504e+00 +2.7136e+00 -3.1526e+00 -1.6383e+00
5 +3.640388515e+02 +3.640388515e+02 +3.548288515e+02 +3.548288515e+02 -3.1439e+00 +1.6171e+00 -6.6843e-01 -2.0012e+00 -3.6866e+00 -1.6752e+00 +1.4830e+00 +2.6978e+00 +3.1486e+00 -2.8381e+00 +4.2880e-01 +3.8315e+00 +3.1224e+00 -2.5189e+00 -4.8605e+00 -3.1839e+00 -3.8497e+00 -3.6498e+00 -1.5912e+00 +2.1214e+00
101 +2.393533944e+02 +2.393533944e+02 +2.301433944e+02 +2.301433944e+02 -1.3251e+00 +1.6281e+00 -2.9814e+00 +1.2817e+00 -3.1295e+00 -7.5393e+00 +4.3863e+00 +1.0065e-01 -4.0743e+00 +2.0056e+00 -4.7462e+00 -2.8722e+00 +2.2066e+00 -4.4383e+00 -4.4978e+00 -7.6559e+00 +1.4906e+00 +4.9758e+00 -1.5202e+00 +4.4459e+00
274 +1.384579086e+02 +1.384579086e+02 +1.292479086e+02 +1.292479086e+02 -3.1439e+00 -1.1683e-01 -7.1730e+00 +2.0433e+00 +2.3093e-01 +2.5603e+00 +1.4830e+00 +1.1732e+01 +3.1486e+00 -2.8381e+00 +4.2880e-01 -5.9507e+00 +5.5405e+00 +6.0720e+00 -3.2837e+00 -5.5201e+00 +2.5798e+00 +5.2298e+00 -6.3198e+00 +2.1214e+00
423 +7.280225773e+01 +7.280225773e+01 +6.359225773e+01 +6.359225773e+01 -5.1914e-02 +6.7929e+00 -7.4343e+00 +3.6564e+00 -1.1521e+01 +6.1577e+00 +5.1652e+00 +1.8632e+01 +9.2108e+00 -6.8570e+00 -8.4697e+00 -7.7628e+00 +7.9051e+00 +6.1662e+00 -3.2370e+00 -5.9588e-01 +8.2655e+00 +5.4018e+00 -6.3167e+00 +3.6768e+00
548 +5.465548203e+01 +5.465548203e+01 +4.544548203e+01 +4.544548203e+01 -6.4251e+00 +6.8558e+00 -1.0304e+00 +8.2595e+00 -8.6467e-01 +4.6663e+00 +6.3522e+00 +2.2218e+01 +2.2680e+00 -8.0588e+00 -6.3438e+00 -8.9931e+00 +1.2540e+01 +1.6626e+01 -5.4555e+00 -6.5879e+00 +3.5944e+00 +3.5671e+00 -7.6901e+00 +5.8685e+00
602 +3.808771380e+01 +3.808771380e+01 +2.887771380e+01 +2.887771380e+01 -6.4251e+00 +2.7923e+00 -1.0304e+00 +8.2595e+00 -8.6467e-01 +1.4908e+01 +8.7156e+00 +2.2218e+01 +1.7002e+01 -8.0588e+00 -6.3438e+00 -8.9931e+00 +9.7826e+00 +1.6626e+01 -5.4555e+00 -9.2904e+00 +3.5944e+00 +1.4717e+01 -7.9650e+00 +5.8685e+00
816 +9.780956773e+00 +9.780956773e+00 +5.709567735e-01 +5.709567735e-01 -4.7810e+00 +9.0657e+00 +7.0936e+00 +1.3442e+01 -1.1521e+01 +9.6259e+00 +7.7477e+00 +1.3795e+01 +1.7635e+01 -6.8570e+00 -1.4825e+01 -7.7628e+00 +1.3100e+01 +1.2365e+01 -1.0141e+01 -5.0028e+00 +1.7383e+01 +5.4018e+00 -1.2339e+01 +5.3915e+00
1301 +4.432170254e+00 +4.432170254e+00 -4.777829746e+00 -4.777829746e+00 +1.9700e+01 +3.8146e+00 +2.6351e+01 +3.0502e+01 -1.1669e+01 +5.4536e+00 +3.5047e+00 +2.2310e+01 +1.3984e+01 -1.6031e+01 -7.6444e+00 -2.2426e+01 +6.3118e+00 +1.7301e+01 -1.7348e+01 -2.1984e+01 +6.5117e+00 +1.3760e+01 -1.3163e+01 +6.9449e+00
1406 +2.131628207e-14 +2.131628207e-14 -9.210000000e+00 -9.210000000e+00 +1.7692e+01 +9.5980e+00 +5.3956e+00 +5.6873e+01 -8.9048e+00 +6.0514e+00 +1.3288e+01 +1.1770e+01 +2.7212e+01 -1.4102e+01 -2.6895e+01 -2.6002e+01 +1.1971e+01 +2.2904e+01 -1.6872e+01 -1.5216e+01 +5.7113e+00 +1.4402e+01 -7.8141e+00 +9.9295e+00
