% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.117042247e+03 +2.117042247e+03 +2.147012247e+03 +2.147012247e+03 +2.1249e+00 +2.6116e+00 +3.7943e+00 +2.7952e+00 +1.4298e+00
6 +1.413148794e+03 +1.413148794e+03 +1.443118794e+03 +1.443118794e+03 -4.3799e+00 +1.8557e+00 -3.2545e+00 -3.6284e+00 -4.2200e+00
14 +3.124585047e+02 +3.124585047e+02 +3.424285047e+02 +3.424285047e+02 +1.5149e+00 -2.7586e+00 -4.6473e+00 -1.8341e+00 +1.4965e+00
244 +2.239760470e+02 +2.239760470e+02 +2.539460470e+02 +2.539460470e+02 +5.8372e-01 -3.6088e+00 -4.2959e+00 -1.5974e+00 +2.5973e+00
277 +1.479433465e+02 +1.479433465e+02 +1.779133465e+02 +1.779133465e+02 +1.5787e+00 -1.9332e+00 -3.3893e+00 -2.1836e+00 +1.9100e+00
793 +7.956365598e+01 +7.956365598e+01 +1.095336560e+02 +1.095336560e+02 +5.8223e-01 -1.9662e+00 -3.8064e+00 -2.1145e+00 +2.7791e+00
2164 +4.785354247e+01 +4.785354247e+01 +7.782354247e+01 +7.782354247e+01 +8.7212e-01 -1.8371e+00 -3.5520e+00 -2.1851e+00 +2.7860e+00
2959 +3.510310765e+01 +3.510310765e+01 +6.507310765e+01 +6.507310765e+01 +9.5978e-01 -2.4082e+00 -3.8542e+00 -2.1024e+00 +2.9070e+00
4141 +2.186200392e+01 +2.186200392e+01 +5.183200392e+01 +5.183200392e+01 +9.5889e-01 -2.1294e+00 -3.7901e+00 -2.0532e+00 +2.8933e+00
5833 +1.312097269e+01 +1.312097269e+01 +4.309097269e+01 +4.309097269e+01 +1.0216e+00 -2.2686e+00 -3.7826e+00 -2.0062e+00 +2.8940e+00
6435 +9.527166046e+00 +9.527166046e+00 +3.949716605e+01 +3.949716605e+01 +1.0467e+00 -2.1755e+00 -3.7909e+00 -1.9959e+00 +2.8768e+00
7299 +5.396572124e+00 +5.396572124e+00 +3.536657212e+01 +3.536657212e+01 +1.0264e+00 -2.1427e+00 -3.7798e+00 -1.9662e+00 +2.9423e+00
8468 +3.964879279e+00 +3.964879279e+00 +3.393487928e+01 +3.393487928e+01 +1.0565e+00 -2.1381e+00 -3.7767e+00 -1.9725e+00 +2.9415e+00
12210 +2.180712782e+00 +2.180712782e+00 +3.215071278e+01 +3.215071278e+01 +1.0482e+00 -2.1624e+00 -3.7818e+00 -1.9773e+00 +2.9437e+00
14610 +1.266306358e+00 +1.266306358e+00 +3.123630636e+01 +3.123630636e+01 +1.0508e+00 -2.1623e+00 -3.7761e+00 -1.9825e+00 +2.9291e+00
17810 +9.513945110e-01 +9.513945110e-01 +3.092139451e+01 +3.092139451e+01 +1.0459e+00 -2.1550e+00 -3.7747e+00 -1.9817e+00 +2.9352e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.116434579e+02 +5.116434579e+02 +4.599334579e+02 +4.599334579e+02 +2.0952e-01 +3.3611e+00 -4.2147e+00 -1.7562e+00 +3.2527e+00
280 +3.245409207e+02 +3.245409207e+02 +2.728309207e+02 +2.728309207e+02 +3.9273e+00 +5.0000e+00 -7.8378e-01 -3.4044e+00 -1.1974e+00
571 +2.345374135e+02 +2.345374135e+02 +1.828274135e+02 +1.828274135e+02 +2.9755e+00 +5.0000e+00 -3.5184e+00 -2.8174e+00 -1.3557e-01
672 +1.536186732e+02 +1.536186732e+02 +1.019086732e+02 +1.019086732e+02 +3.3473e+00 +5.0000e+00 -2.8327e+00 -4.1036e+00 -7.9706e-01
1523 +9.916151829e+01 +9.916151829e+01 +4.745151829e+01 +4.745151829e+01 +3.2452e+00 +5.0000e+00 -2.4112e+00 -3.9474e+00 -3.8454e-01
3014 +5.572332618e+01 +5.572332618e+01 +4.013326182e+00 +4.013326182e+00 +3.5082e+00 +5.0000e+00 -2.2472e+00 -3.5476e+00 -7.3465e-01
6420 +3.972573320e+01 +3.972573320e+01 -1.198426680e+01 -1.198426680e+01 +3.3812e+00 +4.8191e+00 -2.3157e+00 -3.6723e+00 -6.2638e-01
13381 +2.424442580e+01 +2.424442580e+01 -2.746557420e+01 -2.746557420e+01 +3.2600e+00 +4.5820e+00 -2.5041e+00 -3.6467e+00 -3.4955e-01
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.846236456e+03 +2.846236456e+03 +2.566286456e+03 +2.566286456e+03 -1.3792e+00 +4.2993e+00 +1.9759e+00 +5.4940e-01 +3.8791e+00
2 +1.199162323e+03 +1.199162323e+03 +9.192123232e+02 +9.192123232e+02 -3.6556e+00 -2.9135e+00 -2.7232e+00 +1.2283e-01 +2.0345e+00
7 +4.005343754e+02 +4.005343754e+02 +1.205843754e+02 +1.205843754e+02 -3.0518e+00 -3.8880e+00 +3.7183e+00 +5.6560e-01 -4.2702e-01
