% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.184648597e+03 +3.184648597e+03 +3.214618597e+03 +3.214618597e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
47 +1.647177363e+03 +1.647177363e+03 +1.677147363e+03 +1.677147363e+03 +2.0947e+00 -2.1559e+00 +1.0720e+00 +3.4387e+00 -9.9926e-01 +1.7395e+00 -4.1104e+00 -1.5824e+00 -5.0358e-01 +2.6655e+00 +1.3819e+00 -2.4933e+00 +3.3303e+00 +1.1591e+00 -2.9724e+00 +2.6755e+00 -1.9337e+00 -3.3704e+00 +2.1480e+00 -1.5276e+00
158 +1.529183814e+03 +1.529183814e+03 +1.559153814e+03 +1.559153814e+03 +0.0000e+00 -3.6281e+00 +2.5659e-01 +3.1303e-01 +4.5243e-01 +1.2282e+00 -4.4220e+00 -5.6677e-02 -1.0824e+00 +4.1253e+00 +9.8332e-01 -3.5728e+00 +4.2859e+00 +1.4236e+00 -3.3006e+00 +2.4549e+00 -3.3000e+00 -4.4073e+00 +2.1220e+00 -7.0197e-01
509 +9.650155057e+02 +9.650155057e+02 +9.949855057e+02 +9.949855057e+02 +2.2332e+00 -1.7533e+00 -1.1213e+00 -1.6865e-01 +1.1926e+00 +2.1174e+00 -4.4183e+00 -1.2195e+00 +1.0025e+00 +1.3508e+00 +2.8626e+00 -2.8893e+00 +4.8169e+00 +2.6591e+00 -2.9901e+00 +4.1871e+00 -3.1132e+00 -2.8304e+00 +2.0385e+00 -2.1936e+00
937 +5.983703496e+02 +5.983703496e+02 +6.283403496e+02 +6.283403496e+02 +1.0981e+00 -2.3877e-01 -1.4059e+00 -1.6799e+00 +2.5372e+00 +3.7746e+00 -5.0000e+00 -2.9657e+00 +7.0372e-01 -9.6937e-01 +1.7903e+00 -2.4527e+00 +4.3662e+00 +1.4142e+00 -2.0824e+00 +2.8024e+00 -1.9575e+00 -1.7982e+00 +1.6692e+00 -2.4537e+00
1855 +3.900832290e+02 +3.900832290e+02 +4.200532290e+02 +4.200532290e+02 +9.4117e-01 -9.2069e-01 -3.5559e+00 -1.5085e+00 +2.9096e+00 +3.4277e+00 -4.8500e+00 -3.0123e+00 +1.0634e+00 -8.3834e-01 +1.0899e+00 -1.8449e+00 +3.7563e+00 +1.9021e+00 -1.1177e+00 +3.7433e+00 -2.6000e+00 -2.4351e+00 +1.9351e+00 -3.1768e+00
2967 +2.468760663e+02 +2.468760663e+02 +2.768460663e+02 +2.768460663e+02 +9.7521e-01 -1.2420e+00 -3.4455e+00 -1.9456e+00 +3.0646e+00 +3.5511e+00 -4.8318e+00 -2.5574e+00 +3.7235e-01 -1.6596e+00 +7.1882e-01 -1.7756e+00 +3.6474e+00 +2.1204e+00 -1.6651e+00 +2.6186e+00 -2.3906e+00 -1.0919e+00 +2.0247e+00 -3.0936e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.813390301e+03 +3.813390301e+03 +3.761680301e+03 +3.761680301e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
4 +2.459073008e+03 +2.459073008e+03 +2.407363008e+03 +2.407363008e+03 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
230 +1.532927746e+03 +1.532927746e+03 +1.481217746e+03 +1.481217746e+03 +4.0471e-02 -1.8977e+00 -4.6094e+00 -2.2726e+00 -8.4594e-02 +1.6449e+00 -1.6036e+00 +3.0992e+00 -4.0471e+00 +1.6958e+00 +1.3012e+00 +3.1689e+00 -1.7013e+00 +4.2759e+00 +1.1602e-01 +5.0000e+00 -4.5399e+00 +1.1519e+00 +1.1557e+00 +2.9094e+00
616 +9.940414710e+02 +9.940414710e+02 +9.423314710e+02 +9.423314710e+02 +4.2751e+00 -3.7382e-01 -4.9244e+00 -5.0000e+00 +2.3965e+00 +2.1808e+00 -4.5547e+00 +2.6250e+00 -3.2032e+00 +5.0071e-01 +3.9329e+00 +3.3466e+00 +2.7928e+00 +3.4075e+00 -1.4327e+00 +2.7049e+00 -5.0000e+00 +2.9872e+00 +3.3369e+00 +1.8583e-01
956 +6.268956238e+02 +6.268956238e+02 +5.751856238e+02 +5.751856238e+02 +3.0684e+00 +1.4561e+00 -3.7192e+00 -4.7582e+00 +1.2081e+00 +2.7949e+00 -4.1159e+00 +2.2325e+00 -3.3528e+00 +1.0551e+00 +4.7655e+00 +2.8478e+00 +2.2099e+00 +2.1073e+00 -2.9607e+00 +2.9602e+00 -4.9721e+00 +3.2652e+00 +3.3195e+00 +1.2550e+00
2226 +3.865690312e+02 +3.865690312e+02 +3.348590312e+02 +3.348590312e+02 +2.8153e+00 +1.6209e+00 -3.6673e+00 -4.8122e+00 +8.3113e-01 +2.7018e+00 -4.0539e+00 +2.3410e+00 -3.2546e+00 +7.2805e-01 +4.4895e+00 +2.2394e+00 +3.1452e+00 +1.1573e+00 -3.2797e+00 +3.3478e+00 -4.9455e+00 +3.8072e+00 +2.4617e+00 +3.0440e+00
3344 +2.431689688e+02 +2.431689688e+02 +1.914589688e+02 +1.914589688e+02 +2.4205e+00 +3.0829e+00 -3.3789e+00 -4.2493e+00 +7.9287e-01 +2.1648e+00 -3.6211e+00 +2.9393e+00 -3.8147e+00 +7.0430e-01 +3.7106e+00 +2.0964e+00 +3.3352e+00 +1.0903e+00 -3.5281e+00 +3.9757e+00 -4.8469e+00 +3.2252e+00 +1.6458e+00 +3.2055e+00
4144 +1.511606289e+02 +1.511606289e+02 +9.945062893e+01 +9.945062893e+01 +2.6980e+00 +3.2639e+00 -3.3524e+00 -4.1471e+00 +8.6760e-01 +2.1639e+00 -3.5150e+00 +2.9643e+00 -3.4626e+00 +2.0979e-01 +3.9807e+00 +2.1272e+00 +3.1837e+00 +7.1412e-01 -2.8888e+00 +3.6618e+00 -4.2187e+00 +3.5139e+00 +1.7998e+00 +3.3974e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.776590741e+03 +3.776590741e+03 +3.496640741e+03 +3.496640741e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
15 +2.509473981e+03 +2.509473981e+03 +2.229523981e+03 +2.229523981e+03 -3.2373e+00 +3.1797e+00 -3.8905e-01 +8.6918e-01 -2.6212e+00 -2.6559e+00 +4.4546e+00 -7.5111e-01 +2.8386e+00 +6.2049e-01 +1.0212e+00 -8.0567e-01 -2.5883e+00 -4.4731e+00 -4.5439e-01 -3.5857e+00 +3.5604e+00 +8.1594e-01 +1.1263e-01 -1.9365e+00
178 +1.449896513e+03 +1.449896513e+03 +1.169946513e+03 +1.169946513e+03 -1.0733e+00 -3.9877e-02 +4.8841e+00 +8.1961e-01 -1.4608e+00 -1.7130e+00 +0.0000e+00 +0.0000e+00 +4.1630e+00 -2.4610e+00 -3.0909e+00 +1.0635e-01 +1.1484e+00 -2.8851e-01 +2.7996e+00 +3.3752e+00 +4.5107e+00 +2.3513e+00 +1.2651e+00 +4.2253e-01
424 +9.852890269e+02 +9.852890269e+02 +7.053390269e+02 +7.053390269e+02 -9.0553e-01 -2.5038e+00 +3.8649e+00 +5.3029e-01 -4.0304e+00 -2.2608e+00 -1.5691e+00 +2.4812e+00 +4.5150e-01 -3.4352e+00 -1.2129e+00 -6.2500e-01 -1.3834e+00 -8.0667e-01 +1.3958e+00 +2.5895e+00 +3.4920e+00 +2.4373e+00 +2.6660e+00 +3.2511e+00
989 +6.213941246e+02 +6.213941246e+02 +3.414441246e+02 +3.414441246e+02 -3.0742e+00 -2.4846e+00 +3.6280e+00 -1.2687e+00 -5.0000e+00 -3.1637e+00 -1.1461e+00 +3.1905e-01 +2.5004e+00 -1.3675e+00 -1.3007e+00 +1.4914e+00 -3.0668e+00 -1.7381e+00 +1.8021e+00 +2.3540e+00 +1.8737e+00 +2.2820e+00 +1.1972e+00 +2.3349e+00
1918 +3.825219521e+02 +3.825219521e+02 +1.025719521e+02 +1.025719521e+02 -4.8317e+00 -3.6413e+00 +3.8320e+00 -1.0965e+00 -4.2990e+00 -2.5956e+00 -1.5055e+00 +2.5154e-02 +1.8432e+00 -3.4046e+00 -9.3453e-01 +1.6165e+00 -3.6219e+00 -2.1677e+00 +2.0285e+00 +2.5915e+00 +2.6859e+00 +2.1835e+00 +7.2008e-01 +2.9099e+00
3399 +2.438766430e+02 +2.438766430e+02 -3.607335698e+01 -3.607335698e+01 -3.9790e+00 -3.9593e+00 +3.2629e+00 -9.6669e-01 -4.0402e+00 -2.4562e+00 -1.4415e+00 +3.4686e-01 +1.9408e+00 -3.2987e+00 -1.8566e+00 +1.4055e+00 -4.0783e+00 -2.2118e+00 +1.7075e+00 +2.8684e+00 +2.3687e+00 +2.8749e+00 +1.2436e+00 +2.9546e+00
4356 +1.516073452e+02 +1.516073452e+02 -1.283426548e+02 -1.283426548e+02 -4.2243e+00 -4.4496e+00 +3.4247e+00 -1.1324e+00 -4.4017e+00 -2.5152e+00 -1.2872e+00 +2.6873e-01 +1.8976e+00 -3.4069e+00 -1.8995e+00 +1.3166e+00 -4.1312e+00 -1.9622e+00 +1.0976e+00 +3.0890e+00 +2.6577e+00 +2.3773e+00 +1.2980e+00 +2.6854e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.819934453e+03 +3.819934453e+03 +4.751924453e+03 +4.751924453e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
3 +2.331913382e+03 +2.331913382e+03 +3.263903382e+03 +3.263903382e+03 +1.0684e+00 -1.9724e+00 +1.5512e-01 -4.7281e+00 -1.8578e+00 -8.0142e-01 -2.3823e+00 -1.7104e+00 +3.0145e-02 +3.9481e+00 +3.1673e+00 -3.8692e+00 -1.6492e+00 -5.8415e-01 +1.5208e-01 +2.3740e+00 +4.2710e+00 -3.3385e+00 +4.9923e+00 +4.7760e+00
150 +1.491297179e+03 +1.491297179e+03 +2.423287179e+03 +2.423287179e+03 +1.2290e+00 +2.7969e-01 +5.0000e+00 +1.6940e+00 +4.8038e-01 -5.0000e+00 +1.7662e+00 -3.6862e+00 +6.1215e-02 +5.0000e+00 +4.1538e+00 -4.8327e+00 -1.9336e+00 -5.0000e+00 -1.5774e+00 +3.9346e+00 +0.0000e+00 -3.0795e+00 +5.0000e+00 +0.0000e+00
518 +8.704038175e+02 +8.704038175e+02 +1.802393817e+03 +1.802393817e+03 +1.2378e+00 +0.0000e+00 +2.5664e-01 -1.0400e+00 +4.5208e+00 -1.5284e+00 +1.5032e+00 -8.8085e-01 -1.7914e+00 +2.2786e+00 +2.6057e+00 -1.0606e-01 -1.2582e+00 -2.8577e+00 +3.8145e+00 +4.0286e+00 -1.6370e+00 -9.5691e-01 +6.1508e-01 -1.9707e+00
1514 +5.774481893e+02 +5.774481893e+02 +1.509438189e+03 +1.509438189e+03 +1.6124e+00 +2.2295e-01 +1.9609e+00 -1.3679e+00 +3.5067e+00 -2.0107e+00 +1.9121e+00 -3.2752e+00 -2.7663e-01 +2.3607e+00 +2.7592e+00 -6.6163e-01 -1.7813e-01 -1.4488e+00 +4.0190e+00 +3.1804e+00 -3.4241e-01 -1.2022e+00 +1.8045e+00 -5.7503e-01
2473 +3.957266181e+02 +3.957266181e+02 +1.327716618e+03 +1.327716618e+03 +9.9375e-01 +5.6968e-01 +3.5366e+00 -1.0995e+00 +2.7300e+00 -2.7664e+00 +2.0546e+00 -2.7148e+00 -1.5420e+00 +1.0661e+00 +3.2873e+00 -9.6657e-01 -2.0113e+00 -2.1244e+00 +3.8095e+00 +2.4211e+00 -6.3756e-01 -1.4700e+00 +1.9621e+00 -1.0007e+00
3973 +2.509333503e+02 +2.509333503e+02 +1.182923350e+03 +1.182923350e+03 +1.0459e+00 +7.6342e-01 +3.0452e+00 -5.2597e-01 +2.9296e+00 -2.5557e+00 +2.4665e+00 -3.8061e+00 -1.6981e+00 +2.6245e+00 +3.2951e+00 -9.4817e-01 -1.9216e+00 -2.3702e+00 +3.2187e+00 +2.6990e+00 -9.4045e-01 -1.6450e+00 +1.8458e+00 -8.0731e-01
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.321012768e+03 +3.321012768e+03 +3.434322768e+03 +3.434322768e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
4 +2.284090934e+03 +2.284090934e+03 +2.397400934e+03 +2.397400934e+03 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
181 +1.525771216e+03 +1.525771216e+03 +1.639081216e+03 +1.639081216e+03 +0.0000e+00 +2.1539e+00 +2.6996e+00 +1.0515e+00 +7.3821e-01 -1.5313e+00 +9.5435e-01 +0.0000e+00 +0.0000e+00 -3.9387e+00 -3.8166e+00 +1.5252e+00 -1.8515e+00 -2.6830e+00 -2.4289e+00 +2.4696e+00 +4.7085e-01 -8.1923e-02 -5.8919e-02 +4.4276e-01
592 +9.816028377e+02 +9.816028377e+02 +1.094912838e+03 +1.094912838e+03 +1.1744e+00 +4.5934e+00 +3.6325e-01 +1.5110e+00 +1.5732e+00 -3.7358e+00 -1.2366e-01 -1.7738e+00 +7.9839e-01 -1.9627e+00 -2.5415e+00 +1.6939e+00 -1.9017e+00 -2.7270e+00 -2.8551e+00 +2.3496e+00 +2.2403e+00 +2.9382e-01 -2.6564e+00 -3.5952e+00
1309 +6.111767277e+02 +6.111767277e+02 +7.244867277e+02 +7.244867277e+02 +2.6418e+00 +4.0223e+00 +5.3023e-01 +8.0192e-02 +2.6411e-02 -1.7485e+00 -7.0657e-01 -1.2684e+00 +2.4742e+00 -1.5697e+00 +8.9681e-01 +3.9198e+00 -2.1863e+00 -1.3009e+00 -1.0572e-01 +3.9017e+00 +1.8702e+00 +9.4246e-01 -3.0313e+00 -1.8369e+00
2312 +3.899534727e+02 +3.899534727e+02 +5.032634727e+02 +5.032634727e+02 +2.0780e+00 +3.5528e+00 +3.1751e-01 +1.1288e+00 +4.3567e-01 -1.0133e+00 -4.5037e-01 -1.4157e+00 +2.5330e+00 -1.2385e+00 +8.3857e-01 +4.6563e+00 -3.8533e+00 -2.0867e+00 -7.7084e-01 +3.4709e+00 +2.1540e+00 +2.0159e+00 -2.1358e+00 -3.1894e+00
4251 +2.305289220e+02 +2.305289220e+02 +3.438389220e+02 +3.438389220e+02 +2.7674e+00 +3.3353e+00 +4.1887e-01 +7.7105e-01 -3.2776e-01 -5.2103e-01 -2.3509e-01 -2.1140e+00 +3.5935e+00 -1.0147e+00 +7.1812e-01 +4.0545e+00 -3.9999e+00 -6.2822e-01 -4.4655e-01 +3.3165e+00 +2.2496e+00 +2.3665e+00 -1.9622e+00 -3.0396e+00
% function evaluation | noise-free fitness - Fopt (-3.000200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.715062596e+03 +2.715062596e+03 +2.415042596e+03 +2.415042596e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +2.380864610e+03 +2.380864610e+03 +2.080844610e+03 +2.080844610e+03 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
154 +1.583534348e+03 +1.583534348e+03 +1.283514348e+03 +1.283514348e+03 -1.7782e+00 -4.6652e+00 -1.8597e+00 -2.0759e+00 +2.1562e+00 -3.9170e+00 +4.0476e+00 +4.7959e-01 +1.5465e+00 -6.1432e-01 -9.9565e-01 -1.8757e-01 +2.6087e+00 +2.2658e+00 +1.0289e+00 +5.0000e+00 -7.6716e-01 +1.1162e-01 -2.2957e+00 +1.3878e+00
771 +9.424732781e+02 +9.424732781e+02 +6.424532781e+02 +6.424532781e+02 -4.3057e+00 +1.2110e+00 -8.9836e-01 -5.0000e+00 -8.3060e-01 -3.5081e+00 +1.1263e+00 -4.3762e-01 +3.8265e+00 -2.1571e+00 -8.8553e-02 -3.9214e-01 +1.1225e-01 -1.0853e+00 -9.9228e-01 +5.0000e+00 +8.5077e-01 -2.8098e+00 -5.0000e+00 +0.0000e+00
1102 +5.837798224e+02 +5.837798224e+02 +2.837598224e+02 +2.837598224e+02 -3.9752e+00 +1.3178e+00 -4.6970e-02 -4.9508e+00 -1.0864e+00 -3.9317e+00 +2.3502e+00 +3.5307e-01 +3.7170e+00 -1.4422e+00 -2.4561e+00 -6.8399e-01 +8.5192e-01 -1.0187e+00 +1.2644e+00 +4.9814e+00 +1.3069e+00 +5.3165e-01 -4.7184e+00 -1.8844e+00
2676 +3.960784790e+02 +3.960784790e+02 +9.605847901e+01 +9.605847901e+01 -4.0668e+00 +2.0953e+00 -1.1764e-01 -4.8478e+00 -1.5447e+00 -3.3458e+00 +2.4335e+00 -6.2648e-01 +2.9412e+00 -1.5367e+00 -2.5821e+00 -7.2205e-01 +7.0026e-01 -1.0911e+00 -1.8696e-01 +4.9696e+00 +1.1950e+00 -4.0007e-01 -4.9971e+00 -9.3938e-01
4194 +2.436879805e+02 +2.436879805e+02 -5.633201952e+01 -5.633201952e+01 -3.1640e+00 +1.7302e+00 +3.5332e-01 -4.8080e+00 -1.0049e+00 -3.0371e+00 +2.0570e+00 -5.4644e-01 +2.8163e+00 -1.7283e+00 -3.0258e+00 -7.7958e-01 +5.0296e-01 -1.7133e+00 -8.7789e-01 +4.9671e+00 +1.4642e+00 -2.4999e-01 -5.0000e+00 -1.5491e+00
% function evaluation | noise-free fitness - Fopt (4.471000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
