% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.529623276e+02 +3.529623276e+02 +4.324423276e+02 +4.324423276e+02 +8.7476e-01 -4.9606e+00 -3.2179e+00 +4.5399e+00 +3.7280e+00 -3.4571e+00 +3.7650e+00 -2.3716e+00 -3.5868e+00 +1.5802e+00 +2.2657e+00 +2.9805e+00 +1.0163e+00 +1.8789e+00 -3.7494e+00 -2.6135e-01 -4.4855e+00 +4.8746e+00 +4.7251e-01 -2.5404e+00
4 +1.629868945e+02 +1.629868945e+02 +2.424668945e+02 +2.424668945e+02 -1.1844e+00 -3.2030e+00 +2.6940e+00 -4.5274e+00 +2.3060e+00 -3.0533e+00 -3.6537e+00 +1.4494e-01 -5.2329e-02 -1.9208e+00 -4.5066e+00 +2.5589e+00 +4.1979e+00 -7.9471e-02 +1.2991e+00 +3.5592e+00 -1.6744e+00 +1.5690e+00 +2.5022e+00 +2.3856e+00
20 +1.313196961e+02 +1.313196961e+02 +2.107996961e+02 +2.107996961e+02 -1.3514e+00 -8.1718e-01 +4.6781e+00 -1.4323e+00 -2.2157e+00 -2.0665e+00 -4.0081e+00 -4.0175e+00 -1.3870e+00 -6.2402e-01 -2.9651e+00 -1.1871e+00 +1.4713e+00 +4.0759e-01 +3.5283e+00 +3.3419e+00 -2.6564e+00 -4.3750e-01 +4.8158e+00 -1.3253e+00
69 +7.256829455e+01 +7.256829455e+01 +1.520482945e+02 +1.520482945e+02 +1.4108e+00 +8.8857e-01 +1.8917e+00 -9.3683e-01 -1.7251e+00 -1.8343e-01 +1.2590e+00 -4.1001e-01 +1.3754e-01 -7.2570e-01 -2.5552e+00 -5.7066e-01 +4.4996e+00 +3.0962e-01 +1.6802e+00 +5.0000e+00 -9.7774e-01 -3.0257e+00 +2.5029e-02 +3.4890e+00
224 +6.248876409e+01 +6.248876409e+01 +1.419687641e+02 +1.419687641e+02 +3.5804e-01 +1.3842e-01 +2.4418e+00 -6.0852e-01 -1.2000e+00 +0.0000e+00 +3.8668e-01 +1.9600e+00 -1.9293e+00 -5.3989e-01 -1.5464e+00 -2.3709e-01 +5.8531e-01 +1.7982e+00 +3.4606e+00 +5.0000e+00 +1.9962e-01 -1.2273e+00 +3.4231e-01 +0.0000e+00
367 +3.668570485e+01 +3.668570485e+01 +1.161657048e+02 +1.161657048e+02 +4.1912e-01 -1.2292e+00 -1.1192e-01 +3.2285e+00 -2.6564e+00 -1.1234e+00 -8.9227e-01 -7.3301e-01 -9.7433e-01 +0.0000e+00 -2.7728e+00 +2.8514e+00 +2.7380e+00 -8.4682e-01 +6.1279e-01 +2.9821e+00 +1.7640e+00 -4.3113e+00 +2.5757e+00 -3.4938e-01
499 +2.182961951e+01 +2.182961951e+01 +1.013096195e+02 +1.013096195e+02 +1.5370e+00 -1.2946e-01 +4.4240e-01 +9.1187e-01 -4.5531e-01 -1.8426e-01 -1.5328e-01 +7.0762e-01 -2.9401e-01 -3.6667e+00 -4.2558e+00 +3.8717e+00 +1.3793e+00 -2.8223e-01 +3.2981e+00 +3.3685e+00 +7.9904e-01 -2.9731e+00 +1.9690e+00 -3.3868e-01
583 +1.216508990e+01 +1.216508990e+01 +9.164508990e+01 +9.164508990e+01 +1.6388e+00 -1.9693e-01 +2.9095e-01 +2.2976e+00 -2.1222e+00 +8.0254e-02 +1.4791e-01 +3.0413e-01 -3.7209e-01 -2.1728e+00 -4.8836e+00 +2.4181e+00 +5.5659e-01 -2.0904e-01 +3.2820e+00 +2.4143e+00 +2.1112e-01 -4.0957e+00 +2.1745e+00 -4.2048e-01
1012 +7.610941899e+00 +7.610941899e+00 +8.709094190e+01 +8.709094190e+01 +7.2337e-01 -2.6325e-01 -7.8178e-01 +1.5661e+00 -3.5177e+00 +4.4180e-01 -3.3772e-01 +4.2261e-01 -7.5014e-01 -2.4353e+00 -4.0694e+00 +3.2388e+00 +7.6893e-01 -5.1360e-01 +3.8784e+00 +1.9144e+00 +1.2659e-01 -4.7775e+00 +2.8498e+00 +2.1069e+00
1115 +4.366920389e+00 +4.366920389e+00 +8.384692039e+01 +8.384692039e+01 +2.3683e-01 -6.3600e-01 -1.1565e+00 +2.3415e+00 -3.2981e+00 +3.8146e-01 -2.3143e-02 +7.4170e-01 -7.7811e-01 -2.3406e+00 -4.1381e+00 +2.8213e+00 +1.3625e+00 -3.7225e-01 +3.6866e+00 +3.0091e+00 +4.9879e-01 -4.2886e+00 +2.2578e+00 +1.8913e+00
1480 +3.840646708e+00 +3.840646708e+00 +8.332064671e+01 +8.332064671e+01 +5.1675e-01 -6.8355e-01 -8.0684e-01 +2.1662e+00 -3.4450e+00 -1.2590e-01 +3.8413e-01 +5.2923e-01 -1.3109e+00 -2.4959e+00 -4.3238e+00 +2.3909e+00 +7.5014e-01 +1.0982e-01 +3.4318e+00 +3.3216e+00 +2.2729e-01 -4.1880e+00 +2.2179e+00 +2.2547e+00
1895 +1.878497739e+00 +1.878497739e+00 +8.135849774e+01 +8.135849774e+01 +3.7241e-01 -1.0151e+00 -6.5489e-01 +1.8836e+00 -3.3037e+00 +1.3836e-01 -2.5246e-01 +1.3474e-01 -1.6415e+00 -2.5278e+00 -4.4665e+00 +1.9680e+00 +1.1507e+00 +2.1048e-01 +3.4504e+00 +3.4554e+00 +2.4406e-01 -4.2573e+00 +2.4412e+00 +1.2693e+00
2379 +1.481227109e+00 +1.481227109e+00 +8.096122711e+01 +8.096122711e+01 +2.6098e-01 -7.0066e-01 -5.4106e-01 +2.5048e+00 -2.5620e+00 +2.9332e-01 -2.2264e-01 +4.7538e-02 -1.8741e+00 -2.9491e+00 -4.3425e+00 +2.0282e+00 +1.1797e+00 +7.5103e-02 +3.3143e+00 +3.3674e+00 -5.5259e-02 -3.6503e+00 +2.6406e+00 +1.1783e+00
2825 +9.566597457e-01 +9.566597457e-01 +8.043665975e+01 +8.043665975e+01 +2.8763e-01 -8.1532e-01 -8.6398e-01 +1.9113e+00 -2.5629e+00 +2.1869e-01 -1.5128e-01 -1.2614e-02 -1.9864e+00 -2.9593e+00 -4.1677e+00 +2.0662e+00 +1.2547e+00 +1.0261e-01 +3.2638e+00 +3.3214e+00 -2.7966e-02 -4.1026e+00 +2.6469e+00 +1.2930e+00
3249 +5.742219091e-01 +5.742219091e-01 +8.005422191e+01 +8.005422191e+01 +2.6768e-01 -1.0139e+00 -5.6855e-01 +1.8483e+00 -2.4451e+00 +2.6587e-01 +5.5861e-02 +6.1580e-02 -1.7171e+00 -3.0861e+00 -4.0731e+00 +2.0701e+00 +1.1695e+00 +9.2260e-02 +3.5281e+00 +3.2358e+00 +1.2052e-01 -4.1189e+00 +2.6554e+00 +1.2994e+00
4048 +3.918444106e-01 +3.918444106e-01 +7.987184441e+01 +7.987184441e+01 +2.8657e-01 -1.1851e+00 -8.0797e-01 +1.8546e+00 -2.5452e+00 +3.2759e-01 +4.2240e-02 +1.7865e-01 -1.8219e+00 -2.9816e+00 -4.0815e+00 +2.0120e+00 +1.2625e+00 -3.8815e-02 +3.4920e+00 +2.7824e+00 -1.1039e-01 -4.1333e+00 +2.6954e+00 +1.3301e+00
4847 +1.775674513e-01 +1.775674513e-01 +7.965756745e+01 +7.965756745e+01 +3.2147e-01 -1.1334e+00 -7.6906e-01 +1.9869e+00 -2.6472e+00 +4.8160e-01 +7.1855e-02 +2.3687e-01 -1.6811e+00 -3.1476e+00 -4.0127e+00 +2.0225e+00 +1.0699e+00 -1.3956e-01 +3.7471e+00 +2.8083e+00 +3.3366e-02 -4.0169e+00 +2.2331e+00 +1.4298e+00
