% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.284633559e+01 +3.284633559e+01 -6.970366441e+01 -6.970366441e+01 -1.6796e+00 -1.8175e+00 -6.7420e-01 +4.8865e-01 -3.1513e+00 +3.2548e+00 +4.0671e-01 +2.8826e+00 -3.9403e+00 -1.2493e+00 +2.1507e+00 +3.6502e+00 +3.4056e+00 +4.7745e-01 +2.7496e+00 +1.5718e+00 -2.3028e+00 +9.6575e-01 +1.5500e+00 -2.3398e+00
18 +2.377257381e+01 +2.377257381e+01 -7.877742619e+01 -7.877742619e+01 -1.4400e+00 +1.4147e-02 -3.3270e-01 -3.2548e+00 -4.6041e+00 +3.5100e+00 -3.6915e+00 +1.3910e+00 -1.9628e+00 +9.4460e-01 +1.1717e+00 -3.5228e-02 +1.9780e+00 -1.0502e+00 -3.4787e-02 +1.5296e+00 -8.1936e-01 +2.4663e+00 +3.1032e-01 -2.7981e-01
32 +1.569038559e+01 +1.569038559e+01 -8.685961441e+01 -8.685961441e+01 -2.9403e+00 +8.1621e-01 -2.6221e+00 -1.6883e+00 -3.6952e+00 +1.9645e-03 -1.5487e-01 -1.8249e-01 -1.5959e+00 -5.8462e-01 -4.6970e-01 +2.5076e+00 +2.2863e+00 -9.5791e-01 +2.6958e+00 -1.0543e+00 -1.1819e+00 +1.9938e+00 -2.9474e-01 -1.9251e+00
144 +9.683575942e+00 +9.683575942e+00 -9.286642406e+01 -9.286642406e+01 -1.0306e+00 -4.8281e-02 -3.7621e+00 -1.2022e+00 +2.0645e+00 +2.8585e+00 +1.1663e-01 -1.5692e+00 +1.7380e-01 -1.1311e+00 +9.7543e-01 +1.2107e+00 -5.0530e-01 -8.5666e-01 -6.2849e-01 -3.0761e-01 +2.1510e-02 +1.2605e+00 +1.1024e+00 -8.8131e-01
361 +6.191113276e+00 +6.191113276e+00 -9.635888672e+01 -9.635888672e+01 -9.9166e-01 +1.1079e+00 -1.1701e+00 -3.4169e+00 -7.3415e-01 -6.3072e-01 -9.9430e-01 +7.9782e-01 +1.4710e+00 +7.4958e-01 -2.3708e+00 +2.5813e-01 +8.5772e-01 -3.7573e-01 +7.2711e-01 -1.4612e-01 -1.0315e+00 +8.1429e-01 +1.1043e-01 +6.4450e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.944103625e+01 +3.944103625e+01 +1.111310363e+02 +1.111310363e+02 -3.4593e+00 -3.3283e+00 -1.9497e+00 +2.6823e+00 +1.9319e+00 -3.5122e+00 -5.3994e-01 -2.0707e+00 -1.4677e+00 -1.6644e+00 -1.3072e+00 -2.7604e+00 +3.3107e+00 -7.2777e-01 +1.3326e+00 -1.3277e+00 -3.8791e+00 -3.7914e+00 +5.3641e-01 -1.3163e+00
31 +1.567338052e+01 +1.567338052e+01 +8.736338052e+01 +8.736338052e+01 +2.0990e-01 -1.2711e+00 +4.1218e-02 +2.6116e+00 +9.0389e-01 +1.7795e+00 -9.4316e-01 -1.1363e-01 +7.1296e-01 -1.9751e+00 -2.6014e+00 -5.1674e+00 +1.9165e+00 -1.3979e+00 -9.4292e-01 -1.1329e+00 +1.7357e+00 -5.0959e-01 -4.8530e-01 -1.7507e+00
159 +9.300291444e+00 +9.300291444e+00 +8.099029144e+01 +8.099029144e+01 +5.1083e-01 +4.0308e-01 +2.4989e+00 +1.0776e+00 +7.6531e-01 +2.2653e+00 -6.5746e-01 -1.1956e+00 -3.3338e-01 +1.0570e+00 -2.6104e-01 -1.1170e+00 +1.4469e+00 -2.4824e+00 +1.2918e+00 -4.7791e-01 -9.3456e-01 -2.4256e+00 -9.7156e-01 +1.1295e+00
1721 +5.747907712e+00 +5.747907712e+00 +7.743790771e+01 +7.743790771e+01 +1.6819e-01 -5.3013e-02 +4.3337e-01 +1.1500e+00 +3.8443e-01 +2.1113e+00 +1.0689e+00 -3.3893e-01 +2.9649e+00 +1.9460e-01 -1.0198e+00 -3.0429e+00 -1.3648e+00 +1.9207e+00 -1.3166e-01 +5.8391e-01 +2.3466e-01 -6.3240e-01 -1.3271e+00 -3.4117e-01
