% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.557752166e+01 +1.557752166e+01 +2.244752166e+01 +2.244752166e+01 -1.8125e+00 +4.7393e+00 +6.9063e-01 -4.0448e-01 +4.5564e+00 +4.9388e+00 -1.1342e+00 +9.0715e-01 -4.5783e+00 -1.8566e+00 -2.6462e+00 -4.0041e+00 -4.6898e+00 +4.7002e+00 +1.7766e+00 +1.7890e+00 -3.5315e+00 -1.5695e-02 -2.2681e+00 -4.9876e+00
6 +9.383225366e+00 +9.383225366e+00 +1.625322537e+01 +1.625322537e+01 -4.9479e+00 -3.1451e+00 +5.9448e-01 +2.9954e+00 -3.1404e+00 +5.9568e-01 +3.4878e+00 -1.6626e+00 -2.4929e+00 +4.2894e+00 -1.4869e+00 +2.8055e+00 -3.8548e+00 -4.2622e+00 -4.5717e+00 +1.8965e+00 -2.5495e+00 -3.0247e+00 +1.3336e+00 -3.4608e+00
29 +4.602014026e+00 +4.602014026e+00 +1.147201403e+01 +1.147201403e+01 -4.5482e+00 -1.2497e+00 +4.3594e+00 -3.9055e+00 -4.4967e+00 +1.0166e+00 +4.7660e+00 +3.8614e+00 +2.9094e+00 -3.1871e+00 +4.3552e+00 -7.0838e-01 +1.0287e+00 +3.2921e+00 -6.6195e-01 -3.9272e+00 -9.4680e-02 +2.8310e+00 +4.7013e+00 +4.1576e+00
394 +3.755839716e+00 +3.755839716e+00 +1.062583972e+01 +1.062583972e+01 -4.0748e+00 -4.2862e+00 +4.4134e+00 -3.5474e+00 -3.2383e+00 +1.2082e+00 +5.0000e+00 +3.3987e+00 +3.0512e+00 -4.8654e+00 +3.8473e+00 -1.7761e+00 +1.4310e+00 +2.7584e+00 +2.4582e+00 -3.6505e+00 +4.0002e-01 +2.9997e+00 +4.5638e+00 +1.5276e+00
17509 +2.509532684e+00 +2.509532684e+00 +9.379532684e+00 +9.379532684e+00 -4.4596e+00 -4.0660e+00 +4.2082e+00 -3.0091e+00 -3.4309e+00 +9.1727e-01 +5.0000e+00 +3.1213e+00 +2.9545e+00 -4.6214e+00 +4.0864e+00 -1.8404e+00 +1.3821e+00 +2.2455e+00 +4.7700e-01 -3.7203e+00 -6.7994e-01 +2.7249e+00 +4.5621e+00 +2.6361e+00
20906 +1.558319513e+00 +1.558319513e+00 +8.428319513e+00 +8.428319513e+00 -4.4595e+00 -4.0651e+00 +4.2081e+00 -3.0073e+00 -3.4309e+00 +9.2138e-01 +5.0000e+00 +3.1221e+00 +2.9544e+00 -4.6264e+00 +4.0863e+00 -1.8437e+00 +1.3819e+00 +2.2454e+00 +4.6737e-01 -3.7203e+00 -6.7988e-01 +2.7249e+00 +4.5637e+00 +2.6361e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.050616391e+00 +8.050616391e+00 +8.060616391e+00 +8.060616391e+00 +2.7721e+00 -1.1347e+00 -1.6688e+00 +3.3939e+00 +1.6792e+00 +4.4496e+00 -1.4592e+00 +1.0172e+00 -4.7860e+00 +4.3227e+00 +2.6948e+00 +4.9044e+00 +3.1499e-01 -1.8418e+00 -2.3257e+00 -4.0197e+00 -2.3682e+00 -3.2986e+00 -2.5252e+00 -4.6644e-01
24 +4.180290478e+00 +4.180290478e+00 +4.190290478e+00 +4.190290478e+00 -2.3950e+00 -1.3031e+00 +1.3839e+00 -3.3128e+00 -3.8689e+00 -9.0671e-01 +3.2239e+00 -1.5561e+00 -3.9619e-01 +2.4173e+00 -4.6720e+00 +3.7957e+00 +3.1027e+00 +3.5570e+00 -2.5982e+00 -1.4216e+00 -2.8688e-01 -4.9279e+00 +4.7480e+00 -2.7718e+00
1662 +3.512792378e+00 +3.512792378e+00 +3.522792378e+00 +3.522792378e+00 +7.4012e-01 -1.6199e+00 -9.4637e-01 -2.6913e+00 -2.4134e+00 +2.2777e+00 +3.0740e+00 -2.1377e+00 -2.5503e+00 +4.8684e+00 -4.7014e+00 +2.1677e+00 +3.1089e+00 +2.9909e+00 -1.3838e+00 -1.8117e+00 -1.7689e+00 -4.9414e+00 +4.8021e+00 -7.5635e-01
