% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.384748222e+02 +1.384748222e+02 +8.612482222e+01 +8.612482222e+01 +5.8204e-01 -4.6523e+00 +8.3243e-01 -3.5602e+00 -4.8424e+00 +2.8693e+00 -1.6461e+00 -3.4625e+00 +4.6889e-01 -2.1975e+00 +4.1361e+00 +8.4745e-01 -8.7237e-01 -3.8310e+00 +1.9185e+00 -1.4739e+00 -3.4619e-01 +1.0292e+00 -3.2773e+00 +1.1816e+00
4 +7.219596534e+01 +7.219596534e+01 +1.984596534e+01 +1.984596534e+01 -7.0237e-01 +1.6437e+00 +3.9859e+00 +4.0327e+00 +4.7961e+00 +5.5754e-01 +1.9156e+00 -2.5837e+00 +1.0997e+00 +2.7643e+00 -4.9196e-01 +5.3032e-01 +4.8469e+00 -2.8768e+00 +4.8338e+00 +3.0012e-01 +6.3466e-01 +2.2419e+00 -1.2818e+00 -4.7037e+00
53 +5.802362519e+01 +5.802362519e+01 +5.673625187e+00 +5.673625187e+00 +3.2668e+00 +4.9059e+00 -2.7192e+00 -2.9683e+00 +6.0566e-01 -2.0131e+00 -3.2412e+00 -4.8723e+00 -7.4859e-01 -4.4463e+00 -3.4945e+00 -2.0423e-01 +4.1295e+00 +3.9163e+00 +1.8601e+00 +1.3764e+00 -7.6416e-01 +4.8700e-01 -1.7578e+00 -3.6032e+00
130 +3.598983684e+01 +3.598983684e+01 -1.636016316e+01 -1.636016316e+01 +1.8662e+00 +4.9870e-01 -1.5111e-01 +2.4920e-01 -1.5713e-02 +1.0112e+00 -4.4202e+00 +9.8997e-01 +4.2372e+00 -2.4918e+00 +3.3771e-01 -1.0327e+00 +4.9762e+00 -2.4388e+00 -3.6529e+00 -1.0584e+00 -2.0621e+00 +1.1388e-01 -3.8957e-01 -3.9722e+00
249 +1.597967554e+01 +1.597967554e+01 -3.637032446e+01 -3.637032446e+01 -1.8606e+00 -1.3970e+00 +3.3102e+00 -3.0447e+00 -3.6011e+00 +2.1200e+00 +8.2193e-01 -1.5583e-01 +2.7160e+00 -2.2642e+00 +5.0000e+00 -2.6685e+00 +1.3079e+00 -5.0000e+00 -2.2073e+00 +1.4821e+00 -1.3872e+00 -3.7612e+00 +2.2912e+00 -5.0000e+00
530 +1.423787738e+01 +1.423787738e+01 -3.811212262e+01 -3.811212262e+01 -1.6590e+00 -1.0298e+00 -1.1559e+00 -1.7282e+00 -1.6782e+00 +3.0651e+00 -2.7333e+00 -6.4261e-01 +2.7461e+00 -1.9503e+00 +5.0000e+00 -3.7651e+00 +1.3128e+00 -2.0946e+00 -1.4911e+00 +1.6262e+00 +5.8404e-01 -2.4653e+00 -9.6339e-01 -4.4037e+00
1091 +9.664229643e+00 +9.664229643e+00 -4.268577036e+01 -4.268577036e+01 -2.1145e+00 -3.8236e+00 +2.6808e+00 -9.4798e-01 -1.1989e+00 +4.1436e+00 -2.1579e+00 +3.7318e-01 +4.1978e+00 -1.7943e+00 +7.5570e-01 -6.3068e-01 +8.8756e-01 -8.9976e-01 -2.6824e-01 +0.0000e+00 +1.5978e+00 +5.6363e-01 +2.9261e+00 -2.4195e+00
1846 +6.268202095e+00 +6.268202095e+00 -4.608179791e+01 -4.608179791e+01 -6.8344e-01 -3.4352e+00 +1.6020e+00 -2.9090e+00 -4.4732e+00 +2.3692e+00 -3.0731e+00 +8.7803e-01 +2.8130e+00 -1.0988e+00 +2.6298e+00 -1.8129e+00 +1.6571e+00 -1.7172e+00 -1.8118e+00 +7.2835e-02 -3.6709e-01 +5.9616e-01 +2.8312e+00 -2.7813e+00
3004 +3.885077885e+00 +3.885077885e+00 -4.846492212e+01 -4.846492212e+01 -7.4279e-01 -2.1602e+00 +2.7522e+00 -1.6419e+00 -7.9097e-01 +2.6610e+00 -4.3188e+00 +1.5980e-01 +3.7540e+00 -1.4839e+00 +3.0590e+00 -1.1981e+00 +1.3483e+00 -7.1852e-01 -1.8104e+00 +5.8034e-01 -1.5334e+00 +9.1266e-02 +3.0434e+00 -4.2721e+00
4197 +2.207863643e+00 +2.207863643e+00 -5.014213636e+01 -5.014213636e+01 -1.6445e+00 -8.8227e-01 +1.4189e+00 -1.7869e+00 -1.3056e+00 +3.7057e+00 -3.4863e+00 +1.9865e-01 +3.5495e+00 -1.6444e+00 +2.9157e+00 -3.1030e-01 +2.5191e+00 -1.6327e+00 -2.1681e+00 +1.1936e+00 -2.1195e+00 +1.6634e+00 +2.3744e+00 -4.5669e+00
4420 +1.393405248e+00 +1.393405248e+00 -5.095659475e+01 -5.095659475e+01 -1.3888e+00 -1.1232e+00 +1.7516e+00 -2.2502e+00 -2.3264e+00 +3.5947e+00 -3.6740e+00 +3.0075e-01 +3.4327e+00 -1.6644e+00 +3.0397e+00 +7.2937e-02 +2.7688e+00 -1.3839e+00 -2.0874e+00 +1.1770e+00 -1.9127e+00 +1.4959e+00 +2.5698e+00 -4.5636e+00
6921 +9.946811992e-01 +9.946811992e-01 -5.135531880e+01 -5.135531880e+01 -7.3179e-01 -1.6167e+00 +2.1483e+00 -2.2738e+00 -1.6619e+00 +3.3322e+00 -3.7655e+00 -2.3195e-02 +3.1238e+00 -1.4041e+00 +2.9994e+00 -9.8291e-01 +3.2940e+00 -2.3040e-01 -2.7465e+00 +1.4964e+00 -1.3385e+00 +1.3374e+00 +2.9535e+00 -4.4141e+00
7627 +5.941274511e-01 +5.941274511e-01 -5.175587255e+01 -5.175587255e+01 -1.0748e+00 -1.1017e+00 +2.3650e+00 -2.3614e+00 -1.4796e+00 +3.0892e+00 -4.1587e+00 -9.7181e-02 +3.3639e+00 -1.3005e+00 +3.0648e+00 -5.4707e-01 +3.3424e+00 -6.7457e-01 -1.8776e+00 +1.5773e+00 -1.1509e+00 +1.5564e+00 +3.0763e+00 -4.5176e+00
8816 +3.593504826e-01 +3.593504826e-01 -5.199064952e+01 -5.199064952e+01 -1.1834e+00 -8.7100e-01 +2.7594e+00 -2.3260e+00 -1.6126e+00 +3.2897e+00 -4.2557e+00 -4.5970e-02 +2.9984e+00 -1.6699e+00 +3.1950e+00 -2.8108e-01 +3.5551e+00 -9.1013e-01 -1.8732e+00 +1.5234e+00 -1.2540e+00 +1.7111e+00 +3.3178e+00 -4.3529e+00
11180 +2.409554279e-01 +2.409554279e-01 -5.210904457e+01 -5.210904457e+01 -1.0720e+00 -8.5646e-01 +2.6398e+00 -2.2631e+00 -1.5697e+00 +3.3155e+00 -3.8608e+00 -3.2636e-02 +3.0060e+00 -1.6055e+00 +3.2358e+00 -7.0428e-01 +3.3715e+00 -8.6732e-01 -1.9197e+00 +1.4950e+00 -1.2837e+00 +1.8899e+00 +3.3024e+00 -4.2700e+00
14282 +1.574428305e-01 +1.574428305e-01 -5.219255717e+01 -5.219255717e+01 -9.8404e-01 -7.8130e-01 +2.4887e+00 -2.0391e+00 -1.4931e+00 +3.4442e+00 -3.9218e+00 -6.5304e-02 +3.0194e+00 -1.6088e+00 +3.2362e+00 -6.3562e-01 +3.3358e+00 -8.6611e-01 -1.9390e+00 +1.5154e+00 -1.3523e+00 +1.7722e+00 +3.2832e+00 -4.0352e+00
20250 +9.880432552e-02 +9.880432552e-02 -5.225119567e+01 -5.225119567e+01 -9.6460e-01 -8.9221e-01 +2.5763e+00 -2.3012e+00 -1.5569e+00 +3.5943e+00 -3.9033e+00 -1.0395e-01 +3.0675e+00 -1.6920e+00 +3.1448e+00 -5.5001e-01 +3.3368e+00 -9.6782e-01 -1.9317e+00 +1.2654e+00 -1.2120e+00 +1.7562e+00 +3.3932e+00 -4.0633e+00
21283 +6.287472227e-02 +6.287472227e-02 -5.228712528e+01 -5.228712528e+01 -9.8935e-01 -1.0213e+00 +2.5458e+00 -2.3221e+00 -1.4562e+00 +3.6284e+00 -3.9139e+00 -1.0766e-01 +2.9595e+00 -1.6757e+00 +3.1790e+00 -5.1172e-01 +3.4379e+00 -1.0469e+00 -1.8103e+00 +1.2630e+00 -1.2308e+00 +1.8389e+00 +3.2413e+00 -4.0905e+00
23903 +3.848910456e-02 +3.848910456e-02 -5.231151090e+01 -5.231151090e+01 -1.0040e+00 -1.0219e+00 +2.5450e+00 -2.2445e+00 -1.4807e+00 +3.5236e+00 -3.9306e+00 -1.0417e-01 +2.9716e+00 -1.6977e+00 +3.1116e+00 -4.9202e-01 +3.4513e+00 -8.9371e-01 -1.8863e+00 +1.2494e+00 -1.1332e+00 +1.7956e+00 +3.2437e+00 -4.0775e+00
29599 +2.411967425e-02 +2.411967425e-02 -5.232588033e+01 -5.232588033e+01 -9.6265e-01 -1.0444e+00 +2.5363e+00 -2.2927e+00 -1.5062e+00 +3.5981e+00 -3.9338e+00 -1.0670e-01 +2.9464e+00 -1.6793e+00 +3.0628e+00 -5.2603e-01 +3.4331e+00 -9.4640e-01 -1.8671e+00 +1.2941e+00 -1.1424e+00 +1.7805e+00 +3.2337e+00 -3.9992e+00
32522 +1.485960784e-02 +1.485960784e-02 -5.233514039e+01 -5.233514039e+01 -9.0871e-01 -1.2149e+00 +2.5291e+00 -2.3737e+00 -1.5273e+00 +3.6508e+00 -3.9325e+00 -1.0243e-01 +2.9187e+00 -1.6986e+00 +3.0356e+00 -4.7086e-01 +3.4308e+00 -9.3356e-01 -1.8656e+00 +1.2918e+00 -1.1313e+00 +1.7894e+00 +3.2333e+00 -4.0041e+00
43221 +9.815680380e-03 +9.815680380e-03 -5.234018432e+01 -5.234018432e+01 -9.0489e-01 -1.2051e+00 +2.5310e+00 -2.3887e+00 -1.5174e+00 +3.6477e+00 -3.9326e+00 -1.0149e-01 +2.9074e+00 -1.7193e+00 +3.0221e+00 -4.7520e-01 +3.4361e+00 -9.1018e-01 -1.8519e+00 +1.3128e+00 -1.1083e+00 +1.7923e+00 +3.2171e+00 -4.0031e+00
58966 +6.149749472e-03 +6.149749472e-03 -5.234385025e+01 -5.234385025e+01 -9.0755e-01 -1.2035e+00 +2.5414e+00 -2.3637e+00 -1.5394e+00 +3.6019e+00 -3.9161e+00 -9.3013e-02 +2.8858e+00 -1.6924e+00 +3.0305e+00 -4.8410e-01 +3.5018e+00 -9.1560e-01 -1.8548e+00 +1.3134e+00 -1.1049e+00 +1.7716e+00 +3.2177e+00 -3.9543e+00
71187 +3.932277541e-03 +3.932277541e-03 -5.234606772e+01 -5.234606772e+01 -9.0784e-01 -1.2095e+00 +2.5199e+00 -2.3640e+00 -1.5410e+00 +3.6081e+00 -3.9175e+00 -6.4552e-02 +2.8573e+00 -1.6864e+00 +3.0219e+00 -4.8592e-01 +3.4770e+00 -9.1728e-01 -1.8615e+00 +1.2953e+00 -1.1166e+00 +1.7883e+00 +3.2046e+00 -3.9606e+00
95615 +2.499023555e-03 +2.499023555e-03 -5.234750098e+01 -5.234750098e+01 -9.0595e-01 -1.1999e+00 +2.5353e+00 -2.3612e+00 -1.5352e+00 +3.5963e+00 -3.9073e+00 -2.9110e-02 +2.8517e+00 -1.6922e+00 +3.0147e+00 -4.9811e-01 +3.4784e+00 -9.1386e-01 -1.8610e+00 +1.2816e+00 -1.1457e+00 +1.7808e+00 +3.2046e+00 -3.9658e+00
129472 +1.561610120e-03 +1.561610120e-03 -5.234843839e+01 -5.234843839e+01 -9.0536e-01 -1.2075e+00 +2.5363e+00 -2.3611e+00 -1.5349e+00 +3.5940e+00 -3.8980e+00 -2.1703e-02 +2.8293e+00 -1.6895e+00 +3.0181e+00 -4.9477e-01 +3.4804e+00 -9.0982e-01 -1.8645e+00 +1.2724e+00 -1.1424e+00 +1.7888e+00 +3.1907e+00 -3.9638e+00
