% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.813240848e+05 +3.813240848e+05 +3.814479148e+05 +3.814479148e+05 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
4 +8.040266223e+04 +8.040266223e+04 +8.052649223e+04 +8.052649223e+04 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
123 +5.736551218e+04 +5.736551218e+04 +5.748934218e+04 +5.748934218e+04 +5.7655e-01 -4.1680e+00 +2.0340e+00 -1.1059e+00 -8.5777e-01 +1.1020e+00 +1.9071e+00 +1.1955e-01 +3.4425e+00 -1.9279e+00 +3.2844e+00 +1.2161e+00 -6.8566e-01 -1.5743e+00 -6.9750e-01 +3.9606e+00 -2.7219e+00 +1.7284e+00 -3.9117e+00 +4.7680e+00
155 +3.064599005e+04 +3.064599005e+04 +3.076982005e+04 +3.076982005e+04 -7.5127e-01 +1.8693e+00 +2.1602e-01 -1.0672e+00 -2.7836e-02 +1.3322e+00 -4.3478e-01 +6.1446e-01 +2.1581e+00 -9.7732e-02 -8.5072e-01 +3.9919e+00 +0.0000e+00 -8.8009e-01 -1.5073e+00 +5.6091e-01 -2.5573e+00 +1.7027e+00 -1.5133e+00 +1.2423e+00
181 +9.148684847e+03 +9.148684847e+03 +9.272514847e+03 +9.272514847e+03 -1.8382e-01 +8.9149e-01 -1.4669e+00 +3.9140e-01 +0.0000e+00 -9.7860e-01 -1.6105e+00 +1.2959e+00 +6.0986e-01 +0.0000e+00 +2.5858e+00 +2.0076e-01 +0.0000e+00 -7.8836e-01 -2.7813e+00 +1.0241e+00 -3.5265e-01 +1.0005e+00 -5.7798e-01 +1.7552e+00
562 +5.919815769e+03 +5.919815769e+03 +6.043645769e+03 +6.043645769e+03 -4.0407e-01 +1.0078e+00 -2.4069e+00 +6.4544e-01 +1.5695e+00 -9.8711e-01 +4.4152e-01 +2.0855e-01 +2.6755e-01 -9.8705e-01 +1.5913e+00 -1.4031e+00 +2.3926e-01 -2.3295e-01 +1.9238e+00 +8.6092e-01 -8.3354e-01 -1.2362e+00 -3.4238e-01 +9.2945e-01
1141 +3.952218024e+03 +3.952218024e+03 +4.076048024e+03 +4.076048024e+03 -3.0793e-01 -1.4668e+00 -7.0393e-01 +7.6006e-01 -1.1259e-01 +3.9437e-01 +1.7260e+00 +8.2418e-01 +1.4457e+00 -1.6477e+00 +1.1194e+00 -1.3023e+00 -2.9638e-01 -1.0849e-02 +2.0032e-01 +6.9539e-01 -1.2099e+00 -1.1616e+00 -9.4989e-01 +1.4780e+00
1178 +1.962321073e+03 +1.962321073e+03 +2.086151073e+03 +2.086151073e+03 -3.7992e-01 -1.0853e+00 -6.6462e-01 +3.4631e-01 +3.7152e-01 -3.5592e-01 +1.2890e+00 +2.7615e-01 +1.1597e+00 -1.6209e+00 +5.5509e-01 -5.3001e-01 +4.6999e-01 -1.0088e+00 +1.1961e-01 +6.6988e-01 -7.4192e-01 -1.1344e+00 -6.9835e-01 +1.4020e+00
1647 +1.325886606e+03 +1.325886606e+03 +1.449716606e+03 +1.449716606e+03 -1.8219e-01 -8.3004e-01 -1.3175e+00 +6.1346e-01 -1.6121e-01 -5.5318e-01 +6.2273e-01 +5.7450e-01 +6.0931e-01 -1.2052e+00 +8.7128e-01 +9.2236e-01 +3.3390e-01 -6.7478e-01 +2.4776e-01 +1.0382e+00 -1.1589e+00 -1.7154e+00 -9.0562e-01 +5.5151e-01
1893 +8.748086857e+02 +8.748086857e+02 +9.986386857e+02 +9.986386857e+02 +3.2443e-02 -4.1779e-01 -1.4407e+00 -1.0635e-01 -2.0496e-01 -2.4506e-01 +6.7862e-01 +8.6626e-02 +1.0546e+00 -1.1442e+00 +9.3466e-01 -4.9136e-01 +5.2804e-01 +5.4206e-01 +1.4632e+00 +8.9765e-01 -9.2211e-01 -9.7708e-01 -7.5036e-01 +6.6278e-01
2565 +5.708899553e+02 +5.708899553e+02 +6.947199553e+02 +6.947199553e+02 -7.9164e-02 -1.1136e-01 -8.2232e-01 +3.0674e-01 -4.1985e-01 -6.5698e-01 +3.3697e-01 +1.8797e-01 +5.6106e-01 -1.0168e+00 +8.7381e-01 -5.9203e-01 +2.6027e-01 +6.2201e-02 +2.6056e-01 +9.0855e-01 -3.5528e-02 -1.0890e+00 -5.0284e-01 +4.7244e-01
2766 +3.496916615e+02 +3.496916615e+02 +4.735216615e+02 +4.735216615e+02 -1.5676e-01 -7.2644e-02 +5.3020e-01 +4.6205e-01 -2.8399e-01 -7.5553e-02 +1.7510e-01 +2.8118e-01 +6.4192e-01 -9.1669e-01 +7.8516e-01 -3.7476e-01 +2.6684e-01 +3.7482e-01 +1.3693e+00 +9.9710e-01 -5.1351e-01 -1.0617e+00 -5.5209e-01 +9.9037e-02
3400 +2.270962071e+02 +2.270962071e+02 +3.509262071e+02 +3.509262071e+02 -1.0233e-01 -1.2353e-02 +1.9476e-01 +2.8460e-01 -4.4763e-01 -4.2217e-01 +2.4086e-01 +2.4479e-01 +4.7433e-01 -9.8008e-01 +8.2070e-01 -4.1572e-01 +2.0795e-01 +2.8322e-01 +9.4194e-01 +8.9101e-01 -2.0015e-01 -1.1591e+00 -5.4311e-01 +5.6416e-02
3656 +1.581389923e+02 +1.581389923e+02 +2.819689923e+02 +2.819689923e+02 -2.3939e-01 +2.5406e-01 +3.1749e-01 -9.7865e-02 -3.9104e-01 -1.1255e-01 +2.2680e-01 +3.0849e-01 +2.6860e-01 -8.3390e-01 +6.5926e-01 -6.0478e-01 +1.8393e-01 +4.5929e-01 +8.3514e-01 +6.6781e-01 -2.8906e-01 -1.1029e+00 -5.0278e-01 +1.8752e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.359333754e+05 +7.359333754e+05 +7.359808854e+05 +7.359808854e+05 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +4.153098896e+05 +4.153098896e+05 +4.153573996e+05 +4.153573996e+05 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
3 +3.874713629e+05 +3.874713629e+05 +3.875188729e+05 +3.875188729e+05 +1.0684e+00 -1.9724e+00 +1.5512e-01 -4.7281e+00 -1.8578e+00 -8.0142e-01 -2.3823e+00 -1.7104e+00 +3.0145e-02 +3.9481e+00 +3.1673e+00 -3.8692e+00 -1.6492e+00 -5.8415e-01 +1.5208e-01 +2.3740e+00 +4.2710e+00 -3.3385e+00 +4.9923e+00 +4.7760e+00
