% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.317716111e+07 +1.317716111e+07 +1.317695123e+07 +1.317695123e+07 +4.5139e+00 +4.4248e-01 -1.9930e+00 -4.2758e+00 +3.3737e-01 -2.3187e+00 -3.6919e+00 +4.3131e+00 +1.9889e+00 +1.7583e+00 +4.2726e+00 -2.4153e+00 +1.9255e+00 +4.4656e+00 -4.6324e+00 -3.7472e+00 +3.8469e+00 +4.1682e+00 -1.1163e-01 +3.8315e+00
2 +9.676964985e+06 +9.676964985e+06 +9.676755105e+06 +9.676755105e+06 -4.2850e+00 +2.9413e+00 +1.1086e+00 -1.5095e+00 -1.7609e+00 +1.0201e+00 +3.1315e+00 +1.6819e+00 -4.1693e+00 -4.9776e+00 +4.4279e+00 -3.2886e+00 -2.7226e+00 -4.7802e+00 +1.3530e+00 +2.6659e-01 +1.6817e+00 +3.3900e+00 -1.4692e+00 -4.1265e-01
48 +5.546687624e+06 +5.546687624e+06 +5.546477744e+06 +5.546477744e+06 -3.7111e+00 -4.7556e+00 +2.2680e+00 +1.1345e+00 +4.2735e+00 -3.3327e+00 -3.6019e+00 +2.5782e+00 +1.6864e+00 +4.7760e+00 +8.0092e-01 -2.0663e+00 +8.4988e-02 -3.7164e+00 -2.5069e+00 -1.4828e+00 -2.1863e-01 +2.6952e+00 -3.5798e-01 +6.0257e-01
94 +3.135156885e+06 +3.135156885e+06 +3.134947005e+06 +3.134947005e+06 +1.8984e+00 -3.4357e-01 +3.2495e-01 -1.0976e+00 +1.7407e+00 -5.0000e+00 +4.7607e+00 +5.3190e-01 -1.1099e+00 +2.7922e+00 -2.3652e+00 -3.7035e+00 +8.8520e-01 -8.9596e-01 +8.8534e-01 +9.6772e-01 -2.4809e+00 +5.0000e+00 -1.2677e+00 +1.7820e+00
111 +2.260745546e+06 +2.260745546e+06 +2.260535666e+06 +2.260535666e+06 -8.2992e-01 -1.2479e-01 -1.7195e+00 -2.4958e+00 +3.4569e+00 -5.0000e+00 -6.2573e-01 +2.1084e+00 -2.8234e+00 +5.0000e+00 +1.8307e+00 +1.1646e+00 +1.0677e+00 -2.1530e+00 -1.6173e+00 -3.1172e+00 -5.0000e+00 +5.0000e+00 -1.2179e+00 +1.5971e+00
221 +1.407092094e+06 +1.407092094e+06 +1.406882214e+06 +1.406882214e+06 -3.3749e+00 -3.1416e+00 -5.0000e+00 -5.0000e+00 +4.6243e+00 -2.2497e+00 -2.0299e+00 +1.2901e+00 -6.2075e-01 -5.4123e-01 +5.0000e+00 +3.9846e+00 +1.6173e+00 +3.0180e+00 +2.3132e+00 -5.0000e+00 -5.0000e+00 +3.6879e+00 -2.4756e+00 +1.7336e+00
278 +7.015058652e+05 +7.015058652e+05 +7.012959852e+05 +7.012959852e+05 -1.3307e+00 +4.7098e+00 -4.8079e+00 -3.2183e+00 +3.3409e+00 -3.6776e+00 +1.7583e+00 +5.0000e+00 -2.6083e+00 +1.0978e+00 +2.6608e+00 -2.3957e+00 +2.7492e+00 +1.4257e+00 -2.0072e+00 -4.8669e+00 -3.7651e+00 +4.0246e+00 -3.0248e+00 +1.7534e+00
328 +5.777763443e+05 +5.777763443e+05 +5.775664643e+05 +5.775664643e+05 -7.9679e-01 +4.4800e+00 -5.0000e+00 -3.0303e+00 +5.0000e+00 -2.7248e+00 +7.0603e-01 +5.0000e+00 -1.5695e+00 +7.3435e-01 +3.2963e+00 -1.1527e+00 +1.6143e+00 +1.4035e+00 -1.8316e+00 -5.0000e+00 -2.7871e+00 +3.2520e+00 -1.5504e+00 +2.0291e+00
478 +2.629944943e+05 +2.629944943e+05 +2.627846143e+05 +2.627846143e+05 -1.0965e+00 +4.5511e+00 -5.0000e+00 -3.1864e+00 +5.0000e+00 -3.2541e+00 +1.4148e+00 +5.0000e+00 -1.3725e+00 +9.6508e-01 +2.9347e+00 -1.3962e+00 +3.3469e+00 +1.4174e+00 -1.9139e+00 -5.0000e+00 -3.3212e+00 +3.2413e+00 -2.4292e+00 +1.8776e+00
748 +2.355018477e+05 +2.355018477e+05 +2.352919677e+05 +2.352919677e+05 -3.3768e+00 +4.3698e+00 -5.0000e+00 -3.2635e+00 +5.0000e+00 -3.1575e+00 +6.5916e-01 +4.6084e+00 -1.8777e+00 -8.6299e-02 +1.9699e+00 -2.0006e+00 +2.9445e+00 +1.2427e-02 -2.0394e+00 -4.7653e+00 -3.6181e+00 +3.5404e+00 -2.5102e+00 +1.9429e+00
