% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.751949206e+03 +9.751949206e+03 +9.289859206e+03 +9.289859206e+03 +2.1272e+00 -1.8708e+00 -1.3657e+00 +2.4005e+00 +5.0976e-01 -2.2642e+00 -1.7837e+00 -2.8704e+00 +2.8677e+00 +1.1966e+00 +2.7842e+00 +3.2595e+00 +3.4276e+00 -3.0261e+00 +3.0499e+00 -3.0340e+00 +2.3961e+00 +1.5679e-01 +2.2364e+00 -1.9374e+00
32 +6.218983144e+03 +6.218983144e+03 +5.756893144e+03 +5.756893144e+03 +5.0526e+00 -1.1810e+00 +2.5976e-01 +6.4989e+00 +3.4948e-01 -2.3637e+00 -1.7873e+00 -4.4664e+00 +4.5644e+00 +5.0175e+00 +9.5984e-01 +2.9184e-01 +4.6633e-01 -3.7406e+00 +3.3489e+00 -4.5006e+00 -3.7233e-01 +1.6369e-02 -7.6204e-01 -3.8092e+00
38 +1.937067144e+03 +1.937067144e+03 +1.474977144e+03 +1.474977144e+03 +3.6954e+00 -5.0117e-01 -2.4800e-01 +5.4003e+00 -1.0399e+00 -6.3568e+00 -3.6527e+00 +1.0604e+00 +2.9466e-01 +2.3283e+00 -1.9476e-01 +2.0616e-01 +6.3292e-02 +1.9812e-01 +2.2740e+00 -5.2735e+00 -2.2601e+00 +5.9290e-01 +3.2773e+00 -3.2245e+00
61 +1.545549036e+03 +1.545549036e+03 +1.083459036e+03 +1.083459036e+03 +9.7689e-01 -2.8026e+00 +3.1154e-01 +4.2370e+00 -2.0732e+00 -1.5178e+00 -5.6964e+00 -4.1393e-01 +6.8510e-01 +2.8661e+00 +2.8838e+00 -5.1010e-01 -9.1562e-01 -3.3648e+00 +9.0870e-01 -7.5406e+00 -3.0681e+00 -1.0371e+00 +1.2391e+00 -4.4946e-01
91 +9.446329672e+02 +9.446329672e+02 +4.825429672e+02 +4.825429672e+02 -6.7430e-01 -1.4820e+00 +1.9738e+00 +3.2082e+00 -1.1252e+00 -2.4560e+00 -2.1229e+00 +1.5366e+00 +1.3704e+00 +4.9098e+00 +1.4493e+00 -5.5136e-01 -3.0316e+00 -2.1889e+00 -1.3885e+00 -3.5465e+00 -2.2298e+00 +2.9935e-01 +3.3485e-02 -3.1450e+00
126 +6.086118969e+02 +6.086118969e+02 +1.465218969e+02 +1.465218969e+02 -9.8224e-01 -4.7859e+00 +1.0854e-01 +1.4503e-01 -2.6436e+00 -1.2783e+00 -4.8747e+00 +2.0580e+00 +1.4094e+00 +2.0717e+00 +2.5178e+00 -1.0262e+00 -8.5364e-01 -3.5241e+00 -1.3904e+00 -3.4718e+00 -2.0464e+00 +3.0655e+00 +2.2017e+00 -4.2080e-01
423 +3.797349391e+02 +3.797349391e+02 -8.235506086e+01 -8.235506086e+01 +9.3874e-01 -4.1015e+00 +2.7285e-01 -2.1963e-01 +5.0705e-01 +1.1045e+00 -3.3998e+00 +1.1913e+00 +2.1243e-01 +4.1093e-01 +1.2262e+00 -2.1425e+00 -1.7063e+00 -2.9367e+00 +9.9608e-01 -4.2983e+00 -8.8231e-01 +3.2717e+00 +2.3164e+00 +9.1208e-01
762 +2.231019014e+02 +2.231019014e+02 -2.389880986e+02 -2.389880986e+02 -1.2825e+00 +5.6357e-01 +2.1791e+00 -7.9869e-01 -2.3239e-01 +1.3689e+00 +2.3776e-01 +2.4946e+00 +1.7080e+00 -2.6617e-01 +2.5441e+00 -4.1575e+00 -3.9066e-01 -3.2886e+00 +1.5065e+00 -2.4367e+00 -7.2441e-01 +3.3333e+00 +2.7047e+00 +1.8803e+00
1298 +1.385773110e+02 +1.385773110e+02 -3.235126890e+02 -3.235126890e+02 -1.7498e+00 +4.5862e-01 +1.1415e+00 +5.8402e-01 +1.9749e-01 +1.4629e+00 -3.9165e-01 +1.8970e+00 +1.1914e+00 +6.0384e-01 +2.1786e+00 -3.8132e+00 -5.7286e-01 -2.0195e+00 +9.9405e-01 -3.9529e+00 -7.1743e-02 +3.5635e+00 +2.0472e+00 +2.1858e+00
1672 +9.378678241e+01 +9.378678241e+01 -3.683032176e+02 -3.683032176e+02 -1.8612e+00 +5.4340e-01 +1.4432e+00 +8.0412e-01 -1.0472e-01 +1.3987e+00 -3.0226e-01 +1.8529e+00 +1.0812e+00 +5.7568e-01 +2.2001e+00 -4.2523e+00 -3.9927e-01 -2.0051e+00 +9.7125e-01 -3.9556e+00 -3.6177e-02 +3.6040e+00 +2.1096e+00 +2.1510e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.345365596e+03 +9.345365596e+03 +9.423025596e+03 +9.423025596e+03 -2.4481e+00 -8.1672e-01 -2.8164e+00 -4.8656e-01 -2.7629e+00 -3.7081e+00 -1.2168e+00 +1.9577e+00 +3.7228e-01 -3.8115e-01 +3.6298e+00 +2.3853e+00 +4.3555e-01 +5.9512e-01 +2.6900e+00 +9.9569e-01 +3.8854e+00 +1.1009e+00 +2.7974e+00 -3.2758e+00
