% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.391666062e+09 +3.391666062e+09 +3.391665441e+09 +3.391665441e+09 +8.6805e-01 -1.5486e+00 -2.4181e+00 -4.7015e-01 -3.3416e+00 +3.1409e+00 +2.3293e+00 +3.3909e+00 +1.1620e+00 +2.4346e+00 -2.8095e+00 -3.3292e+00 -2.8404e+00 +2.0203e-01 -3.1545e+00 -1.4581e+00 +3.4825e+00 +1.3461e+00 -3.9781e+00 +2.4815e+00
8 +1.611635187e+09 +1.611635187e+09 +1.611634566e+09 +1.611634566e+09 +1.1253e+00 -2.3569e-01 -4.7537e+00 -1.3914e+00 -3.8665e+00 +7.1463e-01 -3.0953e-01 +5.2534e+00 +1.1845e+00 +1.1443e+00 -1.1980e+00 -2.8660e+00 -4.8200e+00 +2.8812e+00 -2.5755e+00 +1.4997e+00 +5.7586e+00 -2.2178e-02 -6.5620e+00 +2.3357e+00
11 +7.029108632e+08 +7.029108632e+08 +7.029102420e+08 +7.029102420e+08 -6.1892e-02 -8.0670e-01 -9.6151e-01 +3.7542e+00 -6.0562e+00 +1.0957e+00 +4.4050e+00 +2.6113e+00 -1.6005e+00 +3.0657e+00 +2.9698e-01 -1.9134e+00 +1.0743e+00 +1.2111e+00 +5.7459e-01 -2.1377e+00 +1.2030e+00 +9.2385e-01 -1.5976e+00 +2.4909e-01
14 +4.004388846e+08 +4.004388846e+08 +4.004382635e+08 +4.004382635e+08 -1.2935e+00 -2.9081e+00 -3.0725e+00 -2.6255e+00 -4.8468e+00 -1.3675e+00 +1.6142e+00 +2.3990e+00 +4.7448e+00 +1.1904e+00 +1.3114e-01 -4.2241e+00 -1.5456e+00 +4.9751e+00 -1.0193e-01 -2.1920e+00 +3.4290e+00 +1.4993e+00 -4.8219e+00 -1.3943e-01
15 +3.517056811e+08 +3.517056811e+08 +3.517050600e+08 +3.517050600e+08 +1.7085e+00 -1.5429e+00 -1.1711e+00 -3.4188e+00 -2.5229e+00 +1.2806e-01 +3.2712e+00 +3.9218e+00 +5.7982e-01 +2.8167e+00 +6.1169e-01 -1.2660e+00 -1.3804e+00 -6.7654e-01 +9.1561e-01 -1.8512e+00 +2.6272e+00 -1.2611e+00 -4.2225e+00 +4.1224e-01
34 +2.139620096e+08 +2.139620096e+08 +2.139613885e+08 +2.139613885e+08 +1.1565e-01 -1.4171e+00 -1.6911e+00 -4.5773e+00 -2.5014e+00 -5.9448e-01 +3.1651e+00 +9.8511e-01 +9.7503e-01 +1.8058e+00 -6.7362e-01 -1.4283e+00 -1.7346e-01 +4.9848e-01 +1.0293e+00 -1.2738e+00 +2.9647e+00 +9.6273e-01 -3.5379e+00 -5.1657e-01
47 +1.211236155e+08 +1.211236155e+08 +1.211229944e+08 +1.211229944e+08 +1.8579e+00 +2.5930e+00 -4.6389e-01 -2.5289e+00 -2.3131e+00 -2.4059e+00 +3.0765e+00 -1.9599e-01 +1.6444e+00 +1.1800e+00 +2.4218e+00 -9.2173e-01 +2.1794e-01 -1.6151e+00 +3.2204e+00 -2.4279e+00 +5.8755e+00 +2.9194e+00 -3.4284e+00 +2.9807e-01
76 +9.482422968e+07 +9.482422968e+07 +9.482360857e+07 +9.482360857e+07 -2.6424e-01 +1.2934e+00 -3.7317e+00 -3.0905e+00 -2.0583e+00 -2.0165e+00 +3.0219e+00 +2.1527e+00 +9.4234e-02 +4.2792e+00 +2.9918e-01 +2.9371e+00 +2.0910e+00 +2.7779e+00 +2.7723e+00 -1.7623e+00 +3.1321e+00 +8.5742e-01 +1.2952e+00 +2.4715e+00
164 +5.678338965e+07 +5.678338965e+07 +5.678276854e+07 +5.678276854e+07 -4.5395e+00 +3.9162e+00 -7.7006e-01 -7.0916e+00 -1.2169e+00 -3.5578e+00 +2.6422e+00 +2.2732e+00 +1.6605e+00 -8.0558e-01 +4.6111e-01 +5.2556e+00 +3.1306e+00 +3.1831e+00 +3.8011e+00 -3.0118e+00 +2.9540e+00 +2.4574e+00 +1.6444e+00 -1.2766e-01
188 +3.478761201e+07 +3.478761201e+07 +3.478699090e+07 +3.478699090e+07 +1.4172e+00 +3.7178e+00 -2.4550e-01 -6.0964e+00 -5.4108e-01 -4.1828e+00 +1.7797e+00 -4.5640e-01 +1.9191e+00 -2.1200e-01 +2.0474e+00 +2.4607e+00 +3.1720e+00 -6.1992e-01 +2.2562e+00 -5.6129e-01 +3.2214e+00 +7.7574e-01 +4.7670e-01 -3.6854e-01
232 +1.819663566e+07 +1.819663566e+07 +1.819601455e+07 +1.819601455e+07 -9.8889e-01 +3.0250e+00 -7.9755e-01 -4.4982e+00 -1.6601e+00 -1.2731e+00 +1.4788e+00 -9.6159e-01 +3.0526e+00 +1.0172e+00 +1.4014e-01 +3.3963e+00 +2.7844e+00 +2.1356e+00 +3.3350e+00 -7.8829e-01 +2.2462e+00 +1.5639e+00 +1.4579e+00 -5.8833e-01
