% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.161774442e+01 +7.161774442e+01 +1.926774442e+01 +1.926774442e+01 -8.1571e-01 -3.5126e+00 -3.9333e+00 -6.6405e-01 -1.5792e+00 -3.3839e+00 -2.3408e+00 +3.9123e+00 -7.6798e-01 +3.2897e+00 +2.2721e+00 -9.0352e-02 -3.2117e+00 +8.1770e-01 +2.5279e+00 -3.4053e+00 -2.9899e+00 -1.4309e+00 +2.9248e+00 -8.7152e-01
6 +5.543934869e+01 +5.543934869e+01 +3.089348688e+00 +3.089348688e+00 +4.3076e-01 -1.9145e+00 -2.0515e+00 -2.6482e+00 -1.1551e+00 -2.9081e+00 -4.3563e+00 +2.4282e+00 +1.3966e+00 +3.0267e+00 +3.0519e+00 +8.5623e-02 -4.4826e+00 -3.0145e-01 +3.4152e+00 -5.3051e+00 -1.4275e+00 -2.9293e-01 +1.2814e+00 -1.4027e+00
52 +3.609029883e+01 +3.609029883e+01 -1.625970117e+01 -1.625970117e+01 +1.5049e+00 -8.5965e+00 -1.9979e+00 -1.1304e+00 -4.4790e+00 -2.7189e+00 -3.7669e+00 -1.1834e+00 +5.9791e-01 +2.6232e+00 +2.9120e+00 -1.3095e+00 +5.3818e-01 +1.4695e+00 +2.9857e+00 -4.0509e+00 -1.7525e+00 -1.9825e+00 +4.2543e+00 -2.5754e+00
81 +2.459262105e+01 +2.459262105e+01 -2.775737895e+01 -2.775737895e+01 +4.8395e-01 -5.7657e+00 +2.8213e-02 +2.4877e-01 -4.1149e+00 +1.4149e+00 -4.0140e+00 -5.5441e-01 +4.0407e+00 -1.8800e-01 +6.8415e+00 +2.2722e+00 +2.2801e-01 -1.8471e+00 +1.7383e+00 -3.8966e+00 +5.0973e-01 -2.8227e-01 +4.0392e+00 -1.6201e+00
167 +1.455590441e+01 +1.455590441e+01 -3.779409559e+01 -3.779409559e+01 +8.6361e-01 -3.4656e+00 +3.6811e-01 -1.4006e+00 -2.7121e+00 +1.1570e+00 -3.7189e+00 +1.1589e-01 +4.5232e+00 -8.4546e-01 +3.8347e+00 +1.6148e+00 +2.3747e+00 -1.2633e+00 -1.4105e-01 -2.4020e+00 +1.0573e+00 +9.6664e-01 +5.0545e+00 -1.7266e+00
212 +9.283146169e+00 +9.283146169e+00 -4.306685383e+01 -4.306685383e+01 -4.7168e-01 -2.5758e+00 +1.7037e+00 -8.8917e-01 -2.6386e+00 +1.9675e+00 -3.2509e+00 -1.0249e+00 +2.6303e+00 +5.6937e-01 +7.4917e-01 +1.3474e+00 +1.3777e+00 -1.2209e+00 -3.6182e+00 -1.9383e-02 -1.3231e-01 +1.7552e+00 +3.3846e+00 -3.8282e+00
310 +5.248835659e+00 +5.248835659e+00 -4.710116434e+01 -4.710116434e+01 -8.4703e-01 -1.0525e+00 +1.2809e+00 -2.7121e+00 -9.6517e-01 +3.6143e+00 -3.1095e+00 -1.4861e+00 +3.8360e+00 -2.2235e+00 +1.2474e+00 +2.0398e-01 +3.7545e+00 -8.9134e-01 -1.9840e+00 +6.3241e-01 +2.7666e-01 +2.6790e+00 +4.7121e+00 -3.2711e+00
376 +2.010688964e+00 +2.010688964e+00 -5.033931104e+01 -5.033931104e+01 -8.1161e-01 -5.4989e-01 +2.3504e+00 -1.8428e+00 -7.7156e-01 +3.3576e+00 -3.9899e+00 -2.4227e-01 +1.9781e+00 -1.4328e+00 +2.8481e+00 +4.8617e-01 +3.3095e+00 -1.1557e+00 -2.6002e+00 +5.2948e-01 -1.8116e+00 +2.8049e+00 +3.0592e+00 -3.8628e+00
546 +1.304438598e+00 +1.304438598e+00 -5.104556140e+01 -5.104556140e+01 -1.0680e+00 -1.2455e+00 +2.4521e+00 -1.9357e+00 -1.4157e+00 +3.0329e+00 -2.7336e+00 -6.8681e-02 +3.0082e+00 -1.3692e+00 +2.8415e+00 -2.5204e-01 +4.0431e+00 -3.3387e-01 -1.6745e+00 +4.5526e-01 -1.0807e+00 +1.7700e+00 +2.7908e+00 -3.9979e+00
583 +9.938047077e-01 +9.938047077e-01 -5.135619529e+01 -5.135619529e+01 -6.8393e-01 -1.5199e+00 +3.2955e+00 -2.3421e+00 -1.1129e+00 +3.6941e+00 -3.3703e+00 +8.0734e-01 +2.8873e+00 -1.6297e+00 +3.2629e+00 -1.9574e-01 +3.4314e+00 -7.8732e-01 -1.9865e+00 +1.2556e+00 -1.3065e+00 +2.0557e+00 +2.6332e+00 -4.2324e+00
634 +6.133462381e-01 +6.133462381e-01 -5.173665376e+01 -5.173665376e+01 -1.3546e+00 -1.5257e+00 +2.1910e+00 -2.2848e+00 -1.3071e+00 +3.8086e+00 -3.5444e+00 -1.8818e-01 +3.2744e+00 -1.6332e+00 +2.6849e+00 -5.9585e-01 +3.6927e+00 -3.5341e-01 -1.5965e+00 +1.0421e+00 -9.8163e-01 +1.7761e+00 +3.3124e+00 -3.7681e+00
745 +3.350025012e-01 +3.350025012e-01 -5.201499750e+01 -5.201499750e+01 -9.6159e-01 -1.4357e+00 +3.0086e+00 -2.2395e+00 -1.7908e+00 +3.3679e+00 -4.0637e+00 -4.6509e-02 +2.8102e+00 -1.4114e+00 +3.0027e+00 -5.1064e-01 +3.4807e+00 -1.0898e+00 -1.8636e+00 +1.4869e+00 -1.3155e+00 +1.8265e+00 +3.1797e+00 -3.9527e+00
834 +2.511643741e-01 +2.511643741e-01 -5.209883563e+01 -5.209883563e+01 -9.2111e-01 -1.2671e+00 +2.9431e+00 -2.1588e+00 -1.7357e+00 +3.5195e+00 -3.8534e+00 -6.2168e-02 +2.8318e+00 -1.4360e+00 +3.0126e+00 -3.6812e-01 +3.5043e+00 -6.8247e-01 -1.7475e+00 +1.2873e+00 -1.2866e+00 +1.4355e+00 +3.2641e+00 -3.9759e+00
868 +1.531615289e-01 +1.531615289e-01 -5.219683847e+01 -5.219683847e+01 -1.0399e+00 -1.0840e+00 +2.6441e+00 -2.3092e+00 -1.6755e+00 +3.5351e+00 -3.9473e+00 -9.8218e-02 +2.8555e+00 -1.7204e+00 +2.7692e+00 -6.0892e-01 +3.5097e+00 -6.5069e-01 -1.8593e+00 +1.3669e+00 -1.2271e+00 +1.8112e+00 +3.4387e+00 -4.0669e+00
959 +8.684572055e-02 +8.684572055e-02 -5.226315428e+01 -5.226315428e+01 -9.6126e-01 -1.1256e+00 +2.6199e+00 -2.1151e+00 -1.7028e+00 +3.4936e+00 -3.7922e+00 +3.1019e-02 +3.0071e+00 -1.6528e+00 +3.0931e+00 -5.8373e-01 +3.6975e+00 -7.3374e-01 -1.9033e+00 +1.3529e+00 -1.2664e+00 +1.7125e+00 +3.2366e+00 -3.9783e+00
1048 +5.850240225e-02 +5.850240225e-02 -5.229149760e+01 -5.229149760e+01 -1.0393e+00 -1.0986e+00 +2.5094e+00 -2.3267e+00 -1.7317e+00 +3.4636e+00 -3.8473e+00 +4.0500e-02 +2.9742e+00 -1.6238e+00 +2.9841e+00 -3.7591e-01 +3.5705e+00 -7.7697e-01 -1.9846e+00 +1.2516e+00 -1.0912e+00 +1.6749e+00 +3.2130e+00 -4.0149e+00
1233 +3.756540482e-02 +3.756540482e-02 -5.231243460e+01 -5.231243460e+01 -9.5574e-01 -1.1801e+00 +2.6225e+00 -2.3023e+00 -1.6684e+00 +3.5497e+00 -3.9095e+00 -8.3174e-03 +2.9516e+00 -1.6064e+00 +2.9423e+00 -4.4028e-01 +3.5397e+00 -7.2335e-01 -1.9612e+00 +1.2578e+00 -1.1276e+00 +1.7440e+00 +3.1470e+00 -3.9906e+00
1368 +1.846919220e-02 +1.846919220e-02 -5.233153081e+01 -5.233153081e+01 -9.9019e-01 -1.1798e+00 +2.5088e+00 -2.3605e+00 -1.6128e+00 +3.5454e+00 -3.9356e+00 -2.4744e-03 +2.8867e+00 -1.5964e+00 +2.8904e+00 -4.6129e-01 +3.4702e+00 -7.6039e-01 -1.9723e+00 +1.2283e+00 -1.0947e+00 +1.7740e+00 +3.1306e+00 -4.0065e+00
1408 +1.445950612e-02 +1.445950612e-02 -5.233554049e+01 -5.233554049e+01 -9.3841e-01 -1.1802e+00 +2.4917e+00 -2.3030e+00 -1.5726e+00 +3.6284e+00 -3.9176e+00 +2.1020e-02 +2.8094e+00 -1.6125e+00 +2.9615e+00 -4.9859e-01 +3.4207e+00 -7.8869e-01 -1.9685e+00 +1.2633e+00 -1.0925e+00 +1.8155e+00 +3.1309e+00 -4.0207e+00
1753 +8.173778177e-03 +8.173778177e-03 -5.234182622e+01 -5.234182622e+01 -8.9388e-01 -1.1494e+00 +2.5860e+00 -2.3394e+00 -1.6070e+00 +3.5701e+00 -3.9144e+00 +6.2954e-03 +2.8592e+00 -1.6594e+00 +2.9292e+00 -4.7229e-01 +3.4504e+00 -8.4036e-01 -1.9377e+00 +1.2357e+00 -1.0995e+00 +1.7727e+00 +3.1054e+00 -3.9677e+00
1910 +6.091419259e-03 +6.091419259e-03 -5.234390858e+01 -5.234390858e+01 -9.0672e-01 -1.1707e+00 +2.5712e+00 -2.3285e+00 -1.5997e+00 +3.5886e+00 -3.9394e+00 +1.0781e-02 +2.8361e+00 -1.6628e+00 +2.9503e+00 -4.7801e-01 +3.4480e+00 -8.6526e-01 -1.9330e+00 +1.2219e+00 -1.1200e+00 +1.7870e+00 +3.1485e+00 -3.9890e+00
2228 +3.904048821e-03 +3.904048821e-03 -5.234609595e+01 -5.234609595e+01 -8.9527e-01 -1.1761e+00 +2.5469e+00 -2.3212e+00 -1.5985e+00 +3.5670e+00 -3.9340e+00 +1.8059e-04 +2.8334e+00 -1.6680e+00 +2.9572e+00 -4.9300e-01 +3.4672e+00 -8.5337e-01 -1.9373e+00 +1.2485e+00 -1.1211e+00 +1.7659e+00 +3.1378e+00 -3.9709e+00
2487 +2.503535804e-03 +2.503535804e-03 -5.234749646e+01 -5.234749646e+01 -8.7776e-01 -1.1892e+00 +2.5514e+00 -2.3134e+00 -1.5840e+00 +3.5850e+00 -3.9433e+00 -2.1431e-03 +2.8422e+00 -1.6709e+00 +2.9582e+00 -4.8595e-01 +3.4693e+00 -8.7096e-01 -1.9439e+00 +1.2457e+00 -1.1132e+00 +1.7659e+00 +3.1238e+00 -3.9724e+00
