% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.145537864e+05 +7.145537864e+05 +7.146776164e+05 +7.146776164e+05 -2.2826e-01 +9.2651e-01 +3.1924e+00 +4.2422e+00 -3.9508e+00 +1.4637e+00 -1.1202e+00 -3.2121e+00 +3.2340e+00 -2.3477e+00 +3.4532e+00 -4.9203e+00 +4.2464e-01 +4.6701e+00 -1.0769e+00 -1.9423e+00 +3.0908e+00 -4.9308e+00 -4.1644e+00 -1.7107e-01
2 +1.696668669e+05 +1.696668669e+05 +1.697906969e+05 +1.697906969e+05 +3.1527e+00 +7.7607e-01 +3.4420e+00 +5.0233e-01 -5.1022e-01 -3.1820e+00 +1.8600e+00 -4.0252e+00 -3.2324e+00 +6.0063e-01 +1.7951e+00 +8.8124e-01 +2.0503e+00 +1.5097e+00 +2.7334e+00 +3.0251e+00 -3.2898e+00 -8.1075e-01 -1.9845e+00 +2.4283e+00
10 +1.406806774e+05 +1.406806774e+05 +1.408045074e+05 +1.408045074e+05 -2.8963e+00 +1.4455e+00 -3.6074e+00 -2.3004e+00 -9.3477e-02 +3.3064e+00 +2.0289e+00 +1.2167e-01 -7.5031e-01 -3.9767e+00 +2.7290e+00 -9.7338e-01 +8.3698e-01 -3.8554e+00 +2.4112e+00 +4.5670e+00 -2.4905e+00 -1.7572e+00 -2.9359e+00 -3.2668e-01
65 +6.638285887e+04 +6.638285887e+04 +6.650668887e+04 +6.650668887e+04 +1.6864e+00 -1.5493e+00 -6.9950e-01 -1.2806e+00 -5.4669e-03 +8.6172e-01 +2.9353e+00 -3.4698e+00 +5.3914e-01 -5.0000e+00 +2.3150e+00 +1.6525e+00 -1.1676e+00 -3.3332e+00 +2.2697e+00 +2.0278e+00 +6.7467e-01 -1.2483e-02 -7.0252e-01 +3.9034e+00
82 +5.528075804e+04 +5.528075804e+04 +5.540458804e+04 +5.540458804e+04 -3.5010e+00 +2.2733e+00 -3.5109e-01 +1.0782e+00 +2.1778e+00 +5.9745e-01 +1.6281e+00 +8.4663e-01 +7.1745e-01 -2.1730e+00 -1.4320e+00 +7.8814e-01 +3.4536e+00 -5.5163e-01 +1.0798e+00 +3.8301e+00 -2.1463e+00 -4.4577e-01 -2.5917e-01 -3.6354e+00
162 +3.519266566e+04 +3.519266566e+04 +3.531649566e+04 +3.531649566e+04 -3.1263e+00 +1.6214e-01 -2.1825e-01 -1.9265e+00 +2.0264e-01 -1.6360e+00 -1.8974e-01 +6.6503e-01 +2.4081e-01 -2.4996e+00 +0.0000e+00 +1.7581e+00 +0.0000e+00 -1.8699e+00 -3.8982e+00 +3.6445e+00 -8.2751e-01 -3.3008e+00 -3.0731e-01 -3.6349e-01
207 +2.257885462e+04 +2.257885462e+04 +2.270268462e+04 +2.270268462e+04 +1.8445e+00 +2.8206e+00 +1.4818e+00 -1.0264e+00 +0.0000e+00 +1.5597e+00 +1.5663e+00 +8.6480e-01 +1.1649e-01 -6.6678e-01 -3.4110e+00 +7.9943e-01 -1.4886e-01 +1.1923e+00 -1.0406e-01 +3.2595e+00 -2.2796e+00 -9.1627e-01 -1.3018e+00 +0.0000e+00
219 +1.330088701e+04 +1.330088701e+04 +1.342471701e+04 +1.342471701e+04 -3.5026e+00 +5.4242e-01 -5.6211e-01 -1.1713e+00 +0.0000e+00 -2.7824e-01 +3.4532e-01 +1.9938e+00 -2.2779e-01 -2.6373e+00 +9.4837e-01 -1.6190e-01 -6.5336e-01 -2.5505e+00 +1.9595e+00 +1.7322e+00 -1.7131e+00 -3.4623e-01 -1.4019e+00 +0.0000e+00
279 +8.675278238e+03 +8.675278238e+03 +8.799108238e+03 +8.799108238e+03 -4.5263e-01 +6.3547e-02 -1.6692e+00 +1.1143e+00 -6.3070e-01 -8.8130e-02 +3.9656e-01 +2.7183e+00 -3.1142e-01 -2.8639e+00 +3.9617e-02 +2.7929e-01 -6.4203e-01 +2.5399e+00 +3.3223e-01 +7.0730e-01 -7.8844e-01 -4.5267e-01 -1.9319e+00 +9.5576e-01
934 +6.120598791e+03 +6.120598791e+03 +6.244428791e+03 +6.244428791e+03 -3.9229e-01 -7.2208e-01 -1.6710e+00 +1.2115e+00 -1.5752e-01 +2.1294e-01 +1.5645e-01 -5.6692e-01 -7.4626e-02 -3.4258e+00 -6.7606e-01 +8.1311e-02 +4.6854e-02 -6.5790e-02 +5.4102e-01 +9.6354e-01 -7.4547e-01 -5.1801e-01 -2.3148e+00 +2.1863e+00
1093 +3.920259691e+03 +3.920259691e+03 +4.044089691e+03 +4.044089691e+03 -1.7029e-01 -3.7516e-01 -1.9227e-02 +3.8058e-01 +5.9237e-01 -1.0176e-01 +9.8441e-02 +2.3281e+00 -1.1251e+00 -2.5219e+00 -4.9887e-01 -5.9384e-01 -4.1267e-01 +3.2556e-01 +1.7728e-01 +1.3902e+00 +2.4153e-01 +2.2612e-01 -1.0818e+00 +1.4275e+00
1231 +2.253491889e+03 +2.253491889e+03 +2.377321889e+03 +2.377321889e+03 -1.5443e-01 -1.2437e+00 +4.6411e-01 +1.4983e+00 -1.1981e-01 -1.2802e+00 +2.0832e-01 +2.7972e-01 -7.0879e-01 -2.2848e+00 +9.5943e-01 -8.0585e-01 +8.2310e-01 -8.0126e-01 -3.3131e-02 +7.5648e-01 +8.1108e-01 +2.0268e-01 -3.0692e-01 +6.4646e-01
1711 +1.541426137e+03 +1.541426137e+03 +1.665256137e+03 +1.665256137e+03 -1.5113e-02 -7.1187e-01 +1.0432e+00 +2.3155e+00 -5.6074e-01 -7.7916e-01 +1.7279e-01 -2.7394e-02 -7.7086e-01 -2.5508e+00 -1.7421e-01 -1.6542e-01 +9.8617e-01 +3.7167e-01 -6.3514e-01 +6.5710e-01 +1.1697e-01 -3.0354e-01 +3.9246e-02 +4.1203e-01
2126 +9.092569667e+02 +9.092569667e+02 +1.033086967e+03 +1.033086967e+03 +5.0815e-01 -8.3380e-01 +1.2989e+00 +1.1331e-01 +4.1744e-01 -5.1401e-01 -3.3904e-01 +1.0927e-01 +6.2289e-01 -1.3635e+00 +7.6793e-01 -1.6550e-01 +1.2795e+00 -2.5842e-01 +2.9541e-01 +2.8528e-01 -9.0743e-01 -5.4900e-01 -6.0433e-01 -4.2821e-01
2631 +6.141371964e+02 +6.141371964e+02 +7.379671964e+02 +7.379671964e+02 +7.2613e-01 -6.7848e-01 +1.2349e+00 +4.5483e-01 -3.3514e-01 -6.3134e-01 +2.3457e-01 +1.4490e-01 +1.1646e+00 -1.5133e+00 +5.4676e-01 -1.7266e-01 +1.2063e+00 -1.0720e+00 +6.7100e-01 +4.5239e-01 -7.0560e-01 +4.6554e-02 -7.3130e-01 -6.4043e-01
3506 +3.260229437e+02 +3.260229437e+02 +4.498529437e+02 +4.498529437e+02 -2.4869e-01 -5.4760e-01 +5.1456e-01 +7.2850e-01 -2.4260e-01 +1.5485e-01 +4.9383e-01 +6.0592e-02 +1.9990e-01 -5.5881e-01 +6.7077e-01 -4.7388e-01 +1.4044e+00 -7.6477e-02 +9.3622e-01 +9.0711e-01 -7.2523e-01 +9.8081e-02 -2.4507e-01 +8.5099e-01
3854 +2.072769354e+02 +2.072769354e+02 +3.311069354e+02 +3.311069354e+02 -1.6246e-01 -4.0920e-01 +4.2312e-01 +7.2994e-01 -4.4360e-01 +9.5868e-02 +2.7428e-01 -1.0996e-01 +2.8195e-01 -5.5884e-01 +6.0385e-01 -4.3811e-01 +8.6838e-01 -1.9621e-02 +8.7470e-01 +6.6911e-01 -8.0179e-01 -1.2649e-01 -1.5243e-01 +1.0355e-01
5091 +1.533051606e+02 +1.533051606e+02 +2.771351606e+02 +2.771351606e+02 +1.4499e-01 -4.4497e-01 +5.9133e-01 +6.8947e-01 -5.5277e-01 +1.5387e-01 +6.1175e-02 -1.1361e-02 +7.1293e-01 -3.8727e-01 +5.3728e-01 -3.1012e-01 +2.6487e-01 -2.5631e-01 +7.2177e-01 +3.2467e-01 -7.2463e-01 +1.9587e-01 -2.5827e-01 +1.2972e-01
6371 +9.538443697e+01 +9.538443697e+01 +2.192144370e+02 +2.192144370e+02 +2.3997e-01 -5.1052e-01 +4.8165e-01 +2.6121e-01 -3.9230e-01 +2.5582e-01 +6.3664e-01 -4.2912e-01 +1.7778e-01 -9.0055e-01 +5.5109e-01 -8.2306e-03 +6.1138e-01 -2.6728e-02 +1.1941e+00 +6.9538e-01 -8.4958e-01 +5.9449e-01 -8.6950e-02 +1.5287e-01
8113 +6.160401794e+01 +6.160401794e+01 +1.854340179e+02 +1.854340179e+02 +2.3845e-01 -5.0610e-01 +6.0710e-01 +2.3089e-01 -4.5990e-01 +2.1824e-01 +6.0547e-01 -7.8997e-02 +3.6591e-03 -7.8407e-01 +2.8282e-01 -6.2423e-03 +6.5048e-01 -2.5695e-03 +9.7497e-01 +5.4237e-01 -8.4514e-01 +4.2833e-01 -1.8341e-01 +1.0145e-01
9613 +3.634506135e+01 +3.634506135e+01 +1.601750614e+02 +1.601750614e+02 +1.1004e-02 -4.3724e-01 +6.9097e-01 +1.6715e-01 -2.2542e-01 +1.8383e-01 +1.0136e+00 +2.3257e-01 -5.0104e-02 -9.3656e-01 -8.4808e-02 +8.3715e-03 +3.0727e-01 -1.3037e-02 +8.7218e-01 +4.3598e-01 -8.1731e-01 +3.9024e-01 -2.0427e-01 +1.8688e-01
11596 +2.487364508e+01 +2.487364508e+01 +1.487036451e+02 +1.487036451e+02 +3.0592e-03 -2.6992e-01 +8.1657e-01 +7.2431e-02 -2.9914e-01 +1.7609e-01 +9.8388e-01 +2.4346e-01 -1.6088e-01 -1.0026e+00 +3.0990e-02 +1.7146e-02 +2.1062e-01 +7.5691e-02 +9.4489e-01 +4.6589e-01 -9.7176e-01 +4.4929e-01 -2.1203e-01 +2.0761e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.287508050e+05 +4.287508050e+05 +4.287983150e+05 +4.287983150e+05 -3.9507e+00 -4.9478e+00 -2.2463e+00 -1.4517e+00 -3.2483e+00 +4.7811e+00 +2.6292e-01 -4.1748e+00 -1.1960e+00 -4.2976e+00 +3.5102e+00 +3.4069e+00 -4.1950e-01 -1.6066e-01 -9.1557e-01 +1.2452e+00 +3.5015e+00 -1.4135e+00 -9.3522e-01 +2.3983e+00
2 +3.542703551e+05 +3.542703551e+05 +3.543178651e+05 +3.543178651e+05 -9.8630e-01 +5.2215e-01 -3.6208e-01 -1.6308e-01 +5.2114e-01 -2.0706e+00 -3.3623e+00 +1.7036e+00 -2.2184e+00 +4.4815e+00 +3.8890e+00 +2.2004e+00 -2.5465e+00 +4.5522e+00 +4.1895e+00 -2.2714e+00 +3.4978e+00 +1.2252e+00 +2.9416e+00 -2.9430e+00
5 +2.243017821e+05 +2.243017821e+05 +2.243492921e+05 +2.243492921e+05 -3.6366e+00 +2.9810e+00 -2.0181e+00 +2.1871e+00 -1.7573e+00 +1.7359e+00 -1.1680e+00 +3.8568e+00 -3.1453e+00 +2.7058e+00 +4.1510e+00 +1.9538e+00 -9.2868e-01 +2.9026e+00 +2.0625e+00 +4.2145e+00 +2.7728e+00 +2.4493e+00 +1.7153e+00 -5.0151e-01
