% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.672447944e+01 +6.672447944e+01 +1.437447944e+01 +1.437447944e+01 +3.8336e+00 +5.6229e-01 -2.7329e+00 +3.6132e+00 +4.5748e+00 +1.6608e+00 +8.1152e-01 -7.8755e-01 +4.8678e+00 +1.9568e-01 -2.0857e+00 +1.9145e+00 -3.6210e+00 +2.7260e+00 -4.1688e+00 -3.0368e+00 -1.6803e+00 +1.3833e+00 +2.9160e+00 -8.1602e-01
33 +5.734882172e+01 +5.734882172e+01 +4.998821721e+00 +4.998821721e+00 -3.3336e+00 -3.3817e+00 +6.7512e-01 -1.9886e+00 -4.0699e+00 -6.5352e-01 +4.2341e+00 -2.6212e+00 +2.7464e-01 -1.4776e+00 +3.9860e-01 -2.5871e+00 -3.5962e+00 -2.4281e-01 +4.5225e+00 +4.2650e+00 -4.1353e+00 -4.4161e+00 +3.0164e+00 -4.9852e+00
209 +3.433241041e+01 +3.433241041e+01 -1.801758959e+01 -1.801758959e+01 +3.5591e+00 -1.5967e-01 +3.0824e+00 -5.3898e+00 +1.2931e-01 +3.9046e+00 -9.5096e-01 -3.5344e+00 +3.9818e+00 -3.7431e+00 -1.9795e+00 +7.1203e-01 +2.6736e+00 -4.7769e+00 +1.0928e-01 -3.8084e+00 -3.2816e+00 -1.3130e+00 +3.4919e+00 -4.5686e+00
245 +2.221737238e+01 +2.221737238e+01 -3.013262762e+01 -3.013262762e+01 -2.7425e-01 +1.3423e+00 +2.1471e+00 -2.8303e+00 -1.5778e+00 -3.3324e-01 -1.5598e+00 -4.0067e+00 +2.1514e+00 -6.4013e+00 -1.2866e+00 +1.3302e+00 +3.7302e+00 +1.4899e+00 -6.5094e-01 -3.1907e+00 -1.5627e+00 +4.2976e+00 +2.9245e+00 -3.4157e+00
1677 +1.404545748e+01 +1.404545748e+01 -3.830454252e+01 -3.830454252e+01 +1.5987e+00 -1.0199e+00 -1.7508e+00 +6.8366e-01 +6.0288e-01 +2.1446e+00 -4.5585e+00 -1.6533e+00 +3.2027e+00 -3.5812e+00 -5.5608e-01 +5.2123e-01 +3.8929e+00 +1.7403e+00 +2.2615e-01 +2.3217e-01 -3.9439e+00 +2.4171e+00 +1.9018e+00 -3.7519e+00
3403 +8.009165823e+00 +8.009165823e+00 -4.434083418e+01 -4.434083418e+01 -3.8858e-01 +7.2344e-02 +2.1469e+00 -3.3182e+00 -9.0485e-01 +3.4731e+00 -3.8199e+00 -1.8309e+00 +1.2379e-01 -3.0784e+00 +1.4969e+00 +3.9453e-01 +5.2667e+00 +1.0014e+00 -6.8500e-01 -4.6723e-02 -1.9851e+00 +3.0876e+00 +1.2282e+00 -5.5991e+00
5816 +5.088685586e+00 +5.088685586e+00 -4.726131441e+01 -4.726131441e+01 -1.3678e+00 -3.5852e-01 +2.6872e+00 -4.6807e+00 -2.4625e+00 +2.6192e+00 -3.4994e+00 +4.4505e-01 +2.2981e+00 -2.6670e+00 +3.9786e+00 +5.1352e-02 +4.3956e+00 -1.5980e+00 -2.3168e+00 +1.2160e+00 -1.1007e+00 +2.5532e+00 +2.0601e+00 -2.9310e+00
7308 +2.782811530e+00 +2.782811530e+00 -4.956718847e+01 -4.956718847e+01 -3.0010e-01 -5.5913e-01 +2.5182e+00 -2.4160e+00 -2.4625e+00 +3.9556e+00 -3.1795e+00 +3.2852e-01 +2.2981e+00 -1.2096e+00 +1.9687e+00 +5.1352e-02 +4.3956e+00 -1.5980e+00 -2.3168e+00 +1.2096e+00 -1.1007e+00 +1.6688e+00 +3.6235e+00 -2.9310e+00
8158 +2.433558351e+00 +2.433558351e+00 -4.991644165e+01 -4.991644165e+01 -1.2332e+00 -1.0580e+00 +2.2225e+00 -2.8768e+00 -8.4690e-01 +3.8728e+00 -3.8458e+00 -6.9419e-01 +3.3120e+00 -2.1032e+00 +2.6301e+00 -1.4299e+00 +3.9839e+00 -1.8068e+00 -2.4991e+00 +2.3806e+00 -7.3832e-01 +9.0236e-01 +3.6017e+00 -5.0450e+00
9504 +1.302900384e+00 +1.302900384e+00 -5.104709962e+01 -5.104709962e+01 -8.5703e-01 -9.4951e-01 +2.7491e+00 -2.2852e+00 -1.8987e+00 +3.6342e+00 -4.0800e+00 +6.3327e-01 +3.2257e+00 -2.0065e+00 +2.4390e+00 -2.9147e-01 +3.9501e+00 -1.4417e+00 -1.4819e+00 +1.5131e+00 -1.8492e+00 +1.1184e+00 +2.2541e+00 -3.9302e+00
10529 +8.360446352e-01 +8.360446352e-01 -5.151395536e+01 -5.151395536e+01 -7.5329e-01 -1.1001e+00 +2.4706e+00 -2.7278e+00 -1.3102e+00 +3.6817e+00 -3.3767e+00 -5.5436e-01 +2.4639e+00 -1.5064e+00 +3.0663e+00 +2.8138e-01 +3.3922e+00 -7.0437e-01 -1.7730e+00 +7.1044e-01 -7.7227e-01 +2.2039e+00 +2.8550e+00 -3.7086e+00
12116 +3.494920147e-01 +3.494920147e-01 -5.200050799e+01 -5.200050799e+01 -1.1887e+00 -1.0804e+00 +2.5083e+00 -2.4692e+00 -1.5719e+00 +3.6430e+00 -3.9772e+00 +8.7809e-02 +2.9930e+00 -1.5460e+00 +3.1133e+00 -7.5797e-01 +3.7918e+00 -8.4244e-01 -1.9653e+00 +1.2261e+00 -8.0644e-01 +1.8546e+00 +3.1406e+00 -3.6457e+00
14001 +1.332595546e-01 +1.332595546e-01 -5.221674045e+01 -5.221674045e+01 -9.7123e-01 -1.2498e+00 +2.6126e+00 -2.2968e+00 -1.2861e+00 +3.8630e+00 -4.1015e+00 -1.8551e-02 +2.7433e+00 -1.7755e+00 +2.8811e+00 -4.4560e-01 +3.4555e+00 -9.7007e-01 -1.8752e+00 +1.0666e+00 -8.9603e-01 +1.7754e+00 +3.4424e+00 -4.2275e+00
15921 +9.346689059e-02 +9.346689059e-02 -5.225653311e+01 -5.225653311e+01 -1.0174e+00 -1.3629e+00 +2.4984e+00 -2.5383e+00 -1.3321e+00 +3.7775e+00 -3.8705e+00 -4.9977e-02 +2.8278e+00 -1.6752e+00 +3.0437e+00 -4.1017e-01 +3.3353e+00 -8.7076e-01 -1.8693e+00 +1.0555e+00 -9.8537e-01 +1.9158e+00 +3.2707e+00 -4.0016e+00
17525 +6.170517409e-02 +6.170517409e-02 -5.228829483e+01 -5.228829483e+01 -9.7049e-01 -1.2900e+00 +2.6109e+00 -2.3084e+00 -1.3596e+00 +3.7432e+00 -3.9649e+00 -1.4866e-02 +2.6859e+00 -1.7115e+00 +3.0246e+00 -5.1139e-01 +3.5929e+00 -1.0106e+00 -1.7947e+00 +1.1608e+00 -1.0663e+00 +1.8119e+00 +3.2119e+00 -4.2433e+00
19529 +2.173248334e-02 +2.173248334e-02 -5.232826752e+01 -5.232826752e+01 -9.4773e-01 -1.2810e+00 +2.4032e+00 -2.3026e+00 -1.5699e+00 +3.7111e+00 -3.9240e+00 -1.2894e-03 +2.7199e+00 -1.7015e+00 +2.9211e+00 -6.0294e-01 +3.5913e+00 -9.1505e-01 -1.9636e+00 +1.1783e+00 -1.0474e+00 +1.8055e+00 +3.2078e+00 -3.9432e+00
26602 +1.154568992e-02 +1.154568992e-02 -5.233845431e+01 -5.233845431e+01 -9.1626e-01 -1.1945e+00 +2.4787e+00 -2.2981e+00 -1.6004e+00 +3.6052e+00 -3.8934e+00 +3.2113e-02 +2.7961e+00 -1.6432e+00 +2.9772e+00 -5.1513e-01 +3.5254e+00 -8.8788e-01 -1.9810e+00 +1.1876e+00 -1.0885e+00 +1.7716e+00 +3.1451e+00 -3.9803e+00
31305 +9.146669366e-03 +9.146669366e-03 -5.234085333e+01 -5.234085333e+01 -9.2031e-01 -1.1865e+00 +2.5035e+00 -2.2974e+00 -1.5470e+00 +3.5809e+00 -3.8851e+00 +3.4632e-02 +2.7690e+00 -1.6138e+00 +2.9692e+00 -5.4370e-01 +3.4936e+00 -8.1649e-01 -1.9328e+00 +1.2373e+00 -1.1222e+00 +1.7763e+00 +3.1408e+00 -3.9264e+00
34721 +5.342217845e-03 +5.342217845e-03 -5.234465778e+01 -5.234465778e+01 -9.1128e-01 -1.2089e+00 +2.4834e+00 -2.3711e+00 -1.5681e+00 +3.6041e+00 -3.8505e+00 +1.9510e-02 +2.7746e+00 -1.6622e+00 +3.0145e+00 -5.3243e-01 +3.5411e+00 -9.0487e-01 -1.9670e+00 +1.1851e+00 -1.1306e+00 +1.7870e+00 +3.0919e+00 -3.9424e+00
51923 +3.001980187e-03 +3.001980187e-03 -5.234699802e+01 -5.234699802e+01 -9.0929e-01 -1.2451e+00 +2.4692e+00 -2.3305e+00 -1.5676e+00 +3.6329e+00 -3.8601e+00 +2.9006e-02 +2.7617e+00 -1.6550e+00 +2.9731e+00 -5.1065e-01 +3.5422e+00 -8.7041e-01 -1.9570e+00 +1.2269e+00 -1.1112e+00 +1.7902e+00 +3.1040e+00 -3.9497e+00
97539 +2.267661158e-03 +2.267661158e-03 -5.234773234e+01 -5.234773234e+01 -9.2177e-01 -1.2009e+00 +2.4870e+00 -2.3328e+00 -1.5727e+00 +3.5916e+00 -3.8670e+00 +1.3017e-02 +2.8192e+00 -1.6702e+00 +2.9891e+00 -5.1586e-01 +3.5335e+00 -8.6390e-01 -1.9667e+00 +1.2177e+00 -1.1226e+00 +1.7736e+00 +3.1156e+00 -3.9677e+00
266916 +1.419451993e-03 +1.419451993e-03 -5.234858055e+01 -5.234858055e+01 -9.0210e-01 -1.2235e+00 +2.4765e+00 -2.3473e+00 -1.5589e+00 +3.6434e+00 -3.8745e+00 +3.7560e-02 +2.7807e+00 -1.6811e+00 +2.9647e+00 -5.2766e-01 +3.4993e+00 -8.7374e-01 -1.9684e+00 +1.1945e+00 -1.1190e+00 +1.7815e+00 +3.1109e+00 -3.9699e+00
291003 +9.891024835e-04 +9.891024835e-04 -5.234901090e+01 -5.234901090e+01 -8.9951e-01 -1.2314e+00 +2.4758e+00 -2.3342e+00 -1.5535e+00 +3.6415e+00 -3.8731e+00 +2.6552e-02 +2.7778e+00 -1.6794e+00 +2.9766e+00 -5.1497e-01 +3.5076e+00 -8.6330e-01 -1.9653e+00 +1.2138e+00 -1.1057e+00 +1.7781e+00 +3.1092e+00 -3.9743e+00
