% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.035487877e+01 +4.035487877e+01 +2.341487877e+01 +2.341487877e+01 -4.1605e+00 -9.9699e-01 -2.8063e+00 -1.3027e+00 +2.1790e+00 +2.5479e+00 +7.0437e-01 -9.7795e-01 -8.4768e-01 +4.4422e+00 -1.9446e-01 +2.3884e+00 +4.5373e+00 +4.7249e+00 +4.0963e+00 +1.1148e+00 +4.3489e+00 +4.7497e+00 +4.7453e+00 +4.3434e+00
19 +1.642756227e+01 +1.642756227e+01 -5.124377326e-01 -5.124377326e-01 +4.0215e+00 +2.0286e+00 +1.6542e-01 -2.4534e+00 +4.0815e+00 -3.0457e-01 +2.9899e+00 -4.0922e+00 -1.3571e+00 -6.5523e-01 +1.8551e+00 +4.7175e+00 +1.0286e+00 -1.8531e+00 +4.7641e+00 +2.6849e+00 +3.2260e+00 -3.9418e+00 -3.7113e+00 -1.4706e+00
68 +1.551271873e+01 +1.551271873e+01 -1.427281267e+00 -1.427281267e+00 +4.6245e+00 +2.0774e+00 -5.0000e+00 +2.1174e+00 +2.9345e-01 -5.0000e+00 +3.6640e+00 -2.1519e+00 +3.4315e+00 +3.1687e+00 +3.3032e+00 -6.3985e-01 -2.4438e+00 +3.6728e+00 +4.1919e+00 +2.1048e+00 +5.0000e+00 +1.3152e+00 -2.5671e+00 +5.0000e+00
118 +9.721636854e+00 +9.721636854e+00 -7.218363146e+00 -7.218363146e+00 +5.0000e+00 +4.6154e-01 -3.9871e+00 -2.8826e+00 +3.4412e+00 -3.6953e+00 +5.0000e+00 -2.7523e+00 -8.5055e-01 -1.5027e+00 +3.4604e+00 -3.2913e+00 -1.3662e+00 +1.0327e+00 +5.0000e+00 +5.0000e+00 +4.4633e+00 -1.0773e+00 -5.0000e+00 +4.1493e+00
388 +5.880793084e+00 +5.880793084e+00 -1.105920692e+01 -1.105920692e+01 +5.0000e+00 +1.1166e+00 -4.0202e+00 -6.2743e-01 +1.4795e+00 -3.5910e+00 +5.0000e+00 -1.6802e+00 -6.4292e-01 -4.6389e+00 +3.0138e+00 -2.8011e+00 -2.1322e+00 +8.6576e-01 +4.9963e+00 +4.8300e+00 +4.4351e+00 +4.2953e-01 -2.6218e+00 +1.4038e+00
583 +3.789395547e+00 +3.789395547e+00 -1.315060445e+01 -1.315060445e+01 +5.0000e+00 +9.5802e-01 -3.6719e+00 +7.8810e-01 +1.8846e+00 -3.3672e+00 +4.1309e+00 -2.0891e+00 -1.8586e+00 -2.4260e+00 +3.0119e+00 -2.3741e+00 -2.6112e+00 +7.2208e-01 +4.5874e+00 +4.9490e+00 +4.2516e+00 -1.5911e+00 -1.5754e+00 +3.2200e+00
1971 +2.362973185e+00 +2.362973185e+00 -1.457702682e+01 -1.457702682e+01 +5.0000e+00 +1.4128e+00 -2.6338e+00 +1.1806e+00 +1.8618e+00 -2.2595e+00 +4.7640e+00 -1.2783e+00 -2.2384e+00 -3.9069e+00 +3.0491e+00 -2.0512e+00 -1.9555e+00 -1.4222e+00 +4.3462e+00 +4.9418e+00 +4.1323e+00 -2.4707e+00 -1.2907e+00 +2.9958e+00
7392 +1.565577041e+00 +1.565577041e+00 -1.537442296e+01 -1.537442296e+01 +4.9948e+00 +1.3341e+00 -2.5957e+00 +1.2500e+00 +1.7989e+00 -2.1067e+00 +4.7877e+00 -2.0291e+00 -2.0954e+00 -3.9047e+00 +3.0787e+00 -2.3242e+00 -2.0890e+00 -1.4508e+00 +4.3567e+00 +4.9485e+00 +4.0646e+00 -2.4914e+00 -1.3743e+00 +3.3821e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.487755457e+01 +6.487755457e+01 +8.368755457e+01 +8.368755457e+01 -3.6511e+00 -2.4096e-02 -3.6307e+00 -3.4868e-02 -2.5213e+00 +8.7085e-01 -4.1763e+00 -3.2654e+00 +1.6792e+00 -3.5088e+00 -4.4399e-01 -1.7140e+00 +1.9015e+00 -8.6417e-01 -4.9415e+00 -1.6718e+00 -4.7679e+00 +4.1073e-02 -9.4176e-01 -2.4026e+00
2 +3.757031165e+01 +3.757031165e+01 +5.638031165e+01 +5.638031165e+01 -3.6480e-01 +1.5461e+00 +1.1911e+00 -3.3414e+00 +3.9093e+00 -1.2006e+00 +2.3435e+00 -3.9973e+00 -6.7858e-01 -1.8817e+00 -1.1874e-01 -4.0663e-01 +3.6679e-01 +4.6205e+00 -4.0507e+00 +2.9325e+00 -3.5383e+00 -3.0757e-01 +2.9396e+00 -4.0563e+00
9 +1.771070570e+01 +1.771070570e+01 +3.652070570e+01 +3.652070570e+01 -3.2352e+00 -4.1940e+00 -1.6311e-01 -1.6367e+00 +3.5734e+00 -3.3815e+00 -1.4425e+00 +1.9227e+00 +2.9320e+00 -3.5445e+00 -2.2279e+00 +3.9647e+00 +3.9296e+00 +6.8851e-01 -8.0455e-01 +4.4832e-01 -3.4449e+00 -7.2724e-01 -1.4479e+00 -1.3389e+00
29 +9.264061401e+00 +9.264061401e+00 +2.807406140e+01 +2.807406140e+01 -2.3979e+00 +3.1185e+00 +2.6207e+00 +5.4374e-01 +1.7949e+00 -4.4330e+00 +1.7004e+00 +6.7901e-01 +3.3355e+00 +3.6425e+00 -1.7028e+00 -1.2510e+00 +1.6351e+00 -2.9687e+00 -3.3542e+00 -3.3189e-01 -4.8836e+00 +3.2438e+00 +2.5979e+00 +3.1450e+00
351 +5.736781011e+00 +5.736781011e+00 +2.454678101e+01 +2.454678101e+01 -2.8239e+00 +6.7702e-01 +9.4058e-01 -1.2288e-01 +2.9473e+00 -1.6833e+00 +3.2649e+00 +1.3289e+00 +5.0000e+00 +5.0000e+00 -4.9333e+00 +2.2121e+00 +5.0000e+00 -6.0513e-01 -2.6059e+00 -2.8520e+00 -4.7705e+00 +2.7111e+00 -1.5639e+00 +4.1326e+00
831 +3.907741034e+00 +3.907741034e+00 +2.271774103e+01 +2.271774103e+01 -1.3292e+00 +3.1310e+00 +1.3683e+00 -3.1910e-01 +2.2416e+00 -2.1394e+00 +2.6922e+00 +7.1723e-01 +8.2157e-01 +4.2864e+00 -3.5065e+00 +1.8007e+00 +3.1948e+00 -1.5490e+00 -2.4832e+00 -2.2711e+00 -4.3392e+00 +1.8398e+00 -1.1083e+00 +3.7218e+00
1547 +2.488653346e+00 +2.488653346e+00 +2.129865335e+01 +2.129865335e+01 -1.6227e+00 +2.4880e+00 +1.4614e-01 -2.8214e-01 +1.7266e+00 -1.5647e+00 +2.5834e+00 -3.1704e-01 +1.6761e+00 +4.1630e+00 -4.2229e+00 +1.9181e+00 +3.8751e+00 -1.7820e+00 -1.9370e+00 -3.3455e+00 -4.1336e+00 +1.7063e+00 -1.1780e+00 +3.3731e+00
2527 +1.573962013e+00 +1.573962013e+00 +2.038396201e+01 +2.038396201e+01 -1.3925e+00 +2.3253e+00 -2.4487e-01 -4.7023e-01 +2.0244e+00 -1.7210e+00 +2.5006e+00 -2.8636e-01 +1.6597e+00 +4.2498e+00 -4.1868e+00 +2.0802e+00 +3.5350e+00 -1.7622e+00 -1.9838e+00 -3.4376e+00 -4.2310e+00 +1.7941e+00 -1.2656e+00 +3.6117e+00
7327 +9.987189583e-01 +9.987189583e-01 +1.980871896e+01 +1.980871896e+01 -1.2218e+00 +2.3156e+00 -2.9622e-01 -2.6782e-01 +1.7314e+00 -1.6537e+00 +2.5463e+00 -3.8869e-01 +1.7396e+00 +4.2267e+00 -4.2569e+00 +2.0648e+00 +3.8167e+00 -1.7558e+00 -1.9438e+00 -3.4874e+00 -4.1943e+00 +1.7652e+00 -1.1722e+00 +3.5777e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.841661801e+01 +4.841661801e+01 +3.215666180e+02 +3.215666180e+02 -4.5005e+00 +8.1479e-01 +1.4166e+00 +4.2295e+00 +4.2563e+00 +1.9810e+00 +4.0431e+00 -1.5486e+00 -2.4298e+00 -1.8929e+00 -3.9153e+00 -4.0260e+00 -1.3489e+00 -7.6709e-01 -4.1896e+00 +5.3009e-01 -8.1066e-01 -3.2989e+00 -4.8497e+00 -1.0892e+00
17 +2.784633123e+01 +2.784633123e+01 +3.009963312e+02 +3.009963312e+02 -3.6941e+00 -1.3003e+00 -4.2441e+00 +2.4526e+00 +2.3044e+00 +4.1083e+00 -3.2428e+00 -4.2451e+00 -4.5240e+00 -3.9294e-01 +4.5258e+00 -4.1450e+00 +4.6033e-01 +4.7980e+00 -3.4097e-01 -1.8700e+00 +4.3954e+00 +6.5308e-01 -2.1416e+00 -1.0316e-02
38 +2.248288322e+01 +2.248288322e+01 +2.956328832e+02 +2.956328832e+02 -1.8045e+00 -3.7034e+00 +1.6389e+00 +1.2457e+00 -3.8497e+00 -1.8642e+00 +1.0968e+00 +1.0629e+00 +2.8100e-01 -2.6366e+00 +4.1338e-01 -4.0677e-01 -4.1893e+00 +2.3559e-01 +3.6776e+00 -2.2980e+00 +4.1461e+00 +4.2286e+00 +3.8591e+00 -3.2136e+00
101 +1.569365962e+01 +1.569365962e+01 +2.888436596e+02 +2.888436596e+02 -4.8277e-01 +8.1479e-01 +2.5604e+00 +9.0394e-01 +3.7796e+00 -2.8760e+00 +6.9182e-01 -2.6084e+00 -3.1126e+00 -1.9096e-01 -1.9610e+00 -3.3366e+00 -1.5267e+00 +1.8754e+00 -2.9385e+00 -4.0988e+00 +1.0336e+00 +9.4805e-01 -3.3907e+00 -2.7118e-01
283 +9.437266193e+00 +9.437266193e+00 +2.825872662e+02 +2.825872662e+02 -3.1226e-01 +1.9088e+00 +3.3213e+00 -9.1110e-01 +2.0587e+00 -5.0000e+00 +5.8071e-01 -2.1374e+00 -9.4860e-01 +4.8042e+00 -8.9064e-01 +3.8988e-01 -3.1033e+00 +2.2105e+00 +3.8088e+00 -3.7706e+00 +3.8783e+00 +1.9559e+00 +1.7484e+00 -3.4814e-01
494 +5.489772311e+00 +5.489772311e+00 +2.786397723e+02 +2.786397723e+02 -4.8719e+00 +2.7618e+00 +8.7597e-01 +1.5439e+00 +1.9025e+00 -4.1508e+00 -1.4804e+00 -2.5621e+00 -4.3265e+00 +2.8537e+00 -1.4359e-01 -7.6862e-01 -1.0852e+00 -1.1708e+00 +2.4652e+00 -3.0267e+00 +5.0000e+00 +1.9431e+00 +1.4219e+00 -1.3781e+00
