% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.103804900e+01 +7.103804900e+01 +5.409804900e+01 +5.409804900e+01 +1.7824e+00 +2.4274e+00 +3.6320e+00 -1.1275e+00 -1.8697e+00 +1.8901e-01 +7.4313e-01 -2.8001e+00 +4.1413e+00 +5.8043e-01 -1.6088e+00 -8.2995e-01 +9.7760e-01 -2.3141e+00 +2.7681e+00 +3.1444e+00 -4.8752e+00 -6.0648e-01 -3.3553e+00 +2.8530e+00
2 +2.818548219e+01 +2.818548219e+01 +1.124548219e+01 +1.124548219e+01 +3.1222e+00 -1.1934e+00 +3.1682e+00 -1.4216e+00 +4.1842e+00 -1.1791e+00 +2.7743e+00 -3.9662e-01 -1.7161e+00 -1.8266e+00 +3.4175e+00 -1.3954e+00 -3.5587e+00 +1.2451e+00 +1.0568e+00 +1.2507e+00 -2.4230e+00 +2.7379e+00 -5.2390e-01 -4.7426e+00
4 +1.572981442e+01 +1.572981442e+01 -1.210185582e+00 -1.210185582e+00 +4.3574e+00 -3.0780e+00 -8.1984e-01 -1.5499e+00 +3.9577e+00 +2.6563e+00 +3.8624e+00 -3.2289e+00 +9.2167e-01 +7.1439e-01 +1.1213e+00 +2.6185e+00 -2.2717e+00 -1.8410e-01 +8.5906e-01 +3.3061e+00 +4.0440e+00 -2.1203e+00 -1.4828e+00 +2.4525e+00
2004 +9.939537343e+00 +9.939537343e+00 -7.000462657e+00 -7.000462657e+00 -6.4262e-01 +1.9220e+00 -1.2419e+00 -1.2723e+00 -1.0136e+00 +5.8370e-02 +5.0000e+00 -1.0806e+00 -5.1758e-01 -3.5997e+00 +3.0270e+00 -1.0733e+00 -3.3193e+00 -9.4248e-01 +4.3158e+00 +2.8210e+00 +2.9703e+00 -5.0000e+00 -2.6140e+00 +2.1084e+00
6021 +5.730907329e+00 +5.730907329e+00 -1.120909267e+01 -1.120909267e+01 +3.8313e+00 +4.2903e+00 -2.4036e+00 +1.2678e+00 +1.0602e+00 +8.1969e-01 +3.7199e+00 -4.7049e+00 -1.8572e+00 -3.2385e-01 +4.3645e+00 +1.1410e+00 +0.0000e+00 +5.8913e-02 +2.4841e+00 +2.6368e+00 +4.2260e+00 -6.8692e-01 -1.6415e+00 +1.0041e+00
10800 +3.730531354e+00 +3.730531354e+00 -1.320946865e+01 -1.320946865e+01 +3.3331e+00 +3.0346e+00 -3.8529e+00 +3.3103e+00 +3.0327e+00 -1.2692e+00 +2.8226e+00 -2.2076e+00 -1.0732e+00 -2.6780e+00 +4.3567e+00 +1.0401e+00 -2.7246e+00 -1.4432e+00 +1.8585e+00 +4.0883e+00 +4.7885e+00 -1.7723e+00 +5.4517e-01 +1.5818e+00
33562 +2.471313804e+00 +2.471313804e+00 -1.446868620e+01 -1.446868620e+01 +2.0278e+00 +3.3696e+00 -1.8254e+00 +2.4020e+00 +2.4425e+00 -1.3855e+00 +1.4782e+00 -1.2975e+00 -4.9801e-01 -1.4325e+00 +3.5301e+00 +2.2146e-01 -2.0723e+00 -7.7027e-01 +2.8437e+00 +3.2901e+00 +4.7385e+00 -3.1941e-01 -3.3302e-01 +1.2832e+00
61252 +1.571634748e+00 +1.571634748e+00 -1.536836525e+01 -1.536836525e+01 +3.2298e+00 +2.7290e+00 -1.0493e+00 +1.2853e+00 +2.2473e+00 -1.8694e+00 +2.7034e+00 -2.4805e+00 +3.6009e-01 -2.4645e+00 +3.3802e+00 +8.9989e-02 -2.5831e+00 -4.9400e-01 +2.5878e+00 +2.7860e+00 +4.5345e+00 -2.7323e-01 +2.9630e-02 +2.3054e+00
90707 +8.458775558e-01 +8.458775558e-01 -1.609412244e+01 -1.609412244e+01 +3.1396e+00 +2.5153e+00 -1.2335e+00 +1.4204e+00 +9.9783e-01 -1.8787e+00 +3.1573e+00 -2.5074e+00 -1.2194e-01 -1.9336e+00 +3.6846e+00 +3.2244e-02 -2.4604e+00 -1.1045e+00 +1.9868e+00 +3.2166e+00 +4.2345e+00 -1.1984e-01 +3.8899e-01 +2.5051e+00
127803 +6.240916666e-01 +6.240916666e-01 -1.631590833e+01 -1.631590833e+01 +3.5624e+00 +2.4207e+00 -1.6191e+00 +1.6597e+00 +1.3862e+00 -2.1144e+00 +3.2642e+00 -2.3614e+00 +7.1047e-02 -1.6210e+00 +3.8523e+00 +1.4106e-02 -2.8577e+00 -1.3201e+00 +2.5015e+00 +2.9969e+00 +4.1781e+00 -5.9044e-01 +2.7349e-01 +2.3300e+00
171041 +3.937476786e-01 +3.937476786e-01 -1.654625232e+01 -1.654625232e+01 +3.6428e+00 +2.4166e+00 -1.7096e+00 +1.5938e+00 +1.6847e+00 -1.9706e+00 +3.4799e+00 -2.4738e+00 -3.9969e-01 -1.8636e+00 +3.8891e+00 +2.1364e-01 -2.4707e+00 -1.6124e+00 +2.6053e+00 +3.0642e+00 +3.9057e+00 -2.7527e-01 +3.3986e-01 +2.3082e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.561563906e+02 +1.561563906e+02 +1.749663906e+02 +1.749663906e+02 -3.3922e+00 +1.2230e+00 -2.4710e+00 +1.6999e-01 +4.3804e+00 +3.0211e+00 -4.5212e+00 +3.3185e+00 -3.5251e+00 +6.6875e-01 +9.6534e-01 -2.7063e+00 -2.5262e+00 +1.3977e+00 +3.7482e+00 +4.7114e+00 +1.6907e+00 -4.8309e+00 -3.9600e+00 -2.4427e+00
2 +3.368489360e+01 +3.368489360e+01 +5.249489360e+01 +5.249489360e+01 +2.8571e+00 -3.3030e+00 +1.6767e+00 -2.4215e+00 -2.2043e+00 +3.4017e+00 +3.4659e+00 -3.9716e+00 +2.4510e-01 -1.9842e+00 +4.0168e+00 -1.9719e+00 +7.0343e-01 -4.7054e+00 +1.4110e+00 +3.3828e-01 +6.8534e-01 +1.4863e+00 -1.7062e+00 +1.2147e+00
17 +2.394573217e+01 +2.394573217e+01 +4.275573217e+01 +4.275573217e+01 -4.1354e+00 -2.5069e+00 +1.1416e-01 -2.6252e+00 -3.4582e+00 +4.3871e+00 +2.2872e+00 -4.4480e+00 -4.8021e+00 -1.2202e+00 -1.9665e+00 +3.2736e+00 +1.9389e+00 +3.5269e+00 -2.1848e+00 -4.1808e+00 +3.3117e+00 -1.7832e-01 -1.7139e-01 +2.6645e+00
21 +1.571914448e+01 +1.571914448e+01 +3.452914448e+01 +3.452914448e+01 -9.8827e-01 +1.3829e+00 -6.1669e-01 -2.6826e+00 +1.1645e+00 -3.4949e+00 +1.3246e+00 +1.8797e+00 +2.8596e+00 +2.7056e+00 -4.0382e+00 +1.3132e-01 -2.9152e+00 +1.2454e+00 +2.8989e+00 -2.9149e+00 -1.1436e+00 -2.0254e+00 +2.1617e-01 +4.6767e-01
