% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.603186499e+02 +1.603186499e+02 +1.433786499e+02 +1.433786499e+02 +3.0098e+00 +7.9219e-01 +2.8675e+00 -1.3611e+00 +3.0950e-01 -2.4455e+00 +1.3108e+00 +2.6990e-02 +9.8536e-01 +2.6318e+00 -1.0765e+00 +1.3658e+00 +1.8303e+00 -2.4378e+00 +3.6574e+00 -4.7095e-01 +3.9472e+00 -7.5658e-01 +3.1327e+00 +2.6763e+00
5 +1.528580646e+02 +1.528580646e+02 +1.359180646e+02 +1.359180646e+02 +3.0099e+00 +1.5647e-01 +5.0575e+00 -5.1091e+00 +1.1659e+00 -6.5425e-01 +2.7727e+00 +1.1827e+00 +1.0660e+00 +3.9860e+00 +6.1282e-02 +8.5451e-01 +1.0753e+00 -3.0296e+00 +7.0713e-01 -9.3896e-01 +4.1841e+00 -1.2697e-01 +6.0198e+00 +1.9743e+00
16 +7.699143502e+01 +7.699143502e+01 +6.005143502e+01 +6.005143502e+01 +1.4771e+00 -2.4024e+00 -5.1380e-01 -1.2498e+00 +3.3480e+00 -1.3941e-01 +2.1225e+00 -7.6637e-01 +6.8407e-01 +4.4332e+00 -2.4620e+00 +3.0315e+00 +1.4503e-02 -1.9534e+00 +2.6239e+00 +1.0014e+00 +4.0268e+00 -1.4875e+00 +3.1932e+00 +4.1385e+00
34 +5.959160144e+01 +5.959160144e+01 +4.265160144e+01 +4.265160144e+01 +3.2189e+00 -4.4684e-01 +8.5202e-01 -1.3000e+00 +1.6735e+00 -1.3519e+00 -4.9740e-01 -1.2384e+00 +1.5588e+00 +1.3156e+00 +1.0863e+00 +2.3982e+00 -2.0669e+00 -3.1991e+00 +4.4827e+00 +1.1099e+00 +4.5468e+00 -2.8700e-01 +3.6596e+00 +2.4761e+00
114 +3.754037802e+01 +3.754037802e+01 +2.060037802e+01 +2.060037802e+01 +4.3800e+00 +1.9719e+00 -1.7100e+00 +2.0341e+00 +4.4389e+00 -8.2259e-01 +3.6624e+00 +2.0026e+00 +1.4266e+00 -8.9405e-01 +3.6994e+00 +9.2100e-01 -4.7526e+00 -2.0232e+00 +2.6001e+00 +4.0534e+00 +3.1730e+00 +1.2719e+00 +5.8670e-01 +9.9999e-01
218 +2.239293848e+01 +2.239293848e+01 +5.452938476e+00 +5.452938476e+00 +3.8846e+00 +1.5441e+00 +4.3590e-01 +1.5810e+00 +4.5247e+00 -3.3093e-01 +3.5345e+00 -1.0753e+00 -1.1817e+00 -1.2540e+00 +1.8338e+00 +1.2837e+00 -3.2958e+00 -2.9022e+00 +3.4369e+00 +8.2339e-01 +2.4339e+00 +7.8823e-01 -4.6658e-01 +2.1877e+00
448 +1.583104333e+01 +1.583104333e+01 -1.108956674e+00 -1.108956674e+00 +2.6578e+00 -2.3789e-01 +8.2928e-01 +7.8541e-01 +4.1301e+00 -2.9810e+00 +3.6037e+00 -7.4601e-01 -8.5452e-01 -3.3952e+00 +3.5526e+00 -3.6305e+00 -3.2718e+00 -1.3027e+00 +4.1221e+00 +1.4737e+00 +3.6763e+00 -9.2695e-02 +1.5458e+00 +7.8507e-01
600 +9.649015714e+00 +9.649015714e+00 -7.290984286e+00 -7.290984286e+00 +1.8522e+00 +9.4070e-01 +8.7119e-01 +1.4767e+00 +2.7624e+00 -2.7136e+00 +3.9170e+00 -7.2655e-01 +1.9975e-01 -2.8379e+00 +4.4046e+00 -3.7266e+00 -3.1361e+00 -6.1554e-01 +4.3761e+00 +1.4912e+00 +3.7953e+00 +9.8173e-02 +9.0967e-01 +1.3973e+00
807 +5.502569718e+00 +5.502569718e+00 -1.143743028e+01 -1.143743028e+01 +2.6831e+00 +2.0157e+00 +4.2213e-01 +1.0498e+00 +1.8799e+00 -2.2238e+00 +4.7323e+00 -4.0573e-01 +5.7533e-01 -3.0386e+00 +3.8661e+00 -3.2771e+00 -3.2574e+00 -1.1013e+00 +4.7471e+00 +2.0178e+00 +4.6667e+00 -7.7782e-01 +3.0465e-01 +2.0858e+00
1213 +3.875265639e+00 +3.875265639e+00 -1.306473436e+01 -1.306473436e+01 +2.7893e+00 +1.3702e+00 +7.5799e-01 +1.0831e+00 +1.8835e+00 -2.6807e+00 +4.7581e+00 -7.7487e-01 +9.3051e-02 -3.1139e+00 +4.4077e+00 -3.6269e+00 -3.4430e+00 -1.0994e+00 +4.4145e+00 +2.1043e+00 +4.6184e+00 -5.9698e-01 +5.3651e-01 +2.3786e+00
