% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.628980755e+05 +7.628980755e+05 +7.629743455e+05 +7.629743455e+05 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
3 +1.326927561e+05 +1.326927561e+05 +1.327690261e+05 +1.327690261e+05 +1.0684e+00 -1.9724e+00 +1.5512e-01 -4.7281e+00 -1.8578e+00 -8.0142e-01 -2.3823e+00 -1.7104e+00 +3.0145e-02 +3.9481e+00 +3.1673e+00 -3.8692e+00 -1.6492e+00 -5.8415e-01 +1.5208e-01 +2.3740e+00 +4.2710e+00 -3.3385e+00 +4.9923e+00 +4.7760e+00
9 +4.784280937e+04 +4.784280937e+04 +4.791907937e+04 +4.791907937e+04 +3.2141e+00 +3.5366e+00 +2.9823e-01 -4.6466e+00 -4.1402e-01 +1.2080e+00 +2.5052e+00 +9.5548e-01 -4.8533e+00 +2.0185e+00 -2.5597e+00 +2.2180e+00 +2.2579e+00 +1.3609e-01 -3.6980e+00 -5.1351e-01 +3.9951e+00 +2.1290e+00 -2.7667e+00 +1.7098e+00
21 +1.617739982e+04 +1.617739982e+04 +1.625366982e+04 +1.625366982e+04 -4.4211e+00 +2.2711e+00 -8.4625e-01 -4.1592e+00 -3.6299e+00 +1.2731e+00 +2.3265e+00 +4.5660e+00 +3.2886e+00 -3.0016e+00 +3.9601e-01 -3.3845e-01 -3.6528e+00 +3.9665e+00 +4.2235e+00 -4.9267e+00 +4.4423e+00 +4.5620e+00 -3.1301e+00 +1.7383e+00
104 +1.139973133e+03 +1.139973133e+03 +1.216243133e+03 +1.216243133e+03 -4.3835e+00 +5.5175e-01 -1.1751e+00 -5.0000e+00 -1.1761e-01 +1.7188e-01 -1.1902e-01 +4.1849e+00 -1.1153e+00 -4.2246e+00 -3.6014e+00 +4.2943e+00 -5.0000e+00 +2.0888e+00 +4.2148e+00 +0.0000e+00 +5.0000e+00 +4.2383e+00 -3.5225e+00 +2.7328e-01
159 +1.939436732e+02 +1.939436732e+02 +2.702136732e+02 +2.702136732e+02 -5.9812e-01 -1.1126e+00 -2.8023e+00 -5.0000e+00 -8.3215e-02 -1.0508e+00 -4.4977e-01 +4.1304e+00 +1.9040e-01 -3.3238e+00 -1.3680e+00 -1.8044e+00 -3.8734e+00 +3.8698e+00 +3.9274e+00 +9.4269e-01 +5.0000e+00 -1.0934e-01 -3.2310e+00 -1.8368e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.776520140e+06 +5.776520140e+06 +5.776497590e+06 +5.776497590e+06 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
3 +6.346249064e+05 +6.346249064e+05 +6.346023564e+05 +6.346023564e+05 +1.0684e+00 -1.9724e+00 +1.5512e-01 -4.7281e+00 -1.8578e+00 -8.0142e-01 -2.3823e+00 -1.7104e+00 +3.0145e-02 +3.9481e+00 +3.1673e+00 -3.8692e+00 -1.6492e+00 -5.8415e-01 +1.5208e-01 +2.3740e+00 +4.2710e+00 -3.3385e+00 +4.9923e+00 +4.7760e+00
4 +2.245552134e+05 +2.245552134e+05 +2.245326634e+05 +2.245326634e+05 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
