% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.464705067e+02 +3.464705067e+02 +2.941205067e+02 +2.941205067e+02 -4.1470e+00 +1.1164e+00 -1.4174e+00 -2.6315e+00 -2.6205e+00 -1.6663e+00 +6.2924e-01 +3.7284e+00 +2.9813e+00 -5.4977e-01 -4.3731e+00 -4.3208e+00 +4.2569e+00 -3.7701e+00 +3.9082e+00 -1.2049e+00 +3.5932e+00 +1.6714e+00 -1.9883e-01 +2.3367e+00
3 +1.686007517e+02 +1.686007517e+02 +1.162507517e+02 +1.162507517e+02 -3.6573e+00 -6.2944e-01 +2.5928e+00 -2.0110e+00 +2.7088e+00 -2.9192e+00 -1.0862e+00 -8.4817e-01 -3.7206e+00 -6.3687e-01 -1.9442e+00 +1.8949e+00 +3.2387e+00 -3.7112e+00 -1.9597e+00 +3.1787e-01 -5.0062e-01 -7.9344e-01 -3.4616e+00 +2.2687e+00
8 +8.600822871e+01 +8.600822871e+01 +3.365822871e+01 +3.365822871e+01 +3.7824e+00 -4.6214e+00 -1.9207e+00 -5.1639e-01 +4.7186e+00 +1.7990e+00 +3.0359e+00 -3.3228e+00 +1.5650e-01 -3.7582e+00 -1.1869e+00 -4.2542e+00 -9.3290e-01 +2.7464e+00 +4.7223e+00 -1.6362e+00 +3.6153e+00 -2.5459e+00 -4.1151e+00 -3.1485e+00
22 +4.667440643e+01 +4.667440643e+01 -5.675593571e+00 -5.675593571e+00 +2.6431e+00 +8.0102e-01 -1.8144e+00 -2.5293e+00 -4.6492e+00 +3.4867e+00 -2.1847e+00 -2.7505e+00 -2.1108e+00 -1.1611e+00 +9.5985e-01 +4.2969e+00 -1.8294e+00 +1.9600e+00 +2.1869e+00 -2.3703e-01 -4.3461e+00 -9.3016e-01 +4.5405e+00 +1.4488e+00
97 +2.944487415e+01 +2.944487415e+01 -2.290512585e+01 -2.290512585e+01 -4.7148e-01 +2.1952e+00 -4.3881e+00 -2.7641e+00 +5.1108e-01 +5.0000e+00 -5.0000e+00 -3.1350e+00 +1.7666e+00 -5.0410e-01 +2.4870e+00 +4.8425e-01 +2.2565e-01 +3.2608e+00 +2.8569e+00 +1.0473e-01 -5.0000e+00 -2.4502e+00 +1.2022e+00 +8.3897e-01
347 +2.186039644e+01 +2.186039644e+01 -3.048960356e+01 -3.048960356e+01 +1.1314e+00 +1.1509e+00 -2.8314e+00 -2.1862e+00 -1.2601e+00 +4.4617e+00 -4.9943e+00 -2.3723e+00 +5.0000e+00 -9.9935e-01 +2.1492e+00 +2.7536e+00 +3.0998e+00 +2.5798e+00 +4.8770e+00 -3.1921e+00 -5.0000e+00 -1.2243e+00 +4.8290e+00 -2.6425e+00
403 +1.551720397e+01 +1.551720397e+01 -3.683279603e+01 -3.683279603e+01 -2.6097e-01 -3.9647e-01 +9.3128e-01 -2.4491e+00 -3.1325e+00 +5.0000e+00 -4.9979e+00 -1.0549e+00 +0.0000e+00 +1.6111e+00 +2.7008e+00 +1.9077e+00 +3.4861e+00 +2.6799e+00 -1.7737e-01 +6.8665e-01 -4.9963e+00 -2.4768e+00 +4.4614e+00 -1.7345e+00
1332 +9.561007053e+00 +9.561007053e+00 -4.278899295e+01 -4.278899295e+01 +2.7447e-01 -7.6458e-01 +1.9548e+00 -4.0283e+00 -1.8326e+00 +4.4519e+00 -4.8948e+00 +4.5012e-01 +2.5350e+00 -1.6445e+00 +2.3089e+00 -2.2488e+00 +5.0000e+00 -4.6688e-01 +8.1194e-01 +6.4225e-01 -4.9975e+00 +7.7238e-01 +2.9437e+00 -5.0000e+00
27788 +5.937230998e+00 +5.937230998e+00 -4.641276900e+01 -4.641276900e+01 -4.4553e-01 -6.0104e-02 +3.0356e+00 -2.8856e+00 -2.0647e+00 +4.1573e+00 -5.0000e+00 -6.8954e-01 +2.3461e+00 -2.4413e+00 +2.5882e+00 -1.6508e-01 +5.0000e+00 -3.9737e-01 -1.1050e+00 +1.1256e+00 -4.9625e+00 +1.5854e+00 +2.7162e+00 -5.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
