% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.630675847e+02 +1.630675847e+02 +1.107175847e+02 +1.107175847e+02 -6.5010e-01 +4.2980e+00 -2.8029e-01 +3.7228e+00 +2.6256e+00 -4.1829e+00 +2.8370e+00 +4.2151e-01 +1.7303e+00 +4.2712e+00 -7.0405e-01 +4.3227e+00 -5.5453e-01 +8.0358e-01 -2.5390e+00 -4.2680e+00 -2.4085e+00 +2.8192e+00 +3.7908e-01 +1.2326e+00
3 +7.756542740e+01 +7.756542740e+01 +2.521542740e+01 +2.521542740e+01 -2.9266e+00 -5.5712e-02 -2.0148e+00 +3.2590e+00 -1.0800e+00 +7.5055e-01 +1.1928e+00 +3.0033e+00 -2.6406e+00 -3.4331e+00 +3.5412e+00 -2.8200e+00 -3.8516e+00 -7.1946e-02 -7.9407e-01 -3.9770e+00 -4.2585e+00 -1.8488e+00 +3.2161e+00 -1.2367e-01
50 +5.419631790e+01 +5.419631790e+01 +1.846317896e+00 +1.846317896e+00 +2.9619e+00 -7.3758e-01 -2.5112e+00 +1.7091e+00 -1.5107e+00 -4.2474e+00 -2.1434e+00 -4.8167e+00 -4.7326e+00 -4.6994e+00 -4.0047e+00 +3.7661e+00 -8.5790e-01 -4.5775e+00 +1.0513e+00 -3.3207e+00 -3.8043e+00 +4.9297e+00 +4.2640e+00 -2.0668e+00
152 +3.758808414e+01 +3.758808414e+01 -1.476191586e+01 -1.476191586e+01 -1.2871e+00 -2.9209e+00 -1.1739e+00 +2.5554e+00 +5.8011e-01 -3.6145e+00 +1.2845e-01 -5.0000e+00 -4.0749e+00 -4.2693e+00 -1.0803e+00 +1.1676e+00 +1.1659e+00 -4.6997e+00 -5.0000e+00 +2.2010e-01 -1.8116e+00 +2.9212e+00 +5.0000e+00 -5.0000e+00
264 +2.374598592e+01 +2.374598592e+01 -2.860401408e+01 -2.860401408e+01 +5.9375e-01 -9.2990e-01 -1.1136e+00 -2.9367e-02 +2.3809e+00 -1.9399e+00 -2.9627e+00 -4.2980e+00 -8.7687e-01 -2.5414e+00 +6.7739e-02 +1.9668e+00 -1.1035e+00 -1.7154e+00 -1.0360e+00 -2.3873e+00 -2.8619e+00 +4.9252e-01 +2.2627e+00 -3.6606e+00
615 +1.581419961e+01 +1.581419961e+01 -3.653580039e+01 -3.653580039e+01 -3.0602e-01 -8.5465e-01 -6.6269e-01 -1.3017e+00 +1.4114e+00 -1.0761e-01 -2.6904e+00 -4.4208e+00 -3.9165e-01 -2.5672e+00 +7.6124e-01 +5.2604e-01 -5.4338e-01 -2.0185e+00 -1.9659e+00 +1.2510e+00 -3.1403e+00 -1.0604e+00 +3.6463e+00 -3.9044e+00
1013 +9.972814944e+00 +9.972814944e+00 -4.237718506e+01 -4.237718506e+01 -2.6629e-01 -1.1119e+00 +3.0621e-02 -3.8068e+00 +4.0040e-02 +1.6786e+00 -2.9794e+00 -4.3098e+00 +1.8375e+00 -2.9749e+00 +1.0786e+00 -8.9869e-01 +3.8677e+00 -9.4509e-01 -8.8337e-01 +2.0558e-01 -4.2189e+00 +8.8729e-01 +4.1326e+00 -3.7803e+00
1789 +6.265844308e+00 +6.265844308e+00 -4.608415569e+01 -4.608415569e+01 +6.4281e-01 -9.2551e-01 +9.4889e-01 -2.7916e+00 -8.2292e-01 +3.3767e+00 -3.4347e+00 -4.2949e+00 +1.4245e+00 -1.2697e+00 +1.3159e+00 -2.8330e-01 +4.4879e+00 -6.1874e-01 -1.8205e+00 +3.2967e-01 -2.8780e+00 +2.4359e+00 +4.2124e+00 -3.2189e+00
2811 +3.970020455e+00 +3.970020455e+00 -4.837997955e+01 -4.837997955e+01 -1.2638e-01 -4.8245e-02 +2.1599e+00 -2.6917e+00 -1.0321e+00 +3.7837e+00 -3.7677e+00 -3.4764e+00 +1.9463e+00 -1.5029e+00 +2.1565e+00 -1.5819e-01 +4.4884e+00 -3.4889e-01 -2.0778e+00 +1.1085e+00 -1.7456e+00 +1.7269e+00 +3.2927e+00 -3.7804e+00
3503 +2.397383022e+00 +2.397383022e+00 -4.995261698e+01 -4.995261698e+01 -5.8247e-01 -1.1104e+00 +2.6108e+00 -2.7993e+00 -1.1057e+00 +3.8041e+00 -4.1963e+00 -2.5852e+00 +2.5201e+00 -1.6932e+00 +2.4907e+00 -6.7932e-01 +3.5920e+00 -4.8908e-01 -1.9552e+00 +1.2204e+00 -1.3347e+00 +1.1885e+00 +3.2217e+00 -4.0896e+00
3878 +1.559741397e+00 +1.559741397e+00 -5.079025860e+01 -5.079025860e+01 -6.3666e-01 -9.8547e-01 +2.6535e+00 -3.0102e+00 -1.0139e+00 +3.7469e+00 -4.2833e+00 -1.7714e+00 +2.5576e+00 -1.8047e+00 +2.6973e+00 -5.1613e-01 +3.5480e+00 -5.2921e-01 -1.8013e+00 +1.2595e+00 -1.0818e+00 +1.1818e+00 +3.1991e+00 -4.1382e+00
4102 +9.842168781e-01 +9.842168781e-01 -5.136578312e+01 -5.136578312e+01 -5.3839e-01 -1.1099e+00 +2.7570e+00 -3.0403e+00 -1.0180e+00 +3.7404e+00 -4.2431e+00 -9.3977e-01 +2.6110e+00 -1.8148e+00 +2.6980e+00 -5.1865e-01 +3.5684e+00 -5.3505e-01 -1.5938e+00 +1.2498e+00 -1.0200e+00 +1.2883e+00 +3.1726e+00 -4.1630e+00
4305 +6.210072319e-01 +6.210072319e-01 -5.172899277e+01 -5.172899277e+01 -5.2422e-01 -1.4919e+00 +2.8677e+00 -3.0069e+00 -1.0256e+00 +3.7285e+00 -4.1901e+00 -2.1307e-01 +2.5754e+00 -1.8076e+00 +2.7459e+00 -6.3872e-01 +3.4836e+00 -5.1809e-01 -1.5500e+00 +1.2877e+00 -1.0077e+00 +1.3655e+00 +3.1321e+00 -4.1447e+00
4657 +3.965484028e-01 +3.965484028e-01 -5.195345160e+01 -5.195345160e+01 -6.2663e-01 -1.4938e+00 +2.6911e+00 -2.8765e+00 -1.0603e+00 +3.7089e+00 -4.1013e+00 -7.7404e-02 +2.5802e+00 -1.8330e+00 +2.7606e+00 -5.0972e-01 +3.4934e+00 -5.1811e-01 -1.9686e+00 +1.2633e+00 -1.0236e+00 +1.6154e+00 +3.1141e+00 -4.1230e+00
