% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.824096693e+02 +1.824096693e+02 +2.618896693e+02 +2.618896693e+02 +1.4794e+00 -3.0324e+00 -4.7956e+00 -2.5483e-01 +8.2313e-01 +6.7516e-01 -4.7365e+00 +2.3298e+00 -1.5434e+00 -3.9696e+00 -2.5232e+00 +5.0331e-01 -1.4763e+00 -2.2133e+00 +2.9540e+00 +1.0860e+00 -4.0266e+00 -3.3378e-01 -4.5776e+00 -3.2658e+00
3 +1.401297732e+02 +1.401297732e+02 +2.196097732e+02 +2.196097732e+02 -2.9635e+00 -1.7563e+00 +4.0747e-01 +4.0528e+00 -3.5475e+00 -2.0954e-01 +1.1199e+00 +1.1503e+00 -2.4503e+00 -2.2684e+00 -8.5800e-01 +3.1806e+00 -2.9444e+00 +9.3791e-01 +2.2833e+00 -4.1009e+00 +3.3925e+00 +1.2495e+00 +3.1756e+00 +1.7142e+00
93 +9.379542418e+01 +9.379542418e+01 +1.732754242e+02 +1.732754242e+02 -8.6860e-01 -9.4790e-01 +3.1594e+00 -1.2734e+00 -2.1987e+00 +1.0738e+00 +5.0000e+00 -2.1048e+00 -2.0905e+00 -2.4833e+00 -2.6837e+00 +3.5457e+00 +6.0571e-01 +1.6625e+00 +6.6331e-01 +2.1065e+00 -1.7196e+00 -4.2790e+00 +5.0000e+00 +4.3099e+00
328 +6.125472780e+01 +6.125472780e+01 +1.407347278e+02 +1.407347278e+02 +0.0000e+00 +8.8138e-02 +9.2358e-01 -9.7731e-01 -3.0198e+00 -1.6351e+00 +2.0811e+00 -2.6296e-01 +0.0000e+00 -1.5038e+00 -9.8692e-01 +4.7445e-01 -6.6489e-01 -3.9284e-01 +2.0443e+00 +0.0000e+00 +1.0966e+00 -2.1257e+00 +3.1521e+00 -6.0989e-01
555 +3.351913605e+01 +3.351913605e+01 +1.129991360e+02 +1.129991360e+02 -7.6037e-02 -9.2584e-01 -6.5212e-01 +3.5184e-01 -2.0951e+00 -4.7234e-01 -1.8398e+00 -7.6265e-01 +5.3881e-01 -2.6383e+00 -5.0000e+00 -1.3599e+00 +2.1398e+00 +1.3184e+00 +3.0853e+00 +2.8106e+00 -5.6179e-01 -4.8278e+00 +7.3839e-01 +2.4931e+00
1278 +1.644766196e+01 +1.644766196e+01 +9.592766196e+01 +9.592766196e+01 -5.2098e-01 -1.4010e+00 -6.6666e-01 +9.3000e-01 -1.3695e+00 -7.6601e-01 +4.1850e-01 -6.7567e-01 -2.8003e-01 -3.8228e+00 -4.9953e+00 +1.6826e+00 +0.0000e+00 +1.5209e+00 +4.0682e+00 +3.1500e+00 -1.5452e+00 -4.0919e+00 +1.5010e+00 +1.6094e+00
4332 +1.305970801e+01 +1.305970801e+01 +9.253970801e+01 +9.253970801e+01 +5.6253e-01 -9.8101e-01 -6.8327e-01 +1.0838e+00 -2.1157e+00 +8.5618e-01 +6.8275e-01 -9.9452e-01 +1.1794e-01 -3.0712e+00 -4.9982e+00 +1.5808e+00 +6.4188e-01 +1.0709e+00 +4.1383e+00 +2.8859e+00 -2.6745e-01 -5.0000e+00 +3.0489e+00 +0.0000e+00
78938 +9.197688597e+00 +9.197688597e+00 +8.867768860e+01 +8.867768860e+01 +1.0772e+00 -1.4357e+00 -1.5704e+00 +2.2379e+00 -2.5565e+00 +5.2476e-01 +4.0056e-01 +4.8973e-01 -2.0448e+00 -1.7712e+00 -4.9962e+00 +2.2427e+00 +3.4528e-01 -4.4527e-01 +5.0000e+00 +4.0361e+00 -1.3410e-01 -4.1344e+00 +2.2798e+00 +9.0031e-01
117059 +6.010284206e+00 +6.010284206e+00 +8.549028421e+01 +8.549028421e+01 -1.1169e-01 -1.4490e+00 -9.8479e-01 +1.9527e+00 -3.5745e+00 +1.0275e+00 -6.4490e-01 +1.7828e-01 -9.9686e-01 -3.0386e+00 -4.9971e+00 +1.7057e+00 +6.3770e-01 -1.7516e-01 +4.1794e+00 +2.4989e+00 -1.9951e-01 -4.8373e+00 +1.3896e+00 +1.5647e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
