% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.674218020e+05 +6.674218020e+05 +6.675456320e+05 +6.675456320e+05 -3.5927e+00 -1.6603e+00 +5.5115e-01 -4.8260e+00 +2.1227e+00 +2.4319e+00 +4.4533e+00 -2.0961e+00 +4.0835e+00 +3.4532e+00 +3.1586e+00 -1.1206e+00 +1.2787e+00 -6.2610e-01 +1.9882e+00 +3.9601e+00 -4.2193e+00 +1.1573e+00 +4.9946e+00 -2.5516e+00
3 +2.133940265e+05 +2.133940265e+05 +2.135178565e+05 +2.135178565e+05 +4.9542e+00 -1.0835e+00 -4.8280e+00 +3.9743e+00 +4.2943e+00 +2.4635e-01 +4.6158e-01 -4.9848e+00 -2.8517e-01 -6.9377e-01 +9.5985e-01 -6.5142e-01 -2.1832e-01 +2.0674e-01 +4.3343e+00 +1.4335e+00 -3.6243e+00 +3.9235e+00 +1.2193e+00 -2.2235e-01
7 +1.003669472e+05 +1.003669472e+05 +1.004907772e+05 +1.004907772e+05 -1.1699e+00 -1.7849e+00 -5.5109e-01 -1.1972e+00 -3.1768e+00 +1.7857e+00 +4.5591e+00 -3.8578e+00 -1.4184e+00 +3.2255e+00 +1.0444e+00 -2.4037e+00 +2.4683e+00 -9.0287e-01 +2.1944e+00 -4.9993e+00 -3.8661e+00 -2.7066e+00 -2.5055e+00 -3.3663e+00
54 +8.439466069e+04 +8.439466069e+04 +8.451849069e+04 +8.451849069e+04 -2.2159e+00 -1.7964e+00 +8.8186e-01 +7.1736e-01 -2.8082e+00 -3.7014e+00 +2.1110e+00 -1.5491e-01 -1.2985e+00 -2.4752e+00 -3.2610e+00 +2.0162e+00 +3.0412e-01 +2.2025e+00 -2.8900e-01 +3.9446e+00 -3.5394e+00 +2.0644e+00 -6.0030e-01 -2.5513e-01
74 +5.733916936e+04 +5.733916936e+04 +5.746299936e+04 +5.746299936e+04 +9.8619e-01 -3.0523e+00 -3.6643e+00 -1.1019e-01 -2.5142e+00 +1.3920e+00 +1.6527e-01 +1.4574e+00 +2.6919e+00 +1.8453e-01 +1.7341e+00 +1.7598e+00 +1.9731e+00 +8.3813e-01 -1.2922e-01 -1.7713e+00 +2.1683e-02 -3.4792e+00 -1.1865e+00 -5.0312e-01
204 +2.551954451e+04 +2.551954451e+04 +2.564337451e+04 +2.564337451e+04 +1.2127e-01 -1.8561e+00 -2.8839e+00 +5.6875e-02 -4.1814e-01 -7.7162e-01 +1.4317e+00 -5.3146e-01 +1.6677e+00 +6.6012e-01 +9.7813e-01 +2.2253e+00 +1.0222e+00 +1.2614e+00 -6.2251e-01 +1.2999e+00 +4.7175e-01 -3.1380e+00 -2.3541e+00 -1.7154e+00
262 +1.587824223e+04 +1.587824223e+04 +1.600207223e+04 +1.600207223e+04 -1.3444e+00 +0.0000e+00 -1.7725e+00 +1.1913e+00 +3.2101e-01 -4.7955e-01 +7.6132e-01 -3.1978e-01 +2.3400e+00 +4.1202e-01 +1.6077e+00 +8.3153e-01 -2.4037e-01 +2.0342e-01 -8.5763e-02 -2.4844e+00 +6.7070e-01 -3.0941e+00 -1.3406e+00 -8.5628e-01
338 +8.166340701e+03 +8.166340701e+03 +8.290170701e+03 +8.290170701e+03 +8.3076e-01 +5.8976e-01 -2.3995e+00 -7.6284e-01 -4.2275e-01 +1.1055e+00 -9.2731e-01 -1.4700e+00 +2.6324e+00 -5.3564e-01 -3.1419e-01 +2.5326e+00 -5.0339e-01 +5.5856e-01 +1.6557e-02 +1.8126e+00 -2.1274e-01 -6.1319e-01 -4.9010e-01 +1.3057e+00
509 +6.051236999e+03 +6.051236999e+03 +6.175066999e+03 +6.175066999e+03 -1.1792e+00 -3.0315e-01 -4.7458e-01 -5.7545e-02 -2.4962e-02 +1.1400e+00 -2.0895e-01 -5.3141e-01 +1.5984e+00 +2.0759e-01 +7.7888e-01 +1.4052e+00 -1.5750e+00 +6.5699e-01 -2.9674e-01 -1.7775e+00 -3.9556e-01 -1.0316e+00 -9.6564e-01 -7.5368e-01
607 +3.534387857e+03 +3.534387857e+03 +3.658217857e+03 +3.658217857e+03 -1.2210e+00 -2.9275e-01 +9.5595e-01 +4.9386e-02 -2.5487e-01 -7.8149e-01 -5.8559e-01 -5.5639e-01 +1.5791e+00 -2.1251e-01 +9.3387e-01 +2.2764e+00 -1.1579e+00 +1.5856e-01 +6.1817e-02 +7.3023e-01 -1.6995e+00 -2.7663e-01 -2.9392e-01 +8.1641e-01
