% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.881912708e+01 +3.881912708e+01 -6.373087292e+01 -6.373087292e+01 -2.6193e+00 -1.3439e+00 -4.9690e+00 -2.6751e+00 -2.6608e-01 +2.8324e+00 -4.3472e+00 -7.0160e-01 +1.0361e+00 -6.2768e-01 +6.3959e-01 +2.3635e-02 +3.1499e+00 -4.0540e+00 +4.3784e+00 -3.4553e+00 +1.5858e+00 +1.1954e+00 +1.5700e+00 +3.2573e+00
308 +2.376933176e+01 +2.376933176e+01 -7.878066824e+01 -7.878066824e+01 +9.3005e-01 -3.5008e+00 +1.3677e+00 -6.3897e-01 +1.9772e+00 +1.2529e+00 -2.0464e+00 -7.7768e-01 +1.5553e+00 -4.2517e+00 -3.5799e+00 -1.9504e+00 -1.8939e+00 +2.0219e+00 +1.6554e+00 -1.6028e+00 -4.2272e+00 -1.0076e+00 +4.8816e+00 +4.3167e-01
504 +1.285830031e+01 +1.285830031e+01 -8.969169969e+01 -8.969169969e+01 +3.3718e+00 -1.4250e+00 -1.3077e+00 +1.4455e+00 +2.0671e+00 -6.2921e-01 -6.5571e-01 +2.4343e+00 +8.8086e-01 +1.0954e+00 -7.0948e-03 -3.7365e+00 -8.6473e-01 -1.0990e+00 +2.0105e+00 -8.2916e-01 -2.1588e+00 +5.0759e-01 +8.8789e-02 -4.7487e-01
3042 +9.814748795e+00 +9.814748795e+00 -9.273525121e+01 -9.273525121e+01 +1.3597e+00 -1.1163e+00 -4.3955e-01 +7.4153e-02 +1.4609e+00 +7.3242e-01 +2.0124e-03 +1.0211e+00 +1.0781e+00 -1.7728e+00 -2.4550e+00 -1.4573e+00 -1.5285e+00 +2.5120e+00 +1.1092e+00 +5.1711e-01 -8.8340e-01 -9.6548e-01 +1.2189e+00 +2.0885e+00
9789 +5.574835295e+00 +5.574835295e+00 -9.697516471e+01 -9.697516471e+01 +1.6340e+00 +6.0596e-01 +2.4421e-01 -2.1159e+00 +1.1578e+00 -1.7646e-01 -6.9414e-01 +2.6795e-01 -4.8939e-03 -1.5823e+00 -2.5648e-02 -9.3072e-03 -5.0839e-01 +1.2813e+00 +6.5740e-02 +9.6493e-01 -7.2040e-01 -2.2503e-01 +1.0062e+00 -2.2787e+00
599852 +3.877821368e+00 +3.877821368e+00 -9.867217863e+01 -9.867217863e+01 +9.7352e-01 -1.1924e+00 -3.1661e+00 -1.1709e+00 -7.4523e-01 +2.3837e-02 -7.6895e-02 +6.4055e-01 -6.2378e-01 +4.8817e-02 +2.5968e-01 +1.3038e+00 -9.0281e-02 +6.4887e-01 -1.4581e+00 -9.6872e-02 +4.5352e-01 -4.6239e-02 +1.0469e+00 +2.1005e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.611292541e+01 +3.611292541e+01 +1.078029254e+02 +1.078029254e+02 +1.9135e+00 -1.5458e-01 -1.4519e+00 -4.7855e+00 +2.2130e+00 +4.6648e+00 -2.2887e-01 +3.0688e+00 +3.9913e+00 +3.3467e-01 -1.7974e+00 -1.0765e+00 -2.6192e+00 +1.6455e+00 -9.4418e-01 +1.8942e+00 -3.8074e+00 -8.6488e-01 -2.9067e+00 +2.8814e+00
70 +2.141030043e+01 +2.141030043e+01 +9.310030043e+01 +9.310030043e+01 +2.4229e-01 +1.5174e+00 -5.6665e-01 -2.6113e+00 -7.0658e-01 +3.8360e-01 -9.8418e-01 -1.1078e+00 +9.2783e-01 +4.3906e+00 +3.4539e+00 +3.6436e+00 +1.5667e+00 -3.3037e+00 +1.3269e+00 +1.4926e+00 -2.1707e-01 -9.9310e-01 +8.6452e-01 +7.6806e-01
1002 +1.436570316e+01 +1.436570316e+01 +8.605570316e+01 +8.605570316e+01 +2.9694e-01 +1.6900e+00 -1.8129e+00 -3.7279e-01 +2.0402e+00 -6.7712e-01 -1.3711e-02 +3.1140e+00 +1.4963e+00 +2.2053e+00 +1.1702e+00 +1.3827e+00 +1.8294e-01 -3.8194e+00 +6.2194e-01 -6.6269e-01 -2.5269e-01 +4.3319e-01 -3.1796e-01 -4.6668e-01
