% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.156231992e+02 +2.156231992e+02 +1.986831992e+02 +1.986831992e+02 -2.1026e-01 +3.8447e+00 -1.3425e+00 -2.7857e-01 +2.6996e-01 +4.8897e+00 +8.3175e-01 -2.5732e-01 -4.4969e+00 +2.5905e+00 -5.0202e-01 -3.4198e+00 +3.0571e+00 +3.7044e+00 -9.5557e-01 -3.1884e+00 -4.5124e+00 -1.8863e+00 -1.9709e-01 +3.2383e+00
3 +2.011200078e+01 +2.011200078e+01 +3.172000776e+00 +3.172000776e+00 -4.8302e+00 +1.4169e+00 -4.6883e+00 +1.4620e+00 +4.3749e+00 -1.3244e+00 +1.4282e+00 -2.8753e+00 -3.2473e+00 -2.9330e+00 +2.8621e+00 -3.8682e+00 +1.5244e-01 +1.2273e+00 +1.3753e+00 +3.5177e+00 +3.0540e+00 -4.5597e+00 -1.7103e+00 -1.6240e+00
139 +1.362620516e+01 +1.362620516e+01 -3.313794842e+00 -3.313794842e+00 -5.2177e-01 +4.3480e+00 -2.3393e+00 -7.1804e-01 +4.5652e+00 +1.8376e+00 -1.6363e+00 -4.8547e+00 +1.1552e+00 -3.0635e+00 +3.7344e+00 -3.9604e+00 -3.8872e+00 -3.9849e+00 +3.2364e-01 +3.3359e-01 +3.0389e+00 -7.4626e-01 -2.9742e+00 +4.3302e+00
352 +9.854824388e+00 +9.854824388e+00 -7.085175612e+00 -7.085175612e+00 +1.8568e+00 +3.4377e+00 -5.0000e+00 +1.9088e+00 +4.7050e+00 -4.0639e-01 -1.5423e-01 -1.1094e+00 -5.5834e-01 -2.7849e+00 +5.0000e+00 -3.3124e+00 -6.1957e-01 -1.0795e+00 +9.8811e-01 -2.3484e-01 +1.0183e+00 -4.3962e-01 +7.6931e-01 -1.5509e+00
1999 +5.221290292e+00 +5.221290292e+00 -1.171870971e+01 -1.171870971e+01 +4.4408e+00 +2.9446e+00 -1.3077e+00 +1.0528e+00 +2.6699e+00 -2.9525e+00 +2.7113e+00 -3.4723e+00 +5.8426e-01 -4.5594e+00 +3.7407e+00 -8.0399e-01 -1.9579e+00 +3.8206e-01 +1.4496e+00 -2.9312e-01 +2.3681e+00 -1.7348e+00 -1.8934e+00 +1.4625e+00
3002 +3.805301375e+00 +3.805301375e+00 -1.313469862e+01 -1.313469862e+01 +3.1737e+00 +2.7220e+00 -1.3645e+00 +2.0378e+00 +3.0131e+00 -2.8203e+00 +1.3265e+00 -2.6649e+00 -1.2263e+00 -3.6392e+00 +2.4276e+00 +1.2679e+00 -1.3962e+00 -1.0527e+00 +2.5909e+00 +3.4433e+00 +4.3014e+00 -1.7146e+00 -1.1227e+00 +3.9591e+00
5054 +2.243716524e+00 +2.243716524e+00 -1.469628348e+01 -1.469628348e+01 +3.3183e+00 +1.2105e+00 -1.3192e+00 +2.3662e+00 +2.9246e+00 -3.1917e+00 +2.5733e+00 -1.7637e+00 -4.7748e-01 -2.8580e+00 +2.2942e+00 +4.9451e-01 -3.1593e+00 -1.2770e+00 +3.0809e+00 +3.7032e+00 +3.4788e+00 -1.3183e+00 -3.9646e-01 +1.0415e+00
8538 +1.315565466e+00 +1.315565466e+00 -1.562443453e+01 -1.562443453e+01 +3.6437e+00 +2.5684e+00 -1.6942e+00 +1.2676e+00 +2.3971e+00 -1.7868e+00 +2.5264e+00 -2.0087e+00 +8.0525e-02 -2.1470e+00 +3.2442e+00 +6.3285e-01 -2.9905e+00 -1.0775e+00 +3.1621e+00 +3.7689e+00 +3.5245e+00 -1.2219e+00 -3.2273e-01 +1.8754e+00
16106 +9.670552990e-01 +9.670552990e-01 -1.597294470e+01 -1.597294470e+01 +3.6067e+00 +2.5263e+00 -1.5631e+00 +1.3786e+00 +2.3706e+00 -1.9795e+00 +2.5026e+00 -2.0070e+00 -1.6076e-01 -1.7591e+00 +3.4894e+00 +3.5986e-01 -2.8757e+00 -1.1504e+00 +2.9978e+00 +3.2789e+00 +3.9638e+00 -9.4241e-01 -1.6536e-01 +1.7899e+00
42642 +6.292886878e-01 +6.292886878e-01 -1.631071131e+01 -1.631071131e+01 +3.5075e+00 +2.4507e+00 -1.4197e+00 +1.3997e+00 +2.4037e+00 -2.0138e+00 +2.5429e+00 -2.0356e+00 -2.6702e-01 -1.8642e+00 +3.5492e+00 +3.1401e-01 -2.8776e+00 -1.1701e+00 +2.9797e+00 +3.2715e+00 +3.9244e+00 -1.0699e+00 -2.5830e-01 +1.8251e+00
62866 +3.775304483e-01 +3.775304483e-01 -1.656246955e+01 -1.656246955e+01 +3.4877e+00 +2.6787e+00 -1.3782e+00 +1.2841e+00 +2.4266e+00 -1.9517e+00 +2.5143e+00 -2.0907e+00 -3.5077e-01 -1.8951e+00 +3.7021e+00 +4.2344e-01 -3.1770e+00 -1.2819e+00 +3.0090e+00 +3.2592e+00 +3.9205e+00 -6.2288e-01 -2.1076e-01 +1.8522e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.082543062e+02 +1.082543062e+02 +1.270643062e+02 +1.270643062e+02 -3.7946e+00 +2.7004e+00 +4.5357e+00 +3.0433e+00 +1.9664e+00 +5.5527e-01 -4.7893e+00 -4.5413e+00 -8.3791e-01 +3.7911e-01 +4.6118e+00 -2.0842e+00 -4.6537e+00 -4.4024e+00 -1.3620e+00 +7.2668e-01 -1.0672e+00 -1.5532e+00 -1.1341e+00 -4.9750e+00
2 +3.007335534e+01 +3.007335534e+01 +4.888335534e+01 +4.888335534e+01 -2.9564e+00 -8.7093e-01 -1.2323e+00 -1.7309e+00 +4.4600e+00 +2.6843e+00 -3.6150e+00 -6.8207e-02 +2.4195e+00 +2.4955e+00 -3.0373e-01 +4.0150e+00 +3.3113e-01 -3.0644e+00 +6.0738e-01 +4.4553e+00 +4.6972e+00 +3.8575e-01 -2.1192e+00 +2.0380e+00
3 +2.495998602e+01 +2.495998602e+01 +4.376998602e+01 +4.376998602e+01 +4.2195e+00 -3.5256e+00 +1.6592e+00 -4.3470e+00 +1.4638e+00 +1.3361e+00 -3.3137e+00 -1.0080e+00 -1.7068e+00 +7.7980e-01 -9.2755e-01 -3.2114e+00 +1.1874e+00 -4.2904e+00 +3.2223e+00 +4.1877e+00 -4.4303e-02 +8.0268e-01 +2.5225e-02 +2.3433e+00
79 +1.571586337e+01 +1.571586337e+01 +3.452586337e+01 +3.452586337e+01 +4.6726e+00 +1.6750e+00 -2.8667e+00 +2.6660e+00 +4.3548e+00 +2.5317e+00 -2.7980e-01 +3.0436e+00 -2.2525e+00 +4.9034e+00 -2.5759e+00 +1.5500e+00 +3.5797e+00 +4.3334e+00 +2.1383e+00 +3.7574e+00 -3.6879e+00 +2.6908e+00 -3.9665e+00 -2.6718e-02
490 +9.327417524e+00 +9.327417524e+00 +2.813741752e+01 +2.813741752e+01 -1.3608e+00 +2.4408e+00 +5.6691e-01 -4.7729e+00 +3.0560e+00 -2.9337e-01 +0.0000e+00 +2.7701e+00 +1.7827e-01 +5.0000e+00 -3.4734e+00 +9.9192e-01 +2.8689e+00 -1.1048e+00 -5.0000e+00 -4.4560e+00 -5.0000e+00 +2.4491e+00 +4.0375e-01 +5.0000e+00
999 +6.224552801e+00 +6.224552801e+00 +2.503455280e+01 +2.503455280e+01 -1.2106e+00 -5.2094e-01 +7.8599e-01 +5.2903e-01 +1.7919e+00 +1.7839e-01 -2.6444e-01 +6.4107e-01 +3.3998e-01 +2.9297e+00 -5.0000e+00 +1.4823e+00 +1.2234e+00 +5.6056e-01 -4.8619e+00 -1.8474e+00 +0.0000e+00 +2.3526e+00 +0.0000e+00 +1.8090e+00
2867 +3.521198546e+00 +3.521198546e+00 +2.233119855e+01 +2.233119855e+01 -6.5331e-01 +7.4283e-01 -9.0124e-01 +5.4312e-01 +9.9315e-01 -3.2538e+00 +2.2814e-01 +1.7686e+00 -3.1120e-01 +3.4970e+00 -4.0856e+00 +3.1830e+00 +2.7044e+00 -8.0253e-02 -3.1996e+00 -2.1615e+00 -2.9500e+00 +3.0378e+00 +3.1873e-01 +7.8343e-01
