% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.216552218e+02 +8.216552218e+02 +9.242652218e+02 +9.242652218e+02 -2.5949e+00 -3.3177e+00 -3.5402e+00 +2.1369e+00 +4.4374e+00 +9.1991e-01 -1.4169e+00 +1.0231e+00 +2.5520e+00 +4.8015e+00 -2.9341e+00 +4.5044e+00 +4.8111e+00 +6.5034e-01 +1.2679e+00 +1.1832e+00 +1.2976e+00 -3.8120e-01 -1.3172e+00 -4.7081e+00
5 +5.004794493e+02 +5.004794493e+02 +6.030894493e+02 +6.030894493e+02 +4.6590e-01 -3.2892e-02 +6.5272e-01 +2.7656e+00 -2.9323e+00 -4.2857e+00 -1.0588e+00 -4.5439e+00 -4.2237e+00 +3.9573e+00 -2.5041e+00 -2.1793e+00 +2.3169e+00 +1.2010e+00 +2.3223e-01 -2.8586e+00 +2.1860e+00 -1.7907e+00 +1.8078e+00 +3.4976e+00
2527 +3.920376610e+02 +3.920376610e+02 +4.946476610e+02 +4.946476610e+02 +5.5328e-01 -4.1505e+00 -1.8578e+00 +1.1997e+00 +2.2705e+00 +1.9335e+00 +2.1858e-01 -1.0277e+00 +3.5089e+00 +8.8879e-01 +2.1681e+00 +6.6379e-01 +4.4009e-01 -2.6402e+00 +2.7164e+00 +4.8477e-01 +3.1338e+00 +1.1674e+00 -2.3983e+00 +5.8099e-01
8446 +2.409394925e+02 +2.409394925e+02 +3.435494925e+02 +3.435494925e+02 +9.6189e-01 +3.4166e-01 +0.0000e+00 -2.2641e-02 -5.5436e-01 -1.0864e+00 -1.5453e+00 -1.5632e+00 +1.8310e-01 +2.2381e+00 -2.2332e+00 -3.6145e-01 -1.5735e+00 -7.9332e-01 +8.6913e-02 +4.5090e-01 +2.4902e-02 -7.8190e-01 -1.4592e+00 +6.2079e-01
94263 +1.580999894e+02 +1.580999894e+02 +2.607099894e+02 +2.607099894e+02 -1.8646e-01 +1.2707e+00 -3.0425e-01 +1.1233e+00 -3.3077e-01 -1.9989e+00 -6.9501e-01 -3.0173e+00 -1.2710e+00 +7.2994e-01 -1.2378e+00 -1.8687e+00 -2.7960e+00 +1.7218e+00 -1.0941e+00 -1.0365e+00 -1.5847e+00 -1.0667e+00 +7.0772e-01 +2.4475e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.055708617e+03 +1.055708617e+03 +1.149008617e+03 +1.149008617e+03 -1.2356e+00 -3.4646e+00 +2.9809e+00 +2.5955e+00 +2.6973e+00 -4.4574e+00 -9.9498e-02 -3.2736e+00 +4.5173e+00 -1.0073e+00 +1.9140e+00 +2.9674e+00 -1.2298e+00 -4.4714e+00 +4.8411e+00 +4.9054e+00 -3.6861e+00 +4.2380e+00 -2.2346e+00 -3.6874e+00
2 +8.238220310e+02 +8.238220310e+02 +9.171220310e+02 +9.171220310e+02 -2.1583e+00 -3.3585e+00 +2.9601e+00 +2.8057e+00 -4.2399e+00 +1.6264e+00 -3.2887e+00 -1.3228e+00 -4.8307e+00 +2.0550e-01 -2.8713e+00 -6.9797e-01 +6.8159e-01 -1.0616e+00 -4.6249e+00 +3.3772e+00 +4.1977e+00 -2.2281e+00 -2.8743e-01 -4.0556e+00
7 +6.273895621e+02 +6.273895621e+02 +7.206895621e+02 +7.206895621e+02 +2.6852e+00 -4.0500e+00 +2.2926e+00 +2.8042e+00 +2.3925e+00 +3.5672e-01 +1.3675e+00 +5.6399e-01 -2.4809e+00 -3.7272e+00 +3.6490e+00 -5.9232e-01 -3.8972e+00 -1.3047e-01 -2.6601e+00 -3.8676e+00 -1.8349e-01 +3.0272e+00 +3.0348e+00 -3.7334e+00
2104 +3.338133091e+02 +3.338133091e+02 +4.271133091e+02 +4.271133091e+02 +2.2201e+00 -1.5575e+00 -1.7650e+00 -2.7137e+00 -2.3896e-01 +3.6307e-02 -9.3009e-01 +5.0000e+00 -3.3641e+00 +3.2362e-02 +2.0332e+00 +3.5184e+00 +2.4553e+00 +9.8540e-01 +1.7735e+00 -1.5018e+00 -1.8377e-01 +2.7497e+00 -3.6658e+00 -1.1647e+00
10465 +2.269217034e+02 +2.269217034e+02 +3.202217034e+02 +3.202217034e+02 +1.7333e+00 -7.9004e-01 -9.1956e-01 +4.3066e-01 +1.1296e+00 +6.4856e-01 -2.3283e+00 +1.6562e+00 -9.6900e-01 -3.8302e+00 +7.6882e-01 +3.0615e+00 +3.6040e+00 +3.1195e+00 +1.5191e-01 -1.1859e+00 -1.6073e-01 +1.8949e+00 -1.6096e+00 -1.9710e+00
49513 +1.564762519e+02 +1.564762519e+02 +2.497762519e+02 +2.497762519e+02 +2.8275e+00 -3.3955e-01 -5.9851e-01 -3.5193e-01 -6.7282e-01 +7.0517e-01 -4.2257e-01 +5.7118e-01 -1.0230e+00 -1.0363e+00 +2.3700e+00 +4.8280e-02 +1.7648e+00 +1.3617e+00 -2.7836e+00 -1.6963e+00 -1.0751e+00 +1.2630e+00 +1.5940e-01 -2.3614e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.956057335e+02 +8.956057335e+02 +9.092457335e+02 +9.092457335e+02 -2.8787e+00 +4.3301e+00 -4.6853e+00 +3.3479e+00 +6.4875e-01 +2.7221e+00 +1.5347e-01 -2.8095e+00 +1.4434e+00 +3.2506e+00 +3.3804e+00 +2.5125e-01 +4.9206e+00 +1.1388e+00 -1.3059e+00 +3.7196e-02 +3.6403e+00 -3.6435e+00 -4.8331e+00 -4.4127e-02
