% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.105366302e+02 +1.105366302e+02 +1.818866302e+02 +1.818866302e+02 +4.6444e+00 -4.3557e+00 +2.5667e-01 -2.3656e+00 +1.9230e+00 -3.9107e+00 -2.8135e+00 -2.3685e+00 +3.2901e+00 -3.7126e+00 +5.2085e-01 -1.8968e+00 +2.1079e+00 +1.3829e+00 +3.7080e-01 -1.1416e+00 -3.1577e+00 +3.4321e+00 -2.7446e+00 +2.9289e+00
2 +5.507371273e+01 +5.507371273e+01 +1.264237127e+02 +1.264237127e+02 -3.5083e+00 -8.0993e-01 +1.6135e+00 +2.1853e+00 +1.6293e+00 +2.4017e+00 +4.9964e-01 +5.8822e-01 -1.4935e+00 -9.8626e-01 +3.0806e+00 -1.9259e+00 +8.1920e-01 +2.2573e-01 +1.1211e+00 -3.4340e+00 -2.3021e+00 -3.3435e+00 +2.2119e+00 -2.3043e+00
408 +3.524943383e+01 +3.524943383e+01 +1.065994338e+02 +1.065994338e+02 -1.4637e+00 -2.6540e-01 +4.7143e+00 +7.9185e-01 -2.4892e+00 -1.4764e+00 -5.0000e+00 +3.0653e+00 -4.6058e+00 +0.0000e+00 -3.8716e+00 +4.3068e+00 +3.2752e+00 +3.4318e+00 +2.0603e+00 -3.6485e+00 +2.9838e+00 -1.4743e+00 -3.5171e+00 -7.8035e-01
457 +2.415323648e+01 +2.415323648e+01 +9.550323648e+01 +9.550323648e+01 -9.6078e-01 +2.4212e+00 +4.0727e+00 +2.5768e+00 -4.4595e+00 -3.3122e-01 -3.9989e+00 +5.0000e+00 -4.0619e+00 -3.5177e+00 +8.6664e-01 +3.9618e+00 +2.9940e+00 +4.1411e+00 +5.0000e+00 -4.1925e+00 +3.8842e+00 -1.4593e+00 -2.5659e+00 -2.6834e+00
2605 +1.405144853e+01 +1.405144853e+01 +8.540144853e+01 +8.540144853e+01 -6.6818e-01 +2.0943e+00 +4.0483e+00 +2.6653e+00 -3.4304e+00 +1.3734e-01 -3.2094e+00 +3.7852e+00 -2.6947e+00 -4.2365e+00 +1.2866e+00 +3.9357e+00 +2.4395e+00 +4.3549e+00 +2.7505e+00 -3.7622e+00 +3.9186e+00 -1.2695e+00 -3.0122e+00 -2.1122e+00
4019 +9.422186949e+00 +9.422186949e+00 +8.077218695e+01 +8.077218695e+01 -6.6911e-01 +2.0872e+00 +4.1207e+00 +2.6612e+00 -3.4817e+00 +1.4900e-01 -3.3738e+00 +3.8077e+00 -2.6398e+00 -4.2213e+00 +1.2953e+00 +3.9364e+00 +2.4868e+00 +4.3280e+00 +2.7472e+00 -3.7764e+00 +3.9430e+00 -1.2577e+00 -3.0153e+00 -2.1354e+00
9314 +6.292327012e+00 +6.292327012e+00 +7.764232701e+01 +7.764232701e+01 -6.5638e-01 +2.0727e+00 +4.0929e+00 +2.6388e+00 -3.5622e+00 +1.5763e-01 -3.3568e+00 +3.8000e+00 -2.6352e+00 -4.2142e+00 +1.3459e+00 +3.9362e+00 +2.4606e+00 +4.3598e+00 +2.7247e+00 -3.7888e+00 +4.0889e+00 -1.2531e+00 -3.0161e+00 -2.1337e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.215679942e+01 +8.215679942e+01 -2.730632006e+02 -2.730632006e+02 -3.2400e+00 -3.2338e+00 -1.0679e+00 -4.4652e+00 -2.5738e+00 +3.4195e+00 -4.2655e+00 -4.3398e+00 +3.4395e+00 -5.0738e-01 -4.1619e+00 -4.8456e+00 +2.5187e+00 +4.5545e+00 +1.6608e+00 +4.8202e+00 +3.2197e+00 -4.5350e+00 -3.4132e+00 +2.6748e+00
6 +6.134184845e+01 +6.134184845e+01 -2.938781516e+02 -2.938781516e+02 -3.4838e+00 -2.6976e+00 +9.3836e-01 +2.9194e+00 +2.0913e+00 -8.0069e-01 -3.5602e+00 +3.5810e+00 -1.8428e+00 +1.9956e+00 +1.7498e+00 +4.3021e-01 -1.4867e+00 -4.1268e+00 +4.3273e+00 -4.7494e+00 +2.1203e+00 +3.8868e+00 -4.5132e+00 +4.4882e+00
