% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.192102409e+02 +4.192102409e+02 +5.218202409e+02 +5.218202409e+02 -5.3029e-01 +2.0381e+00 -2.8373e+00 +3.5170e+00 +1.6052e+00 -2.2346e+00 +6.5320e-01 -3.2648e+00 +5.6843e-01 +5.8993e-01 +7.2511e-01 -3.8205e+00 +6.5784e-01 +3.5583e+00 -2.7103e+00 -1.7605e+00 -2.7171e+00 -4.2243e-01 -3.9822e-01 -3.4594e-01
65 +3.177204077e+02 +3.177204077e+02 +4.203304077e+02 +4.203304077e+02 +1.1615e+00 +3.7587e+00 -8.8332e-01 +3.4499e-01 +2.5309e+00 -1.4035e+00 -2.9144e+00 -3.0036e+00 +1.1200e+00 +2.6314e+00 -7.2566e-01 -2.4750e+00 +1.4500e-01 +1.8169e+00 -1.4754e+00 +1.2484e+00 +1.7706e+00 +1.5119e-01 +1.0553e+00 -1.1104e+00
253 +2.428650166e+02 +2.428650166e+02 +3.454750166e+02 +3.454750166e+02 +9.3171e-01 +2.2235e+00 -5.7641e-01 +3.0418e-01 -1.1020e+00 -1.5058e+00 -2.4796e+00 -1.0641e+00 -3.3938e+00 -4.1296e-01 -3.8096e+00 -2.2092e+00 -1.2083e+00 +2.8242e-01 -3.0909e+00 -7.0204e-01 -1.0250e+00 -3.7406e-01 +9.1074e-01 +3.0661e-01
2176 +1.537415226e+02 +1.537415226e+02 +2.563515226e+02 +2.563515226e+02 +1.6682e+00 +2.0331e+00 -1.6703e+00 +6.9803e-01 -1.6176e+00 -6.9338e-01 -1.6069e+00 -1.9341e+00 -1.1497e+00 +6.7811e-01 -2.3492e+00 +6.7569e-02 -5.3672e-01 +6.6850e-01 -3.2111e-01 -9.9198e-01 -1.1125e-01 -9.1096e-01 +1.2069e+00 +2.3204e+00
14128 +9.867077293e+01 +9.867077293e+01 +2.012807729e+02 +2.012807729e+02 +2.2238e+00 +4.7845e-01 -1.0921e+00 +1.7081e+00 -1.2334e+00 -1.9994e+00 -2.1582e+00 -1.2206e+00 -1.2398e+00 +1.2533e+00 -2.1309e+00 -1.2798e+00 -7.0973e-01 +8.9270e-01 -1.8462e+00 -2.2313e+00 -1.2893e+00 -1.6721e+00 +1.2332e+00 +2.4560e+00
14523 +6.129548395e+01 +6.129548395e+01 +1.639054840e+02 +1.639054840e+02 +2.2238e+00 +4.5168e-01 -1.0651e+00 +1.6710e+00 -1.2596e+00 -2.0045e+00 -2.1612e+00 -1.1757e+00 -1.2067e+00 +1.2467e+00 -2.1502e+00 -1.2971e+00 -6.9468e-01 +9.4966e-01 -1.8518e+00 -2.1972e+00 -1.2826e+00 -1.7258e+00 +1.2957e+00 +2.4563e+00
81840 +3.978787754e+01 +3.978787754e+01 +1.423978775e+02 +1.423978775e+02 +1.3426e+00 +8.6015e-01 -1.0567e+00 +9.7900e-01 -1.7515e+00 -2.3457e+00 -1.3821e+00 -2.1703e+00 -1.1951e+00 +6.0670e-01 -7.4801e-01 -2.1921e+00 -9.6411e-01 +1.8904e+00 -1.1453e+00 -3.3001e-01 -1.5033e+00 -6.5205e-01 +1.5593e+00 +1.6464e+00
177251 +2.505175872e+01 +2.505175872e+01 +1.276617587e+02 +1.276617587e+02 -6.9017e-01 -1.8149e+00 +2.5653e+00 -1.0840e+00 +1.2689e+00 +1.0644e+00 +9.2879e-02 +1.0767e+00 +1.3516e+00 -1.4018e+00 +9.1924e-01 +4.4097e-01 +1.3316e+00 -3.6762e-01 +1.8485e+00 +1.2050e+00 +1.0133e+00 +1.3825e+00 -1.5535e+00 -1.1118e+00
912154 +1.584190032e+01 +1.584190032e+01 +1.184519003e+02 +1.184519003e+02 -1.1321e+00 -5.5436e-01 +1.3140e+00 -1.0418e+00 +1.0526e+00 +1.0291e+00 +2.3777e+00 +9.4995e-01 +1.5299e+00 -1.3780e+00 +1.0843e+00 +1.2383e+00 +1.5332e+00 -8.2397e-01 +1.3767e+00 +3.3093e-01 +1.4746e+00 +2.0125e+00 -1.3102e+00 -1.0062e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
