% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.992975887e+02 +5.992975887e+02 +7.019075887e+02 +7.019075887e+02 -3.3912e+00 +3.6387e+00 -1.8528e+00 +1.9550e+00 +1.0882e+00 -3.6445e+00 -4.4950e+00 -3.1829e+00 -3.1414e-01 +1.8162e-01 -3.2084e+00 -5.9677e-01 -2.7028e+00 +2.3138e+00 -3.0833e+00 +1.1557e+00 +2.0873e+00 +2.4435e+00 -4.7539e+00 -3.7251e-01
176 +3.678420042e+02 +3.678420042e+02 +4.704520042e+02 +4.704520042e+02 +0.0000e+00 +0.0000e+00 +8.7464e-01 -5.8071e-01 +2.4042e+00 +8.9134e-01 +3.3065e+00 -7.2764e-01 +1.8476e+00 -1.3515e+00 -1.4240e+00 +4.2277e-01 +5.3443e-01 +0.0000e+00 -1.3791e+00 +3.8756e-01 +4.6720e-01 +0.0000e+00 -2.2774e+00 -5.3489e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.532168113e+02 +5.532168113e+02 +6.465168113e+02 +6.465168113e+02 +2.3742e-01 -1.4212e+00 -1.1957e-01 +3.7609e+00 -4.9132e+00 +2.8518e-01 -2.6020e+00 +6.1363e-01 -4.1516e+00 -3.5158e+00 -3.4592e+00 -3.6196e+00 +2.4411e+00 +3.3350e+00 -2.6445e+00 -1.4333e+00 -2.1698e+00 -1.2149e+00 -4.5446e+00 -1.6465e-01
155 +3.855648419e+02 +3.855648419e+02 +4.788648419e+02 +4.788648419e+02 +7.7682e-01 -3.0743e+00 +0.0000e+00 +8.0853e-01 -3.8145e+00 +2.5378e+00 -5.0000e+00 +2.4495e+00 +0.0000e+00 -1.9695e+00 +2.7783e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 -1.2949e+00 +1.1360e+00 -1.3750e+00 +3.5110e+00 +4.8204e-01 +1.0598e+00
39290 +2.087249913e+02 +2.087249913e+02 +3.020249913e+02 +3.020249913e+02 +1.1179e+00 -2.6741e+00 -1.7635e+00 -1.8051e+00 -1.2197e-01 +0.0000e+00 +0.0000e+00 +4.3669e-01 -8.6086e-01 +4.2168e-01 +2.0931e+00 +7.5880e-01 -1.8674e+00 +1.5524e+00 +8.6711e-02 -3.8924e-01 +5.7336e-01 +3.3352e+00 +1.3914e-01 +7.9945e-02
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.371876945e+02 +6.371876945e+02 +6.508276945e+02 +6.508276945e+02 +3.0689e+00 +1.8209e+00 +4.6727e+00 +1.7325e+00 -2.0572e-01 -2.6540e+00 -3.7801e+00 -1.9974e+00 -8.6433e-01 +2.2526e+00 -1.5199e+00 +7.1121e-01 -4.3281e+00 +1.9487e+00 +1.7929e+00 -2.4752e+00 -1.3657e+00 -4.7835e+00 -4.3592e+00 -9.7315e-02
10 +6.204538787e+02 +6.204538787e+02 +6.340938787e+02 +6.340938787e+02 -1.4223e-01 +3.7622e+00 +2.3137e+00 -3.9060e+00 +3.2221e+00 -3.8831e+00 -1.8644e+00 -1.9751e+00 -1.0096e+00 +1.1102e+00 -2.7317e+00 +3.8170e+00 +1.2963e+00 +1.9806e+00 -1.4397e+00 -5.5610e-02 -3.3568e+00 +2.8685e+00 +4.1596e+00 -1.7623e+00
151 +3.742034016e+02 +3.742034016e+02 +3.878434016e+02 +3.878434016e+02 +1.6055e+00 +2.6231e-01 +1.1413e+00 -1.6700e+00 +5.2268e-01 -1.1565e+00 -2.5585e+00 +1.1005e+00 -4.4813e-01 +2.0388e-01 -1.3568e+00 +3.3450e+00 +0.0000e+00 +0.0000e+00 -2.0416e+00 -2.6036e+00 -4.8298e-01 -3.0546e+00 -1.5214e+00 +1.9513e+00
