% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.421327846e+01 +2.421327846e+01 +7.273278463e+00 +7.273278463e+00 +2.2079e+00 +4.8705e-01 +1.7852e+00 -1.8715e+00 +2.1011e+00 +2.6436e+00 +3.1281e+00 -1.7942e+00 +1.8677e+00 +4.0192e-01 -2.1608e+00 +4.8708e-02 +2.5456e+00 -3.7430e+00 +2.2449e+00 -3.9565e+00 +3.1105e+00 -1.6202e+00 -1.0899e+00 +3.7950e+00
66 +1.468056180e+01 +1.468056180e+01 -2.259438201e+00 -2.259438201e+00 +1.4058e+00 -1.7006e+00 +9.0004e-01 -2.3779e+00 +3.8525e+00 +2.3267e+00 +5.0116e+00 +8.7089e-01 +2.7112e-01 -1.4845e+00 -4.4269e+00 -4.2315e-01 +1.7407e+00 -1.5030e+00 -9.0905e-01 +9.0488e-01 +3.8584e+00 -1.1005e+00 -2.2177e+00 +1.7524e+00
93 +9.974566418e+00 +9.974566418e+00 -6.965433582e+00 -6.965433582e+00 +3.3321e+00 +1.2396e+00 -1.1082e+00 -1.0895e+00 +5.0779e+00 +1.1857e+00 +3.8310e+00 -1.2158e+00 -2.1383e-01 -1.6231e+00 -2.0197e+00 -3.8075e-01 -1.8005e-01 -2.6711e-01 +1.2554e+00 -9.1990e-02 +3.6473e+00 +2.8061e-01 -1.2800e+00 +2.3854e+00
187 +6.023867407e+00 +6.023867407e+00 -1.091613259e+01 -1.091613259e+01 +2.8744e+00 +2.0954e+00 +3.3535e-01 -2.9914e+00 +3.5354e+00 -2.0154e-01 +3.1787e+00 -3.7969e+00 -3.0333e+00 -2.2259e+00 +8.1993e-01 -1.5747e-01 +9.3191e-01 -2.6383e+00 +5.7846e-02 +2.9814e+00 +4.1646e+00 -3.9780e-01 +2.6404e+00 +3.1700e+00
371 +3.800715661e+00 +3.800715661e+00 -1.313928434e+01 -1.313928434e+01 +2.4261e+00 +3.7273e+00 -4.3949e-01 -7.5206e-01 +3.2393e+00 -8.1892e-01 +4.3834e+00 -2.5847e+00 -1.1865e+00 -3.3874e+00 +2.2446e+00 -7.6238e-01 +2.1381e-01 -2.8844e+00 +2.9214e+00 +4.3078e+00 +4.1510e+00 -5.3029e-01 +3.2311e-01 +4.1048e+00
545 +2.260341338e+00 +2.260341338e+00 -1.467965866e+01 -1.467965866e+01 +3.4768e+00 +8.7028e-01 -6.8018e-01 +1.8401e+00 +2.1026e+00 -7.9913e-01 +2.9115e+00 -1.6065e+00 -5.0788e-01 -2.2191e+00 +3.4696e+00 +2.0863e-01 -2.7611e+00 -2.1903e+00 +2.7063e+00 +3.6959e+00 +3.5305e+00 -1.3873e+00 -4.9763e-01 +2.8335e+00
760 +1.309984420e+00 +1.309984420e+00 -1.563001558e+01 -1.563001558e+01 +3.1022e+00 +2.4620e+00 -1.4751e+00 +1.6071e+00 +1.0810e+00 -2.0664e+00 +3.6481e+00 -1.5959e+00 +1.9124e-02 -2.7654e+00 +3.7691e+00 -3.9231e-01 -2.4017e+00 -1.3770e+00 +3.5415e+00 +2.5632e+00 +4.1724e+00 -6.9822e-01 +1.4904e-01 +2.9958e+00
850 +9.376714540e-01 +9.376714540e-01 -1.600232855e+01 -1.600232855e+01 +3.8553e+00 +2.5015e+00 -7.4653e-01 +1.5684e+00 +1.5477e+00 -2.4077e+00 +3.7031e+00 -1.9117e+00 -3.2964e-01 -2.6663e+00 +3.8507e+00 -1.0555e-01 -2.1526e+00 -1.3005e+00 +2.8172e+00 +3.2845e+00 +4.1123e+00 -5.9657e-01 +4.0076e-01 +2.8124e+00
1053 +6.114619375e-01 +6.114619375e-01 -1.632853806e+01 -1.632853806e+01 +3.7678e+00 +2.4205e+00 -1.2188e+00 +1.1632e+00 +1.6512e+00 -2.0204e+00 +3.6309e+00 -1.5426e+00 -2.5736e-01 -2.5308e+00 +3.8525e+00 -1.5212e-01 -2.1453e+00 -1.1110e+00 +2.9162e+00 +3.1301e+00 +3.9778e+00 -7.8643e-01 +3.0462e-01 +2.7128e+00
1161 +3.969957475e-01 +3.969957475e-01 -1.654300425e+01 -1.654300425e+01 +3.7442e+00 +2.4671e+00 -1.3370e+00 +1.2736e+00 +1.5796e+00 -2.0138e+00 +3.5672e+00 -1.9993e+00 -1.3092e-01 -2.3484e+00 +3.9212e+00 -3.3937e-01 -2.2888e+00 -1.2401e+00 +2.9189e+00 +3.0014e+00 +4.1016e+00 -8.2260e-01 +3.0941e-01 +2.8511e+00
