% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.201359408e+04 +9.201359408e+04 +9.146709408e+04 +9.146709408e+04 +1.7368e+00 -1.2834e+00 -1.6903e+00 +3.6789e+00 -2.0532e-01 -4.7117e-01 +1.1056e+00 -1.9991e+00 +2.4997e+00 -1.4635e-02 -5.8737e-01 -3.3809e+00 +3.4492e+00 -1.1155e+00 +2.0865e+00 +4.5424e-01 +2.5239e+00 +2.6878e+00 -3.3291e+00 -2.0034e+00
40 +5.540705436e+04 +5.540705436e+04 +5.486055436e+04 +5.486055436e+04 +1.5078e+00 +6.7777e-01 +1.0064e+00 +5.2797e+00 -7.5930e-02 +1.0832e+00 -4.8596e+00 -4.5584e+00 +2.9945e+00 +1.0604e+00 -1.8124e-01 -9.6994e-02 +2.3194e+00 -1.6426e+00 +1.7539e+00 -6.1641e-01 +3.7084e+00 +1.9436e-01 -4.3711e+00 -1.3032e+00
85 +3.156782503e+04 +3.156782503e+04 +3.102132503e+04 +3.102132503e+04 +4.8483e-01 +1.9249e+00 +9.0530e-01 +2.1050e+00 +3.0595e+00 +3.1917e+00 +1.9795e+00 -1.2622e+00 +2.2241e+00 -2.8337e-01 +4.5189e+00 -2.5552e+00 +5.4110e+00 -1.0618e+00 +6.3138e-01 -6.6726e-02 +1.7593e+00 -2.2533e+00 -2.1766e+00 -6.3819e-02
124 +1.362403288e+04 +1.362403288e+04 +1.307753288e+04 +1.307753288e+04 +1.1466e+00 +2.4621e+00 +2.6800e-01 +4.1954e+00 +3.4420e+00 +7.9354e-01 -3.8001e-01 -1.4654e+00 -1.9591e+00 +3.0898e+00 +2.8046e+00 -1.7187e+00 +3.8104e+00 -2.6603e+00 +2.6670e+00 -8.1889e-01 -7.2019e-02 -1.2027e+00 -2.1866e+00 +1.7833e+00
160 +4.648080659e+03 +4.648080659e+03 +4.101580659e+03 +4.101580659e+03 -2.8753e+00 +6.0115e-01 +1.2362e-01 +1.7854e+00 +2.2753e+00 +5.6212e-02 -1.9740e+00 +7.2751e-01 -2.2023e+00 +1.4300e+00 +2.5366e+00 -6.5801e-01 +3.4725e+00 +3.2955e-01 +3.8363e+00 -2.0507e+00 -3.3409e-01 -7.1781e-01 -1.5275e+00 +1.6552e+00
291 +1.480199457e+03 +1.480199457e+03 +9.336994566e+02 +9.336994566e+02 -1.5970e+00 +3.2311e+00 -7.0633e-01 +1.7303e+00 +1.0323e+00 +4.0454e-01 -1.2832e+00 +2.2567e-01 -8.1342e-01 +2.6664e-02 +1.1883e+00 -2.5765e-01 +2.5174e+00 -1.1421e+00 +3.0069e+00 +1.1876e-01 +2.6263e+00 -1.4641e+00 -2.7171e+00 +5.9175e-01
327 +9.800542123e+02 +9.800542123e+02 +4.335542123e+02 +4.335542123e+02 -3.1163e+00 +2.7825e+00 +3.4510e-01 +1.1167e+00 +2.8986e+00 +1.2175e+00 -2.7994e+00 +1.5114e+00 -2.3625e+00 -1.5692e-01 +4.5273e-01 +2.0961e+00 +8.0696e-01 -8.9687e-01 +2.6683e+00 +3.5051e-01 +2.9368e+00 -1.5154e+00 -1.7231e+00 +2.5067e+00
377 +5.801753374e+02 +5.801753374e+02 +3.367533740e+01 +3.367533740e+01 -2.0479e+00 +2.0794e+00 -2.5468e-01 +1.8863e+00 +4.0448e+00 -5.7052e-01 -1.3325e+00 +3.8848e-01 -1.8741e+00 +1.3836e+00 +2.1148e+00 -1.4422e-01 +2.1828e+00 -1.4134e+00 +2.0877e+00 -6.6729e-01 +2.2777e+00 -1.8101e+00 -1.5523e+00 +2.0543e+00
378 +1.455048995e+02 +1.455048995e+02 -4.009951005e+02 -4.009951005e+02 -2.1511e+00 +3.0248e+00 -1.7663e-01 +3.4987e-01 +2.7967e+00 -8.5826e-01 -1.0214e+00 +7.8213e-01 -2.0518e+00 +9.7092e-01 +1.5937e+00 -5.5482e-02 +1.9708e+00 -2.1381e+00 +3.6441e-01 -1.5011e+00 +1.8014e+00 -2.0490e+00 -1.1273e+00 +1.9298e+00
396 +7.787917025e+01 +7.787917025e+01 -4.686208297e+02 -4.686208297e+02 -2.2206e+00 +2.7931e+00 +5.1373e-01 +1.0414e+00 +2.9876e+00 +3.1806e-01 -2.1723e+00 +1.2830e+00 -1.6350e+00 +1.0805e+00 +2.5280e+00 +1.0315e+00 +1.0811e+00 -2.1147e+00 +1.6161e+00 -8.5780e-01 +2.6507e+00 -1.9903e+00 -1.0869e+00 +2.4217e+00
423 +3.388124848e+01 +3.388124848e+01 -5.126187515e+02 -5.126187515e+02 -1.3149e+00 +1.0537e+00 -6.4467e-01 -7.6902e-02 +2.4524e+00 -2.3272e-01 -2.0628e+00 +9.6955e-01 -2.4561e+00 +2.7862e-01 +4.7531e-01 +6.0092e-03 +1.2820e+00 -1.8776e+00 +1.1921e+00 -1.8301e+00 +1.2660e+00 -1.3659e+00 -1.8821e+00 +1.0185e+00
450 +4.273866770e+00 +4.273866770e+00 -5.422261332e+02 -5.422261332e+02 +3.3471e-01 +1.6314e+00 -1.3077e+00 +4.8925e-01 +2.7984e+00 +7.1184e-01 -2.4843e+00 +1.4740e+00 -2.3216e+00 -1.2874e-01 +1.2384e+00 +1.0069e+00 +8.1045e-01 -2.1658e+00 +1.3461e+00 -1.7097e+00 +1.0400e+00 -1.8192e+00 -1.3215e+00 +1.7550e+00
487 +3.713435758e+00 +3.713435758e+00 -5.427865642e+02 -5.427865642e+02 -8.1486e-01 +1.5387e+00 +8.6611e-02 +9.8358e-01 +2.6422e+00 +4.7988e-01 -2.6483e+00 +1.2722e+00 -2.3802e+00 +1.6097e+00 +7.6442e-01 +1.2974e+00 +1.0415e+00 -6.8359e-01 +1.8491e+00 -2.1727e+00 +1.2160e+00 -2.2357e+00 -1.4556e+00 +9.5374e-01
1984 +2.460389885e+00 +2.460389885e+00 -5.440396101e+02 -5.440396101e+02 -3.3707e-01 +2.5289e+00 -3.3681e-01 -8.9376e-01 +2.4290e+00 +6.3342e-01 -2.0576e+00 +1.3863e+00 -1.1495e+00 +2.2600e-01 +6.2936e-01 +1.0619e+00 +1.0274e+00 -1.3787e+00 +1.3320e+00 -2.3177e+00 +6.4758e-01 -1.5034e+00 -1.3719e+00 +1.5971e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.247540891e+05 +1.247540891e+05 +1.257540891e+05 +1.257540891e+05 -2.5090e+00 -5.0218e-01 +3.8979e+00 +3.4649e-01 +3.4601e-01 +8.8567e-01 -6.1865e-01 -6.6413e-01 +1.1534e+00 -2.7673e+00 +1.3417e+00 +7.6338e-01 -8.8777e-01 +3.9941e+00 -3.9837e+00 +2.8973e+00 -1.1461e+00 +2.8805e-01 +2.8285e+00 +1.0332e+00
14 +7.298451578e+04 +7.298451578e+04 +7.398451578e+04 +7.398451578e+04 -2.1684e+00 -2.3510e+00 +3.9396e+00 -4.3200e+00 +8.1951e-01 -2.9449e+00 -4.2737e+00 +3.1724e-01 +4.5937e-01 -1.8876e+00 +7.3348e-01 -4.7923e-02 +2.6723e-01 +1.2505e+00 -3.5548e+00 +1.0182e+00 +2.4322e+00 -2.3958e+00 +1.5849e+00 +7.6081e-01
18 +5.873571055e+04 +5.873571055e+04 +5.973571055e+04 +5.973571055e+04 -1.6767e+00 -1.7192e+00 +5.6158e+00 -8.3976e-01 +1.2711e+00 +1.6946e+00 -3.2408e+00 +1.4861e-01 +2.0518e+00 -6.7697e+00 -2.1382e+00 +4.3310e-01 -3.8029e+00 +2.1734e+00 -5.4655e+00 +1.5344e+00 -1.9475e+00 -6.4673e-01 +5.8710e-01 +6.9537e-01
26 +3.809330097e+04 +3.809330097e+04 +3.909330097e+04 +3.909330097e+04 -1.6517e+00 +1.7548e+00 +1.5718e+00 -2.9255e+00 +4.3530e+00 +1.1272e+00 -2.2064e+00 -3.2531e+00 +1.0761e-01 -5.6041e+00 -1.2270e+00 +3.9687e-01 -2.9232e+00 +3.1546e-01 -3.7494e+00 +2.1690e+00 -1.4053e+00 -1.9216e+00 +5.2491e-01 +4.5522e-01
47 +2.421822910e+04 +2.421822910e+04 +2.521822910e+04 +2.521822910e+04 +8.6993e-01 -4.9260e-01 +1.1968e+00 -1.1059e+00 +4.3176e+00 +3.8685e-01 -2.7362e+00 -5.3256e-01 +1.5374e+00 -2.4639e+00 -1.9097e+00 -4.9950e+00 -1.0325e+00 -1.4349e+00 -2.9387e+00 -1.1821e-01 +3.4796e-01 -2.7839e+00 -1.1468e+00 +2.9022e+00
110 +1.216494100e+04 +1.216494100e+04 +1.316494100e+04 +1.316494100e+04 -3.0773e-01 -1.9851e+00 +3.0859e+00 -2.0503e+00 +2.9150e+00 -8.5584e-01 -4.2039e+00 +1.0365e-01 +5.9285e-01 +2.5137e-01 -3.6834e+00 -3.4449e-01 -1.3940e+00 -1.4772e+00 -2.2023e+00 -2.2791e+00 -1.7626e+00 -6.9670e-01 -2.3191e+00 +3.3958e+00
138 +7.999006767e+03 +7.999006767e+03 +8.999006767e+03 +8.999006767e+03 -1.3999e+00 -2.8215e-01 +1.3716e+00 -2.7491e+00 -1.9573e-01 -1.6756e+00 -4.1220e+00 +8.4160e-01 -1.3295e-01 -7.7878e-01 -4.3361e+00 -9.0925e-01 -1.7594e+00 -3.4675e-01 -2.6480e+00 -3.8517e-01 -1.1098e+00 -6.2902e-01 -3.3285e+00 +2.4833e+00
158 +5.634361440e+03 +5.634361440e+03 +6.634361440e+03 +6.634361440e+03 -3.0893e+00 +1.2006e+00 +1.2143e+00 -1.7733e+00 +1.1419e+00 -1.3003e+00 -2.9132e+00 +3.6705e-01 -8.6525e-01 -3.6541e+00 -3.0057e+00 -2.5836e+00 -2.6606e+00 -7.2396e-01 -1.2029e+00 -2.1589e+00 -1.5024e+00 -3.0781e+00 -7.8754e-01 +1.3304e+00
187 +3.537515610e+03 +3.537515610e+03 +4.537515610e+03 +4.537515610e+03 -2.6998e+00 +3.6077e+00 +2.7612e+00 -2.5719e+00 +1.0160e+00 -4.3258e-01 -3.3743e+00 -3.4425e-01 -2.2347e+00 -1.8899e+00 -3.7066e+00 -2.1550e+00 -2.3254e+00 +1.0995e-01 -2.4946e+00 -2.3613e+00 -1.8479e+00 -1.8915e+00 -9.9943e-01 +2.1010e+00
